Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML
P0A8J2	DNAT_ECOLI	dnaT	Primosomal protein 1	2	2	6.12469e+06	6.68936e+06	5.48514e+06	6.37433e+06	4.24225e+06	6.22622e+06
P0A8J4	YBED_ECOLI	ybeD	UPF0250 protein YbeD	4	4	5.53557e+07	6.37836e+07	6.26775e+07	6.34361e+07	6.30111e+07	5.91484e+07
P0A8J8	RHLB_ECOLI	rhlB	ATP-dependent RNA helicase RhlB	15	15	7.00463e+07	6.968e+07	6.76148e+07	6.78125e+07	6.4443e+07	6.75738e+07
P0A8K1	PSD_ECOLI	psd	Phosphatidylserine decarboxylase proenzyme	6	6	2.25125e+07	2.33989e+07	2.51709e+07	2.53474e+07	2.44857e+07	2.35204e+07
P0A8K5	YAEP_ECOLI	yaeP	UPF0253 protein YaeP	2	2	4.87126e+06	5.37526e+06	4.56682e+06	5.40643e+06	5.29158e+06	5.51044e+06
P0A8L1	SYS_ECOLI	serS	Serine--tRNA ligase	20	20	1.91109e+08	1.90409e+08	1.85281e+08	1.91544e+08	1.89348e+08	1.87314e+08
P0A8M0	SYN_ECOLI	asnS	Asparagine--tRNA ligase	26	26	1.56842e+08	1.53155e+08	1.64127e+08	1.5763e+08	1.63126e+08	1.55536e+08
P0A8M3	SYT_ECOLI	thrS	Threonine--tRNA ligase	30	30	8.39262e+07	8.54242e+07	8.27829e+07	8.71817e+07	8.44316e+07	8.56375e+07
P0A8M6	YEEX_ECOLI	yeeX	UPF0265 protein YeeX	4	4	5.92209e+07	7.21467e+07	6.34615e+07	7.33871e+07	6.73746e+07	8.1196e+07
P0A8N0	MATP_ECOLI	matP	Macrodomain Ter protein	2	2	2.48324e+06	3.42651e+06	3.89377e+06	2.87719e+06	2.06121e+06	3.64003e+06
P0A8N3	SYK1_ECOLI	lysS	Lysine--tRNA ligase	34	22	2.28989e+08	2.26977e+08	2.25076e+08	2.26668e+08	2.20314e+08	2.33086e+08
P0A8N5	SYK2_ECOLI	lysU	Lysine--tRNA ligase, heat inducible	18	18	1.41568e+08	1.34683e+08	1.42384e+08	1.40001e+08	1.38456e+08	1.40477e+08
P0A8N7	EPMA_ECOLI	epmA	Elongation factor P--(R)-beta-lysine ligase	6	6	1.27941e+07	1.24515e+07	1.2229e+07	1.36906e+07	1.3354e+07	1.32678e+07
P0A8P3	FETP_ECOLI	yggX	Probable Fe(2+)-trafficking protein	7	7	5.57443e+07	5.56618e+07	5.51204e+07	5.43932e+07	5.38579e+07	5.48721e+07
P0A8P6	XERC_ECOLI	xerC	Tyrosine recombinase XerC	2	2		441245		466578		352156
P0A8Q0	FRDC_ECOLI	frdC	Fumarate reductase subunit C	2	2	1.59841e+07	1.60998e+07	1.43524e+07	1.53833e+07	1.66746e+07	1.51192e+07
P0A8Q6	CLPS_ECOLI	clpS	ATP-dependent Clp protease adapter protein ClpS	1	1			926188		945088	1.05274e+06
P0A8R0	RRAA_ECOLI	rraA	Regulator of ribonuclease activity A	5	5	8.38262e+07	7.9481e+07	8.44663e+07	8.40465e+07	8.1033e+07	8.36267e+07
P0A8R4	SLYX_ECOLI	slyX	Protein SlyX	1	1	1.53435e+06	1.55992e+06	1.65614e+06	1.57807e+06	1.43472e+06	1.43892e+06
P0A8R9	HDFR_ECOLI	hdfR	HTH-type transcriptional regulator HdfR	5	5	3.69398e+06	3.65372e+06	3.52163e+06	3.42978e+06	3.94425e+06	3.53942e+06
P0A8S1	ICIA_ECOLI	iciA	Chromosome initiation inhibitor	5	5	1.11757e+07	1.12757e+07	1.13686e+07	1.14293e+07	1.07628e+07	1.18464e+07
P0A8T1	PRMA_ECOLI	prmA	Ribosomal protein L11 methyltransferase	4	4	4.0746e+07	3.89749e+07	3.86165e+07	3.82196e+07	4.01205e+07	3.65698e+07
P0A8T7	RPOC_ECOLI	rpoC	DNA-directed RNA polymerase subunit beta'	82	82	2.33093e+08	2.32254e+08	2.3819e+08	2.35286e+08	2.33827e+08	2.36159e+08
P0A8U0	SYDP_ECOLI	syd	Protein syd	5	5	3.03605e+06	3.45912e+06	3.48909e+06	3.37588e+06	3.70802e+06	3.64515e+06
P0A8U2	YAFD_ECOLI	yafD	UPF0294 protein YafD	1	1		659785				752682
P0A8U6	METJ_ECOLI	metJ	Met repressor	5	5	3.88232e+07	3.72286e+07	3.6439e+07	3.86123e+07	3.90959e+07	3.7035e+07
P0A8V0	RBN_ECOLI	rbn	Ribonuclease BN	2	2		501531	162574	535557		531289
P0A8V2	RPOB_ECOLI	rpoB	DNA-directed RNA polymerase subunit beta	77	77	2.22641e+08	2.1938e+08	2.24254e+08	2.19843e+08	2.17335e+08	2.19452e+08
P0A8V6	FADR_ECOLI	fadR	Fatty acid metabolism regulator protein	11	11	2.43905e+07	2.25399e+07	2.37442e+07	2.25177e+07	2.46047e+07	2.33842e+07
P0A8W0	NANR_ECOLI	nanR	Transcriptional regulator NanR	8	8	8.01765e+06	7.88599e+06	8.59929e+06	8.13605e+06	8.53609e+06	8.58571e+06
P0A8W2	SLYA_ECOLI	slyA	Transcriptional regulator SlyA	4	4	4.37586e+07	3.96776e+07	4.4735e+07	4.09076e+07	4.17652e+07	3.92298e+07
P0A8W5	YQGE_ECOLI	yqgE	UPF0301 protein YqgE	6	6	1.68028e+07	1.54159e+07	1.70602e+07	1.69861e+07	1.80269e+07	1.71073e+07
P0A8W8	YFBU_ECOLI	yfbU	UPF0304 protein YfbU	10	10	1.04875e+08	1.06427e+08	1.11279e+08	1.03306e+08	1.10408e+08	1.03496e+08
P0A8X0	YJGA_ECOLI	yjgA	UPF0307 protein YjgA	14	14	3.93073e+07	3.7445e+07	3.76218e+07	3.98337e+07	3.98073e+07	3.95913e+07
P0A8X2	YCEI_ECOLI	yceI	Protein YceI	5	5	5.53198e+06	5.64665e+06	5.26342e+06	5.80679e+06	5.11648e+06	5.70842e+06
P0A8Y1	YJJG_ECOLI	yjjG	Pyrimidine 5'-nucleotidase YjjG	2	2	5.62082e+06	5.62419e+06	4.92301e+06	5.10494e+06	5.3213e+06	5.28057e+06
P0A8Y3	YIHX_ECOLI	yihX	Alpha-D-glucose-1-phosphate phosphatase YihX	6	6	1.00439e+07	9.64372e+06	9.58024e+06	9.30885e+06	1.03331e+07	1.00969e+07
P0A8Y5	YIDA_ECOLI	yidA	Sugar phosphatase YidA	9	9	4.48109e+07	4.28801e+07	4.42349e+07	4.37235e+07	4.28021e+07	4.4056e+07
P0A8Z0	YCIA_ECOLI	yciA	Acyl-CoA thioester hydrolase YciA	3	3	1.43798e+07	1.5977e+07	1.37715e+07	1.51818e+07	1.54108e+07	1.57029e+07
P0A8Z3	YBGC_ECOLI	ybgC	Acyl-CoA thioester hydrolase YbgC	3	3	3.40364e+06	3.7529e+06	4.0815e+06	3.80651e+06	4.30781e+06	3.967e+06
P0A901	BLC_ECOLI	blc	Outer membrane lipoprotein blc	3	3	2.81215e+06	2.08285e+06		2.8106e+06	3.30682e+06	2.08729e+06
P0A903	BAMC_ECOLI	bamC	Outer membrane protein assembly factor BamC	14	14	1.31556e+08	1.31133e+08	1.308e+08	1.31809e+08	1.36709e+08	1.3575e+08
P0A905	SLYB_ECOLI	slyB	Outer membrane lipoprotein SlyB	6	6	1.34884e+08	1.4971e+08	1.27207e+08	1.4929e+08	1.28251e+08	1.45675e+08
P0A908	MIPA_ECOLI	mipA	MltA-interacting protein	8	8	2.46781e+07	2.79897e+07	2.55105e+07	2.58339e+07	2.60553e+07	2.58687e+07
P0A910	OMPA_ECOLI	ompA	Outer membrane protein A	14	14	2.9468e+09	2.74428e+09	2.8807e+09	2.82703e+09	2.91747e+09	2.89302e+09
P0A912	PAL_ECOLI	pal	Peptidoglycan-associated lipoprotein	7	7	4.10544e+08	4.30794e+08	4.07475e+08	4.31926e+08	4.14718e+08	4.22448e+08
P0A915	OMPW_ECOLI	ompW	Outer membrane protein W	6	6	1.04016e+08	1.18327e+08	1.05557e+08	1.12713e+08	1.02728e+08	1.14253e+08
P0A917	OMPX_ECOLI	ompX	Outer membrane protein X	9	9	1.29868e+08	1.35835e+08	1.29519e+08	1.34591e+08	1.30714e+08	1.35455e+08
P0A921	PA1_ECOLI	pldA	Phospholipase A1	6	6	8.8018e+06	8.4265e+06	8.31437e+06	9.19351e+06	9.01202e+06	8.61032e+06
P0A927	TSX_ECOLI	tsx	Nucleoside-specific channel-forming protein tsx	10	10	1.01418e+08	1.05948e+08	1.00974e+08	1.05913e+08	9.96433e+07	1.05971e+08
P0A932	GFCE_ECOLI	gfcE	Putative polysaccharide export protein GfcE	14	14	6.36287e+07	6.18092e+07	6.10091e+07	6.02686e+07	6.07757e+07	6.41759e+07
P0A935	MLTA_ECOLI	mltA	Membrane-bound lytic murein transglycosylase A	8	8	1.62035e+07	1.74391e+07	1.71536e+07	1.83331e+07	1.73323e+07	1.78635e+07
P0A937	BAME_ECOLI	bamE	Outer membrane protein assembly factor BamE	1	1	9.90026e+07	1.07676e+08	1.02507e+08	1.0619e+08	9.57487e+07	1.01298e+08
P0A940	BAMA_ECOLI	bamA	Outer membrane protein assembly factor BamA	37	37	7.37957e+07	7.33288e+07	7.32155e+07	7.39921e+07	7.20899e+07	7.48991e+07
P0A944	RIMI_ECOLI	rimI	Ribosomal-protein-alanine acetyltransferase	5	5	2.79478e+06	2.96931e+06	3.24198e+06	2.32895e+06	2.42953e+06	2.76842e+06
P0A948	RIMJ_ECOLI	rimJ	Ribosomal-protein-alanine acetyltransferase	1	1	962682	690767	643653	856845	869002	989122
P0A951	ATDA_ECOLI	speG	Spermidine N(1)-acetyltransferase	3	3	3.63868e+06	3.42002e+06	3.34879e+06	3.65206e+06	3.04075e+06	3.2257e+06
P0A953	FABB_ECOLI	fabB	3-oxoacyl-[acyl-carrier-protein] synthase 1	14	14	1.73104e+08	1.67866e+08	1.68245e+08	1.71135e+08	1.69946e+08	1.74e+08
P0A955	ALKH_ECOLI	eda	KHG/KDPG aldolase	7	7	1.5019e+08	1.46298e+08	1.52991e+08	1.48777e+08	1.52464e+08	1.51434e+08
P0A959	ALAA_ECOLI	alaA	Glutamate-pyruvate aminotransferase AlaA	8	8	5.8105e+06	6.67709e+06	5.81143e+06	7.508e+06	7.43808e+06	7.61818e+06
P0A962	ASPG1_ECOLI	ansA	L-asparaginase 1	4	4	5.65866e+06	5.94014e+06	5.44038e+06	6.19009e+06	5.23158e+06	6.26697e+06
P0A964	CHEW_ECOLI	cheW	Chemotaxis protein CheW	4	4	5.43215e+07	4.97304e+07	5.36756e+07	4.9871e+07	5.64579e+07	4.98007e+07
P0A968	CSPD_ECOLI	cspD	Cold shock-like protein CspD	1	1	7.96294e+06	6.87913e+06	8.3075e+06	9.49369e+06	8.75166e+06	9.49732e+06
P0A972	CSPE_ECOLI	cspE	Cold shock-like protein CspE	7	7	1.27443e+09	1.47458e+09	1.2187e+09	1.49553e+09	1.25472e+09	1.40902e+09
P0A978	CSPG_ECOLI	cspG	Cold shock-like protein CspG	4	4	1.40256e+07	1.32929e+07	1.49322e+07	1.31566e+07	1.36586e+07	1.27503e+07
P0A988	DPO3B_ECOLI	dnaN	DNA polymerase III subunit beta	11	11	2.04904e+07	2.15899e+07	2.07752e+07	2.18059e+07	2.03725e+07	2.09657e+07
P0A991	ALF1_ECOLI	fbaB	Fructose-bisphosphate aldolase class 1	13	13	3.56151e+07	3.59778e+07	3.56736e+07	3.69583e+07	3.56346e+07	3.69191e+07
P0A993	F16PA_ECOLI	fbp	Fructose-1,6-bisphosphatase class 1	14	14	1.0407e+08	9.69708e+07	1.07063e+08	1.00345e+08	1.0072e+08	1.00629e+08
P0A996	GLPC_ECOLI	glpC	Anaerobic glycerol-3-phosphate dehydrogenase subunit C	11	11	3.36054e+07	3.46666e+07	3.37452e+07	3.39074e+07	3.47198e+07	3.20514e+07
P0A998	FTNA_ECOLI	ftnA	Ferritin-1	5	5	2.48357e+08	2.32889e+08	2.43815e+08	2.34982e+08	2.58389e+08	2.48959e+08
P0A9A2	FTNB_ECOLI	ftnB	Ferritin-like protein 2	3	3	1.5872e+06	1.41732e+06	1.175e+06	1.48649e+06	1.6935e+06	1.59507e+06
P0A9A6	FTSZ_ECOLI	ftsZ	Cell division protein FtsZ	23	23	1.37904e+08	1.41385e+08	1.41289e+08	1.37092e+08	1.38788e+08	1.34426e+08
P0A9A9	FUR_ECOLI	fur	Ferric uptake regulation protein	7	7	1.1601e+08	1.13087e+08	1.27611e+08	1.14966e+08	1.24453e+08	1.09219e+08
P0A9B2	G3P1_ECOLI	gapA	Glyceraldehyde-3-phosphate dehydrogenase A	25	24	2.48359e+09	2.38946e+09	2.43693e+09	2.47047e+09	2.52246e+09	2.48301e+09
P0A9B6	E4PD_ECOLI	epd	D-erythrose-4-phosphate dehydrogenase	6	6	6.72587e+06	7.27392e+06	7.20614e+06	7.13602e+06	7.26548e+06	7.20435e+06
P0A9C0	GLPA_ECOLI	glpA	Anaerobic glycerol-3-phosphate dehydrogenase subunit A	15	15	5.81695e+06	6.19257e+06	5.98319e+06	6.09633e+06	5.92882e+06	6.02789e+06
P0A9C3	GALM_ECOLI	galM	Aldose 1-epimerase	11	11	2.83866e+07	2.92749e+07	2.82398e+07	3.0433e+07	2.94462e+07	2.93859e+07
P0A9C5	GLNA_ECOLI	glnA	Glutamine synthetase	25	25	1.82505e+08	1.9809e+08	1.85156e+08	1.97437e+08	1.79898e+08	1.97295e+08
P0A9C9	GLPX_ECOLI	glpX	Fructose-1,6-bisphosphatase 1 class 2	12	12	1.72359e+07	1.59771e+07	1.63221e+07	1.62156e+07	1.61892e+07	1.58505e+07
P0A9D2	GSTA_ECOLI	gstA	Glutathione S-transferase GstA	8	8	1.98697e+07	1.94988e+07	1.96056e+07	1.93079e+07	2.18588e+07	1.99407e+07
P0A9D4	CYSE_ECOLI	cysE	Serine acetyltransferase	4	4	1.3892e+07	1.47895e+07	1.37717e+07	1.39402e+07	1.50477e+07	1.42808e+07
P0A9D8	DAPD_ECOLI	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	19	19	1.62084e+08	1.50016e+08	1.56444e+08	1.58137e+08	1.65735e+08	1.57637e+08
P0A9E5	FNR_ECOLI	fnr	Fumarate and nitrate reduction regulatory protein	6	6	3.53307e+07	3.35659e+07	3.75494e+07	3.41368e+07	3.47208e+07	3.45105e+07
P0A9F1	MNTR_ECOLI	mntR	Transcriptional regulator MntR	5	5	3.13362e+06	3.70044e+06	3.57042e+06	3.32438e+06	3.13755e+06	3.52437e+06
P0A9F3	CYSB_ECOLI	cysB	HTH-type transcriptional regulator CysB	13	13	1.2693e+07	1.36587e+07	1.45806e+07	1.41984e+07	1.34069e+07	1.34919e+07
P0A9F6	GCVA_ECOLI	gcvA	Glycine cleavage system transcriptional activator	2	2	679424	893633	605540	500065	573838	797444
P0A9G2	NHAR_ECOLI	nhaR	Transcriptional activator protein NhaR	2	2	3.64587e+06	3.39276e+06	3.95378e+06	3.63555e+06	3.61021e+06	4.18182e+06
P0A9G6	ACEA_ECOLI	aceA	Isocitrate lyase	11	11	2.63687e+07	2.64844e+07	2.9537e+07	2.70989e+07	2.96372e+07	2.74298e+07
P0A9G8	MODE_ECOLI	modE	Transcriptional regulator ModE	7	7	9.4426e+06	9.92598e+06	1.00583e+07	9.86809e+06	1.003e+07	9.77023e+06
P0A9H1	MUG_ECOLI	mug	G/U mismatch-specific DNA glycosylase	4	4	5.87867e+06	5.79253e+06		5.88805e+06	5.74688e+06	6.30596e+06
P0A9H3	LDCI_ECOLI	cadA	Lysine decarboxylase, inducible	3	3	3.72338e+06	2.70155e+06	3.67037e+06	3.57477e+06	3.95761e+06	3.91064e+06
P0A9H5	BTUR_ECOLI	btuR	Cob(I)yrinic acid a,c-diamide adenosyltransferase	3	3	5.0008e+06	6.52799e+06	5.65176e+06	6.7794e+06	6.05829e+06	6.63247e+06
P0A9H7	CFA_ECOLI	cfa	Cyclopropane-fatty-acyl-phospholipid synthase	12	12	1.61674e+07	1.61829e+07	1.64163e+07	1.59159e+07	1.54508e+07	1.66061e+07
P0A9H9	CHEZ_ECOLI	cheZ	Protein phosphatase CheZ	10	10	5.08456e+06	5.6507e+06	5.27107e+06	5.3155e+06	5.51867e+06	5.11749e+06
P0A9I1	CITE_ECOLI	citE	Citrate lyase subunit beta	15	15	3.37254e+07	3.30806e+07	3.43013e+07	3.48254e+07	3.4134e+07	3.43504e+07
P0A9I3	GCVR_ECOLI	gcvR	Glycine cleavage system transcriptional repressor	3	3	8.37329e+06	9.27197e+06	7.29344e+06	1.02399e+07	8.07223e+06	1.05369e+07
P0A9I8	NIRD_ECOLI	nirD	Nitrite reductase [NAD(P)H] small subunit	3	3	2.15637e+07	2.21617e+07	1.76115e+07	2.28417e+07	2.30742e+07	2.34239e+07
P0A9J0	RNG_ECOLI	rng	Ribonuclease G	10	10	4.13744e+07	3.95248e+07	3.77867e+07	4.38242e+07	4.024e+07	4.21577e+07
P0A9J4	PANE_ECOLI	panE	2-dehydropantoate 2-reductase	5	5	6.79589e+06	6.98791e+06	6.04154e+06	6.9631e+06	6.32721e+06	6.9977e+06
P0A9J6	RBSK_ECOLI	rbsK	Ribokinase	4	4	1.14691e+07	9.83683e+06	1.06327e+07	1.05764e+07	1.15167e+07	1.04825e+07
P0A9J8	PHEA_ECOLI	pheA	P-protein	5	5	8.46492e+06	8.43015e+06	8.19679e+06	7.64836e+06	9.29078e+06	7.71605e+06
P0A9K3	PHOL_ECOLI	ybeZ	PhoH-like protein	14	14	2.7696e+07	2.85974e+07	2.80802e+07	2.78509e+07	2.77023e+07	2.72951e+07
P0A9K7	PHOU_ECOLI	phoU	Phosphate-specific transport system accessory protein PhoU	5	5	1.07662e+07	9.11495e+06	9.27996e+06	9.35711e+06	9.87835e+06	9.24653e+06
P0A9K9	SLYD_ECOLI	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	4	4	4.95619e+08	5.79675e+08	5.01617e+08	5.40929e+08	4.77235e+08	5.34447e+08
P0A9L3	FKBB_ECOLI	fklB	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	9	9	1.57974e+08	1.4918e+08	1.63466e+08	1.48253e+08	1.62971e+08	1.4713e+08
P0A9L5	PPIC_ECOLI	ppiC	Peptidyl-prolyl cis-trans isomerase C	6	6	2.00967e+07	2.1233e+07	1.96678e+07	1.99382e+07	2.03885e+07	2.31645e+07
P0A9L8	P5CR_ECOLI	proC	Pyrroline-5-carboxylate reductase	2	2	1.314e+07	1.45166e+07	1.39522e+07	1.38602e+07	1.58023e+07	1.30829e+07
P0A9M0	LON_ECOLI	lon	Lon protease	35	35	4.26395e+07	4.42493e+07	4.33033e+07	4.44256e+07	4.28172e+07	4.43562e+07
P0A9M2	HPRT_ECOLI	hpt	Hypoxanthine phosphoribosyltransferase	10	10	2.9981e+07	3.08568e+07	2.9813e+07	2.89298e+07	2.89811e+07	2.90958e+07
P0A9M5	XGPT_ECOLI	gpt	Xanthine phosphoribosyltransferase	9	9	2.26755e+08	2.15579e+08	2.25803e+08	2.22729e+08	2.2338e+08	2.25847e+08
P0A9M8	PTA_ECOLI	pta	Phosphate acetyltransferase	34	34	1.96325e+08	1.98837e+08	1.97815e+08	1.99184e+08	2.00873e+08	1.91202e+08
P0A9N4	PFLA_ECOLI	pflA	Pyruvate formate-lyase 1-activating enzyme	5	5	2.10919e+07	1.9842e+07	2.13325e+07	2.20882e+07	2.2581e+07	2.19184e+07
P0A9N8	NRDG_ECOLI	nrdG	Anaerobic ribonucleoside-triphosphate reductase-activating protein	4	4	1.29953e+06	1.03906e+06	1.29617e+06	1.26394e+06	1.36728e+06	1.34936e+06
P0A9P0	DLDH_ECOLI	lpdA	Dihydrolipoyl dehydrogenase	30	30	1.86425e+08	1.90785e+08	1.82288e+08	1.96899e+08	1.89176e+08	1.9328e+08
P0A9P4	TRXB_ECOLI	trxB	Thioredoxin reductase	14	14	6.75376e+07	6.80885e+07	6.55372e+07	7.1309e+07	6.83159e+07	6.9922e+07
P0A9P6	DEAD_ECOLI	deaD	Cold-shock DEAD box protein A	30	30	4.14844e+07	3.85861e+07	4.16517e+07	4.04023e+07	4.20922e+07	3.96574e+07
P0A9Q1	ARCA_ECOLI	arcA	Aerobic respiration control protein ArcA	15	15	2.12432e+08	2.42767e+08	2.05128e+08	2.43774e+08	2.15238e+08	2.40352e+08
P0A9Q5	ACCD_ECOLI	accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	16	16	1.25958e+08	1.19513e+08	1.22788e+08	1.15459e+08	1.28616e+08	1.20922e+08
P0A9Q7	ADHE_ECOLI	adhE	Aldehyde-alcohol dehydrogenase	53	53	8.51831e+08	8.77913e+08	8.45772e+08	8.77293e+08	8.53507e+08	8.90464e+08
P0A9Q9	DHAS_ECOLI	asd	Aspartate-semialdehyde dehydrogenase	12	12	1.04376e+08	9.9276e+07	1.03399e+08	1.0226e+08	1.05598e+08	1.02342e+08
P0A9R4	FER_ECOLI	fdx	2Fe-2S ferredoxin	3	3	6.29442e+07	6.67239e+07	6.26246e+07	6.07068e+07	6.30888e+07	6.21865e+07
P0A9R7	FTSE_ECOLI	ftsE	Cell division ATP-binding protein FtsE	7	7	1.18143e+07	1.01104e+07	1.15984e+07	1.08751e+07	1.24247e+07	1.1073e+07
P0A9S1	FUCO_ECOLI	fucO	Lactaldehyde reductase	4	4	1.42814e+06	1.45033e+06	1.09789e+06	1.35821e+06	1.37928e+06	1.79783e+06
P0A9S5	GLDA_ECOLI	gldA	Glycerol dehydrogenase	8	8	9.68003e+07	8.89494e+07	1.02042e+08	8.97623e+07	9.94138e+07	8.47704e+07
P0A9T0	SERA_ECOLI	serA	D-3-phosphoglycerate dehydrogenase	12	12	4.35107e+07	4.45261e+07	4.30559e+07	4.46216e+07	4.22871e+07	4.47589e+07
P0A9T4	TAS_ECOLI	tas	Protein tas	9	9	3.32203e+07	3.43833e+07	3.36518e+07	3.29079e+07	3.39181e+07	3.33474e+07
P0A9T6	YBAQ_ECOLI	ybaQ	Uncharacterized HTH-type transcriptional regulator YbaQ	4	4	1.74561e+06	2.48935e+06	1.68543e+06	1.56127e+06	1.88086e+06	2.1828e+06
P0A9T8	YBBA_ECOLI	ybbA	Uncharacterized ABC transporter ATP-binding protein YbbA	3	3	1.64518e+06	1.54139e+06	1.46812e+06	1.6209e+06	1.61686e+06	1.29771e+06
P0A9U1	YBHF_ECOLI	ybhF	Uncharacterized ABC transporter ATP-binding protein YbhF	2	2	823768	890759	643922	841134	693737	938037
P0A9U3	YBIT_ECOLI	ybiT	Uncharacterized ABC transporter ATP-binding protein YbiT	22	22	3.08302e+07	3.12008e+07	3.24064e+07	3.10493e+07	3.18551e+07	3.11513e+07
P0A9V1	LPTB_ECOLI	lptB	Lipopolysaccharide export system ATP-binding protein LptB	10	10	2.29337e+07	2.20834e+07	2.36425e+07	2.28157e+07	2.36112e+07	2.33812e+07
P0A9W0	ULAR_ECOLI	ulaR	HTH-type transcriptional regulator UlaR	2	2				9.58897e+06		7.8921e+06
P0A9W3	YJJK_ECOLI	yjjK	Uncharacterized ABC transporter ATP-binding protein YjjK	29	29	7.03496e+07	7.24305e+07	7.08698e+07	7.58508e+07	7.53914e+07	7.36849e+07
P0A9W6	YRBA_ECOLI	yrbA	Uncharacterized protein YrbA	3	3	5.31307e+07	4.62708e+07	5.24635e+07	5.29317e+07	4.91278e+07	5.42684e+07
P0A9W9	YRDA_ECOLI	yrdA	Protein YrdA	7	7	1.84751e+07	1.79331e+07	1.82061e+07	1.86381e+07	1.84668e+07	1.85065e+07
P0A9X4	MREB_ECOLI	mreB	Rod shape-determining protein MreB	14	14	6.89456e+07	6.70899e+07	6.96482e+07	6.94578e+07	7.04971e+07	6.99325e+07
P0A9X9	CSPA_ECOLI	cspA	Cold shock protein CspA	8	6	2.26459e+08	2.19872e+08	2.31928e+08	2.12059e+08	2.369e+08	2.17398e+08
P0A9Y6	CSPC_ECOLI	cspC	Cold shock-like protein CspC	7	7	1.19875e+09	1.2091e+09	1.24613e+09	1.23914e+09	1.2745e+09	1.23717e+09
P0A9Z1	GLNB_ECOLI	glnB	Nitrogen regulatory protein P-II 1	7	7	8.7289e+07	8.4413e+07	8.16217e+07	8.42916e+07	8.07465e+07	8.02294e+07
P0AA04	PTHP_ECOLI	ptsH	Phosphocarrier protein HPr	6	6	1.09547e+08	2.56014e+08	1.08458e+08	2.3888e+08	1.05645e+08	2.36531e+08
P0AA10	RL13_ECOLI	rplM	50S ribosomal protein L13	13	13	5.90265e+08	6.50318e+08	6.12825e+08	6.42092e+08	6.23916e+08	6.48469e+08
P0AA16	OMPR_ECOLI	ompR	Transcriptional regulatory protein OmpR	12	12	4.53737e+07	4.85433e+07	5.0192e+07	4.81828e+07	4.8971e+07	4.79132e+07
P0AA25	THIO_ECOLI	trxA	Thioredoxin-1	7	7	3.37467e+08	3.27702e+08	3.39998e+08	3.32723e+08	3.46204e+08	3.34694e+08
P0AA31	YEDF_ECOLI	yedF	UPF0033 protein YedF	1	1	2.21927e+07	2.31926e+07	2.29428e+07	2.19619e+07	2.35026e+07	2.08608e+07
P0AA37	RLUA_ECOLI	rluA	Ribosomal large subunit pseudouridine synthase A	2	2		706738	615154	940430	1.06072e+06	930816
P0AA39	RLUC_ECOLI	rluC	Ribosomal large subunit pseudouridine synthase C	9	9	1.03038e+07	1.01701e+07	9.68576e+06	9.87564e+06	1.1159e+07	9.85854e+06
P0AA41	TRUC_ECOLI	truC	tRNA pseudouridine synthase C	2	2	701647	458081	914466		1.29762e+06	370543
P0AA43	RSUA_ECOLI	rsuA	Ribosomal small subunit pseudouridine synthase A	8	8	1.76317e+07	1.75182e+07	1.69273e+07	1.78174e+07	1.78808e+07	1.64748e+07
P0AA53	QMCA_ECOLI	qmcA	Protein QmcA	5	5	2.72496e+06	3.62213e+06	3.48144e+06	3.31105e+06	3.07315e+06	3.2419e+06
P0AA57	YOBA_ECOLI	yobA	Protein YobA	1	1				5.6965e+06		5.30322e+06
P0AA86	DSBE_ECOLI	dsbE	Thiol:disulfide interchange protein DsbE	1	1	869474	859824	597553	805243	643002	832368
P0AA91	YEAY_ECOLI	yeaY	Uncharacterized lipoprotein YeaY	4	4	3.74223e+06	3.66257e+06	3.82737e+06	3.80781e+06	4.0082e+06	3.76537e+06
P0AA93	YPDA_ECOLI	ypdA	Sensor histidine kinase YpdA	2	2	1.07925e+06	807967	782510	1.18029e+06	1.01853e+06	898584
P0AA95	YACC_ECOLI	yacC	Uncharacterized protein YacC	2	2	4.21667e+06	4.69873e+06	4.71513e+06	4.71404e+06	4.84553e+06	4.69149e+06
P0AA97	YAEQ_ECOLI	yaeQ	Uncharacterized protein YaeQ	2	2	2.65495e+06	3.57654e+06	2.31696e+06	4.1748e+06	3.1311e+06	3.6648e+06
P0AAA1	YAGU_ECOLI	yagU	Inner membrane protein YagU	2	2	4.27509e+07	4.69895e+07	4.1808e+07	4.57133e+07	4.28792e+07	4.28751e+07
