Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML
P0A9A2	FTNB_ECOLI	ftnB	Ferritin-like protein 2	4	4	2.59003e+06	2.93554e+06	3.08052e+06	2.56884e+06	2.61335e+06	3.55746e+06
P0A9A6	FTSZ_ECOLI	ftsZ	Cell division protein FtsZ	23	23	1.28774e+08	1.27891e+08	1.2765e+08	1.28831e+08	1.29226e+08	1.22739e+08
P0A9A9	FUR_ECOLI	fur	Ferric uptake regulation protein	7	7	1.12907e+08	1.15181e+08	1.08107e+08	1.09146e+08	1.09196e+08	1.08006e+08
P0A9B2	G3P1_ECOLI	gapA	Glyceraldehyde-3-phosphate dehydrogenase A	25	24	2.47825e+09	2.39151e+09	2.46277e+09	2.39968e+09	2.40129e+09	2.32662e+09
P0A9B6	E4PD_ECOLI	epd	D-erythrose-4-phosphate dehydrogenase	6	6	7.33142e+06	7.54691e+06	7.40161e+06	7.30378e+06	7.8886e+06	7.30415e+06
P0A9C0	GLPA_ECOLI	glpA	Anaerobic glycerol-3-phosphate dehydrogenase subunit A	14	14	5.60044e+06	5.82785e+06	5.86193e+06	5.79283e+06	5.41387e+06	5.3383e+06
P0A9C3	GALM_ECOLI	galM	Aldose 1-epimerase	12	12	3.46403e+07	3.37535e+07	3.41394e+07	3.22409e+07	3.32181e+07	3.36517e+07
P0A9C5	GLNA_ECOLI	glnA	Glutamine synthetase	24	24	2.23416e+08	2.17132e+08	2.1569e+08	2.10884e+08	2.15772e+08	2.11643e+08
P0A9C9	GLPX_ECOLI	glpX	Fructose-1,6-bisphosphatase 1 class 2	12	12	2.12104e+07	2.20536e+07	2.23452e+07	2.1404e+07	2.14031e+07	2.1448e+07
P0A9D2	GSTA_ECOLI	gstA	Glutathione S-transferase GstA	7	7	2.14958e+07	2.22436e+07	2.06331e+07	2.37885e+07	2.09094e+07	2.29376e+07
P0A9D4	CYSE_ECOLI	cysE	Serine acetyltransferase	4	4	1.6831e+07	1.81762e+07	1.77676e+07	1.71256e+07	1.38706e+07	1.77295e+07
P0A9D8	DAPD_ECOLI	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	19	19	1.53402e+08	1.55834e+08	1.503e+08	1.59074e+08	1.47764e+08	1.57034e+08
P0A9E5	FNR_ECOLI	fnr	Fumarate and nitrate reduction regulatory protein	6	6	3.53522e+07	3.60879e+07	3.59531e+07	3.61899e+07	3.61642e+07	3.49228e+07
P0A9F1	MNTR_ECOLI	mntR	Transcriptional regulator MntR	6	6	7.1244e+06	7.0292e+06	7.59533e+06	7.53715e+06	6.80075e+06	6.99164e+06
P0A9F3	CYSB_ECOLI	cysB	HTH-type transcriptional regulator CysB	13	13	1.39109e+07	1.37015e+07	1.43154e+07	1.3829e+07	1.41475e+07	1.40001e+07
P0A9F6	GCVA_ECOLI	gcvA	Glycine cleavage system transcriptional activator	1	1	638907	732338	613054	918269	775594	1.07086e+06
P0A9G2	NHAR_ECOLI	nhaR	Transcriptional activator protein NhaR	3	3	4.49938e+06	4.28538e+06	4.80376e+06	4.56782e+06	4.23433e+06	4.37324e+06
P0A9G6	ACEA_ECOLI	aceA	Isocitrate lyase	10	10	2.78656e+07	2.73455e+07	2.75154e+07	2.8288e+07	2.67716e+07	2.78402e+07
P0A9G8	MODE_ECOLI	modE	Transcriptional regulator ModE	7	7	9.68034e+06	8.93306e+06	9.72627e+06	9.98042e+06	9.67846e+06	9.24647e+06
P0A9H1	MUG_ECOLI	mug	G/U mismatch-specific DNA glycosylase	6	6	8.34608e+06	7.77247e+06	7.91019e+06	5.8426e+06	6.48962e+06	6.64117e+06
P0A9H3	LDCI_ECOLI	cadA	Lysine decarboxylase, inducible	3	3	4.74131e+06	3.62363e+06	4.16376e+06	4.58648e+06	3.9814e+06	4.2452e+06
P0A9H5	BTUR_ECOLI	btuR	Cob(I)yrinic acid a,c-diamide adenosyltransferase	3	3	6.11995e+06	5.22304e+06	6.12594e+06	5.50245e+06	5.67136e+06	5.11406e+06
P0A9H7	CFA_ECOLI	cfa	Cyclopropane-fatty-acyl-phospholipid synthase	11	11	1.93771e+07	1.80514e+07	1.93624e+07	1.90365e+07	1.95773e+07	1.82011e+07
P0A9H9	CHEZ_ECOLI	cheZ	Protein phosphatase CheZ	10	10	5.91797e+06	6.14719e+06	6.03751e+06	6.37619e+06	6.1867e+06	6.13268e+06
P0A9I1	CITE_ECOLI	citE	Citrate lyase subunit beta	14	14	3.87418e+07	3.63886e+07	3.78108e+07	3.68981e+07	3.84093e+07	3.34482e+07
P0A9I3	GCVR_ECOLI	gcvR	Glycine cleavage system transcriptional repressor	3	3	9.53925e+06	8.14149e+06	9.31595e+06	8.74663e+06	9.1609e+06	7.76508e+06
P0A9I8	NIRD_ECOLI	nirD	Nitrite reductase [NAD(P)H] small subunit	3	3	2.33458e+07	2.45238e+07	2.45865e+07	2.38512e+07	2.42515e+07	2.46609e+07
P0A9J0	RNG_ECOLI	rng	Ribonuclease G	10	10	4.05671e+07	4.07064e+07	4.12362e+07	3.67583e+07	4.04125e+07	3.95897e+07
P0A9J4	PANE_ECOLI	panE	2-dehydropantoate 2-reductase	5	5	7.73934e+06	7.51877e+06	6.9104e+06	7.76445e+06	7.40058e+06	7.44104e+06
P0A9J6	RBSK_ECOLI	rbsK	Ribokinase	4	4	1.03678e+07	1.13373e+07	1.1251e+07	1.09561e+07	1.10085e+07	1.11503e+07
P0A9J8	PHEA_ECOLI	pheA	P-protein	5	5	7.87992e+06	8.45452e+06	7.21063e+06	8.38061e+06	7.93142e+06	8.02228e+06
P0A9K3	PHOL_ECOLI	ybeZ	PhoH-like protein	14	14	2.99269e+07	2.92059e+07	2.84959e+07	2.84637e+07	3.01972e+07	2.90272e+07
P0A9K7	PHOU_ECOLI	phoU	Phosphate-specific transport system accessory protein PhoU	4	4	9.75718e+06	1.14453e+07	9.34082e+06	1.08614e+07	1.06722e+07	1.19557e+07
P0A9K9	SLYD_ECOLI	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	5	5	5.98897e+08	5.12877e+08	5.67664e+08	5.22232e+08	6.18118e+08	5.36904e+08
P0A9L3	FKBB_ECOLI	fklB	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	9	9	1.57531e+08	1.65692e+08	1.58525e+08	1.64354e+08	1.58438e+08	1.6142e+08
P0A9L5	PPIC_ECOLI	ppiC	Peptidyl-prolyl cis-trans isomerase C	6	6	2.96137e+07	2.66987e+07	2.92545e+07	2.83005e+07	2.70438e+07	2.706e+07
P0A9L8	P5CR_ECOLI	proC	Pyrroline-5-carboxylate reductase	2	2	1.59766e+07	1.68314e+07	1.48849e+07	1.86529e+07	1.84732e+07	1.65175e+07
P0A9M0	LON_ECOLI	lon	Lon protease	34	34	5.10781e+07	4.83458e+07	4.95332e+07	4.82115e+07	5.03686e+07	4.72734e+07
P0A9M2	HPRT_ECOLI	hpt	Hypoxanthine phosphoribosyltransferase	9	9	3.23007e+07	3.51592e+07	3.18883e+07	3.47018e+07	3.36651e+07	3.35073e+07
P0A9M5	XGPT_ECOLI	gpt	Xanthine phosphoribosyltransferase	8	8	2.55663e+08	2.45943e+08	2.52104e+08	2.40481e+08	2.45472e+08	2.26788e+08
P0A9M8	PTA_ECOLI	pta	Phosphate acetyltransferase	32	32	2.24036e+08	2.21494e+08	2.16688e+08	2.13925e+08	2.22189e+08	2.20918e+08
P0A9N4	PFLA_ECOLI	pflA	Pyruvate formate-lyase 1-activating enzyme	6	6	2.17195e+07	2.32933e+07	2.08383e+07	2.26101e+07	2.09827e+07	2.20252e+07
P0A9N8	NRDG_ECOLI	nrdG	Anaerobic ribonucleoside-triphosphate reductase-activating protein	2	2	850448	1.43372e+06	1.25198e+06	1.09288e+06		924199
P0A9P0	DLDH_ECOLI	lpdA	Dihydrolipoyl dehydrogenase	30	30	2.12649e+08	2.14896e+08	2.08199e+08	2.08266e+08	2.07887e+08	2.07172e+08
P0A9P4	TRXB_ECOLI	trxB	Thioredoxin reductase	14	14	7.95047e+07	7.59423e+07	7.72992e+07	7.36527e+07	7.88536e+07	7.63173e+07
P0A9P6	DEAD_ECOLI	deaD	Cold-shock DEAD box protein A	29	29	3.84785e+07	3.80305e+07	3.68356e+07	3.86919e+07	3.70553e+07	3.75474e+07
P0A9Q1	ARCA_ECOLI	arcA	Aerobic respiration control protein ArcA	15	15	2.60927e+08	2.64044e+08	2.58906e+08	2.51605e+08	2.71734e+08	2.60052e+08
P0A9Q5	ACCD_ECOLI	accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	16	16	1.25904e+08	1.24959e+08	1.21176e+08	1.37628e+08	1.27261e+08	1.24083e+08
P0A9Q7	ADHE_ECOLI	adhE	Aldehyde-alcohol dehydrogenase	55	55	9.53978e+08	9.29706e+08	9.24226e+08	9.12776e+08	9.29321e+08	9.03138e+08
P0A9Q9	DHAS_ECOLI	asd	Aspartate-semialdehyde dehydrogenase	12	12	1.03145e+08	1.0661e+08	1.02503e+08	1.05248e+08	9.68393e+07	1.07413e+08
P0A9R4	FER_ECOLI	fdx	2Fe-2S ferredoxin	3	3	7.49436e+07	7.09352e+07	7.09164e+07	7.08101e+07	8.00416e+07	7.01154e+07
P0A9R7	FTSE_ECOLI	ftsE	Cell division ATP-binding protein FtsE	7	7	1.0797e+07	1.24454e+07	1.10933e+07	1.1108e+07	1.018e+07	1.16766e+07
P0A9S1	FUCO_ECOLI	fucO	Lactaldehyde reductase	3	3	1.54892e+06	2.1338e+06		1.84587e+06	1.78675e+06	1.88608e+06
P0A9S5	GLDA_ECOLI	gldA	Glycerol dehydrogenase	8	8	8.32478e+07	9.41858e+07	8.38152e+07	8.97985e+07	8.14855e+07	9.47711e+07
P0A9T0	SERA_ECOLI	serA	D-3-phosphoglycerate dehydrogenase	12	12	4.72226e+07	4.8245e+07	4.71891e+07	4.67388e+07	4.86601e+07	4.73696e+07
P0A9T4	TAS_ECOLI	tas	Protein tas	9	9	3.97788e+07	3.98449e+07	3.95398e+07	3.86347e+07	3.89354e+07	3.9672e+07
P0A9T6	YBAQ_ECOLI	ybaQ	Uncharacterized HTH-type transcriptional regulator YbaQ	4	4	1.63121e+06	1.58322e+06	1.56118e+06	1.27383e+06	1.58657e+06	1.35336e+06
P0A9T8	YBBA_ECOLI	ybbA	Uncharacterized ABC transporter ATP-binding protein YbbA	2	2	2.14263e+06	1.79239e+06	1.99766e+06	2.18311e+06	2.07622e+06	2.25099e+06
P0A9U1	YBHF_ECOLI	ybhF	Uncharacterized ABC transporter ATP-binding protein YbhF	2	2	1.09897e+06	1.12297e+06	1.27525e+06	1.0686e+06	1.27433e+06	1.11962e+06
P0A9U3	YBIT_ECOLI	ybiT	Uncharacterized ABC transporter ATP-binding protein YbiT	21	21	3.4097e+07	3.26467e+07	3.40582e+07	3.10282e+07	3.44088e+07	3.22724e+07
P0A9V1	LPTB_ECOLI	lptB	Lipopolysaccharide export system ATP-binding protein LptB	10	10	2.86296e+07	2.69649e+07	2.70739e+07	2.77819e+07	2.77646e+07	2.59922e+07
P0A9W0	ULAR_ECOLI	ulaR	HTH-type transcriptional regulator UlaR	2	2	2.16601e+06		1.82948e+06	1.8518e+06	1.92064e+06	1.3683e+06
P0A9W3	YJJK_ECOLI	yjjK	Uncharacterized ABC transporter ATP-binding protein YjjK	29	29	7.28937e+07	7.47269e+07	7.08241e+07	7.4044e+07	7.08106e+07	7.22361e+07
P0A9W6	YRBA_ECOLI	yrbA	Uncharacterized protein YrbA	3	3	5.59545e+07	6.19969e+07	5.43962e+07	5.78399e+07	5.45088e+07	5.91529e+07
P0A9W9	YRDA_ECOLI	yrdA	Protein YrdA	8	8	1.91474e+07	1.97232e+07	1.97014e+07	1.98529e+07	2.00149e+07	1.98041e+07
P0A9X4	MREB_ECOLI	mreB	Rod shape-determining protein MreB	15	15	7.3406e+07	7.41789e+07	7.3349e+07	7.35141e+07	7.14292e+07	7.3143e+07
P0A9X9	CSPA_ECOLI	cspA	Cold shock protein CspA	8	6	2.22884e+08	2.48094e+08	2.23557e+08	2.38247e+08	2.26671e+08	2.38852e+08
P0A9Y6	CSPC_ECOLI	cspC	Cold shock-like protein CspC	7	7	1.27293e+09	1.28122e+09	1.254e+09	1.24943e+09	1.27223e+09	1.23326e+09
P0A9Z1	GLNB_ECOLI	glnB	Nitrogen regulatory protein P-II 1	6	6	9.39401e+07	9.27299e+07	8.32867e+07	9.09265e+07	9.42613e+07	9.71497e+07
P0AA04	PTHP_ECOLI	ptsH	Phosphocarrier protein HPr	7	7	1.76419e+09	1.30214e+09	1.83309e+09	1.29128e+09	1.75178e+09	1.1844e+09
P0AA10	RL13_ECOLI	rplM	50S ribosomal protein L13	14	14	6.47606e+08	6.77434e+08	6.58796e+08	6.87254e+08	6.7921e+08	7.19868e+08
P0AA16	OMPR_ECOLI	ompR	Transcriptional regulatory protein OmpR	11	11	4.81294e+07	4.75033e+07	4.93854e+07	4.48356e+07	4.80953e+07	4.54632e+07
P0AA25	THIO_ECOLI	trxA	Thioredoxin-1	7	7	3.32718e+08	3.69964e+08	3.29552e+08	3.64699e+08	3.35504e+08	3.72548e+08
P0AA31	YEDF_ECOLI	yedF	UPF0033 protein YedF	1	1	2.20231e+07	2.23147e+07	2.40246e+07	2.22843e+07	2.15822e+07	2.1998e+07
P0AA37	RLUA_ECOLI	rluA	Ribosomal large subunit pseudouridine synthase A	2	2	1.4743e+06	1.41802e+06	1.77751e+06	1.63358e+06	1.31337e+06	1.54882e+06
P0AA39	RLUC_ECOLI	rluC	Ribosomal large subunit pseudouridine synthase C	9	9	9.1577e+06	8.77264e+06	8.96384e+06	9.42318e+06	9.60376e+06	1.01354e+07
P0AA41	TRUC_ECOLI	truC	tRNA pseudouridine synthase C	2	2	1.17352e+06	1.5257e+06	1.09954e+06	1.40861e+06		1.67518e+06
P0AA43	RSUA_ECOLI	rsuA	Ribosomal small subunit pseudouridine synthase A	7	7	1.87031e+07	1.98083e+07	2.00264e+07	1.9598e+07	2.0851e+07	1.96312e+07
P0AA53	QMCA_ECOLI	qmcA	Protein QmcA	4	4	4.16123e+06	4.57444e+06	3.78915e+06	3.98301e+06	3.7854e+06	4.35339e+06
P0AA86	DSBE_ECOLI	dsbE	Thiol:disulfide interchange protein DsbE	2	2	4.44096e+06	3.2571e+06	3.29535e+06	3.41366e+06	2.85934e+06	2.76908e+06
P0AA91	YEAY_ECOLI	yeaY	Uncharacterized lipoprotein YeaY	4	4	4.594e+06	3.9356e+06	4.35948e+06	3.60487e+06	4.41315e+06	4.14958e+06
P0AA93	YPDA_ECOLI	ypdA	Sensor histidine kinase YpdA	2	2	956922	1.37244e+06	711145	1.34884e+06	667655	1.07929e+06
P0AA95	YACC_ECOLI	yacC	Uncharacterized protein YacC	2	2	4.63397e+06	4.0668e+06	4.3642e+06	4.3182e+06	4.66721e+06	4.3468e+06
P0AA97	YAEQ_ECOLI	yaeQ	Uncharacterized protein YaeQ	2	2	5.26926e+06	3.62679e+06	5.12689e+06	4.09853e+06	4.55595e+06	2.97478e+06
P0AAA1	YAGU_ECOLI	yagU	Inner membrane protein YagU	2	2	6.7812e+07	7.20004e+07	6.29566e+07	6.22558e+07	6.80762e+07	6.98606e+07
P0AAB4	UBID_ECOLI	ubiD	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	6	6	1.21082e+07	1.15577e+07	1.24433e+07	1.16941e+07	1.22603e+07	1.13631e+07
P0AAB6	GALF_ECOLI	galF	UTP--glucose-1-phosphate uridylyltransferase	11	11	1.43821e+08	1.48617e+08	1.4071e+08	1.48796e+08	1.50088e+08	1.513e+08
P0AAB8	USPD_ECOLI	uspD	Universal stress protein D	1	1	1.89021e+07	1.63995e+07	1.93446e+07	1.73256e+07	1.86556e+07	1.5648e+07
P0AAC0	USPE_ECOLI	uspE	Universal stress protein E	10	10	4.41568e+07	4.6444e+07	4.69751e+07	4.61933e+07	4.33757e+07	4.69714e+07
P0AAC8	ISCA_ECOLI	iscA	Iron-binding protein IscA	5	5	3.92827e+07	4.03596e+07	3.93821e+07	4.1224e+07	3.83713e+07	4.04171e+07
P0AAD6	SDAC_ECOLI	sdaC	Serine transporter	2	2	2.33436e+06	2.52062e+06	1.53356e+06	2.80098e+06	2.36375e+06	2.44281e+06
P0AAF6	ARTP_ECOLI	artP	Arginine transport ATP-binding protein ArtP	3	3	6.85784e+06	7.61833e+06	6.01879e+06	5.34022e+06	7.3662e+06	5.711e+06
P0AAH0	PSTB_ECOLI	pstB	Phosphate import ATP-binding protein PstB	4	4	3.8521e+06	3.49683e+06	3.59612e+06	2.93942e+06	3.86061e+06	3.17383e+06
P0AAH8	SAPF_ECOLI	sapF	Peptide transport system ATP-binding protein SapF	1	1	1.50615e+06	1.79328e+06	1.57838e+06	1.72051e+06	1.63111e+06	1.7432e+06
P0AAI3	FTSH_ECOLI	ftsH	ATP-dependent zinc metalloprotease FtsH	26	26	8.04361e+07	7.51374e+07	7.98182e+07	7.50833e+07	7.88064e+07	7.45163e+07
P0AAI5	FABF_ECOLI	fabF	3-oxoacyl-[acyl-carrier-protein] synthase 2	10	10	2.00955e+08	2.01514e+08	1.98965e+08	1.94915e+08	1.85942e+08	2.04973e+08
P0AAI9	FABD_ECOLI	fabD	Malonyl CoA-acyl carrier protein transacylase	9	9	7.83732e+07	7.73694e+07	7.48783e+07	7.67197e+07	7.72493e+07	7.70845e+07
P0AAJ3	FDNH_ECOLI	fdnH	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit	4	4	1.91884e+07	1.77625e+07	1.76193e+07	1.82025e+07	1.83848e+07	1.75328e+07
P0AAJ5	FDOH_ECOLI	fdoH	Formate dehydrogenase-O iron-sulfur subunit	4	4	1.4998e+07	1.75323e+07	1.51877e+07	1.80509e+07	1.51612e+07	1.81446e+07
P0AAJ8	HYBA_ECOLI	hybA	Hydrogenase-2 operon protein HybA	5	5	2.25405e+07	2.22961e+07	2.22827e+07	2.3133e+07	2.27978e+07	2.35714e+07
P0AAK1	HYCB_ECOLI	hycB	Formate hydrogenlyase subunit 2	2	2	5.01661e+06	4.91388e+06	4.67818e+06	5.09434e+06	5.04503e+06	4.91952e+06
P0AAL3	NAPG_ECOLI	napG	Ferredoxin-type protein NapG	2	2	738407		586834	674171		583206
P0AAN1	HYBE_ECOLI	hybE	Hydrogenase-2 operon protein HybE	1	1	2.10442e+06	2.00058e+06	2.06188e+06	2.15887e+06	1.83873e+06	2.01499e+06
P0AAN3	HYPB_ECOLI	hypB	Hydrogenase isoenzymes nickel incorporation protein HypB	6	6	1.32739e+07	1.31646e+07	1.33503e+07	1.30778e+07	1.31335e+07	1.28631e+07
P0AAN5	YAIA_ECOLI	yaiA	Uncharacterized protein YaiA	1	1	7.21618e+06	9.08429e+06	7.54483e+06	8.48848e+06	8.1198e+06	8.01827e+06
P0AAN9	IRAP_ECOLI	iraP	Anti-adapter protein IraP	3	3	1.24641e+06	1.3518e+06	1.13378e+06	1.36536e+06	1.26385e+06	1.26403e+06
P0AAP3	FRMR_ECOLI	frmR	Transcriptional repressor FrmR	5	5	1.82702e+07	1.78728e+07	1.73899e+07	1.91245e+07	1.7795e+07	1.90673e+07
P0AAQ2	YAJD_ECOLI	yajD	Uncharacterized protein YajD	4	4	1.86517e+07	1.78923e+07	1.86679e+07	1.9025e+07	1.85411e+07	1.75675e+07
P0AAR3	YBAK_ECOLI	ybaK	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK	7	7	1.48041e+07	1.41281e+07	1.42809e+07	1.54863e+07	1.28145e+07	1.54236e+07
P0AAS0	YLAC_ECOLI	ylaC	Inner membrane protein YlaC	4	4	981008	820772	950604	925277	1.07196e+06	978828
P0AAS7	YBCJ_ECOLI	ybcJ	Uncharacterized protein YbcJ	3	3	1.84467e+07	2.03111e+07	1.74063e+07	1.95668e+07	1.77413e+07	1.96452e+07
P0AAT2	YBDF_ECOLI	ybdF	Uncharacterized protein YbdF	2	2	2.5664e+06	3.02675e+06	2.99014e+06	3.00511e+06	3.04206e+06	3.39705e+06
P0AAT4	MSCM_ECOLI	mscM	Miniconductance mechanosensitive channel	5	5	7.67532e+06	7.81579e+06	8.19754e+06	7.84026e+06	8.07459e+06	7.30824e+06
P0AAT6	IOJAP_ECOLI	rsfS	Ribosomal silencing factor RsfS	6	6	1.56104e+07	1.81238e+07	1.52178e+07	1.73906e+07	1.62114e+07	1.70544e+07
P0AAT9	YBEL_ECOLI	ybeL	Uncharacterized protein YbeL	6	6	3.37572e+07	3.14528e+07	3.39006e+07	2.86382e+07	3.16099e+07	3.05463e+07
P0AAU7	YBFE_ECOLI	ybfE	Uncharacterized protein YbfE	3	3	4.19723e+06	4.33483e+06	4.71902e+06	5.21529e+06	4.08097e+06	4.4634e+06
P0AAV4	YBGJ_ECOLI	ybgJ	Uncharacterized protein YbgJ	2	2	2.87095e+06	3.00161e+06	2.63828e+06	2.7337e+06	2.43701e+06	3.27218e+06
P0AAX8	YBIS_ECOLI	ybiS	Probable L,D-transpeptidase YbiS	15	14	5.55595e+07	5.38663e+07	5.5251e+07	5.17231e+07	5.39295e+07	5.25267e+07
P0AAZ4	RARA_ECOLI	rarA	Replication-associated recombination protein A	9	9	4.39596e+06	4.10383e+06	4.73679e+06	4.83118e+06	4.61885e+06	4.09282e+06
P0AAZ7	YCAR_ECOLI	ycaR	UPF0434 protein YcaR	4	4	5.47594e+07	5.78172e+07	5.45258e+07	5.79787e+07	5.18982e+07	5.53793e+07
P0AB10	YMBA_ECOLI	ymbA	Uncharacterized lipoprotein YmbA	2	2	1.04223e+07	1.09183e+07	1.13011e+07	1.08721e+07	1.17058e+07	1.1823e+07
P0AB14	YCCJ_ECOLI	yccJ	Uncharacterized protein YccJ	4	4	2.05723e+07	2.16357e+07	2.04853e+07	2.08144e+07	1.95472e+07	2.03339e+07
P0AB18	TUSE_ECOLI	tusE	Sulfurtransferase TusE	4	4	7.0818e+06	7.05827e+06	8.14062e+06	6.93278e+06	7.56153e+06	6.9286e+06
P0AB20	HSPQ_ECOLI	hspQ	Heat shock protein HspQ	1	1	6.68317e+06			7.13178e+06	6.36788e+06	7.61152e+06
P0AB24	EFEO_ECOLI	efeO	Iron uptake system component EfeO	14	14	3.76366e+07	3.80809e+07	3.86842e+07	3.69697e+07	3.61772e+07	3.72865e+07
P0AB26	YCEB_ECOLI	yceB	Uncharacterized lipoprotein YceB	5	5	2.80079e+07	2.85767e+07	3.02722e+07	3.06947e+07	2.7125e+07	2.94245e+07
P0AB28	YCED_ECOLI	yceD	Uncharacterized protein YceD	5	5	3.93518e+07	3.81775e+07	3.95155e+07	3.93718e+07	4.11705e+07	3.85357e+07
P0AB38	LPOB_ECOLI	lpoB	Penicillin-binding protein activator LpoB	3	3	2.2212e+07	1.91172e+07	2.09287e+07	1.7957e+07	2.13108e+07	1.77456e+07
P0AB43	YCGL_ECOLI	ycgL	Protein YcgL	8	8	6.16471e+06	6.52894e+06	5.49196e+06	6.57555e+06	6.09134e+06	6.52077e+06
P0AB46	YMGD_ECOLI	ymgD	Uncharacterized protein YmgD	4	4	1.67196e+07	1.58266e+07	1.59729e+07	1.48854e+07	1.49881e+07	1.52238e+07
P0AB52	YCHN_ECOLI	ychN	Protein YchN	3	3	1.01411e+07	1.16805e+07	1.14896e+07	1.02064e+07	1.13707e+07	1.27835e+07
P0AB55	YCII_ECOLI	yciI	Protein YciI	3	3	3.89966e+07	3.89163e+07	3.75115e+07	3.94136e+07	4.0353e+07	3.76662e+07
P0AB58	YCIM_ECOLI	yciM	Uncharacterized protein YciM	2	2	1.69527e+06	2.05205e+06	1.68918e+06	2.11736e+06	2.25702e+06	2.09491e+06
P0AB61	YCIN_ECOLI	yciN	Protein YciN	6	6	3.19785e+07	2.95199e+07	3.05275e+07	2.61866e+07	3.10973e+07	2.80003e+07
P0AB67	PNTB_ECOLI	pntB	NAD(P) transhydrogenase subunit beta	6	6	8.04958e+06	8.83704e+06	8.99893e+06	8.71962e+06	9.09926e+06	8.75788e+06
P0AB71	ALF_ECOLI	fbaA	Fructose-bisphosphate aldolase class 2	16	16	8.2977e+08	8.45878e+08	8.53976e+08	8.41168e+08	8.37064e+08	8.10948e+08
P0AB77	KBL_ECOLI	kbl	2-amino-3-ketobutyrate coenzyme A ligase	18	18	1.05196e+08	1.05186e+08	1.0629e+08	1.0579e+08	1.05957e+08	1.04195e+08
P0AB80	ILVE_ECOLI	ilvE	Branched-chain-amino-acid aminotransferase	9	9	3.06276e+07	3.08202e+07	2.99069e+07	3.22227e+07	3.0203e+07	2.88932e+07
P0AB83	END3_ECOLI	nth	Endonuclease III	2	2	3.06799e+06	3.65323e+06	3.27767e+06	3.42085e+06	3.08037e+06	3.41355e+06
P0AB89	PUR8_ECOLI	purB	Adenylosuccinate lyase	18	18	2.72108e+07	2.79406e+07	2.79555e+07	2.83534e+07	2.70236e+07	2.81047e+07
P0AB91	AROG_ECOLI	aroG	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive	5	5	1.07772e+07	1.0951e+07	1.09507e+07	1.16602e+07	1.09675e+07	9.86844e+06
P0AB96	ARSC_ECOLI	arsC	Arsenate reductase	1	1	2.15118e+06		1.98183e+06	1.74801e+06	1.97075e+06	2.30067e+06
P0AB98	ATP6_ECOLI	atpB	ATP synthase subunit a	2	2	4.1195e+06	4.48395e+06	3.62188e+06	5.59701e+06	3.84585e+06	5.90361e+06
P0ABA0	ATPF_ECOLI	atpF	ATP synthase subunit b	16	16	2.07084e+08	1.93393e+08	2.00906e+08	1.90063e+08	2.03215e+08	1.91664e+08
P0ABA4	ATPD_ECOLI	atpH	ATP synthase subunit delta	11	11	1.5388e+08	1.55406e+08	1.51759e+08	1.52532e+08	1.27195e+08	1.30728e+08
P0ABA6	ATPG_ECOLI	atpG	ATP synthase gamma chain	18	18	1.95939e+08	2.10248e+08	1.95601e+08	1.97443e+08	1.77822e+08	2.02878e+08
P0ABB0	ATPA_ECOLI	atpA	ATP synthase subunit alpha	30	30	4.31368e+08	4.25017e+08	4.19622e+08	4.19148e+08	4.1864e+08	4.08137e+08
P0ABB4	ATPB_ECOLI	atpD	ATP synthase subunit beta	30	30	4.32077e+08	3.84409e+08	4.14364e+08	3.82017e+08	4.18462e+08	3.72742e+08
P0ABB8	ATMA_ECOLI	mgtA	Magnesium-transporting ATPase, P-type 1	4	4	1.34149e+06	1.49669e+06	1.05115e+06	1.49358e+06	1.1169e+06	1.51924e+06
P0ABC3	HFLC_ECOLI	hflC	Modulator of FtsH protease HflC	19	19	8.83059e+07	8.44936e+07	8.72496e+07	8.38506e+07	8.89739e+07	8.40143e+07
P0ABC7	HFLK_ECOLI	hflK	Modulator of FtsH protease HflK	15	15	7.60861e+07	7.90636e+07	7.63368e+07	7.74116e+07	7.79306e+07	7.85079e+07
P0ABD3	BFR_ECOLI	bfr	Bacterioferritin	9	9	4.47156e+07	4.88953e+07	4.42225e+07	4.79755e+07	4.57075e+07	4.72837e+07
