Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML
P09148	P09148		galT		1.5491e+06	1.40089e+06	1.6321e+06	1.48682e+06	1.50381e+06	1.44505e+06
P09152	P09152		narG		5.56546e+06	5.19548e+06	5.41638e+06	5.17401e+06	5.31764e+06	5.18003e+06
P09155	P09155		rnd		2.82851e+06	3.01852e+06	2.84931e+06	2.94287e+06	2.89794e+06	2.78663e+06
P09158	P09158		speE		7.21833e+06	6.81826e+06	7.14293e+06	7.0402e+06	7.02006e+06	7.45447e+06
P09169	P09169		ompT		5.17353e+06	4.7989e+06	5.32246e+06	4.98422e+06	5.10623e+06	4.96662e+06
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)				1.52858e+06	3.55404e+06	3.42817e+06	3.51029e+06		4.06998e+06
P09323	P09323		nagE		709074	699035	636508	704810	597718	573655
P09348	P09348		motA		903096	1.05216e+06	939236	873873	905018	1.06597e+06
P09372	P09372		grpE		4.98999e+07	5.34289e+07	4.98298e+07	5.131e+07	5.21036e+07	5.05741e+07
P09373	P09373		pflB		2.90192e+08	2.89589e+08	2.88997e+08	2.88912e+08	2.8828e+08	2.85347e+08
P09394	P09394		glpQ		5.39692e+06	5.44737e+06	5.5431e+06	5.4926e+06	5.43115e+06	5.45496e+06
P09424	P09424		mtlD		1.93081e+06	2.23614e+06	1.96992e+06	2.25461e+06	1.9015e+06	2.32404e+06
P09546	P09546		putA		3.94225e+06	3.6075e+06	3.82332e+06	3.61578e+06	3.65346e+06	3.43189e+06
P09549	P09549		dedD		1.60096e+06	1.47266e+06	1.47996e+06	1.60021e+06	1.58229e+06	1.51879e+06
P09551	P09551		argT			858849		623073	773646	660803
P09831	P09831		gltB		3.09966e+06	2.99255e+06	3.16817e+06	3.01753e+06	2.94876e+06	2.97129e+06
P09832	P09832		gltD		2.41343e+06	2.29089e+06	2.31684e+06	2.32581e+06	2.40959e+06	2.32502e+06
P0A698	P0A698		uvrA		6.19628e+06	5.93895e+06	5.90621e+06	5.92475e+06	6.11893e+06	5.90192e+06
P0A6A0	P0A6A0		ubiB		1.69694e+06	1.60415e+06	1.60586e+06	1.61284e+06	1.63635e+06	1.68261e+06
P0A6A3	P0A6A3		ackA		1.12518e+08	1.11437e+08	1.12804e+08	1.08707e+08	1.08753e+08	1.10346e+08
P0A6A8	P0A6A8		acpP		1.58057e+08	1.33609e+08	1.62259e+08	1.32559e+08	1.51832e+08	1.35717e+08
P0A6B4	P0A6B4		alr		2.92338e+06	2.83694e+06	2.90513e+06	2.9736e+06	2.89181e+06	2.89201e+06
P0A6B7	P0A6B7		iscS		1.74412e+07	1.7384e+07	1.71749e+07	1.81154e+07	1.71125e+07	1.76281e+07
P0A6C1	P0A6C1		nfo		2.24988e+06	2.11342e+06	2.2345e+06	2.22747e+06	2.14452e+06	2.18705e+06
P0A6D0	P0A6D0		argR		1.57616e+06	1.43168e+06	1.59482e+06	1.51547e+06	1.59681e+06	1.33876e+06
P0A6D3	P0A6D3		aroA		4.99042e+06	5.61472e+06	5.25641e+06	5.69663e+06	5.13064e+06	5.7028e+06
P0A6D7	P0A6D7		aroK		7.24813e+06	7.6013e+06	7.21356e+06	7.44432e+06	7.41395e+06	7.45697e+06
P0A6E1	P0A6E1		aroL		96383.8	61086.5	40643.6	58299.5	95751.4	61947.9
P0A6E4	P0A6E4		argG		879793	882237	836445	949810	663686	887051
P0A6E6	P0A6E6		atpC		9.99919e+06	1.03731e+07	1.03195e+07	9.71925e+06	1.04165e+07	9.34303e+06
P0A6E9	P0A6E9		bioD2		6.0136e+06	5.4608e+06	5.91415e+06	5.70124e+06	5.94812e+06	6.02284e+06
P0A6F1	P0A6F1		carA		1.02788e+07	1.01257e+07	1.04221e+07	1.01239e+07	1.03687e+07	1.00768e+07
P0A6F3	P0A6F3		glpK		4.86485e+06	4.74826e+06	4.99861e+06	4.79812e+06	4.84029e+06	4.78149e+06
P0A6F5	P0A6F5		groL		8.99627e+07	9.05682e+07	8.80571e+07	9.26858e+07	8.93771e+07	9.09525e+07
P0A6F9	P0A6F9		groS		1.04982e+08	8.46774e+07	1.11175e+08	9.02848e+07	9.80368e+07	8.58878e+07
P0A6G3	P0A6G3		pncC		3.04826e+06	3.11526e+06	3.11603e+06	3.19579e+06	3.30696e+06	3.01728e+06
P0A6G7	P0A6G7		clpP		1.84118e+07	1.8165e+07	1.82791e+07	1.72667e+07	1.85686e+07	1.82283e+07
P0A6H1	P0A6H1		clpX		2.89498e+07	2.92532e+07	2.9144e+07	2.96249e+07	2.89115e+07	2.93579e+07
P0A6H5	P0A6H5		hslU		2.19807e+07	2.25991e+07	2.18456e+07	2.22416e+07	2.2011e+07	2.21192e+07
P0A6H8	P0A6H8		cls		627930	723350	563597	688308	563878	580502
P0A6I0	P0A6I0		cmk		1.0204e+07	1.07091e+07	1.01543e+07	1.03013e+07	1.00334e+07	9.92208e+06
P0A6I3	P0A6I3		coaA		3.368e+06	3.40449e+06	3.33841e+06	3.31918e+06	3.43951e+06	3.72661e+06
P0A6I6	P0A6I6		coaD		978046	744025	1.01327e+06	795468	1.04935e+06	827169
P0A6I9	P0A6I9		coaE		3.55555e+06	3.16101e+06	3.1401e+06	3.46725e+06	3.32693e+06	3.00976e+06
P0A6J1	P0A6J1		cysC		1.28751e+06	1.23256e+06	1.32106e+06	1.36274e+06	1.261e+06	1.32359e+06
P0A6J5	P0A6J5		dadA		2.02174e+06	1.94809e+06	2.10361e+06	1.88554e+06	1.92847e+06	1.79152e+06
P0A6J8	P0A6J8		ddlA		1.86816e+07	1.83923e+07	1.88872e+07	1.9101e+07	1.82924e+07	1.86114e+07
P0A6K1	P0A6K1		dapF		453682	707790	352360	580582	387705	704763
P0A6K3	P0A6K3		def		1.39193e+07	1.26171e+07	1.36889e+07	1.3163e+07	1.4065e+07	1.33003e+07
P0A6K6	P0A6K6		deoB		1.82433e+07	1.75767e+07	1.86405e+07	1.78975e+07	1.8512e+07	1.80391e+07
P0A6L0	P0A6L0		deoC		1.34581e+07	1.35588e+07	1.36239e+07	1.35394e+07	1.39912e+07	1.3625e+07
P0A6L2	P0A6L2		dapA		4.34203e+07	4.19343e+07	4.22132e+07	4.13506e+07	4.28772e+07	4.19908e+07
P0A6L4	P0A6L4		nanA		1.19298e+06	985580	1.03762e+06	996899	1.38827e+06	1.22685e+06
P0A6L7	P0A6L7		uxaB		1.55699e+06	1.4113e+06	1.57395e+06	1.43763e+06	1.50145e+06	1.55818e+06
P0A6L9	P0A6L9		hscB		5.35412e+06	5.14479e+06	5.69821e+06	5.30376e+06	5.562e+06	5.58806e+06
P0A6M4	P0A6M4		dtd		2.17258e+06	2.37859e+06	1.92747e+06	2.26694e+06	2.30077e+06	2.34403e+06
P0A6M8	P0A6M8		fusA		1.3514e+08	1.3104e+08	1.35904e+08	1.32195e+08	1.34273e+08	1.2952e+08
P0A6N4	P0A6N4		efp		5.6045e+07	5.37627e+07	5.80127e+07	5.09434e+07	5.21252e+07	5.20855e+07
P0A6N8	P0A6N8		yeiP		1.40299e+07	1.45087e+07	1.40936e+07	1.50673e+07	1.42117e+07	1.49364e+07
P0A6P1	P0A6P1		tsf		1.98804e+08	1.72088e+08	1.95834e+08	1.74518e+08	1.92046e+08	1.77972e+08
P0A6P5	P0A6P5		der		4.22936e+06	4.48598e+06	4.27579e+06	4.60972e+06	4.28656e+06	4.58887e+06
P0A6P7	P0A6P7		engB		8.79412e+06	8.28438e+06	8.56812e+06	8.35838e+06	8.68456e+06	8.43369e+06
P0A6P9	P0A6P9		eno		1.43828e+08	1.37108e+08	1.47146e+08	1.40451e+08	1.41882e+08	1.38545e+08
P0A6Q3	P0A6Q3		fabA		1.36738e+07	1.36374e+07	1.35401e+07	1.32615e+07	1.36146e+07	1.32037e+07
P0A6Q6	P0A6Q6		fabZ		2.35355e+07	2.62315e+07	2.24386e+07	2.75301e+07	2.44493e+07	2.69415e+07
P0A6R0	P0A6R0		fabH		1.6892e+07	1.78073e+07	1.69735e+07	1.82044e+07	1.67626e+07	1.75808e+07
P0A6R3	P0A6R3		fis		6.14636e+06	7.06651e+06	5.78662e+06	7.1352e+06	5.61259e+06	6.39971e+06
P0A6S0	P0A6S0		flgH		2.36526e+06	2.35718e+06	2.39692e+06	2.40637e+06	2.31262e+06	2.31992e+06
P0A6S5	P0A6S5		ftsB		1.11049e+06	703796	1.03866e+06	627279	920016	607641
P0A6S7	P0A6S7		gpsA		5.02343e+06	4.87157e+06	5.05758e+06	4.95895e+06	4.82758e+06	4.98284e+06
P0A6T1	P0A6T1		pgi		3.12938e+07	3.2114e+07	3.11222e+07	3.2826e+07	3.17216e+07	3.18962e+07
P0A6T3	P0A6T3		galK		4.63732e+06	4.28623e+06	4.59089e+06	4.36896e+06	4.58151e+06	4.23535e+06
P0A6T5	P0A6T5		folE		4.04925e+06	4.15646e+06	3.97235e+06	4.4823e+06	3.9084e+06	4.24387e+06
P0A6T9	P0A6T9		gcvH		1.85916e+06	1.97031e+06	2.03279e+06	1.96649e+06	1.92361e+06	2.229e+06
P0A6U3	P0A6U3		mnmG		6.5745e+06	6.37418e+06	6.59116e+06	6.36748e+06	6.64827e+06	6.34071e+06
P0A6U5	P0A6U5		rsmG		5.71729e+06	5.4115e+06	5.70105e+06	5.44338e+06	5.79548e+06	5.62917e+06
P0A6U8	P0A6U8		glgA		3.00013e+06	3.08143e+06	3.05592e+06	3.06408e+06	2.97096e+06	3.05548e+06
P0A6V1	P0A6V1		glgC		7.50353e+06	7.03416e+06	7.42086e+06	7.19838e+06	7.57583e+06	7.25221e+06
P0A6V8	P0A6V8		glk		9.90571e+06	9.62234e+06	9.85824e+06	9.6297e+06	9.57873e+06	9.70532e+06
P0A6W0	P0A6W0		glsA2		2.90466e+06	2.20275e+06	2.60036e+06	2.11198e+06	3.01272e+06	2.20739e+06
P0A6W3	P0A6W3		mraY		1.55041e+06	1.25995e+06	1.46264e+06	1.34733e+06	1.46815e+06	1.25479e+06
P0A6W5	P0A6W5		greA		2.4701e+07	2.50292e+07	2.41126e+07	2.47231e+07	2.4917e+07	2.38516e+07
P0A6W9	P0A6W9		gshA		5.49518e+06	4.96943e+06	5.7434e+06	5.31062e+06	5.49564e+06	5.21494e+06
P0A6X1	P0A6X1		hemA		334368	379630	310714	369931	373117	468324
P0A6X3	P0A6X3		hfq		840643	873434	1.04555e+06	1.12659e+06	929579	1.03903e+06
P0A6X7	P0A6X7		ihfA		4.51032e+07	4.96072e+07	4.62926e+07	4.89587e+07	4.50479e+07	5.16765e+07
P0A6Y1	P0A6Y1		ihfB		1.17845e+07	1.05924e+07	1.05966e+07	1.23091e+07	1.05674e+07	1.19837e+07
P0A6Y5	P0A6Y5		hslO		6.18055e+06	6.66179e+06	6.35743e+06	6.78949e+06	6.26237e+06	7.03222e+06
P0A6Y8	P0A6Y8		dnaK		4.11465e+07	4.1739e+07	4.17655e+07	4.20238e+07	4.09903e+07	4.15656e+07
P0A6Z1	P0A6Z1		hscA		5.25827e+06	4.95232e+06	5.26247e+06	4.91346e+06	5.12943e+06	5.00496e+06
P0A6Z3	P0A6Z3		htpG		2.84346e+07	2.86643e+07	2.85096e+07	2.84825e+07	2.85394e+07	2.89907e+07
P0A6Z6	P0A6Z6		nikR		1.21017e+06	1.13227e+06	1.26995e+06	1.13588e+06	1.19252e+06	1.30783e+06
P0A700	P0A700		hypA		386261	587492	802238	744734	749659	401424
P0A705	P0A705		infB		2.16321e+07	2.17306e+07	2.07837e+07	2.15693e+07	2.06543e+07	2.19894e+07
P0A707	P0A707		infC		5.51284e+07	5.51888e+07	5.5305e+07	5.4544e+07	5.46153e+07	4.85063e+07
P0A715	P0A715		kdsA		2.21292e+07	2.29025e+07	2.17342e+07	2.35823e+07	2.21195e+07	2.33603e+07
P0A717	P0A717		prs		2.96469e+07	2.97238e+07	2.95205e+07	3.04359e+07	2.97986e+07	3.01712e+07
P0A720	P0A720		tmk		2.91025e+06	2.82604e+06	2.88648e+06	2.86998e+06	2.82817e+06	2.94874e+06
P0A722	P0A722		lpxA		1.2658e+07	1.16109e+07	1.27032e+07	1.14044e+07	1.21412e+07	1.17087e+07
P0A725	P0A725		lpxC		480362	385318		725897	759696	580263
P0A729	P0A729		yceF		2.10697e+06	2.15899e+06	2.12348e+06	2.26501e+06	2.07941e+06	2.30156e+06
P0A731	P0A731		mgsA		3.79801e+06	3.41881e+06	3.82735e+06	3.5113e+06	3.80743e+06	3.65727e+06
P0A734	P0A734		minE		3.67963e+07	3.09029e+07	3.53942e+07	3.29956e+07	3.67802e+07	3.31763e+07
P0A738	P0A738		moaC		1.8467e+06	2.25433e+06	1.94508e+06	2.34711e+06	1.77798e+06	2.28183e+06
P0A744	P0A744		msrA		6.58027e+06	6.48208e+06	6.67122e+06	7.05293e+06	6.69046e+06	6.5917e+06
P0A746	P0A746		msrB		1.08554e+06	958425	1.16871e+06	1.0031e+06	1.20171e+06	875394
P0A749	P0A749		murA		7.91131e+06	7.72383e+06	8.05826e+06	8.15077e+06	8.06971e+06	8.35073e+06
P0A752	P0A752		nadD		481793	649701	427093	543786	519770	645939
P0A759	P0A759		nagB		4.53974e+06	4.59487e+06	4.33416e+06	4.82106e+06	4.36218e+06	4.58068e+06
P0A763	P0A763		ndk		1.91937e+07	1.78103e+07	1.91507e+07	1.83208e+07	1.95253e+07	1.81956e+07
P0A780	P0A780		nusB		1.19188e+07	1.34213e+07	1.13619e+07	1.31717e+07	1.12262e+07	1.29538e+07
P0A784	P0A784		orn		2.56705e+06	2.55136e+06	2.6526e+06	2.64054e+06	2.72501e+06	2.44052e+06
P0A786	P0A786		pyrB		2.31593e+06	2.39606e+06	2.47676e+06	2.42905e+06	2.28612e+06	2.43588e+06
P0A790	P0A790		panD		7.94174e+06	6.48607e+06	7.95146e+06	7.6585e+06	7.8496e+06	7.2845e+06
P0A794	P0A794		pdxJ		7.36753e+06	7.01732e+06	7.29332e+06	7.26498e+06	7.64917e+06	7.00644e+06
P0A796	P0A796		pfkA		2.14662e+07	2.1891e+07	2.12675e+07	2.16895e+07	2.09804e+07	2.1293e+07
P0A799	P0A799		pgk		4.37525e+08	4.21495e+08	4.41684e+08	4.23032e+08	4.28823e+08	4.14038e+08
P0A7A2	P0A7A2		gpmB		5.38466e+06	4.77397e+06	4.88852e+06	5.38771e+06	5.3016e+06	5.46744e+06
P0A7A5	P0A7A5		pcm		1.29857e+06	1.19988e+06	1.3927e+06	1.13682e+06	1.30257e+06	1.32477e+06
P0A7A7	P0A7A7		plsB		2.95421e+06	3.19524e+06	2.99101e+06	3.2585e+06	2.9318e+06	3.1289e+06
P0A7A9	P0A7A9		ppa		7.61563e+07	8.26693e+07	7.74915e+07	8.64077e+07	7.93259e+07	8.08173e+07
P0A7B1	P0A7B1		ppk		1.70663e+06	1.48458e+06	1.64678e+06	1.48686e+06	1.6196e+06	1.55116e+06
P0A7B5	P0A7B5		proB		4.8868e+06	4.97199e+06	4.87097e+06	4.94992e+06	4.73068e+06	5.11611e+06
P0A7B8	P0A7B8		hslV		1.38519e+07	1.42284e+07	1.57025e+07	1.31858e+07	1.38961e+07	1.4706e+07
P0A7C2	P0A7C2		lexA		4.41171e+06	4.58258e+06	4.54078e+06	4.6507e+06	4.28238e+06	4.56497e+06
P0A7C6	P0A7C6		pepE		5.71781e+06	5.78538e+06	5.78103e+06	5.81682e+06	5.32642e+06	5.91864e+06
P0A7D1	P0A7D1		pth		4.17388e+06	3.9595e+06	4.23087e+06	3.95606e+06	4.12504e+06	3.96118e+06
P0A7D4	P0A7D4		purA		2.09493e+07	2.08927e+07	2.0894e+07	2.13559e+07	2.06426e+07	2.15344e+07
P0A7D7	P0A7D7		purC		6.93812e+06	7.07816e+06	7.13009e+06	7.40596e+06	6.83649e+06	7.31848e+06
P0A7E1	P0A7E1		pyrD		7.15378e+06	7.23079e+06	7.15635e+06	7.13913e+06	7.22076e+06	7.27733e+06
P0A7E3	P0A7E3		pyrE		4.7958e+06	4.94858e+06	4.65488e+06	4.76754e+06	4.5469e+06	4.6987e+06
P0A7E5	P0A7E5		pyrG		1.69135e+07	1.65268e+07	1.67511e+07	1.65821e+07	1.66938e+07	1.66914e+07
P0A7E9	P0A7E9		pyrH		7.34512e+06	7.8933e+06	7.59928e+06	7.55617e+06	6.97591e+06	7.87228e+06
P0A7F3	P0A7F3		pyrI		1.88214e+06	2.03493e+06	1.86545e+06	2.11046e+06	1.81349e+06	2.1896e+06
P0A7F6	P0A7F6		speD		1.86899e+06	1.73296e+06	1.85215e+06	1.73408e+06	1.78894e+06	1.89301e+06
P0A7F9	P0A7F9		queA		4.18129e+06	4.40645e+06	4.11824e+06	4.30714e+06	4.15857e+06	4.10534e+06
P0A7G2	P0A7G2		rbfA		2.5923e+07	2.41047e+07	2.5577e+07	2.41428e+07	2.62507e+07	2.37556e+07
P0A7G6	P0A7G6		recA		1.10937e+07	1.12753e+07	1.13021e+07	1.14229e+07	1.14673e+07	1.10899e+07
P0A7H6	P0A7H6		recR		770636	749282	781389	744598	762740	861124
P0A7I0	P0A7I0		prfA		4.18998e+06	4.02013e+06	4.02253e+06	4.20477e+06	4.20236e+06	4.11295e+06
P0A7I4	P0A7I4		prfC		5.1832e+06	5.28158e+06	5.25277e+06	5.3498e+06	5.31869e+06	5.34017e+06
P0A7I7	P0A7I7		ribA		9.67432e+06	9.03894e+06	9.26019e+06	9.18905e+06	8.88798e+06	9.49393e+06
P0A7J0	P0A7J0		ribB		1.48168e+07	1.49359e+07	1.44396e+07	1.51096e+07	1.51357e+07	1.40767e+07
P0A7J3	P0A7J3		rplJ		5.16272e+08	5.38841e+08	5.03872e+08	5.27956e+08	5.03789e+08	5.28363e+08
P0A7J7	P0A7J7		rplK		1.52809e+08	1.5131e+08	1.53339e+08	1.4652e+08	1.51147e+08	1.54437e+08
P0A7K2	P0A7K2		rplL		1.8503e+08	1.87482e+08	1.74942e+08	1.95768e+08	1.73345e+08	1.95194e+08
P0A7K6	P0A7K6		rplS		6.68537e+07	5.87732e+07	6.68663e+07	6.0632e+07	6.53924e+07	6.01076e+07
P0A7L0	P0A7L0		rplA		3.21902e+08	3.07285e+08	3.17295e+08	3.13397e+08	3.22808e+08	3.11409e+08
P0A7L3	P0A7L3		rplT		3.70659e+07	4.47404e+07	3.72468e+07	4.42507e+07	3.65845e+07	4.48431e+07
P0A7L8	P0A7L8		rpmA		1.17661e+08	1.17123e+08	1.26577e+08	1.16035e+08	1.21421e+08	1.23244e+08
P0A7M2	P0A7M2		rpmB		7.40132e+07	7.82478e+07	7.36403e+07	7.62068e+07	7.43373e+07	7.8753e+07
P0A7M6	P0A7M6		rpmC		2.04916e+07	2.71771e+07	1.99169e+07	2.79666e+07	1.9571e+07	2.78689e+07
P0A7M9	P0A7M9		rpmE		4.97711e+07	4.44439e+07	4.79246e+07	4.70054e+07	5.10087e+07	4.4583e+07
P0A7N4	P0A7N4		rpmF		4.08809e+07	4.04838e+07	4.20041e+07	3.91292e+07	4.25417e+07	4.08496e+07
P0A7N9	P0A7N9		rpmG		1.24322e+08	1.08017e+08	1.2376e+08	9.75021e+07	1.22688e+08	1.08422e+08
P0A7P5	P0A7P5		rpmH		2.84445e+07	2.67396e+07	2.82513e+07	2.74415e+07	2.57767e+07	2.66655e+07
P0A7Q1	P0A7Q1		rpmI		1.93871e+07	1.16754e+07	1.98472e+07	1.15246e+07	1.86259e+07	1.15844e+07
P0A7R1	P0A7R1		rplI		3.27777e+08	2.8612e+08	3.30902e+08	2.91758e+08	3.12698e+08	2.93539e+08
P0A7R5	P0A7R5		rpsJ		1.96699e+08	1.62253e+08	2.03042e+08	1.62504e+08	1.9566e+08	1.64891e+08
P0A7R9	P0A7R9		rpsK		9.10305e+07	8.71461e+07	9.23123e+07	8.68228e+07	9.31074e+07	8.67884e+07
P0A7S3	P0A7S3		rpsL		7.75917e+07	7.4654e+07	7.68257e+07	6.93946e+07	7.74493e+07	7.29879e+07
P0A7S9	P0A7S9		rpsM		3.2031e+07	3.63418e+07	3.22935e+07	3.71469e+07	3.16624e+07	3.62248e+07
P0A7T3	P0A7T3		rpsP		4.75959e+07	4.31575e+07	4.75088e+07	4.45924e+07	4.72005e+07	4.37903e+07
P0A7T7	P0A7T7		rpsR		5.66383e+07	5.46337e+07	5.81683e+07	5.75786e+07	5.95652e+07	5.83e+07
P0A7U3	P0A7U3		rpsS		8.73429e+07	8.32565e+07	8.18768e+07	8.1676e+07	8.29859e+07	7.99781e+07
P0A7U7	P0A7U7		rpsT		2.93291e+07	2.92188e+07	2.90716e+07	2.79177e+07	2.84019e+07	2.90929e+07
P0A7V0	P0A7V0		rpsB		7.8225e+07	8.3717e+07	7.85203e+07	8.61448e+07	7.98295e+07	8.17092e+07
P0A7V3	P0A7V3		rpsC		9.24654e+07	9.16548e+07	9.18969e+07	9.33492e+07	9.34986e+07	9.03333e+07
P0A7V8	P0A7V8		rpsD		1.9186e+08	1.96706e+08	1.9713e+08	1.95239e+08	1.8983e+08	1.99781e+08
P0A7W1	P0A7W1		rpsE		1.46401e+08	1.23579e+08	1.44217e+08	1.24295e+08	1.45746e+08	1.22321e+08
P0A7W7	P0A7W7		rpsH		4.92863e+07	4.89754e+07	5.11044e+07	4.85663e+07	4.91106e+07	4.82085e+07
P0A7X3	P0A7X3		rpsI		6.08124e+07	5.68665e+07	6.03508e+07	5.6535e+07	6.27969e+07	5.7729e+07
P0A7X6	P0A7X6		rimM		5.41096e+06	5.28676e+06	5.47167e+06	5.61328e+06	5.30797e+06	5.46693e+06
P0A7Y0	P0A7Y0		rnc		9.96949e+06	9.33586e+06	1.01176e+07	9.34567e+06	1.02978e+07	9.37715e+06
P0A7Y8	P0A7Y8		rnpA		2.14157e+06	2.06936e+06	2.00152e+06	2.00927e+06	2.08499e+06	1.96329e+06
P0A7Z0	P0A7Z0		rpiA		2.28151e+07	2.26759e+07	2.18347e+07	2.22706e+07	2.24928e+07	2.19788e+07
P0A7Z4	P0A7Z4		rpoA		1.27955e+08	1.24922e+08	1.27718e+08	1.22391e+08	1.24726e+08	1.22655e+08
P0A800	P0A800		rpoZ		4.64179e+07	4.12564e+07	4.71322e+07	4.22269e+07	4.5781e+07	4.20322e+07
P0A805	P0A805		frr		2.39835e+07	2.47185e+07	2.40116e+07	2.46408e+07	2.29547e+07	2.45739e+07
P0A809	P0A809		ruvA		696408	479782	727639	523364	748178	583655
P0A812	P0A812		ruvB		1.07672e+06	1.17424e+06	1.05422e+06	1.18535e+06	1.06133e+06	1.21981e+06
P0A817	P0A817		metK		2.46736e+07	2.69967e+07	2.38428e+07	2.6288e+07	2.38294e+07	2.66469e+07
P0A821	P0A821		selA		1.86209e+06	1.76125e+06	1.86972e+06	1.81893e+06	1.75162e+06	1.7743e+06
P0A823	P0A823		sfsA		783836	730642	781690	763462	870248	820993
P0A825	P0A825		glyA		2.74158e+07	2.59498e+07	2.7686e+07	2.5591e+07	2.74689e+07	2.54966e+07
P0A832	P0A832		smpB		4.59302e+06	5.04925e+06	4.75302e+06	5.28201e+06	4.6648e+06	5.01208e+06
P0A836	P0A836		sucC		9.16741e+06	8.77487e+06	9.15214e+06	8.76516e+06	9.29122e+06	8.76467e+06
P0A840	P0A840		surE		1.68678e+06	1.72603e+06	1.67163e+06	1.69712e+06	1.68506e+06	1.65575e+06
P0A843	P0A843		tatE		8.00422e+06	8.94601e+06	8.85143e+06	8.38099e+06	8.77172e+06	8.18968e+06
P0A847	P0A847		tgt		3.85748e+06	3.8585e+06	3.99769e+06	4.01686e+06	3.82519e+06	3.93753e+06
P0A850	P0A850		tig		1.44681e+08	1.3779e+08	1.46196e+08	1.41762e+08	1.45775e+08	1.41065e+08
P0A853	P0A853		tnaA		3.48918e+06	3.39682e+06	3.47972e+06	3.34894e+06	3.55294e+06	3.38948e+06
P0A855	P0A855		tolB		2.01096e+07	1.80292e+07	1.92183e+07	1.86295e+07	2.02195e+07	1.85712e+07
P0A858	P0A858		tpiA		7.58029e+07	7.83107e+07	7.46682e+07	7.63063e+07	7.34329e+07	7.52859e+07
P0A862	P0A862		tpx		4.06809e+07	4.18376e+07	4.146e+07	4.23994e+07	3.97987e+07	4.23143e+07
P0A867	P0A867		talA		4.36515e+06	4.39441e+06	4.32578e+06	4.31505e+06	4.18425e+06	4.53406e+06
P0A870	P0A870		talB		4.6416e+07	4.40648e+07	4.61044e+07	4.44659e+07	4.59425e+07	4.51376e+07
P0A873	P0A873		trmD		3.80688e+06	3.94232e+06	3.79168e+06	3.97778e+06	3.81912e+06	3.96285e+06
P0A877	P0A877		trpA		1.57184e+06	1.42895e+06	1.54788e+06	1.49237e+06	1.49889e+06	1.43124e+06
P0A879	P0A879		trpB		571616	467487	535282	529628	553887	620439
P0A881	P0A881		trpR		2.06333e+06	1.97011e+06	2.08015e+06	1.92111e+06	1.93242e+06	2.04339e+06
P0A884	P0A884		thyA		4.29429e+06	4.70577e+06	4.335e+06	4.77118e+06	4.38721e+06	4.79129e+06
P0A887	P0A887		ubiE		9.40042e+06	8.72884e+06	9.45867e+06	8.94854e+06	9.26557e+06	8.8391e+06
P0A890	P0A890		tusA		2.32373e+06	2.17361e+06	2.09309e+06	2.00736e+06	1.91419e+06	2.01079e+06
P0A894	P0A894		yhbJ		1.47232e+06	1.32542e+06	1.46197e+06	1.3721e+06	1.47419e+06	1.4002e+06
P0A898	P0A898		ybeY		3.68633e+06	3.25393e+06	3.5082e+06	3.12161e+06	3.56469e+06	3.02284e+06
P0A8A0	P0A8A0		yebC		2.61099e+06	2.75091e+06	2.51666e+06	2.74538e+06	2.67949e+06	2.82802e+06
P0A8A2	P0A8A2		yeeN		7.9711e+06	8.62062e+06	8.89552e+06	9.23045e+06	8.07685e+06	9.25889e+06
P0A8A4	P0A8A4		ppsR		2.0548e+06	2.0441e+06	2.03842e+06	2.03386e+06	2.01465e+06	1.96015e+06
P0A8A8	P0A8A8		rimP		8.13926e+06	7.08316e+06	6.38234e+06	3.1529e+06	7.80893e+06	8.79026e+06
P0A8B2	P0A8B2		yfcN		1.48281e+06	1.61508e+06	1.54204e+06	1.77932e+06	1.57595e+06	1.28235e+06
P0A8B5	P0A8B5		ybaB		1.76283e+06	1.60393e+06	1.72414e+06	1.5979e+06	1.80928e+06	1.48791e+06
P0A8C1	P0A8C1		ybjQ		1.2717e+06	1.33481e+06	1.34967e+06	1.39099e+06	748715	1.83366e+06
P0A8C4	P0A8C4		ygfB		3.33744e+06	3.50961e+06	3.38678e+06	3.54165e+06	3.44475e+06	3.65397e+06
P0A8D0	P0A8D0		nrdR		1.40703e+06	1.2962e+06	1.2494e+06	1.35344e+06	1.31125e+06	1.32277e+06
P0A8D3	P0A8D3		yaiI		2.5004e+06	2.47549e+06	2.46278e+06	2.41988e+06	2.49203e+06	2.34071e+06
P0A8D6	P0A8D6		ymdB		3.16554e+06	3.06519e+06	3.25509e+06	3.24737e+06	3.02531e+06	3.16242e+06
