Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML
P0A901	BLC_ECOLI	blc	Outer membrane lipoprotein blc	2	2	2.61341e+06		2.55641e+06	2.21846e+06	2.9493e+06	
P0A903	BAMC_ECOLI	bamC	Outer membrane protein assembly factor BamC	14	14	1.43853e+08	1.462e+08	1.42761e+08	1.44207e+08	1.44288e+08	1.46824e+08
P0A905	SLYB_ECOLI	slyB	Outer membrane lipoprotein SlyB	6	6	1.67624e+08	1.66414e+08	1.72367e+08	1.66211e+08	1.70652e+08	1.62012e+08
P0A908	MIPA_ECOLI	mipA	MltA-interacting protein	8	8	2.58364e+07	3.24084e+07	2.78964e+07	2.73445e+07	2.77974e+07	2.82777e+07
P0A910	OMPA_ECOLI	ompA	Outer membrane protein A	14	14	2.82969e+09	2.82949e+09	2.87992e+09	2.91849e+09	2.81093e+09	2.93783e+09
P0A912	PAL_ECOLI	pal	Peptidoglycan-associated lipoprotein	7	7	4.28479e+08	4.0943e+08	4.24214e+08	4.18001e+08	4.37967e+08	3.95874e+08
P0A915	OMPW_ECOLI	ompW	Outer membrane protein W	6	6	9.82337e+07	1.21629e+08	1.00126e+08	1.16267e+08	9.79422e+07	1.15657e+08
P0A917	OMPX_ECOLI	ompX	Outer membrane protein X	9	9	1.62575e+08	1.59487e+08	1.59347e+08	1.54163e+08	1.57643e+08	1.54482e+08
P0A921	PA1_ECOLI	pldA	Phospholipase A1	6	6	9.22021e+06	9.38827e+06	9.22375e+06	9.27792e+06	9.28427e+06	9.06642e+06
P0A927	TSX_ECOLI	tsx	Nucleoside-specific channel-forming protein tsx	10	10	1.00903e+08	1.08096e+08	1.01841e+08	1.09183e+08	9.86031e+07	1.05256e+08
P0A932	GFCE_ECOLI	gfcE	Putative polysaccharide export protein GfcE	13	13	6.46612e+07	6.44629e+07	6.50664e+07	6.07308e+07	6.74802e+07	6.47113e+07
P0A935	MLTA_ECOLI	mltA	Membrane-bound lytic murein transglycosylase A	8	8	1.88855e+07	2.03476e+07	1.98001e+07	1.9387e+07	1.9134e+07	1.97521e+07
P0A937	BAME_ECOLI	bamE	Outer membrane protein assembly factor BamE	1	1	1.04773e+08	1.075e+08	1.05671e+08	1.07785e+08	1.09616e+08	1.01693e+08
P0A940	BAMA_ECOLI	bamA	Outer membrane protein assembly factor BamA	38	38	8.42501e+07	8.3482e+07	8.48961e+07	8.41892e+07	8.42449e+07	8.37064e+07
P0A944	RIMI_ECOLI	rimI	Ribosomal-protein-alanine acetyltransferase	5	5	2.6784e+06	3.17857e+06	2.63446e+06	2.81359e+06	2.7207e+06	3.10689e+06
P0A948	RIMJ_ECOLI	rimJ	Ribosomal-protein-alanine acetyltransferase	1	1	813903	710977	635026	690637	698356	828680
P0A951	ATDA_ECOLI	speG	Spermidine N(1)-acetyltransferase	3	3	4.18006e+06	5.10062e+06	3.95864e+06	4.96808e+06	4.05136e+06	4.37334e+06
P0A953	FABB_ECOLI	fabB	3-oxoacyl-[acyl-carrier-protein] synthase 1	14	14	1.76536e+08	1.70214e+08	1.72218e+08	1.74675e+08	1.7274e+08	1.79307e+08
P0A955	ALKH_ECOLI	eda	KHG/KDPG aldolase	7	7	1.67441e+08	1.62149e+08	1.70305e+08	1.60505e+08	1.70827e+08	1.62771e+08
P0A959	ALAA_ECOLI	alaA	Glutamate-pyruvate aminotransferase AlaA	8	8	8.20825e+06	7.94283e+06	8.37494e+06	7.83012e+06	8.13307e+06	8.15332e+06
P0A962	ASPG1_ECOLI	ansA	L-asparaginase 1	3	3	5.78149e+06	6.28481e+06	6.2706e+06	6.1202e+06	6.34753e+06	6.65476e+06
P0A964	CHEW_ECOLI	cheW	Chemotaxis protein CheW	4	4	5.33688e+07	5.24429e+07	5.44715e+07	5.22358e+07	5.28641e+07	5.11499e+07
P0A968	CSPD_ECOLI	cspD	Cold shock-like protein CspD	1	1	1.04856e+07	7.80891e+06	9.68541e+06	1.05049e+07	1.0612e+07	1.07938e+07
P0A972	CSPE_ECOLI	cspE	Cold shock-like protein CspE	7	7	1.36116e+09	1.24598e+09	1.34371e+09	1.27799e+09	1.33341e+09	1.26182e+09
P0A978	CSPG_ECOLI	cspG	Cold shock-like protein CspG	4	4	1.5917e+07	1.62599e+07	1.55903e+07	1.60361e+07	1.52092e+07	1.55312e+07
P0A988	DPO3B_ECOLI	dnaN	DNA polymerase III subunit beta	11	11	2.41593e+07	2.44567e+07	2.40854e+07	2.39137e+07	2.40368e+07	2.38675e+07
P0A991	ALF1_ECOLI	fbaB	Fructose-bisphosphate aldolase class 1	13	13	3.66781e+07	3.63491e+07	3.7705e+07	3.57555e+07	3.74635e+07	3.69498e+07
P0A993	F16PA_ECOLI	fbp	Fructose-1,6-bisphosphatase class 1	14	14	9.87357e+07	1.00604e+08	9.85847e+07	1.01116e+08	9.85418e+07	1.00936e+08
P0A996	GLPC_ECOLI	glpC	Anaerobic glycerol-3-phosphate dehydrogenase subunit C	11	11	2.32324e+07	2.3765e+07	2.39647e+07	2.21603e+07	2.38825e+07	2.34717e+07
P0A998	FTNA_ECOLI	ftnA	Ferritin-1	5	5	2.80104e+08	2.61894e+08	2.77912e+08	2.71223e+08	2.63862e+08	2.75467e+08
P0A9A2	FTNB_ECOLI	ftnB	Ferritin-like protein 2	4	4	1.80436e+06	1.88834e+06	2.02127e+06	2.02695e+06	1.75045e+06	2.08898e+06
P0A9A6	FTSZ_ECOLI	ftsZ	Cell division protein FtsZ	23	23	1.29638e+08	1.3304e+08	1.2969e+08	1.28375e+08	1.31778e+08	1.26461e+08
P0A9A9	FUR_ECOLI	fur	Ferric uptake regulation protein	7	7	1.1059e+08	1.12995e+08	1.06708e+08	1.09242e+08	1.10786e+08	1.06242e+08
P0A9B2	G3P1_ECOLI	gapA	Glyceraldehyde-3-phosphate dehydrogenase A	25	24	2.40567e+09	2.3571e+09	2.42062e+09	2.35876e+09	2.36772e+09	2.37044e+09
P0A9B6	E4PD_ECOLI	epd	D-erythrose-4-phosphate dehydrogenase	6	6	7.53769e+06	7.7949e+06	7.53579e+06	7.7623e+06	7.87713e+06	7.62599e+06
P0A9C0	GLPA_ECOLI	glpA	Anaerobic glycerol-3-phosphate dehydrogenase subunit A	15	15	5.92283e+06	6.45021e+06	6.46145e+06	6.09712e+06	5.66989e+06	6.20651e+06
P0A9C3	GALM_ECOLI	galM	Aldose 1-epimerase	13	13	3.38679e+07	3.31647e+07	3.40008e+07	3.39306e+07	3.27984e+07	3.32297e+07
P0A9C5	GLNA_ECOLI	glnA	Glutamine synthetase	24	24	2.01569e+08	2.0661e+08	1.98218e+08	1.99864e+08	1.98922e+08	2.00195e+08
P0A9C9	GLPX_ECOLI	glpX	Fructose-1,6-bisphosphatase 1 class 2	12	12	2.14636e+07	2.16451e+07	2.23554e+07	2.00957e+07	2.19351e+07	2.10883e+07
P0A9D2	GSTA_ECOLI	gstA	Glutathione S-transferase GstA	7	7	2.11752e+07	2.35234e+07	2.11896e+07	2.18728e+07	2.06912e+07	2.21909e+07
P0A9D4	CYSE_ECOLI	cysE	Serine acetyltransferase	4	4	1.57886e+07	1.68965e+07	1.66625e+07	1.60453e+07	1.4152e+07	1.68008e+07
P0A9D8	DAPD_ECOLI	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	19	19	1.54689e+08	1.54056e+08	1.54434e+08	1.59311e+08	1.49247e+08	1.58603e+08
P0A9E5	FNR_ECOLI	fnr	Fumarate and nitrate reduction regulatory protein	6	6	3.58528e+07	3.60681e+07	3.74399e+07	3.55061e+07	3.74522e+07	3.70168e+07
P0A9F1	MNTR_ECOLI	mntR	Transcriptional regulator MntR	5	5	6.70611e+06	6.01215e+06	6.61705e+06	6.80096e+06	6.16216e+06	6.59012e+06
P0A9F3	CYSB_ECOLI	cysB	HTH-type transcriptional regulator CysB	12	12	1.37366e+07	1.37692e+07	1.46862e+07	1.39326e+07	1.4342e+07	1.38853e+07
P0A9F6	GCVA_ECOLI	gcvA	Glycine cleavage system transcriptional activator	1	1	759214	1.18014e+06	732686	793833	880218	1.0099e+06
P0A9G2	NHAR_ECOLI	nhaR	Transcriptional activator protein NhaR	3	3	4.60727e+06	4.54512e+06	5.25733e+06	4.60788e+06	4.50166e+06	4.9958e+06
P0A9G6	ACEA_ECOLI	aceA	Isocitrate lyase	9	9	2.69072e+07	2.73538e+07	2.71428e+07	2.61546e+07	2.60733e+07	2.71253e+07
P0A9G8	MODE_ECOLI	modE	Transcriptional regulator ModE	8	8	9.18131e+06	8.97954e+06	9.16976e+06	9.41526e+06	9.33788e+06	9.15631e+06
P0A9H1	MUG_ECOLI	mug	G/U mismatch-specific DNA glycosylase	5	5	8.47443e+06	6.19033e+06	8.12015e+06	6.29961e+06	6.48701e+06	6.39012e+06
P0A9H3	LDCI_ECOLI	cadA	Lysine decarboxylase, inducible	3	3	3.7397e+06	3.21946e+06	3.24236e+06	3.06145e+06	3.52633e+06	3.64267e+06
P0A9H5	BTUR_ECOLI	btuR	Cob(I)yrinic acid a,c-diamide adenosyltransferase	4	4	5.00809e+06	5.23079e+06	5.19772e+06	5.05165e+06	5.31094e+06	4.72324e+06
P0A9H7	CFA_ECOLI	cfa	Cyclopropane-fatty-acyl-phospholipid synthase	13	13	1.77664e+07	1.72378e+07	1.78225e+07	1.71654e+07	1.81891e+07	1.79635e+07
P0A9H9	CHEZ_ECOLI	cheZ	Protein phosphatase CheZ	10	10	6.65741e+06	6.74221e+06	6.85063e+06	6.63632e+06	6.8728e+06	6.79415e+06
P0A9I1	CITE_ECOLI	citE	Citrate lyase subunit beta	14	14	3.847e+07	3.45131e+07	3.87693e+07	3.71755e+07	3.82717e+07	3.56564e+07
P0A9I3	GCVR_ECOLI	gcvR	Glycine cleavage system transcriptional repressor	3	3	1.10478e+07	9.92208e+06	1.0616e+07	9.7059e+06	1.03654e+07	1.1257e+07
P0A9I8	NIRD_ECOLI	nirD	Nitrite reductase [NAD(P)H] small subunit	3	3	2.16169e+07	2.1773e+07	2.26861e+07	2.28067e+07	2.37258e+07	2.31382e+07
P0A9J0	RNG_ECOLI	rng	Ribonuclease G	11	11	4.21729e+07	4.04959e+07	4.32142e+07	4.40013e+07	4.24707e+07	4.15129e+07
P0A9J4	PANE_ECOLI	panE	2-dehydropantoate 2-reductase	5	5	6.39357e+06	6.14484e+06	5.76845e+06	5.82734e+06	6.22146e+06	6.36569e+06
P0A9J6	RBSK_ECOLI	rbsK	Ribokinase	4	4	1.05078e+07	1.04458e+07	1.14267e+07	1.10881e+07	1.1045e+07	1.07531e+07
P0A9J8	PHEA_ECOLI	pheA	P-protein	5	5	8.91856e+06	9.05058e+06	8.08772e+06	8.3589e+06	8.49346e+06	9.56652e+06
P0A9K3	PHOL_ECOLI	ybeZ	PhoH-like protein	15	15	3.06341e+07	3.15001e+07	2.98278e+07	3.09879e+07	3.19063e+07	3.06703e+07
P0A9K7	PHOU_ECOLI	phoU	Phosphate-specific transport system accessory protein PhoU	4	4	9.02819e+06	1.1637e+07	8.57107e+06	9.85399e+06	9.93369e+06	1.03714e+07
P0A9K9	SLYD_ECOLI	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	5	5	5.69471e+08	5.35726e+08	5.37429e+08	5.24494e+08	5.83728e+08	5.17476e+08
P0A9L3	FKBB_ECOLI	fklB	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	9	9	1.49221e+08	1.49268e+08	1.48882e+08	1.44232e+08	1.50031e+08	1.4372e+08
P0A9L5	PPIC_ECOLI	ppiC	Peptidyl-prolyl cis-trans isomerase C	6	6	2.70384e+07	2.73255e+07	2.64321e+07	2.5887e+07	2.45295e+07	2.71132e+07
P0A9L8	P5CR_ECOLI	proC	Pyrroline-5-carboxylate reductase	2	2	1.55597e+07	1.87108e+07	1.57839e+07	1.7199e+07	1.85407e+07	1.58865e+07
P0A9M0	LON_ECOLI	lon	Lon protease	34	34	4.54556e+07	4.48486e+07	4.4815e+07	4.38742e+07	4.52295e+07	4.30068e+07
P0A9M2	HPRT_ECOLI	hpt	Hypoxanthine phosphoribosyltransferase	10	10	2.96985e+07	3.40119e+07	2.97858e+07	3.27093e+07	3.03527e+07	3.22793e+07
P0A9M5	XGPT_ECOLI	gpt	Xanthine phosphoribosyltransferase	8	8	2.39506e+08	2.28224e+08	2.38627e+08	2.33476e+08	2.36834e+08	2.34637e+08
P0A9M8	PTA_ECOLI	pta	Phosphate acetyltransferase	33	33	2.27769e+08	2.34559e+08	2.25899e+08	2.31909e+08	2.27925e+08	2.23199e+08
P0A9N4	PFLA_ECOLI	pflA	Pyruvate formate-lyase 1-activating enzyme	5	5	2.0077e+07	2.04419e+07	2.00514e+07	2.13106e+07	1.96164e+07	2.14128e+07
P0A9N8	NRDG_ECOLI	nrdG	Anaerobic ribonucleoside-triphosphate reductase-activating protein	3	3	558610	695504	876486	620543		602402
P0A9P0	DLDH_ECOLI	lpdA	Dihydrolipoyl dehydrogenase	30	30	2.20906e+08	2.1938e+08	2.16142e+08	2.23043e+08	2.15797e+08	2.20119e+08
P0A9P4	TRXB_ECOLI	trxB	Thioredoxin reductase	14	14	7.26183e+07	6.92129e+07	7.06927e+07	7.13133e+07	7.20351e+07	6.844e+07
P0A9P6	DEAD_ECOLI	deaD	Cold-shock DEAD box protein A	29	29	3.7987e+07	3.77369e+07	3.75388e+07	3.82934e+07	3.72057e+07	3.79469e+07
P0A9Q1	ARCA_ECOLI	arcA	Aerobic respiration control protein ArcA	15	15	2.5976e+08	2.80506e+08	2.62e+08	2.71527e+08	2.73511e+08	2.67359e+08
P0A9Q5	ACCD_ECOLI	accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	16	16	1.20686e+08	1.24493e+08	1.19374e+08	1.2024e+08	1.23766e+08	1.21716e+08
P0A9Q7	ADHE_ECOLI	adhE	Aldehyde-alcohol dehydrogenase	54	54	9.16402e+08	9.17431e+08	9.01281e+08	9.08143e+08	8.97253e+08	9.14844e+08
P0A9Q9	DHAS_ECOLI	asd	Aspartate-semialdehyde dehydrogenase	11	11	1.02181e+08	1.00278e+08	1.03766e+08	1.02584e+08	9.81531e+07	1.03147e+08
P0A9R4	FER_ECOLI	fdx	2Fe-2S ferredoxin	3	3	7.58324e+07	7.62791e+07	7.18172e+07	7.02291e+07	8.22712e+07	7.07054e+07
P0A9R7	FTSE_ECOLI	ftsE	Cell division ATP-binding protein FtsE	7	7	1.18725e+07	1.18525e+07	1.19579e+07	1.20427e+07	1.1531e+07	1.21883e+07
P0A9S1	FUCO_ECOLI	fucO	Lactaldehyde reductase	3	3	1.78327e+06	2.04723e+06			2.18101e+06	2.57757e+06
P0A9S5	GLDA_ECOLI	gldA	Glycerol dehydrogenase	8	8	8.12941e+07	9.23353e+07	8.41996e+07	8.97638e+07	8.36885e+07	8.766e+07
P0A9T0	SERA_ECOLI	serA	D-3-phosphoglycerate dehydrogenase	11	11	4.8067e+07	4.97989e+07	4.76655e+07	4.83922e+07	4.92458e+07	4.92627e+07
P0A9T4	TAS_ECOLI	tas	Protein tas	9	9	3.87494e+07	3.9729e+07	3.81698e+07	3.84532e+07	3.77164e+07	3.85966e+07
P0A9T6	YBAQ_ECOLI	ybaQ	Uncharacterized HTH-type transcriptional regulator YbaQ	4	4	3.01049e+06	2.95345e+06	2.90949e+06	2.56346e+06	3.17217e+06	3.03817e+06
P0A9T8	YBBA_ECOLI	ybbA	Uncharacterized ABC transporter ATP-binding protein YbbA	2	2	1.73037e+06	1.45907e+06	1.74205e+06	1.65592e+06	1.66605e+06	1.71483e+06
P0A9U1	YBHF_ECOLI	ybhF	Uncharacterized ABC transporter ATP-binding protein YbhF	2	2	984895	984155	1.04954e+06	868934	1.08489e+06	827217
P0A9U3	YBIT_ECOLI	ybiT	Uncharacterized ABC transporter ATP-binding protein YbiT	21	21	3.37856e+07	3.39196e+07	3.41549e+07	3.26917e+07	3.39978e+07	3.27534e+07
P0A9V1	LPTB_ECOLI	lptB	Lipopolysaccharide export system ATP-binding protein LptB	11	11	2.52801e+07	2.34115e+07	2.4517e+07	2.46127e+07	2.45146e+07	2.50864e+07
P0A9W0	ULAR_ECOLI	ulaR	HTH-type transcriptional regulator UlaR	2	2	1.06431e+07		9.9947e+06	1.05521e+07	7.75349e+06	8.69475e+06
P0A9W3	YJJK_ECOLI	yjjK	Uncharacterized ABC transporter ATP-binding protein YjjK	29	29	7.10067e+07	7.128e+07	7.08101e+07	7.3087e+07	7.04075e+07	7.22038e+07
P0A9W6	YRBA_ECOLI	yrbA	Uncharacterized protein YrbA	3	3	5.54705e+07	5.8621e+07	5.4905e+07	6.02432e+07	5.56719e+07	6.33156e+07
P0A9W9	YRDA_ECOLI	yrdA	Protein YrdA	8	8	1.77783e+07	1.84696e+07	1.89018e+07	1.89794e+07	1.90684e+07	1.91028e+07
P0A9X4	MREB_ECOLI	mreB	Rod shape-determining protein MreB	15	15	7.34013e+07	7.27812e+07	7.42433e+07	7.64172e+07	7.27307e+07	7.64311e+07
P0A9X9	CSPA_ECOLI	cspA	Cold shock protein CspA	8	6	2.21022e+08	2.21579e+08	2.20073e+08	2.25157e+08	2.20624e+08	2.21468e+08
P0A9Y6	CSPC_ECOLI	cspC	Cold shock-like protein CspC	7	7	1.20043e+09	1.18111e+09	1.20782e+09	1.18929e+09	1.2298e+09	1.17276e+09
P0A9Z1	GLNB_ECOLI	glnB	Nitrogen regulatory protein P-II 1	7	7	9.36731e+07	8.92609e+07	8.44582e+07	8.69007e+07	9.30525e+07	8.5255e+07
P0AA04	PTHP_ECOLI	ptsH	Phosphocarrier protein HPr	7	7	1.21723e+09	1.20807e+09	1.22711e+09	1.19465e+09	1.23628e+09	1.07069e+09
P0AA10	RL13_ECOLI	rplM	50S ribosomal protein L13	14	14	6.22648e+08	6.99165e+08	6.38803e+08	6.75628e+08	6.60859e+08	6.81282e+08
P0AA16	OMPR_ECOLI	ompR	Transcriptional regulatory protein OmpR	11	11	4.87365e+07	4.70622e+07	5.09656e+07	4.81063e+07	4.86988e+07	4.82824e+07
P0AA25	THIO_ECOLI	trxA	Thioredoxin-1	7	7	3.20598e+08	3.51199e+08	3.24269e+08	3.49246e+08	3.28591e+08	3.52168e+08
P0AA31	YEDF_ECOLI	yedF	UPF0033 protein YedF	1	1	2.17524e+07	2.41229e+07	2.40756e+07	2.30136e+07	2.20906e+07	1.69184e+07
P0AA37	RLUA_ECOLI	rluA	Ribosomal large subunit pseudouridine synthase A	1	1	1.47415e+06	1.18476e+06	1.75088e+06	1.4535e+06	1.30189e+06	1.43008e+06
P0AA39	RLUC_ECOLI	rluC	Ribosomal large subunit pseudouridine synthase C	9	9	9.14215e+06	1.00619e+07	9.05581e+06	9.44514e+06	9.64451e+06	9.26271e+06
P0AA41	TRUC_ECOLI	truC	tRNA pseudouridine synthase C	2	2	547261	563924	638720	621397		499544
P0AA43	RSUA_ECOLI	rsuA	Ribosomal small subunit pseudouridine synthase A	7	7	1.82754e+07	1.90033e+07	1.89471e+07	1.79076e+07	1.96322e+07	1.7435e+07
P0AA53	QMCA_ECOLI	qmcA	Protein QmcA	4	4	3.42519e+06	3.51969e+06	3.12299e+06	3.29262e+06	3.08076e+06	3.50503e+06
P0AA57	YOBA_ECOLI	yobA	Protein YobA	1	1	6.24565e+06		5.98571e+06			5.58226e+06
P0AA86	DSBE_ECOLI	dsbE	Thiol:disulfide interchange protein DsbE	1	1	4.31027e+06	4.45968e+06	3.76026e+06	3.53559e+06	3.21616e+06	3.54576e+06
P0AA91	YEAY_ECOLI	yeaY	Uncharacterized lipoprotein YeaY	3	3	4.55232e+06	4.05736e+06	4.39395e+06	4.20675e+06	4.50125e+06	4.12692e+06
P0AA93	YPDA_ECOLI	ypdA	Sensor histidine kinase YpdA	2	2	1.17835e+06	1.02919e+06	971025	1.41833e+06	911549	1.3822e+06
P0AA95	YACC_ECOLI	yacC	Uncharacterized protein YacC	2	2	4.28045e+06	4.24747e+06	3.98475e+06	3.83549e+06	4.13952e+06	4.0853e+06
P0AA97	YAEQ_ECOLI	yaeQ	Uncharacterized protein YaeQ	2	2	5.15002e+06	3.95493e+06	4.70954e+06	4.77673e+06	4.22988e+06	3.83627e+06
P0AAA1	YAGU_ECOLI	yagU	Inner membrane protein YagU	2	2	6.48421e+07	7.08002e+07	6.19457e+07	6.42511e+07	6.59315e+07	6.39441e+07
P0AAB4	UBID_ECOLI	ubiD	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	6	6	1.21655e+07	1.1365e+07	1.22319e+07	1.13438e+07	1.24452e+07	1.15902e+07
P0AAB6	GALF_ECOLI	galF	UTP--glucose-1-phosphate uridylyltransferase	11	11	1.30663e+08	1.34494e+08	1.30219e+08	1.34235e+08	1.34131e+08	1.29838e+08
P0AAB8	USPD_ECOLI	uspD	Universal stress protein D	1	1	1.84479e+07	1.81852e+07	1.95741e+07	1.83326e+07	1.89109e+07	1.87551e+07
P0AAC0	USPE_ECOLI	uspE	Universal stress protein E	9	9	4.3984e+07	4.30273e+07	4.7371e+07	4.48238e+07	4.36866e+07	4.58596e+07
P0AAC8	ISCA_ECOLI	iscA	Iron-binding protein IscA	5	5	3.97217e+07	4.03615e+07	4.0924e+07	3.90813e+07	3.97418e+07	4.14918e+07
P0AAD6	SDAC_ECOLI	sdaC	Serine transporter	2	2	7.7577e+06	9.05739e+06	4.89717e+06	8.36481e+06	7.57681e+06	8.38865e+06
P0AAF6	ARTP_ECOLI	artP	Arginine transport ATP-binding protein ArtP	2	2	8.75279e+06	9.7635e+06	8.08899e+06	8.38862e+06	9.24242e+06	8.37044e+06
P0AAH0	PSTB_ECOLI	pstB	Phosphate import ATP-binding protein PstB	3	3	3.5302e+06	3.13907e+06	3.67352e+06	3.5794e+06	3.93429e+06	3.12326e+06
P0AAH8	SAPF_ECOLI	sapF	Peptide transport system ATP-binding protein SapF	2	2	1.69519e+06	1.88313e+06	1.63146e+06	1.63314e+06	1.8317e+06	1.78223e+06
P0AAI3	FTSH_ECOLI	ftsH	ATP-dependent zinc metalloprotease FtsH	24	24	7.92711e+07	7.40559e+07	8.05194e+07	7.66681e+07	7.84569e+07	7.66882e+07
P0AAI5	FABF_ECOLI	fabF	3-oxoacyl-[acyl-carrier-protein] synthase 2	10	10	2.1301e+08	2.16045e+08	2.1254e+08	2.19348e+08	2.02706e+08	2.18882e+08
P0AAI9	FABD_ECOLI	fabD	Malonyl CoA-acyl carrier protein transacylase	9	9	8.04112e+07	7.3084e+07	7.70701e+07	7.4504e+07	7.88748e+07	7.37637e+07
P0AAJ3	FDNH_ECOLI	fdnH	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit	4	4	1.9515e+07	1.81377e+07	1.81187e+07	1.83721e+07	1.90532e+07	1.8743e+07
P0AAJ5	FDOH_ECOLI	fdoH	Formate dehydrogenase-O iron-sulfur subunit	4	4	1.69279e+07	1.63022e+07	1.71785e+07	1.73142e+07	1.72956e+07	1.73414e+07
P0AAJ8	HYBA_ECOLI	hybA	Hydrogenase-2 operon protein HybA	5	5	2.21176e+07	2.37719e+07	2.19903e+07	2.31624e+07	2.26919e+07	2.27378e+07
P0AAK1	HYCB_ECOLI	hycB	Formate hydrogenlyase subunit 2	3	3	4.95401e+06	4.73894e+06	4.32032e+06	4.49644e+06	4.75616e+06	4.93144e+06
P0AAL3	NAPG_ECOLI	napG	Ferredoxin-type protein NapG	2	2	395913	356707	342716	327473		366174
P0AAN1	HYBE_ECOLI	hybE	Hydrogenase-2 operon protein HybE	1	1	1.78386e+06	1.80248e+06	1.7978e+06	1.6327e+06	1.5203e+06	1.71601e+06
P0AAN3	HYPB_ECOLI	hypB	Hydrogenase isoenzymes nickel incorporation protein HypB	7	7	1.38535e+07	1.40795e+07	1.42336e+07	1.39459e+07	1.3972e+07	1.35576e+07
P0AAN5	YAIA_ECOLI	yaiA	Uncharacterized protein YaiA	1	1	7.09309e+06	7.91815e+06	7.17757e+06	7.95176e+06	7.71323e+06	8.40417e+06
P0AAN9	IRAP_ECOLI	iraP	Anti-adapter protein IraP	3	3	1.25984e+06	1.38807e+06	1.17908e+06	1.37643e+06	1.18123e+06	1.20262e+06
P0AAP3	FRMR_ECOLI	frmR	Transcriptional repressor FrmR	5	5	1.4662e+07	1.38938e+07	1.47437e+07	1.42677e+07	1.45595e+07	1.47677e+07
P0AAQ2	YAJD_ECOLI	yajD	Uncharacterized protein YajD	4	4	1.84507e+07	1.75835e+07	1.85406e+07	1.79577e+07	1.83867e+07	1.7024e+07
P0AAR3	YBAK_ECOLI	ybaK	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK	7	7	1.46206e+07	1.29702e+07	1.43402e+07	1.42277e+07	1.31919e+07	1.39736e+07
P0AAS0	YLAC_ECOLI	ylaC	Inner membrane protein YlaC	4	4	988730	937225	972424	826017	1.03792e+06	986482
P0AAS7	YBCJ_ECOLI	ybcJ	Uncharacterized protein YbcJ	3	3	1.70633e+07	1.84089e+07	1.71343e+07	1.79226e+07	1.64382e+07	1.78086e+07
P0AAT2	YBDF_ECOLI	ybdF	Uncharacterized protein YbdF	2	2	2.14031e+06	2.42226e+06	2.37914e+06	2.40621e+06	2.34411e+06	2.38736e+06
P0AAT4	MSCM_ECOLI	mscM	Miniconductance mechanosensitive channel	5	5	7.57922e+06	7.78267e+06	8.08785e+06	8.08214e+06	8.18029e+06	6.94953e+06
P0AAT6	IOJAP_ECOLI	rsfS	Ribosomal silencing factor RsfS	5	5	1.52768e+07	1.74493e+07	1.50448e+07	1.60567e+07	1.56163e+07	1.57148e+07
P0AAT9	YBEL_ECOLI	ybeL	Uncharacterized protein YbeL	5	5	3.28734e+07	3.00849e+07	3.32464e+07	3.19203e+07	3.11304e+07	3.12031e+07
P0AAU7	YBFE_ECOLI	ybfE	Uncharacterized protein YbfE	3	3	4.60834e+06	4.62491e+06	5.04437e+06	4.95878e+06	4.27296e+06	5.02112e+06
P0AAV4	YBGJ_ECOLI	ybgJ	Uncharacterized protein YbgJ	2	2	2.38288e+06	2.3245e+06	2.08579e+06	2.25463e+06	2.04042e+06	2.4096e+06
P0AAX8	YBIS_ECOLI	ybiS	Probable L,D-transpeptidase YbiS	15	14	5.54945e+07	5.27763e+07	5.52964e+07	5.35772e+07	5.41878e+07	5.35487e+07
P0AAZ4	RARA_ECOLI	rarA	Replication-associated recombination protein A	9	9	4.76494e+06	4.70738e+06	4.96296e+06	4.39671e+06	4.59112e+06	4.84625e+06
P0AAZ7	YCAR_ECOLI	ycaR	UPF0434 protein YcaR	4	4	5.65823e+07	5.75402e+07	5.82687e+07	6.24009e+07	5.44202e+07	6.0421e+07
P0AB10	YMBA_ECOLI	ymbA	Uncharacterized lipoprotein YmbA	2	2	1.16425e+07	1.19081e+07	1.25069e+07	1.15948e+07	1.25849e+07	1.21785e+07
P0AB14	YCCJ_ECOLI	yccJ	Uncharacterized protein YccJ	4	4	2.08936e+07	2.10633e+07	2.09925e+07	2.00888e+07	2.04079e+07	2.21168e+07
