Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P0A9F1	MNTR_ECOLI	mntR	Transcriptional regulator MntR	6	6	3.33486e+06	5.36664e+06	4.7661e+06	4.87664e+06	5.00369e+06	4.73878e+06
P0A9F3	CYSB_ECOLI	cysB	HTH-type transcriptional regulator CysB	13	13	1.27077e+07	1.34299e+07	1.26125e+07	1.23943e+07	1.3874e+07	1.2412e+07
P0A9G2	NHAR_ECOLI	nhaR	Transcriptional activator protein NhaR	3	3	3.32622e+06	3.13906e+06	3.01605e+06	3.089e+06	3.01588e+06	3.21326e+06
P0A9G6	ACEA_ECOLI	aceA	Isocitrate lyase	10	10	2.45174e+07	2.60334e+07	2.44388e+07	2.50322e+07	2.48978e+07	2.52585e+07
P0A9G8	MODE_ECOLI	modE	Transcriptional regulator ModE	8	8	8.76138e+06	8.54194e+06	9.73084e+06	8.55302e+06	9.45292e+06	9.27773e+06
P0A9H1	MUG_ECOLI	mug	G/U mismatch-specific DNA glycosylase	4	4	5.67656e+06	6.09072e+06	7.10868e+06	5.844e+06	5.82881e+06	5.8986e+06
P0A9H3	LDCI_ECOLI	cadA	Lysine decarboxylase, inducible	3	3	2.72216e+06	2.55755e+06	2.80063e+06	3.30344e+06	2.96654e+06	2.71161e+06
P0A9H5	BTUR_ECOLI	btuR	Cob(I)yrinic acid a,c-diamide adenosyltransferase	3	3	4.28792e+06	4.72558e+06	4.12147e+06	4.42717e+06	4.67402e+06	4.32448e+06
P0A9H7	CFA_ECOLI	cfa	Cyclopropane-fatty-acyl-phospholipid synthase	11	11	1.66249e+07	1.58877e+07	1.84026e+07	1.79465e+07	1.6273e+07	1.72286e+07
P0A9H9	CHEZ_ECOLI	cheZ	Protein phosphatase CheZ	7	7	6.45081e+06	6.04091e+06	6.50943e+06	6.16508e+06	6.37082e+06	6.25253e+06
P0A9I1	CITE_ECOLI	citE	Citrate lyase subunit beta	14	14	3.25514e+07	3.24435e+07	3.23541e+07	3.3679e+07	3.20656e+07	3.27458e+07
P0A9I3	GCVR_ECOLI	gcvR	Glycine cleavage system transcriptional repressor	3	3	8.88629e+06	8.25286e+06	8.27532e+06	8.35513e+06	8.34343e+06	8.8805e+06
P0A9I8	NIRD_ECOLI	nirD	Nitrite reductase [NAD(P)H] small subunit	3	3	2.1844e+07	1.96754e+07	2.33878e+07	2.24908e+07	2.25214e+07	2.03337e+07
P0A9J0	RNG_ECOLI	rng	Ribonuclease G	10	10	3.85239e+07	4.11294e+07	3.947e+07	3.88931e+07	3.76343e+07	4.02796e+07
P0A9J4	PANE_ECOLI	panE	2-dehydropantoate 2-reductase	5	5	5.36688e+06	5.32386e+06	5.44759e+06	5.19365e+06	5.58087e+06	5.1877e+06
P0A9J6	RBSK_ECOLI	rbsK	Ribokinase	4	4	9.51685e+06	1.04645e+07	9.79403e+06	9.90686e+06	1.02836e+07	9.42255e+06
P0A9J8	PHEA_ECOLI	pheA	P-protein	6	6	7.1829e+06	6.9265e+06	6.61696e+06	6.76768e+06	7.51977e+06	6.76889e+06
P0A9K3	PHOL_ECOLI	ybeZ	PhoH-like protein	14	14	2.66088e+07	2.6028e+07	2.6865e+07	2.57263e+07	2.6876e+07	2.59469e+07
P0A9K7	PHOU_ECOLI	phoU	Phosphate-specific transport system accessory protein PhoU	4	4	7.6824e+06	1.05767e+07	9.83177e+06	8.85785e+06	1.02945e+07	8.40981e+06
P0A9K9	SLYD_ECOLI	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	5	5	4.13964e+08	4.75775e+08	4.40119e+08	4.14714e+08	4.87455e+08	4.37015e+08
P0A9L3	FKBB_ECOLI	fklB	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	9	9	1.47323e+08	1.46518e+08	1.26794e+08	1.29717e+08	1.45231e+08	1.27967e+08
P0A9L5	PPIC_ECOLI	ppiC	Peptidyl-prolyl cis-trans isomerase C	6	6	2.30193e+07	2.28821e+07	1.9818e+07	2.12338e+07	2.16728e+07	2.03325e+07
P0A9L8	P5CR_ECOLI	proC	Pyrroline-5-carboxylate reductase	2	2	1.23094e+07	1.29399e+07	1.60379e+07	1.54369e+07	1.28679e+07	1.56725e+07
P0A9M0	LON_ECOLI	lon	Lon protease	33	33	4.33e+07	4.31196e+07	4.36086e+07	4.25793e+07	4.42572e+07	4.3581e+07
P0A9M2	HPRT_ECOLI	hpt	Hypoxanthine phosphoribosyltransferase	9	9	2.90139e+07	2.8885e+07	3.08721e+07	3.16231e+07	2.89968e+07	3.02854e+07
P0A9M5	XGPT_ECOLI	gpt	Xanthine phosphoribosyltransferase	9	9	2.13853e+08	2.13135e+08	2.05133e+08	2.15196e+08	1.98886e+08	2.17679e+08
P0A9M8	PTA_ECOLI	pta	Phosphate acetyltransferase	32	32	2.10981e+08	2.15221e+08	2.12217e+08	2.04615e+08	2.1489e+08	2.1049e+08
P0A9N4	PFLA_ECOLI	pflA	Pyruvate formate-lyase 1-activating enzyme	5	5	2.10035e+07	2.03108e+07	1.99348e+07	1.98895e+07	1.95408e+07	1.89794e+07
P0A9N8	NRDG_ECOLI	nrdG	Anaerobic ribonucleoside-triphosphate reductase-activating protein	3	3		1.48103e+06	1.80226e+06	1.73118e+06	1.41268e+06	
P0A9P0	DLDH_ECOLI	lpdA	Dihydrolipoyl dehydrogenase	30	30	1.84583e+08	1.8298e+08	1.91297e+08	1.91595e+08	1.81638e+08	1.91556e+08
P0A9P4	TRXB_ECOLI	trxB	Thioredoxin reductase	13	13	6.71552e+07	6.66679e+07	7.08788e+07	6.8775e+07	6.69963e+07	7.11804e+07
P0A9P6	DEAD_ECOLI	deaD	Cold-shock DEAD box protein A	27	27	3.88873e+07	3.91175e+07	3.82021e+07	3.94199e+07	3.77092e+07	3.83175e+07
P0A9Q1	ARCA_ECOLI	arcA	Aerobic respiration control protein ArcA	15	15	2.31422e+08	2.32238e+08	2.43004e+08	2.43554e+08	2.39303e+08	2.39856e+08
P0A9Q5	ACCD_ECOLI	accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	16	16	1.05993e+08	1.1264e+08	1.1606e+08	1.14109e+08	1.12649e+08	1.15225e+08
P0A9Q7	ADHE_ECOLI	adhE	Aldehyde-alcohol dehydrogenase	52	52	8.5257e+08	8.47049e+08	8.57582e+08	8.53666e+08	8.43199e+08	8.42061e+08
P0A9Q9	DHAS_ECOLI	asd	Aspartate-semialdehyde dehydrogenase	11	11	8.89459e+07	8.75654e+07	9.52469e+07	9.51211e+07	8.53636e+07	9.3771e+07
P0A9R4	FER_ECOLI	fdx	2Fe-2S ferredoxin	3	3	6.24651e+07	6.3479e+07	6.86502e+07	6.45306e+07	6.79828e+07	6.42689e+07
P0A9R7	FTSE_ECOLI	ftsE	Cell division ATP-binding protein FtsE	7	7	1.04628e+07	1.0566e+07	1.0142e+07	1.03927e+07	1.07843e+07	1.08309e+07
P0A9S1	FUCO_ECOLI	fucO	Lactaldehyde reductase	3	3	1.40906e+06	1.40081e+06	1.24876e+06	1.48663e+06	1.42071e+06	1.45398e+06
P0A9S5	GLDA_ECOLI	gldA	Glycerol dehydrogenase	8	8	8.77573e+07	8.13577e+07	8.26636e+07	8.72161e+07	8.43896e+07	8.16017e+07
P0A9T0	SERA_ECOLI	serA	D-3-phosphoglycerate dehydrogenase	12	12	4.3059e+07	4.29362e+07	4.23329e+07	4.30291e+07	4.34507e+07	4.5018e+07
P0A9T4	TAS_ECOLI	tas	Protein tas	9	9	3.69775e+07	3.66325e+07	3.74903e+07	3.63537e+07	3.72582e+07	3.72126e+07
P0A9T6	YBAQ_ECOLI	ybaQ	Uncharacterized HTH-type transcriptional regulator YbaQ	5	5	2.8687e+06	3.25798e+06	2.82416e+06	3.556e+06	2.73651e+06	3.16144e+06
P0A9T8	YBBA_ECOLI	ybbA	Uncharacterized ABC transporter ATP-binding protein YbbA	2	2	1.56854e+06	1.78726e+06	1.44952e+06	1.50124e+06	1.29193e+06	1.49158e+06
P0A9U1	YBHF_ECOLI	ybhF	Uncharacterized ABC transporter ATP-binding protein YbhF	2	2	1.54548e+06	2.10857e+06	1.71592e+06	1.97502e+06	1.91312e+06	1.76217e+06
P0A9U3	YBIT_ECOLI	ybiT	Uncharacterized ABC transporter ATP-binding protein YbiT	21	21	3.30231e+07	3.30404e+07	3.24016e+07	3.23559e+07	3.26982e+07	3.26079e+07
P0A9V1	LPTB_ECOLI	lptB	Lipopolysaccharide export system ATP-binding protein LptB	10	10	2.44728e+07	2.53438e+07	2.39369e+07	2.43648e+07	2.52009e+07	2.50024e+07
P0A9W0	ULAR_ECOLI	ulaR	HTH-type transcriptional regulator UlaR	2	2	6.90915e+06	6.70629e+06	5.51062e+06	5.83069e+06	5.23944e+06	6.50493e+06
P0A9W3	YJJK_ECOLI	yjjK	Uncharacterized ABC transporter ATP-binding protein YjjK	29	29	6.52867e+07	6.39992e+07	6.61918e+07	6.78911e+07	6.43437e+07	6.61077e+07
P0A9W6	YRBA_ECOLI	yrbA	Uncharacterized protein YrbA	3	3	5.32759e+07	5.15053e+07	4.95231e+07	5.37088e+07	5.40537e+07	5.11412e+07
P0A9W9	YRDA_ECOLI	yrdA	Protein YrdA	8	8	1.78687e+07	1.77802e+07	1.89179e+07	1.84067e+07	1.76454e+07	1.8511e+07
P0A9X1	ZNUC_ECOLI	znuC	Zinc import ATP-binding protein ZnuC	2	2			833716		727502	
P0A9X4	MREB_ECOLI	mreB	Rod shape-determining protein MreB	15	15	6.62021e+07	6.38462e+07	6.43857e+07	6.48936e+07	6.4488e+07	6.39058e+07
P0A9X9	CSPA_ECOLI	cspA	Cold shock protein CspA	8	6	2.34001e+08	2.3107e+08	1.99088e+08	1.95288e+08	2.3962e+08	2.00034e+08
P0A9Y6	CSPC_ECOLI	cspC	Cold shock-like protein CspC	8	8	1.17423e+09	1.14489e+09	1.02783e+09	1.03782e+09	1.15398e+09	1.03331e+09
P0A9Z1	GLNB_ECOLI	glnB	Nitrogen regulatory protein P-II 1	6	6	6.80801e+07	8.09425e+07	7.73691e+07	7.4747e+07	7.95554e+07	7.72378e+07
P0AA04	PTHP_ECOLI	ptsH	Phosphocarrier protein HPr	6	6	5.52691e+08	5.90025e+08	6.83125e+08	6.69828e+08	5.79524e+08	6.62919e+08
P0AA10	RL13_ECOLI	rplM	50S ribosomal protein L13	14	14	5.75898e+08	5.73156e+08	6.06519e+08	5.85008e+08	6.01263e+08	5.92833e+08
P0AA16	OMPR_ECOLI	ompR	Transcriptional regulatory protein OmpR	11	11	3.84005e+07	4.01713e+07	4.15239e+07	4.25187e+07	4.14635e+07	4.25478e+07
P0AA25	THIO_ECOLI	trxA	Thioredoxin-1	7	7	2.9426e+08	2.93791e+08	3.31e+08	3.19402e+08	3.11829e+08	3.11598e+08
P0AA31	YEDF_ECOLI	yedF	UPF0033 protein YedF	1	1	2.39157e+07	2.20996e+07	2.28383e+07	2.27009e+07	2.27821e+07	2.30738e+07
P0AA39	RLUC_ECOLI	rluC	Ribosomal large subunit pseudouridine synthase C	9	9	7.54211e+06	8.66323e+06	8.0279e+06	7.82534e+06	8.27556e+06	8.33473e+06
P0AA41	TRUC_ECOLI	truC	tRNA pseudouridine synthase C	2	2	1.98367e+06	1.42455e+06	1.59859e+06	1.55082e+06	1.79872e+06	1.414e+06
P0AA43	RSUA_ECOLI	rsuA	Ribosomal small subunit pseudouridine synthase A	7	7	1.83435e+07	1.74676e+07	1.86714e+07	1.71928e+07	1.83567e+07	1.7134e+07
P0AA53	QMCA_ECOLI	qmcA	Protein QmcA	4	4	3.32393e+06	2.98781e+06	3.77098e+06	4.20144e+06	3.70162e+06	3.12747e+06
P0AA57	YOBA_ECOLI	yobA	Protein YobA	2	2	3.28021e+06	3.91461e+06		3.84706e+06		2.9227e+06
P0AA86	DSBE_ECOLI	dsbE	Thiol:disulfide interchange protein DsbE	2	2	5.03838e+06	5.32269e+06	5.78556e+06	5.24323e+06	4.30793e+06	5.18766e+06
P0AA91	YEAY_ECOLI	yeaY	Uncharacterized lipoprotein YeaY	3	3	2.96586e+06	3.31917e+06	2.72558e+06	3.01668e+06	3.2332e+06	2.90724e+06
P0AA93	YPDA_ECOLI	ypdA	Sensor histidine kinase YpdA	2	2	562580	487608	296322	566353	402171	450457
P0AA95	YACC_ECOLI	yacC	Uncharacterized protein YacC	2	2	3.8984e+06	4.06322e+06	3.98897e+06	3.67924e+06	3.83445e+06	3.84222e+06
P0AA97	YAEQ_ECOLI	yaeQ	Uncharacterized protein YaeQ	2	2	3.79837e+06	3.38631e+06	3.58816e+06	3.58926e+06	3.49438e+06	3.66262e+06
P0AAA1	YAGU_ECOLI	yagU	Inner membrane protein YagU	2	2	5.86131e+07	5.31568e+07	5.63845e+07	5.55849e+07	5.56717e+07	5.54914e+07
P0AAB4	UBID_ECOLI	ubiD	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	6	6	1.14808e+07	1.07089e+07	1.04304e+07	1.15199e+07	1.24137e+07	1.15253e+07
P0AAB6	GALF_ECOLI	galF	UTP--glucose-1-phosphate uridylyltransferase	8	8	1.17856e+08	1.18386e+08	1.26073e+08	1.21625e+08	1.20384e+08	1.22606e+08
P0AAB8	USPD_ECOLI	uspD	Universal stress protein D	1	1	1.64022e+07	1.77423e+07	1.97387e+07	1.63403e+07	1.91471e+07	1.66515e+07
P0AAC0	USPE_ECOLI	uspE	Universal stress protein E	10	10	4.10978e+07	3.82427e+07	3.97351e+07	4.0637e+07	3.89987e+07	4.10076e+07
P0AAC8	ISCA_ECOLI	iscA	Iron-binding protein IscA	5	5	3.34385e+07	3.35804e+07	3.43051e+07	3.32156e+07	3.43736e+07	3.36361e+07
P0AAD6	SDAC_ECOLI	sdaC	Serine transporter	2	2			3.85637e+06	4.13692e+06	3.0891e+06	4.53378e+06
P0AAF6	ARTP_ECOLI	artP	Arginine transport ATP-binding protein ArtP	2	2	1.08892e+07	1.11346e+07	1.19461e+07	1.02944e+07	1.11537e+07	1.16413e+07
P0AAH0	PSTB_ECOLI	pstB	Phosphate import ATP-binding protein PstB	3	3	2.2853e+06	2.6991e+06	2.92289e+06	2.55734e+06	2.68282e+06	2.67145e+06
P0AAH8	SAPF_ECOLI	sapF	Peptide transport system ATP-binding protein SapF	1	1	1.81706e+06	1.92927e+06	1.71559e+06	1.42732e+06	1.47377e+06	1.50209e+06
P0AAI3	FTSH_ECOLI	ftsH	ATP-dependent zinc metalloprotease FtsH	25	25	7.15119e+07	7.15536e+07	7.11655e+07	7.09459e+07	7.11378e+07	7.04971e+07
P0AAI5	FABF_ECOLI	fabF	3-oxoacyl-[acyl-carrier-protein] synthase 2	10	10	1.74121e+08	1.76845e+08	1.92556e+08	1.91952e+08	1.80181e+08	1.90886e+08
P0AAI9	FABD_ECOLI	fabD	Malonyl CoA-acyl carrier protein transacylase	9	9	7.08019e+07	7.21191e+07	6.4665e+07	6.7512e+07	7.00304e+07	6.52011e+07
P0AAJ3	FDNH_ECOLI	fdnH	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit	4	4	1.7055e+07	1.60409e+07	1.61248e+07	1.73487e+07	1.67201e+07	1.72237e+07
P0AAJ5	FDOH_ECOLI	fdoH	Formate dehydrogenase-O iron-sulfur subunit	4	4	1.69281e+07	1.66571e+07	1.69485e+07	1.65976e+07	1.68587e+07	1.69526e+07
P0AAJ8	HYBA_ECOLI	hybA	Hydrogenase-2 operon protein HybA	5	5	2.10554e+07	2.09926e+07	2.1264e+07	2.05348e+07	2.13727e+07	1.97584e+07
P0AAK1	HYCB_ECOLI	hycB	Formate hydrogenlyase subunit 2	2	2	3.97015e+06	3.83929e+06	4.52606e+06	4.49403e+06	4.1342e+06	4.60692e+06
P0AAL3	NAPG_ECOLI	napG	Ferredoxin-type protein NapG	2	2		428748		286520		260277
P0AAN1	HYBE_ECOLI	hybE	Hydrogenase-2 operon protein HybE	1	1	2.19968e+06	2.22362e+06	2.06257e+06	2.08043e+06	2.10785e+06	2.14156e+06
P0AAN3	HYPB_ECOLI	hypB	Hydrogenase isoenzymes nickel incorporation protein HypB	7	7	1.14447e+07	1.14013e+07	1.07959e+07	1.17733e+07	1.12399e+07	1.18786e+07
P0AAN5	YAIA_ECOLI	yaiA	Uncharacterized protein YaiA	1	1	7.43265e+06	5.76619e+06	7.50111e+06	7.85093e+06	6.05861e+06	7.99981e+06
P0AAN9	IRAP_ECOLI	iraP	Anti-adapter protein IraP	3	3	1.19636e+06	1.15096e+06	982100	1.11406e+06	1.14822e+06	1.0518e+06
P0AAP3	FRMR_ECOLI	frmR	Transcriptional repressor FrmR	5	5	1.32701e+07	1.28487e+07	1.35588e+07	1.27262e+07	1.31358e+07	1.35574e+07
P0AAQ2	YAJD_ECOLI	yajD	Uncharacterized protein YajD	4	4	1.56204e+07	1.56633e+07	1.54858e+07	1.66397e+07	1.68411e+07	1.51185e+07
P0AAR3	YBAK_ECOLI	ybaK	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK	6	6	1.16615e+07	1.18153e+07	1.21805e+07	1.16556e+07	1.2066e+07	1.1143e+07
P0AAS0	YLAC_ECOLI	ylaC	Inner membrane protein YlaC	3	3	753619	844694	879935	769251	863728	723889
P0AAS7	YBCJ_ECOLI	ybcJ	Uncharacterized protein YbcJ	3	3	1.68275e+07	1.76301e+07	1.63507e+07	1.6353e+07	1.75654e+07	1.6508e+07
P0AAT2	YBDF_ECOLI	ybdF	Uncharacterized protein YbdF	2	2	2.7323e+06	2.77053e+06	2.96959e+06	2.1223e+06	2.76532e+06	2.1333e+06
P0AAT4	MSCM_ECOLI	mscM	Miniconductance mechanosensitive channel	5	5	6.89743e+06	6.23894e+06	6.32479e+06	6.61892e+06	7.2647e+06	7.00434e+06
P0AAT6	IOJAP_ECOLI	rsfS	Ribosomal silencing factor RsfS	6	6	1.24277e+07	1.33689e+07	1.47505e+07	1.35474e+07	1.38111e+07	1.3976e+07
P0AAT9	YBEL_ECOLI	ybeL	Uncharacterized protein YbeL	5	5	2.96334e+07	3.06626e+07	2.90383e+07	3.09922e+07	2.94998e+07	3.11504e+07
P0AAU7	YBFE_ECOLI	ybfE	Uncharacterized protein YbfE	3	3	4.53219e+06	4.12276e+06	4.04622e+06	4.67009e+06	3.89235e+06	4.0693e+06
P0AAV4	YBGJ_ECOLI	ybgJ	Uncharacterized protein YbgJ	2	2	1.64459e+06	2.04926e+06	2.15291e+06	1.91942e+06	2.22535e+06	2.09148e+06
P0AAV6	YBGS_ECOLI	ybgS	Uncharacterized protein YbgS	1	1	80334.4			118518		91466
P0AAX8	YBIS_ECOLI	ybiS	Probable L,D-transpeptidase YbiS	14	13	5.42488e+07	5.54617e+07	5.3355e+07	5.40088e+07	5.29645e+07	5.44848e+07
P0AAZ4	RARA_ECOLI	rarA	Replication-associated recombination protein A	6	6	3.50898e+06	3.57766e+06	3.64376e+06	3.79468e+06	3.76886e+06	3.68958e+06
P0AAZ7	YCAR_ECOLI	ycaR	UPF0434 protein YcaR	4	4	6.75299e+07	6.44435e+07	6.03968e+07	6.13482e+07	6.4633e+07	6.29784e+07
P0AB10	YMBA_ECOLI	ymbA	Uncharacterized lipoprotein YmbA	2	2	9.26086e+06	1.01256e+07	1.201e+07	1.07322e+07	1.11932e+07	1.08591e+07
P0AB14	YCCJ_ECOLI	yccJ	Uncharacterized protein YccJ	4	4	1.81152e+07	1.81439e+07	1.83474e+07	1.85571e+07	1.87733e+07	1.831e+07
P0AB18	TUSE_ECOLI	tusE	Sulfurtransferase TusE	4	4	7.27729e+06	7.60095e+06	7.4471e+06	7.56932e+06	6.73181e+06	7.53845e+06
P0AB20	HSPQ_ECOLI	hspQ	Heat shock protein HspQ	1	1	3.94761e+06	6.6051e+06		5.75057e+06	6.19056e+06	3.46595e+06
P0AB24	EFEO_ECOLI	efeO	Iron uptake system component EfeO	15	15	3.08741e+07	3.24411e+07	3.23743e+07	3.26659e+07	3.28568e+07	3.18764e+07
P0AB26	YCEB_ECOLI	yceB	Uncharacterized lipoprotein YceB	5	5	3.07269e+07	2.94586e+07	2.8628e+07	2.92265e+07	2.86902e+07	2.993e+07
P0AB28	YCED_ECOLI	yceD	Uncharacterized protein YceD	5	5	3.79592e+07	4.07017e+07	3.89222e+07	3.94463e+07	3.87357e+07	3.87525e+07
P0AB38	LPOB_ECOLI	lpoB	Penicillin-binding protein activator LpoB	3	3	1.83793e+07	1.82663e+07	1.92322e+07	1.91137e+07	1.84738e+07	1.82444e+07
P0AB43	YCGL_ECOLI	ycgL	Protein YcgL	7	7	5.19199e+06	5.59104e+06	5.63115e+06	5.77715e+06	5.37878e+06	5.23618e+06
P0AB46	YMGD_ECOLI	ymgD	Uncharacterized protein YmgD	3	3	1.32419e+07	1.33945e+07	1.2422e+07	1.29688e+07	1.37052e+07	1.38611e+07
P0AB52	YCHN_ECOLI	ychN	Protein YchN	3	3	9.01088e+06	8.8852e+06	8.33971e+06	9.02238e+06	8.2529e+06	8.88504e+06
P0AB55	YCII_ECOLI	yciI	Protein YciI	3	3	3.37354e+07	3.39994e+07	3.64083e+07	3.37244e+07	3.52497e+07	3.38149e+07
P0AB58	YCIM_ECOLI	yciM	Uncharacterized protein YciM	2	2	1.52823e+06	1.69507e+06	1.15082e+06	1.36518e+06	1.17211e+06	1.29269e+06
P0AB61	YCIN_ECOLI	yciN	Protein YciN	6	6	2.34818e+07	2.25011e+07	2.24382e+07	2.25614e+07	2.23831e+07	2.31524e+07
P0AB67	PNTB_ECOLI	pntB	NAD(P) transhydrogenase subunit beta	5	5	7.5099e+06	7.67193e+06	7.68822e+06	7.70859e+06	7.46849e+06	7.37346e+06
P0AB71	ALF_ECOLI	fbaA	Fructose-bisphosphate aldolase class 2	16	16	8.61239e+08	8.48036e+08	8.53959e+08	8.55017e+08	8.67644e+08	8.49094e+08
P0AB77	KBL_ECOLI	kbl	2-amino-3-ketobutyrate coenzyme A ligase	17	17	9.1114e+07	9.0862e+07	9.33378e+07	9.49188e+07	9.1576e+07	9.4675e+07
P0AB80	ILVE_ECOLI	ilvE	Branched-chain-amino-acid aminotransferase	9	9	2.83808e+07	2.71716e+07	2.63477e+07	2.87386e+07	2.65125e+07	2.6614e+07
P0AB83	END3_ECOLI	nth	Endonuclease III	3	3	2.9332e+06	2.85126e+06	2.62056e+06	2.72992e+06	2.80077e+06	2.88213e+06
P0AB89	PUR8_ECOLI	purB	Adenylosuccinate lyase	16	16	2.35098e+07	2.41273e+07	2.52752e+07	2.49666e+07	2.44914e+07	2.42018e+07
P0AB91	AROG_ECOLI	aroG	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive	5	5	9.68054e+06	9.9981e+06	1.0096e+07	9.57669e+06	1.00235e+07	9.78661e+06
P0AB98	ATP6_ECOLI	atpB	ATP synthase subunit a	2	2		2.98496e+06	2.43146e+06	2.53995e+06	2.21913e+06	2.6715e+06
P0ABA0	ATPF_ECOLI	atpF	ATP synthase subunit b	16	16	1.84028e+08	1.86529e+08	1.88552e+08	1.83548e+08	1.82254e+08	1.83742e+08
P0ABA4	ATPD_ECOLI	atpH	ATP synthase subunit delta	11	11	1.40707e+08	1.41769e+08	1.36596e+08	1.37464e+08	1.40784e+08	1.38963e+08
P0ABA6	ATPG_ECOLI	atpG	ATP synthase gamma chain	16	16	2.03692e+08	2.02665e+08	2.01028e+08	2.04842e+08	2.07726e+08	2.0131e+08
P0ABB0	ATPA_ECOLI	atpA	ATP synthase subunit alpha	29	29	3.80625e+08	3.74889e+08	3.67601e+08	3.74239e+08	3.73222e+08	3.75543e+08
P0ABB4	ATPB_ECOLI	atpD	ATP synthase subunit beta	30	30	4.03919e+08	3.99333e+08	3.91043e+08	3.95891e+08	3.82389e+08	3.98316e+08
P0ABB8	ATMA_ECOLI	mgtA	Magnesium-transporting ATPase, P-type 1	4	4	942305	1.10726e+06	918095	951131	895069	1.08762e+06
P0ABC3	HFLC_ECOLI	hflC	Modulator of FtsH protease HflC	17	17	7.83694e+07	7.90546e+07	7.69675e+07	7.48673e+07	7.74348e+07	7.77606e+07
P0ABC7	HFLK_ECOLI	hflK	Modulator of FtsH protease HflK	14	14	7.38697e+07	7.39401e+07	7.10714e+07	7.05414e+07	7.49298e+07	7.31159e+07
P0ABD3	BFR_ECOLI	bfr	Bacterioferritin	8	8	4.09276e+07	3.99538e+07	4.17003e+07	4.11839e+07	3.9959e+07	4.15489e+07
P0ABD5	ACCA_ECOLI	accA	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	22	22	7.64133e+07	7.62942e+07	8.45269e+07	8.51806e+07	8.0476e+07	8.1463e+07
P0ABD8	BCCP_ECOLI	accB	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	5	5	2.54052e+08	2.53823e+08	2.47107e+08	2.44801e+08	2.56105e+08	2.41533e+08
P0ABE2	BOLA_ECOLI	bolA	Protein BolA	5	5	2.30788e+07	2.29553e+07	2.09386e+07	2.30567e+07	2.2037e+07	2.21088e+07
P0ABF1	PCNB_ECOLI	pcnB	Poly(A) polymerase	16	16	1.02828e+07	1.0508e+07	9.75594e+06	1.0443e+07	1.03099e+07	9.83447e+06
P0ABF6	CDD_ECOLI	cdd	Cytidine deaminase	7	7	4.56084e+07	4.62212e+07	4.59469e+07	4.83797e+07	4.51516e+07	4.82131e+07
P0ABG4	FTSW_ECOLI	ftsW	Lipid II flippase FtsW	1	1	412667	499825	560962	367320	633992	453923
P0ABH0	FTSA_ECOLI	ftsA	Cell division protein FtsA	9	9	1.26957e+07	1.26793e+07	1.24913e+07	1.23706e+07	1.26075e+07	1.25703e+07
P0ABH7	CISY_ECOLI	gltA	Citrate synthase	14	14	4.05653e+07	4.09497e+07	4.00441e+07	4.03417e+07	3.85588e+07	4.13363e+07
P0ABH9	CLPA_ECOLI	clpA	ATP-dependent Clp protease ATP-binding subunit ClpA	27	27	3.17716e+07	3.17316e+07	3.20682e+07	3.12265e+07	3.19697e+07	3.11642e+07
P0ABI4	CORA_ECOLI	corA	Magnesium transport protein CorA	3	3	7.9657e+06	7.88417e+06	7.41159e+06	7.62439e+06	8.29235e+06	7.76778e+06
P0ABI8	CYOB_ECOLI	cyoB	Ubiquinol oxidase subunit 1	2	2	9.35272e+06	9.33961e+06	1.05827e+07	1.01504e+07	9.57868e+06	1.06434e+07
P0ABJ1	CYOA_ECOLI	cyoA	Ubiquinol oxidase subunit 2	3	3	1.95372e+07	2.01622e+07	2.10451e+07	2.00732e+07	2.0242e+07	2.12343e+07
P0ABJ9	CYDA_ECOLI	cydA	Cytochrome d ubiquinol oxidase subunit 1	12	12	1.67313e+08	1.69107e+08	1.65748e+08	1.65289e+08	1.70683e+08	1.66555e+08
P0ABK2	CYDB_ECOLI	cydB	Cytochrome d ubiquinol oxidase subunit 2	2	2	2.31501e+07	2.13328e+07	2.44713e+07	2.21308e+07	2.24773e+07	2.22089e+07
P0ABK5	CYSK_ECOLI	cysK	Cysteine synthase A	22	22	1.92603e+08	1.88572e+08	1.90909e+08	1.90895e+08	1.90266e+08	1.88294e+08
