Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Gamma_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_A_Sample_Alpha_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_03.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_02.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Beta_01.d	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_timsTOF/LFQ_timsTOFPro_diaPASEF_Condition_B_Sample_Gamma_02.d
O75817	O75817		POP7		49557.1	45068.1	45867.1	45023	46381.5	46758.4	42442.8	43463.6	45224.1	46385	43835	50601.4	46659.8	41165.5	42010.3	44050.4	47494.6	45739.8
O75818	O75818		RPP40		50610.1	50292.4	51782.4	51185.3	50794.1	51570.6	49991.1	49825.9	52132	51603.2	51366	53496.6	54241.5	49473.1	52689.9	47118.4	50040.2	51428.6
O75821	O75821		EIF3G		468780	490083	464274	470778	473964	447182	487207	495160	487367	470154	484437	463593	480335	488806	497567	488952	483319	482867
O75822	O75822		EIF3J		191077	190831	188518	185937	181111	168167	220783	224808	216103	195436	228187	201914	204404	221482	231670	214639	217972	237019
O75832	O75832		PSMD10		94715.8	89252.6	87588.1	90541.1	89715.7	89541.2	89142	93575.3	90785.3	91839.6	90552.6	88578.2	91795.2	91803.5	90999.6	86647.3	89838.7	90395.2
O75843	O75843		AP1G2		18779.8	18186.2	21053.1	18850.9	18228.4	16957.2	19253.5	17772.3	17064.1	17610.8	21887.5	16526.5	19083.7	16322	16877.4	17647.8	16792.1	18777.5
O75844	O75844		ZMPSTE24		35803	29863.5	31302	35955.8	35612.9	35349.6	37542.9	34273.3	37331.7	33649.3	35407.7	33541.4	30761.5	37761.1	32438.3	34505.3	33195.7	31065.7
O75865	O75865		TRAPPC6A		17027	17361.4	15995.9	17721.9	15004.5	19515.4	18258.5	19965.8	20834.4	18244.5	21273.5	16066.4	13088.1	19708.3	18424.8	18253.2	19843.5	19907
O75874	O75874		IDH1		245625	257726	258699	273467	241604	243983	277271	273945	279016	253439	273713	262259	263597	282234	289157	280916	284670	312431
O75879	O75879		GATB		38044.7	36593.3	30465.4	35268.6	37287.1	34061.9	35737	35858.1	34455.9	32629.8	32619	34745	33304.6	32428.8	33792.9	34321.8	35326.7	30551.3
O75880	O75880		SCO1		39258.6	37748.3	40875.9	38311	38590.9	38669.6	37756.4	32859.1	34074.7	36574.2	36516.3	36644.9	41696.4	36900.1	35085.1	35233.2	34201.2	35524.7
O75886	O75886		STAM2		15446.4	17190.4	17057.3	16477.1	18125.5	17016.9	15316.3	17193.1	16011.6	18318.9	16469.2	20291.2	20090.3	16855.5	16600.3	15630.4	17434.3	18115.2
O75909	O75909		CCNK		41514.2	39509.4	38243.8	38800.7	38938.3	36849.6	39258.2	36879.3	38375.7	39502	37914.5	39639	38400.7	37822.5	39133.1	38161.2	40352.1	37966.2
O75911	O75911		DHRS3		24279.9	23137.2	24848.8	24461.2	26722.9	26315.1	28511.3	27291.9	24891.2	29424.5	27722.9	24350.8	25006.7	24512	27407.5	25626.4	24397.3	23307.7
O75914	O75914		PAK3			6199.3		5844.08	6798.97	6639.09	5582.17			4622.11				5419		5973.16		
O75915	O75915		ARL6IP5		13417.6	11139	12325	12795.7	11104.6	13285	10532.3	11267.6	10667.1	11505.6	10404.8	11556	13305.1	10905.7	11702.2	11286.8	10362.8	10138.5
O75925	O75925		PIAS1		26457	26806.4	27228.9	26152.9	26837.3	25949.2	27310.6	31428.9	28386.6	28976.3	29412.4	28451.2	26524.1	27776.4	27372.6	28588.9	28192.4	26953.5
O75934	O75934		BCAS2		189622	183182	190438	185405	188818	188150	191229	183100	184367	191105	184810	190818	190645	191900	186011	190151	185669	186160
O75935	O75935		DCTN3		10342.9	10261.6	8147.17	9372.3	9566.32	10922.5	9954.21	9356.37	10044.8	12085.5	9586.78	9675.1	9516.76	9095.88	8510.63	8371.7	10011.5	9975.66
O75937	O75937		DNAJC8		142462	146973	147047	152234	144389	141498	150834	143805	148402	142075	154293	149866	150840	150092	149988	147693	147399	153074
O75940	O75940		SMNDC1		62990	64553	65046.3	59782	52880.7	55877.4	64178.6	62484.1	62841.3	64489.8	61587.4	63192.5	65209.7	60824	66176.9	67168.7	65692.7	64631.1
O75947	O75947		ATP5PD		300764	298345	272987	278103	283682	269572	328053	336861	312364	305422	313058	316838	313366	312510	341997	341887	337644	346401
O75955	O75955		FLOT1		182553	184772	176424	181588	182769	178243	197682	191889	183755	184266	182975	188255	179807	192657	192264	194887	188524	189771
O75964	O75964		ATP5MG		85914	91896.9	89090.6	88305.1	89809.2	83841.2	102355	95230	89258.9	93017.1	90779.3	96300.4	89251.7	97383.5	85457.9	94364.9	91108.5	87038.5
O75976	O75976		CPD		14871.4	14849.6	16008.2	16445.6	15959.4	15278.7	16460.3	16208.5	15141.6	16367.9	16068.5	15652.7	16661.4	15780.1	15491.9	15253.2	15249.4	15725.2
O76003	O76003		GLRX3		551793	560810	542996	547979	535541	507415	558166	577048	576965	559889	578539	585629	568684	567658	582166	610096	602654	597082
O76021	O76021		RSL1D1		301247	297898	323042	314979	304333	312786	351664	328570	335406	321132	340313	303292	306196	336977	337659	336945	340958	319795
O76031	O76031		CLPX		69464.3	71386	73936.7	70236.2	68048	64017.6	74113.9	76374.5	73224.3	71296.5	73069	71766.7	69175.2	75726	76661.2	76107	76200.3	78821.8
O76070	O76070		SNCG		122637	125115	121884	122881	113046	100900	116247	126946	131071	125483	129677	127229	118974	122746	129482	138804	129679	132389
O76071	O76071		CIAO1		59293.8	62496.3	58856.7	61304.5	54211.1	56763.5	61400.5	62898.7	54974.2	62785.7	62845	62103.5	59451	60842.1	61041	60668.7	62191.3	59609
O76075	O76075		DFFB		14794.4	19071.5	15497.5	11709.4	14258	14601.4	14382.8	17357.1	15952.9	14001.6	12378.7	13959.7	16311.2	15365.6	14982.3	17543.9	16627.4	17058.7
O76080	O76080		ZFAND5		35049	37903.1	29686.2	34380.5	31819.3	30423	23369.1	32490.1	33447.8	31490.5	29915.8	32992.1	30736.5	30160.3	30225.4	33018.2	32319.3	26687.3
O76094	O76094		SRP72		141989	137294	134660	137906	134727	136248	140743	153757	149334	145476	144006	145348	136437	141740	141371	151648	149281	145276
O77932	O77932		DXO		21572.5	22764	21316.5	22251.9	18926.4	20671.5	23174.2	22892.9	27076.5	19828.6	24174.9	20556.1	24855.2	16357.8	22628.7	16154.8	25273.9	22496
O94742	O94742		SEM1		4688	5832.31	2667.33	6742.31	7270.63	4632.49	10615.5	13570	7265.32	18450.7	8501.5	3074.96		14573.4	7829.48	10757.1	9501.16	6079.58
O94761	O94761		RECQL4		13204.4	13111.6	12872.9	12003.6	11117	12202.6	12048.7	12312.1	11119.8	11628	12906.9	12424.1	10410.5	12981.6	12174.5	12252.5	12228.9	12672.9
O94762	O94762		RECQL5		18282.9	20268.2	19233.5	18217.4	18443.8	18525.2	20662.8	20013.9	20039.7	20516.1	19884.2	19301.9	17113.2	19772.9	21606	21220.1	19592.2	18500.5
O94763	O94763		URI1		12384.5	12056.4	12349.2	12804.5	12752.3	11782.2	13923.4	12315.9	13654	12699.1	12751.2	12066.6	13830.5	14234.4	13379.5	14210.3	14069.7	13446.9
O94766	O94766		B3GAT3		10665.6	9628.87	11379.6	12190.1	8213.09	10349.6	9042.21	10472	9891.2	9750.97	9886.11	8795.51	10103.7	11569.6	12041.1	10406.4	10797.9	8582.6
O94776	O94776		MTA2		383652	402522	379156	381984	371620	369231	395036	402836	395476	392046	391039	399368	398167	393904	399000	411431	417389	413061
O94782	O94782		USP1		34195.3	35653.5	32186.9	33498.8	35228.7	33765.5	35297.5	37037.7	35635.3	38871	36631.9	35239.1	35762.9	35806.8	35871.4	36634.8	36078.1	34775.1
O94788	O94788		ALDH1A2		402170	419705	391045	395117	383488	391849	405032	428270	401152	394754	408723	421174	419303	416528	424086	440887	437171	423031
O94804	O94804		STK10			2699.81	3216.16	3804.44		3183.48	2604.45	4052.75	2795	3808.13	3766.49	2804.39		2904.05	2881.48	3186.99	2744.68	2886.78
O94805	O94805		ACTL6B		252357	248877	250192	259550	276290	278641	269029	272797	267223	264238	267185	244254	250276	153716	239774	258781	243917	257169
O94806	O94806		PRKD3				25571.8		29174.8		28871.6			23572.5					27234.7	30864.6	29089.7	
O94808	O94808		GFPT2		4670.88		4149.91			2919.92	4430.16			4227.87		3314.93	5873.38			6101.18		4421.82
O94817	O94817		ATG12		53736.5	53724.5	49355	55624.2	52121.7	53850.3	52917.5	44283.6	48940.8	48905.2	51583.6	50322.6	52046.8	52115.1	51157.6	53844.3	49207.2	49308.5
O94822	O94822		LTN1		140085	139684	140657	142230	139910	135830	142883	142836	141797	146090	140749	144192	140409	140467	140671	141109	141754	141940
O94826	O94826		TOMM70		144125	147688	139746	143073	146451	144121	146758	149572	149008	145289	149018	148314	146461	151761	150021	153049	151436	149300
O94829	O94829		IPO13		7961.63	7312.33	8996.45	8049.37	9540.25	7524.39	10000.8	8470.98	8592.41	8406.71	8971.39	7728.67	7144.18	8532.3	8210.18	7738.25	8821.23	7585.91
O94830	O94830		DDHD2		22024.7	21083.3	22633.9	20247.2	24046.3	20701.8	22543.4	22668.6	22938.2	19852.3	22316.7	22101.4	20694.9	23683.3	22408.2	22577.2	21503.4	24238.1
O94832	O94832		MYO1D		76732.6	77842.6	77536.3	75881.4	75770.4	76469.9	75196.6	73991.8	72857.9	71516.4	74051.8	75305.1	75577.3	73301.5	71582.9	71883.5	69741.7	74548.3
O94842	O94842		TOX4		39189.5	37754.5	36346.4	41137.7	41710.3	36642.7	38851.6	42303.5	38520.5	42885.2	38006	38052.4	42511.5	36679.3	38708.3	36260.1	32964.8	37814.4
O94851	O94851		MICAL2		2532.79	3431.19	2822.65	2530.11		2062	3411.2	3428.21	2902.37		3164.81	2994.4		3480.91	2878.45	3061.29	2816.98	
O94855	O94855		SEC24D		36986.1	37362.3	36533.6	36321.9	34782.7	31919.7	35599.9	37348.1	37327.1	39460.1	37787.7	38839.9	38226.2	35903.4	37035.2	37821.5	37396.6	38020.3
O94864	O94864		SUPT7L		18029.3	18101.9	17161.5	18180.5	18228.2	18516.1	20052	21476.4	21504.8	22714.8	19732.3	17874.9	17852.1	17647.6	20982.2	19164.4	20307.4	19167.7
O94868	O94868		FCHSD2		11718.3	11895.3	12520.2	15926.5	13847.1	15153.5	12880.3	11275.7	11489.2	12405.9	12165.6	10388.8	11504.5	12196	10142.7	10350.3	11383.8	13166.4
O94874	O94874		UFL1		101322	106264	102416	99377.5	101462	97712	103856	101729	102878	100766	101355	98199.5	100549	102199	103925	104287	107828	100267
O94880	O94880		PHF14		48053.2	48519.6	45806	50648.2	50518.8	46846.4	46513.7	48628.4	46527.8	47567.5	46428.9	44391	46597.1	43351.7	46346.3	45563.9	46891.8	43348.3
O94887	O94887		FARP2		3985.85	4250.7	4293.31	4414.91	4505.77	3810.8	5201.56	3868.24	4740.15	4853.93	4808.49	4030.57	3690.37	3956.02	4365.27	4279.97	4461.03	4586.42
O94888	O94888		UBXN7		144029	152912	148610	146772	137560	138666	145039	149375	156124	137143	157501	141217	138866	151007	154754	150262	143164	153923
O94889	O94889		KLHL18		58101.5	60118.3	57932.5	62470.7	60023.6	60719.4	62538.1	57808.9	57162.9	50668.8	61738.2	61880.5	61194.8	59268.5	59801.8	61399.5	59542.4	62945.2
O94901	O94901		SUN1		6839.27	8119.75	6338.47	8393.71	7983.34	8355.65	9880.96	7905.14	7041.09	8975.04	7255.61	7762.61	6812.6	6926.76	6384.95	8132.4	7926.57	6739.12
O94903	O94903		PLPBP		53087.1	54240.8	49901.9	52105	49195.3	51594.7	54753.3	50825.2	52331.9	50193.6	54797.4	52293.8	52768.9	50867.1	53318.6	51558.5	50031.7	53430.7
O94905	O94905		ERLIN2		27758.7	26568.4	27336.6	27968.1	22906.7	25784.1	26911.3	27084.2	26067.5	28532	24780.1	27174.3	28093.4	28234.2	27333	26853.6	27119.2	26430.8
O94906	O94906		PRPF6		191345	192033	187544	192944	186383	182548	196433	196621	198409	191243	197191	194564	192728	196140	199709	203315	198049	198537
O94913	O94913		PCF11		49387.9	48977.7	50422.9	52389.7	50640.4	51579.6	48583.7	50960.9	49853.4	52227.2	48558.8	53246.2	47321.6	49691.6	49349.4	49813.8	50544.6	50591.8
O94915	O94915		FRYL		18961.9	18282	19006	18168.2	18196.8	17419.1	18430.1	19020.2	17209.7	18809.5	18443.2	17312.2	17503.9	17811.8	18079.3	17430.8	18150.5	17950.1
O94916	O94916		NFAT5		9432.86		8462.15	7031.11	6890.71	7746.71		7644.81	4413.09	9538.81	6443.52	9001.76	9384.19	4916.78	4937.13	6082.3	7449.23	6518.96
O94919	O94919		ENDOD1		4369.9	3992.18	3169.62	2582.36	3720.36	4065.88	5548.1	4103.5	4705.15	2799.67	3695.75	3279.65	4263.43	4840.87	3175.85	5050.12	2858.9	4367.42
O94925	O94925		GLS		135011	134447	134110	137102	135057	134107	136057	132457	133841	135243	137522	135355	133089	133433	133626	133650	131224	129513
O94927	O94927		HAUS5		44145.6	40054.2	44928.5	43412.9	40746.1	43383.6	44616.6	47666.2	45005.5	47289.8	43367.7	45582.1	44223.5	46579.3	42600.6	47641.2	44622	43330
O94953	O94953		KDM4B		9488.67	10370.2	10570.1	10508.1	10238.3	9844.87	10342.2	8606.98	10603.1	10307	9891.29	11210.7	10279.3	8993.05	8536	8389.09	9151.26	10060
O94955	O94955		RHOBTB3		15653.1	15178.6	15708.3	16022.2	14230.6	19308.8	16283.6	17751.9	17075.2	16408.8	16636	14356.2	15888.9	16285	17002.1	15467.3	15112.4	15184.2
O94964	O94964		MTCL2		13899.2	15516.2	15188.9	13979.9	13624.7	13801.1	13023.2	15810.7	14018.6	17165.7	14911.5	14263.5	15693.1	13616.8	15149.4	15430.7	14103.2	13637
O94966	O94966		USP19		26854.4	26770.9	25865.1	26792.7	27220.6	26737.6	27118.1	26437.8	27545.9	28474.9	25420.8	27311.6	27953.6	26992.9	26195.8	27817.4	27432.8	27532.8
O94967	O94967		WDR47		6239.04	6695.1	5800.59	6138.31	6613.29	6245.3	6559.4	5997.57	6841.8	5195.19	6033.75	6866.98	5496.08	6613.32	6598.82	6407.44	4867.36	6784.99
O94972	O94972		TRIM37		10608.1	10222.5	10725.7	11695.2	11433.1	10559.4	10674.1	10569.6	10013.4	10138	11155	11004.3	10762.2	10228.1	10269.9	10987	10846.8	10223.1
O94973	O94973		AP2A2		103486	104867	102636	102595	112374	107275	104978	102152	105399	99598	106027	104757	95689	103428	103134	100559	103726	99185.2
O94979	O94979		SEC31A		219661	224857	226684	219950	220957	218810	224541	230876	231967	221015	230228	227473	221534	236395	224398	231561	228633	239266
O94986	O94986		CEP152		18761.1	16627.9	16519.5	17525.6	17064.1	16950.9	19298.5	17975.7	17856.4	17684.3	16390.8	18567	16762.4	17529.9	17254.2	15643.6	17235.2	17740.3
O94992	O94992		HEXIM1		119191	122684	126224	121262	122563	117310	111430	114481	108570	120584	112580	119541	127393	106066	106321	106336	112490	107895
O95059	O95059		RPP14		25146.4	31126.4	29727.1	30194.2	26474.4	29051.2	26414.1	25086.8	24094.5	31473.4	26312.2	33865.7	27264.2	24606.4	26902.3	28494	25584.1	23630.1
O95067	O95067		CCNB2		23358.1	22521.6	24648.6	21703.9	22963.3	23568.2	23031	23657.8	23916.1	20484.6	22899.7	22917.3	23396.1	22256.8	24392.5	22400.9	20479.9	21839.6
O95071	O95071		UBR5		69995.6	73830.8	71447.8	70712.8	68128.4	66721.8	73064.5	75482.9	74083.6	74224.3	71816.6	72870.2	71432.2	73938.1	74458.7	75749.1	74543.5	76136.7
O95081	O95081		AGFG2		3758.08	3753.03	6348.42	3887.98	4065.98	4594.15	5606.75	5140.21	5789.53	3964.46	4680.18	6336.21	5621.76	4468.68	4925.64	4965.86	4319.56	5448.59
O95104	O95104		SCAF4		177155	193271	186096	171588	172175	160109	175892	196408	206495	195290	206360	193569	187010	182260	188772	213606	204540	219353
O95139	O95139		NDUFB6		168064	171374	169893	159461	173829	170043	164859	153665	158161	154152	160998	168301	168370	165767	162506	153763	163931	162018
O95140	O95140		MFN2		81520.6	83817.5	82428.5	81925.4	81910.1	83962.8	80883.3	87563.3	82415.9	82917.2	80829.7	78390.8	79140.5	84665.3	86227.5	87114.1	88614.8	86321.7
O95147	O95147		DUSP14		17105.8	14201.7	13251.8	16572.9	15822.2	17608.2	18999.2	13637.2	16626.1	17065.5	18975.9	13113.8	19309.3	16502.3	11457	14141.6	16223	15365.5
O95149	O95149		SNUPN		23434.3	22720.1	22085.2	24492.8	24992.9	22144.8	23207.8	22333.8	22558.5	21499	22455.6	24154	24413.1	22293	23122.1	23680.2	22173.2	21043.7
O95155	O95155		UBE4B		55596.2	56989.6	56329.5	56815.7	57166.8	54612.3	54472.8	56265.4	55825.3	56860.4	55293.6	55728	55995.9	56825.7	58122.8	54210.9	55711.3	55033.3
O95159	O95159		ZFPL1		50533.9	47760.6	45358.2	46667.4	44446.5	46083.8	45604.6	49132.8	46025	44095	46593.5	47069.2	45640.6	45918.5	45023.5	48650.6	45106.9	46057.2
O95163	O95163		ELP1		117145	120594	120576	122480	120374	117351	124302	122639	124168	118047	124154	121853	117538	126892	126956	126868	126891	128672
O95167	O95167		NDUFA3		65349.1	64250.8	58678.4	64359.8	65816	68263.6	62114.5	62674.5	61868.7	61122.7	58007.8	65583.5	57831.5	64883.3	59986.2	58879.8	60431.9	54382.7
O95168	O95168		NDUFB4		100556	92934.8	88684.3	91740.1	95002.7	92558.1	90951.6	85072.6	88298.7	87944.1	92452.4	90895.9	88733.8	83159.4	94433.8	86179	88690.7	87601.8
O95169	O95169		NDUFB8		47217.8	47758.6	46848.6	45270.5	46949.9	47045.9	47627.6	48059.8	47665.8	46285.2	49071.9	45555.2	46268	45216	44300.9	40686.9	47505.2	44384.4
O95182	O95182		NDUFA7		53463.2	53635	53383.8	62505.9	57599.6	55259.6	56725.7	53904.4	57749.6	60379.9	57055.7	56435	55996.8	57904.9	57447.1	59102.5	50169.5	56036.6
O95197	O95197		RTN3		128732	139205	139954	135770	134304	135396	143303	143677	149393	134502	159497	145992	140911	142887	152866	139343	155674	167613
O95202	O95202		LETM1		288289	294613	287456	287928	276657	271439	285907	307641	287082	272117	288365	285657	267185	294407	299806	303317	291364	308234
O95208	O95208		EPN2		18131.9	17825.9	18117.7	17271.9	19887.9	16878.5	17745.7	19016.5	17919.7	15986.4	17497	18681.7	14607.8	18862.1	17769.8	17631.9	16644.4	18185.8
O95218	O95218		ZRANB2		160701	168018	156267	154908	165041	160224	176627	197446	188331	178341	185386	166241	161980	184829	186146	200582	192927	178214
O95219	O95219		SNX4		37009.6	35561.4	33749.4	33469.9	33149.1	33569.2	32365.7	35392.3	36276.1	35407.4	36802.9	30851.2	32898	35113	34163.5	31812.6	31432.2	32174.9
O95229	O95229		ZWINT		18675.4	21868.2	20075.9	17797.9	19795.3	19325.7	18449.1	21234.2	23697.9	22588	21282	22405.1	20936	18408.6	19709.9	21344.3	23541.1	21254.7
O95232	O95232		LUC7L3		191803	202185	199089	202981	192421	190978	201796	219478	207740	205644	211078	205410	202114	204936	217696	213441	213882	216367
O95235	O95235		KIF20A		24172.1	24410	24074.8	24650.7	23800.8	24116.7	23597.7	23629.2	23503.3	24624.3	23187.6	23996.1	24119.6	23344	23886.5	23326.5	24185.5	23830.7
O95239	O95239		KIF4A		98869.8	96077.4	98427.2	95154.3	96589	91977	97657.6	102813	101034	98259.2	97582.7	96359.2	96913	99502.5	99994.2	105799	97624	99678.8
O95243	O95243		MBD4		15232.5	15502.1	15885	16066.9	14729.5	17141.3	15765.5	14734.4	17508.9	16473.5	16712	15037.6	15150.7	15619.7	13453.3	15205	14332.3	14639.5
O95248	O95248		SBF1		9626	10418.6	7642.95	8663.53	10017.3	8145.76	6627.19	8869.08	8406.85	6637.27	8815.86	8221.39	8812.11	8644.07	8140.21	7780.45	6530.91	7806
O95249	O95249		GOSR1		51078	43340.4	49456.6	50586.2	50947.9	48318.9	49441.2	41798.3	45875.1	45905.4	47987.3	48505.5	50038.4	45400.6	43695	45661.6	42108.6	41352.1
O95251	O95251		KAT7		28530.8	28071.2	28187.4	27050.1	27606.6	27929.1	26727.8	29918.1	28224.7	28974.6	28814.8	27541	26667	28326.5	28639.9	28188.9	29126.6	28228.4
O95260	O95260		ATE1		15430	12222.7	15347.3	14878.3	15251.8	15321.3	12304.3	12753.8	15945.7	18201.5	13497	13128.1	14072.3	13578.3	12130.3	12346.6	12905.7	13898.5
O95271	O95271		TNKS		5555.47	4049.65	6039.24	4718.47	6267.57	5918.26	4998.09	5321.97	5253.4	5350.02	5015.27	5324.19	3611.97	6238.27	6353.89	5781.76	4960.46	4127.62
O95273	O95273		CCNDBP1		20477.2	20954.4	20096.9	19215.5	20806.5	22357.2	21502.2	22793.7	21248.2	19604.4	21708.4	20580.7	19526.7	18935.8	19987.1	21739.2	20457.6	17901.1
O95292	O95292		VAPB		110053	112231	101446	99393.6	101806	99734	109199	113048	110900	105818	105668	114753	102043	109723	105071	113038	116726	111839
O95295	O95295		SNAPIN		34319.4	39020.2	35542	36439.8	34366.4	34097.5	43321.3	43236.5	46315.9	36965.2	40649.5	38732.7	34993	44206.7	48080.4	43654.2	46352.7	42243.9
O95297	O95297		MPZL1		31425.9	27021.7	32647.7	31218.7	29806.9	25431.6	36699.3	36292.4	31329.1	34277	30652.6	35757	35207.1	37718.8	39480.9	40690.8	40703.1	33903
O95298	O95298		NDUFC2		41634.8	45268.7	44284.2	45510.4	43999	47874.5	47053.1	47703	44026.8	44784.7	46765.9	43274.6	48797.3	48075.8	45380.5	47163.7	44592.7	44398
O95299	O95299		NDUFA10		53855.2	50428	47665.5	49608.4	48269	50619.4	51897.8	47717.2	51361.6	51950.2	51077.3	52218	49703.5	50746.4	47213.4	51121.9	48675.4	50758.7
O95302	O95302		FKBP9		43520.1	44365.4	21750.7	41918.9				50083	41835.7	42806.1		48944.7	19444		29131.1	50401.5	53319.7	
O95319	O95319		CELF2		38772	41318.2	42346	39826.7	42128.2	42653.3	39003.8	39646.2	37321.2	36728	39264.1	42611	42698.9	37478.4	40397	38466	41479.4	39540.2
O95336	O95336		PGLS		93429.7	87852.1	85985.3	89190.6	85715.7	88736.8	92689.9	81477.3	88654.2	88419.7	90215.6	89409.4	88429.7	92154.4	90164.7	92674.2	90265.9	89258.2
O95347	O95347		SMC2		109498	113527	113284	112502	108248	108223	115084	114481	120927	111195	115262	112505	111565	113464	116047	115284	114191	118265
O95352	O95352		ATG7		51506.2	53212.2	51049.9	51551	49751.6	49967.3	52973.2	55501	53530	50260.7	53522.2	52674	51738.5	55030	53719.4	54579.8	57093	53359.2
O95363	O95363		FARS2		22031.3	19732.1	21496.1	22023.3	18608.5	21399.1	20297.3	19247.5	19789.4	20311.2	18972.8	21033.5	19009.1	17487.2	19335.3	19292.8	19256.4	17958
O95365	O95365		ZBTB7A		28311.9	26759.1	29257.8	28366.8	28682	31849.2	26203.5	28770.8	29637	27384.7	27908.3	29244.4	31805.6	29513.9	26207.8	26863.7	27088.4	28455.7
O95372	O95372		LYPLA2		96516.6	103160	98647.5	96337.4	94981	89125.3	96039.6	94040.2	96281.9	96040.9	97768.3	95511.1	92038.3	97531.3	96414.2	92153.1	92689.7	95248.3
O95373	O95373		IPO7		287718	294131	299060	299895	292090	295782	299018	307278	306206	298359	301604	304905	293832	299233	308962	311355	296465	304088
O95376	O95376		ARIH2		64513.3	66884.5	61016.6	64125.4	63982.8	63317.9	63574.5	65945	65366.2	63503.1	62622.1	63957.6	64240.2	65111.9	66841.7	65411.4	67203.4	64165.1
O95379	O95379		TNFAIP8		41919.3	44120.6	37183	47406.3	42624.4	32460.9	42377.4	44655.9	44393.8	35856.7	47966.6	34177.1	37163.1	38517.2	41638.1	38705.2	47049	40537.6
O95382	O95382		MAP3K6		30331.6	30557.7	30316.7	28383	32376.9	29215.9	24176.8	30084.3	29585.5	31426.7	29582.3	34200.7	31267.2	29971.5	34098.8	29490.3	34389.3	26218.6
O95391	O95391		SLU7		30282.6	30499.8	29686.9	28328.9	29054.1	27099.8	29464.3	33755.5	30453.9	32682.9	32818.4	31521.9	27193.8	31832.2	31641.7	33223.5	34111.7	34008.3
O95394	O95394		PGM3		148578	146651	154804	150950	154100	150642	151342	143357	147703	146480	146775	149234	151089	148964	147195	147027	142848	151429
O95396	O95396		MOCS3		31271.7	33521.7	30485.2	31177.8	31120.6	28243.7	33683.6	33438.4	33027.1	30899.6	32323.6	34250.5	29318.3	30014.3	33341.1	30755.4	35836	35452.3
O95400	O95400		CD2BP2		38269.7	42667.9	40830.7	36497.6	38664.4	38788.6	43040.5	53929.1	46435.8	47023.6	43815.4	41944.2	39184.8	47895.5	46690	51285.4	50239.6	50200.9
O95405	O95405		ZFYVE9		3120.79	2862.04	3298.13	4141.89	3564.28	3609.87	3038.34	2890.9	3016.98	3921.38	2714.37	3748.97	3411.13	4483.91	3231.43	3881.39	3844.26	5298.25
O95429	O95429		BAG4		82517.7	86714.5	83314.8	87235	84448.4	94841.1	98810.8	97017.9	96140.2	89946.8	101141	91721.4	97030.4	94565.2	100473	101978	99948.6	100789
O95433	O95433		AHSA1		389122	418851	391932	413845	411269	387169	457420	472627	437024	439890	410541	401574	406833	448609	450896	463285	460959	431834
O95453	O95453		PARN		83023.8	85106.1	84225.8	83058.6	91186.8	85768.4	87775.9	83656.6	79212.1	74739.9	81522.5	83480.6	85085.3	88098.1	88462.5	87337.2	87089.9	85336.7
