Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0A6U8	GLGA_ECOLI	glgA	Glycogen synthase	11	11.0	12395700.0	12579000.0	12859200.0	12125000.0	12492500.0	12648800.0	0	0.15411716973079198	-0.034610880459546724	False	0.01285938316779927	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P39342	YJGR_ECOLI	yjgR	Uncharacterized protein YjgR	7	7.0	5199080.0	5162410.0	5140840.0	5200970.0	4616860.0	4546460.0	0	0.1541582460305888	0.12163534997208518	False	0.012885520125457397	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A991	ALF1_ECOLI	fbaB	Fructose-bisphosphate aldolase class 1	12	12.0	35994200.0	37024700.0	35993300.0	36577500.0	35851700.0	35784800.0	0	0.1542738418036996	0.02612283034604991	False	0.012911657083115527	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AEQ3	GLNH_ECOLI	glnH	Glutamine-binding periplasmic protein	16	16.0	154214000.0	152803000.0	153720000.0	154891000.0	150765000.0	151639000.0	0	0.1543584975113699	0.018179450242939432	False	0.012937794040773654	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P09029	PURK_ECOLI	purK	N5-carboxyaminoimidazole ribonucleotide synthase	2	2.0	2149520.0	2213050.0	2265650.0	1964630.0	2300580.0	2252040.0	0	0.15479669101708501	-0.10783853106664047	False	0.012963930998431784	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P22106	ASNB_ECOLI	asnB	Asparagine synthetase B [glutamine-hydrolyzing]	10	10.0	7485790.0	8449190.0	9285930.0	8398620.0	8394020.0	8800280.0	0	0.1550590847680987	-0.12196587951068849	False	0.012990067956089911	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P77213	CAAL_ECOLI	ybdK	Carboxylate-amine ligase YbdK	1	1.0	1659020.0	1639060.0	1728280.0	1612070.0	1908710.0	1700870.0	0	0.15535847369711484	-0.12049436929345846	False	0.01301620491374804	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P76223	YNJB_ECOLI	ynjB	Protein YnjB	8	8.0	7910650.0	7629120.0	8047840.0	7747050.0	7796140.0	8152230.0	0	0.15586672560669126	-0.0432929207044063	False	0.01304234187140617	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AG82	PSTS_ECOLI	pstS	Phosphate-binding protein PstS	16	16.0	18358800.0	18336400.0	18770700.0	17893200.0	18273800.0	18663900.0	0	0.15598403070284383	-0.029300469027534946	False	0.013068478829064296	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A9D4	CYSE_ECOLI	cysE	Serine acetyltransferase	4	4.0	16058000.0	16604300.0	16410700.0	15356300.0	17123000.0	16792300.0	0	0.15631278606581553	-0.06771059254818872	False	0.013094615786722425	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P75745	YBGK_ECOLI	ybgK	Uncharacterized protein YbgK	6	6.0	4507480.0	4369990.0	5102800.0	4575760.0	4930620.0	4521750.0	0	0.15647408244263677	-0.11357909727806736	False	0.013120752744380555	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P06961	CCA_ECOLI	cca	Multifunctional CCA protein	9	9.0	7456270.0	8123700.0	8757230.0	8637180.0	8634180.0	9012210.0	0	0.1573010272177722	-0.1247066489387918	False	0.013146889702038684	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6R0	FABH_ECOLI	fabH	3-oxoacyl-[acyl-carrier-protein] synthase 3	8	8.0	69399400.0	76446100.0	77417300.0	71799200.0	76063200.0	77573700.0	0	0.15744451454233013	-0.08625642580960055	False	0.013173026659696812	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A847	TGT_ECOLI	tgt	Queuine tRNA-ribosyltransferase	15	15.0	17403900.0	18008400.0	17862500.0	17581100.0	18033600.0	18598500.0	0	0.15796868295682395	-0.0403005847515396	False	0.01319916361735494	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ABX5	FLGG_ECOLI	flgG	Flagellar basal-body rod protein FlgG	2	2.0	4793890.0	4882840.0	4885540.0	5029470.0	4512890.0	4446840.0	0	0.15863162376354595	0.08703132207234059	False	0.013225300575013069	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P23909	MUTS_ECOLI	mutS	DNA mismatch repair protein MutS	24	24.0	19229900.0	19331400.0	19526000.0	18908600.0	19277800.0	19476500.0	0	0.15869755060102556	-0.0202017649210877	False	0.013251437532671198	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P37651	GUN_ECOLI	bcsZ	Endoglucanase	5	5.0	7928440.0	8068730.0	8449560.0	7911350.0	8478560.0	7989400.0	0	0.15884715452697046	-0.05963566021749404	False	0.013277574490329326	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P77718	THII_ECOLI	thiI	tRNA sulfurtransferase	12	12.0	12426000.0	12392600.0	12956200.0	12233000.0	12551600.0	12479100.0	0	0.15924882522694297	-0.03596613887081016	False	0.013303711447987455	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P61889	MDH_ECOLI	mdh	Malate dehydrogenase	15	15.0	99121500.0	94331200.0	93152700.0	95503200.0	92001400.0	94712000.0	0	0.1594245875925567	0.04611258287808425	False	0.013329848405645583	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AEE8	DMA_ECOLI	dam	DNA adenine methylase	2	2.0	552266.0	470527.0	512312.0	586162.0	402601.0	451702.0	0	0.15943808221614697	0.235517109592793	False	0.013355985363303713	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6B7	ISCS_ECOLI	iscS	Cysteine desulfurase	22	22.0	104122000.0	104540000.0	106214000.0	102725000.0	104296000.0	104936000.0	0	0.1606612579990652	-0.018684341828766025	False	0.01338212232096184	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6S0	FLGH_ECOLI	flgH	Flagellar L-ring protein	5	5.0	7137200.0	7345940.0	7031200.0	7355090.0	7148700.0	7198920.0	0	0.1608644144088866	0.030673703835130642	False	0.01340825927861997	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P69783	PTGA_ECOLI	crr	Glucose-specific phosphotransferase enzyme IIA component	11	11.0	949189000.0	915870000.0	881300000.0	922210000.0	916546000.0	911821000.0	0	0.1611123089937611	0.04073667913023349	False	0.013434396236278099	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P04079	GUAA_ECOLI	guaA	GMP synthase [glutamine-hydrolyzing]	26	26.0	78806600.0	80457500.0	83020000.0	79784100.0	80780100.0	80398700.0	0	0.16117380652573784	-0.03075456846569367	False	0.013460533193936227	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P65556	YFCD_ECOLI	yfcD	Uncharacterized Nudix hydrolase YfcD	6	6.0	8175260.0	8029530.0	8099270.0	7786430.0	8301920.0	8688010.0	0	0.16237823065024456	-0.06455994604108581	False	0.013486670151594354	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AFH8	OSMY_ECOLI	osmY	Osmotically-inducible protein Y	13	13.0	118320000.0	118376000.0	115808000.0	114632000.0	114679000.0	112928000.0	0	0.16240333445905544	0.03286550438804605	False	0.013512807109252484	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AAT4	MSCM_ECOLI	mscM	Miniconductance mechanosensitive channel	5	5.0	6649330.0	6718470.0	6468680.0	7000140.0	6522380.0	6697410.0	0	0.16270608777933546	0.04894907135389489	False	0.013538944066910613	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AGB0	SERB_ECOLI	serB	Phosphoserine phosphatase	6	6.0	9148660.0	9376740.0	9488280.0	9435960.0	9608440.0	9417600.0	0	0.1631701315790927	-0.028252095192892672	False	0.013565081024568743	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A9P4	TRXB_ECOLI	trxB	Thioredoxin reductase	14	14.0	72921000.0	70880200.0	71439200.0	73182000.0	69389100.0	71168300.0	0	0.16319292436480246	0.03354221878569638	False	0.013591217982226868	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P76938	EPMC_ECOLI	epmC	Elongation factor P hydroxylase	1	1.0	5786680.0	5616070.0	6050200.0	5479640.0	6184550.0	5649230.0	0	0.16329057314663348	-0.08314868017432256	False	0.013617354939884998	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P10442	RNH2_ECOLI	rnhB	Ribonuclease HII	2	2.0	1911690.0	1865850.0	1933650.0	1926960.0	1950430.0	2054290.0	0	0.16342433889057098	-0.057966545944646244	False	0.013643491897543127	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ACU7	YJDC_ECOLI	yjdC	HTH-type transcriptional regulator YjdC	4	4.0	9532490.0	10567300.0	10094500.0	9700640.0	11007500.0	11778200.0	0	0.16398231373459615	-0.14188592656127744	False	0.013669628855201255	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P64448	YNBE_ECOLI	ynbE	Uncharacterized protein YnbE	2	2.0	59055.4	797388.0	902777.0	833478.0	1117310.0	1235120.0	1	0.16398641111783255	-0.9457931410775884	False	0.013695765812859384	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P07813	SYL_ECOLI	leuS	Leucine--tRNA ligase	30	30.0	92717800.0	93245500.0	100928000.0	94582800.0	96881200.0	94489600.0	0	0.16441008717886924	-0.059206048951163666	False	0.013721902770517512	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P69805	PTND_ECOLI	manZ	Mannose permease IID component	6	6.0	32575500.0	34526000.0	35282300.0	31883200.0	37480200.0	33518800.0	0	0.16454616968080207	-0.10261032853528251	False	0.013748039728175641	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6T5	GCH1_ECOLI	folE	GTP cyclohydrolase 1	6	6.0	20507000.0	21414000.0	22020000.0	21726800.0	22090200.0	21853600.0	0	0.1651615514734096	-0.051563863092047274	False	0.013774176685833769	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P00968	CARB_ECOLI	carB	Carbamoyl-phosphate synthase large chain	33	33.0	18815000.0	19027400.0	18826100.0	18904500.0	18438900.0	18750500.0	0	0.1651691638548083	0.018715492944811563	False	0.013800313643491898	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AF67	YJEE_ECOLI	yjeE	UPF0079 ATP-binding protein YjeE	4	4.0	19152500.0	18601500.0	17607600.0	17724700.0	17554700.0	17651600.0	0	0.16554460092390036	0.0710163022277857	False	0.013826450601150028	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6K6	DEOB_ECOLI	deoB	Phosphopentomutase	20	20.0	125134000.0	129221000.0	129023000.0	129367000.0	131533000.0	131868000.0	0	0.16595459502095875	-0.032351795490632315	False	0.013852587558808156	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A9A2	FTNB_ECOLI	ftnB	Ferritin-like protein 2	4	4.0	1998350.0	2072780.0	2090180.0	1881700.0	2147910.0	2055920.0	0	0.16642862020310828	-0.0804037761175788	False	0.013878724516466283	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AFN2	PSPC_ECOLI	pspC	Phage shock protein C	2	2.0	3121460.0	130841.0	2961980.0	108673.0	3442630.0	3291700.0	2	0.16688634437706792	-1.5285564416305137	False	0.013904861474124413	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A799	PGK_ECOLI	pgk	Phosphoglycerate kinase	27	27.0	1632340000.0	1623990000.0	1541450000.0	1554880000.0	1550360000.0	1567700000.0	0	0.16706191021702504	0.046221524429102545	False	0.013930998431782542	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A7Z4	RPOA_ECOLI	rpoA	DNA-directed RNA polymerase subunit alpha	19	19.0	560783000.0	556548000.0	545733000.0	556916000.0	554777000.0	555026000.0	0	0.16707247939100917	0.016214000157006372	False	0.013957135389440671	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P33913	YEJA_ECOLI	yejA	Uncharacterized protein YejA	8	8.0	1522430.0	1474430.0	1464240.0	1443800.0	1340060.0	1243360.0	0	0.16719108469236577	0.13368600534166533	False	0.013983272347098797	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AED5	UVRY_ECOLI	uvrY	Response regulator UvrY	4	4.0	14756000.0	14430200.0	14634800.0	14744300.0	14024700.0	14032200.0	0	0.16751298277599241	0.04126730731868026	False	0.014009409304756927	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AG14	SOHB_ECOLI	sohB	Probable protease SohB	4	4.0	16778100.0	16947400.0	16769300.0	16643800.0	15788000.0	15852600.0	0	0.1682273773489101	0.0572425674549659	False	0.014035546262415056	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P77433	YKGG_ECOLI	ykgG	Uncharacterized protein YkgG	6	6.0	3846810.0	4226080.0	4625000.0	3928690.0	4170580.0	4175860.0	0	0.168292294225865	-0.11211429837839745	False	0.014061683220073184	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A7I7	RIBA_ECOLI	ribA	GTP cyclohydrolase-2	8	8.0	38519600.0	39945200.0	39722400.0	39890100.0	40657100.0	41107500.0	0	0.1684919778981196	-0.03768250695037627	False	0.014087820177731313	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P39384	YJIM_ECOLI	yjiM	Uncharacterized protein YjiM	3	3.0	3103830.0	3377910.0	2934420.0	3062500.0	2908980.0	3092690.0	0	0.16857205320332966	0.0949866055556648	False	0.014113957135389441	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A8R9	HDFR_ECOLI	hdfR	HTH-type transcriptional regulator HdfR	5	5.0	3959300.0	3819620.0	3684920.0	3943030.0	3477920.0	3869550.0	0	0.16887506547206313	0.08746722585263939	False	0.01414009409304757	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ADM8	YIEE_ECOLI	yieE	Uncharacterized protein YieE	3	3.0	459284.0	130841.0	492911.0	108673.0	434376.0	482091.0	2	0.16896431293577663	-1.0121112149927185	False	0.014166231050705698	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AEI6	NUDJ_ECOLI	nudJ	Phosphatase NudJ	5	5.0	13454400.0	14227900.0	14295300.0	13739900.0	15197700.0	14071800.0	0	0.16898754938473334	-0.07275874049767247	False	0.014192368008363827	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P16703	CYSM_ECOLI	cysM	Cysteine synthase B	6	6.0	10063000.0	9642020.0	10541200.0	9940860.0	10052800.0	10079200.0	0	0.16907158602967925	-0.04914706256363556	False	0.014218504966021957	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P33599	NUOCD_ECOLI	nuoC	NADH-quinone oxidoreductase subunit C/D	33	33.0	76978000.0	79046600.0	79049600.0	76517800.0	78874100.0	79449500.0	0	0.1691986548826847	-0.029663270297767354	False	0.014244641923680084	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A794	PDXJ_ECOLI	pdxJ	Pyridoxine 5'-phosphate synthase	9	9.0	39662700.0	39894200.0	39313400.0	39566600.0	37295300.0	38764400.0	0	0.17069252029342707	0.04615115855410834	False	0.014270778881338212	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P06988	HISX_ECOLI	hisD	Histidinol dehydrogenase	6	6.0	4736520.0	4918370.0	4940360.0	5016260.0	5146050.0	5110320.0	0	0.17071080931336854	-0.05077895973488232	False	0.014296915838996341	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P00864	CAPP_ECOLI	ppc	Phosphoenolpyruvate carboxylase	41	41.0	60836100.0	60664700.0	63854300.0	62210500.0	61758900.0	62184400.0	0	0.17081738425057236	-0.031738257170492036	False	0.014323052796654471	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6L7	UXAB_ECOLI	uxaB	Altronate oxidoreductase	5	5.0	7764020.0	7142930.0	8979590.0	8304810.0	7917880.0	8604540.0	0	0.1709285330485147	-0.13575504370664268	False	0.0143491897543126	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A9F1	MNTR_ECOLI	mntR	Transcriptional regulator MntR	6	6.0	5405540.0	5475130.0	5422950.0	5372350.0	5658820.0	5716640.0	0	0.17129825189589384	-0.04761687320743944	False	0.014375326711970726	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P21499	RNR_ECOLI	rnr	Ribonuclease R	32	32.0	19906400.0	19334000.0	20279400.0	20155800.0	20391700.0	20224900.0	0	0.1718702943349561	-0.035976832272954756	False	0.014401463669628856	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P33235	FLGK_ECOLI	flgK	Flagellar hook-associated protein 1	11	11.0	14528500.0	15631200.0	16023100.0	15308600.0	15723300.0	15707000.0	0	0.17234660219318823	-0.061650394332864775	False	0.014427600627286985	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P02359	RS7_ECOLI	rpsG	30S ribosomal protein S7	14	14.0	981292000.0	967080000.0	965641000.0	975080000.0	964225000.0	968684000.0	0	0.17266519034129285	0.012341531656955193	False	0.014453737584945113	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ACQ4	OXYR_ECOLI	oxyR	Hydrogen peroxide-inducible genes activator	9	9.0	19101400.0	19957400.0	22399400.0	20782200.0	20479500.0	20798900.0	0	0.17355959353823477	-0.08965620893661758	False	0.014479874542603242	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ADF6	EDD_ECOLI	edd	Phosphogluconate dehydratase	7	7.0	4354180.0	4759300.0	4328740.0	4523040.0	4221630.0	4383720.0	0	0.1743249160830204	0.07629696546077087	False	0.01450601150026137	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P06282	CDH_ECOLI	cdh	CDP-diacylglycerol pyrophosphatase	4	4.0	5492630.0	5808070.0	5887170.0	5421450.0	5649550.0	6229990.0	0	0.17448582688875963	-0.08741620151963898	False	0.0145321484579195	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P75966	RLUE_ECOLI	rluE	Ribosomal large subunit pseudouridine synthase E	3	3.0	822167.0	810146.0	748017.0	843168.0	696096.0	817914.0	0	0.1745058238207658	0.13009272653709678	False	0.014558285415577627	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P21170	SPEA_ECOLI	speA	Biosynthetic arginine decarboxylase	17	17.0	33409700.0	33528800.0	34997500.0	33009800.0	35398100.0	33348600.0	0	0.1751359063961639	-0.05377674854864413	False	0.014584422373235756	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P31063	YEDD_ECOLI	yedD	Uncharacterized lipoprotein YedD	3	3.0	56690600.0	58282900.0	56846300.0	60345600.0	56173200.0	55911800.0	0	0.17536412961149614	0.05354651899041249	False	0.014610559330893886	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P10100	RLPA_ECOLI	rlpA	Rare lipoprotein A	3	3.0	25254600.0	25661500.0	25205500.0	26072200.0	25112200.0	25225000.0	0	0.1755006868728659	0.02734686584556506	False	0.014636696288552013	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P45955	YBGF_ECOLI	ybgF	Uncharacterized protein YbgF	10	10.0	12610500.0	12439800.0	12351500.0	12871200.0	12149300.0	12564700.0	0	0.1756291841239295	0.032939058794353694	False	0.014662833246210141	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AF50	YJBR_ECOLI	yjbR	Uncharacterized protein YjbR	4	4.0	31584700.0	31486500.0	31596400.0	32179600.0	31231400.0	30587600.0	0	0.176157518133632	0.0280708045811501	False	0.01468897020386827	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0ADN2	YIFE_ECOLI	yifE	UPF0438 protein YifE	6	6.0	35988900.0	35599700.0	37039700.0	36279200.0	38120500.0	36133500.0	0	0.17624922661228148	-0.045107663311931424	False	0.0147151071615264	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AEP3	GALU_ECOLI	galU	UTP--glucose-1-phosphate uridylyltransferase	12	12.0	242090000.0	246854000.0	264784000.0	250450000.0	249792000.0	252354000.0	0	0.1766649157883231	-0.05275156817818469	False	0.01474124411918453	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P27434	RODZ_ECOLI	rodZ	Cytoskeleton protein RodZ	9	9.0	45592800.0	45099400.0	43572500.0	44781200.0	45008600.0	44407800.0	0	0.17724166336849528	0.026703773040106436	False	0.014767381076842655	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A9H5	BTUR_ECOLI	btuR	Cob(I)yrinic acid a,c-diamide adenosyltransferase	3	3.0	5413680.0	5771170.0	4195960.0	5071360.0	5160500.0	5050080.0	0	0.17778216887786777	0.17426705735999748	False	0.014793518034500784	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P39829	GARD_ECOLI	garD	D-galactarate dehydratase	1	1.0	1230130.0	1423880.0	1194690.0	1463940.0	996863.0	1327920.0	0	0.17799742614393177	0.22656689463302015	False	0.014819654992158914	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A7N4	RL32_ECOLI	rpmF	50S ribosomal protein L32	4	4.0	530373000.0	515796000.0	538602000.0	526208000.0	529313000.0	530759000.0	0	0.17814891397703067	-0.023928609926546985	False	0.014845791949817043	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P37655	BCSQ_ECOLI	bcsQ	Putative cellulose biosynthesis protein BcsQ	6	6.0	12484400.0	13387100.0	15420400.0	14113600.0	13714900.0	14231700.0	0	0.1783017480320884	-0.11713514932243324	False	0.014871928907475171	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AB91	AROG_ECOLI	aroG	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive	5	5.0	11339200.0	10854700.0	12555000.0	11825000.0	11483000.0	12025600.0	0	0.178536120290757	-0.08420692677691503	False	0.014898065865133299	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A7K6	RL19_ECOLI	rplS	50S ribosomal protein L19	11	11.0	704127000.0	684280000.0	669977000.0	724048000.0	682092000.0	692339000.0	0	0.17916928672167798	0.047237467211263776	False	0.014924202822791428	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A6P5	DER_ECOLI	der	GTPase Der	18	18.0	26563300.0	27315500.0	27446300.0	26939800.0	27349700.0	27330100.0	0	0.1795730514048129	-0.02315342877524116	False	0.014950339780449556	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AFW0	RFAH_ECOLI	rfaH	Transcriptional activator RfaH	2	2.0	7066890.0	6864690.0	5896650.0	7331340.0	6662650.0	6911170.0	0	0.17958429065470005	0.1270520234206417	False	0.014976476738107685	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AFX9	RSEB_ECOLI	rseB	Sigma-E factor regulatory protein RseB	7	7.0	10936400.0	11613000.0	10566900.0	10618700.0	10600700.0	10274500.0	0	0.17985837821833003	0.07709879361603647	False	0.015002613695765814	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AAZ7	YCAR_ECOLI	ycaR	UPF0434 protein YcaR	4	4.0	60623000.0	62721300.0	61559600.0	57939400.0	62997200.0	66276300.0	0	0.18065816849160538	-0.07406221651858806	False	0.015028750653423942	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A9H7	CFA_ECOLI	cfa	Cyclopropane-fatty-acyl-phospholipid synthase	12	12.0	17480900.0	18419000.0	19584800.0	17772600.0	18463500.0	18185700.0	0	0.18094073965897564	-0.06725958270341188	False	0.01505488761108207	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0AE52	BCP_ECOLI	bcp	Putative peroxiredoxin bcp	6	6.0	163163000.0	165229000.0	161974000.0	163043000.0	163093000.0	162228000.0	0	0.18173467957551098	0.012205190588824138	False	0.0150810245687402	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P39160	UXUB_ECOLI	uxuB	D-mannonate oxidoreductase	2	2.0	3826350.0	3846570.0	3174710.0	4133070.0	3894300.0	3526040.0	0	0.18205291521793507	0.15612862882523706	False	0.015107161526398329	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P77625	YFBT_ECOLI	yfbT	Sugar phosphatase YfbT	8	8.0	28220400.0	28053700.0	27429400.0	28933800.0	27935600.0	28159100.0	0	0.1831172902160978	0.028794663144359973	False	0.015133298484056458	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P00957	SYA_ECOLI	alaS	Alanine--tRNA ligase	44	44.0	132038000.0	131602000.0	130457000.0	134413000.0	131961000.0	130522000.0	0	0.1831590790572919	0.018651498775974933	False	0.015159435441714584	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P23367	MUTL_ECOLI	mutL	DNA mismatch repair protein MutL	3	3.0	1389790.0	1346860.0	1418830.0	1482940.0	1808040.0	2000290.0	0	0.18331687555055082	-0.30892449487019746	False	0.015185572399372713	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P39451	ADHP_ECOLI	adhP	Alcohol dehydrogenase, propanol-preferring	4	4.0	9495640.0	9194270.0	9379770.0	8925330.0	9470870.0	9748840.0	0	0.18389005941300463	-0.05052425023184111	False	0.015211709357030843	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P0A9M2	HPRT_ECOLI	hpt	Hypoxanthine phosphoribosyltransferase	10	10.0	31511800.0	32602700.0	33879200.0	33168400.0	34492500.0	32543000.0	0	0.1853321662302127	-0.052878202419260105	False	0.015237846314688972	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
P33590	NIKA_ECOLI	nikA	Nickel-binding periplasmic protein	17	17.0	17483300.0	17241000.0	16894600.0	17183400.0	16847400.0	17307500.0	0	0.18604556746188544	0.024051733349675735	False	0.0152639832723471	False	False	Ecoli	False	True	False	False	diann231	manual	min	1.660964047443681
