protein	RD139_Wide_UPS1_10fmol_inj1r	RD139_Wide_UPS1_10fmol_inj2	RD139_Wide_UPS1_10fmol_inj3	RD139_Wide_UPS1_2_5fmol_inj1	RD139_Wide_UPS1_2_5fmol_inj2	RD139_Wide_UPS1_2_5fmol_inj3	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0ADV1	30871036.98076661	31240135.6085153	29493297.506656557	24581298.667429704	28337784.380678613	28468306.726154502	0	0.1006681316384986	0.1706127208629903	False	0.005791030064070971	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A908	72202915.36035995	67690748.91357994	61232040.08184256	62225461.326646365	51476299.8013251	58779707.69575688	0	0.10070529245937967	0.22165610436462496	False	0.005815672745194678	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P69805	61698130.38837276	66034714.03071785	54284749.084049866	50152267.4597557	50211825.2597287	53931605.50425117	0	0.10123891373838331	0.23838006553279975	False	0.005840315426318384	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A6Q6	352473759.61307263	333741564.0433876	339227927.8078011	333285557.7402799	328094815.7907799	318338741.8156137	0	0.10138931682817169	0.06580756041486882	False	0.00586495810744209	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A8B2	7527293.8331133425	7188527.595717136	7631277.581910155	8173093.718387536	7664806.8816662915	7799255.325786945	0	0.10201859126826393	-0.08096889767558908	False	0.005889600788565797	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AB28	117086995.65204711	123260158.58007117	131021443.64259072	131862704.0017611	133299781.45749812	138061397.72324678	0	0.10219455763462668	-0.11872926376672883	False	0.005914243469689502	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P77398	4180059.3217436345	3696553.54664308	4063037.618521208	4595676.344918453	4842866.862889824	4141760.551631565	0	0.10297475351221005	-0.18575514487543854	False	0.005938886150813209	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AFX7	10894743.664151171	9023610.197238969	8026505.814129294	7552734.359510224	6319789.857268037	7471444.802943931	0	0.10335420552711219	0.3887544529602489	False	0.005963528831936915	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P75829	51000337.06902517	43726961.53481976	48489718.05176338	41569231.990293644	42490512.24534386	41387260.99538695	0	0.10538063731635247	0.1911248898652432	False	0.005988171513060621	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A6P9	7290054976.815795	7829859789.610073	7980440343.789487	8155756359.471423	8283801284.76797	8355120609.514144	0	0.10541937021811594	-0.1021154748092475	False	0.0060128141941843275	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AFD6	88379433.47899868	101161878.6614184	95442045.45609584	105546168.86637016	105275794.73684728	105269312.7280703	0	0.10698145593172496	-0.14946354795607836	False	0.006037456875308034	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A9G6	86923011.91806698	88511742.98973764	86723097.08425128	88635842.01160407	94225681.64956763	94472806.06693776	0	0.10743417080528528	-0.08119045368366841	False	0.00606209955643174	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P29680	44854420.51684275	42733470.45879869	40229627.58761269	38534793.96778035	40937893.34552157	37932476.237044014	0	0.10787315809378607	0.12258972397771466	False	0.006086742237555447	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P07650	237779695.2721154	239756146.88110343	232448274.4810322	221490611.21547788	233120229.4928902	229058891.9423235	0	0.10799922564379708	0.05448719390946259	False	0.006111384918679153	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P16659	664559138.5262609	688785755.8398821	680780662.8992895	654707122.9568983	660045897.7657927	664536803.1502564	0	0.10991629822162333	0.039425853798069545	False	0.006136027599802859	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P75914	74079376.83279997	72628899.30404437	71288629.01131941	78764630.02418602	75556681.1014286	74078677.9474054	0	0.11277231190017489	-0.06725492814169115	False	0.006160670280926565	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P24230	839223.1891952996	664157.2782298265	721952.0367772742	77273.22985279582	89796.89843749993	634422.3776871325	2	0.11371687095782568	1.4732599802142716	False	0.006185312962050271	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P24188	12449430.8655535	10107438.741967153	9590847.296352118	12085729.448856927	12731624.937322266	13909854.988960288	0	0.11463543035301241	-0.2686312641139845	False	0.006209955643173978	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A7N9	1169192166.6391878	1362755688.8432803	1293511368.3104591	1386791247.87035	1465406491.55204	1392672903.5728407	0	0.11694236590127588	-0.15008764493900664	False	0.006234598324297683	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A7X3	1079458081.4618742	1157041376.187482	1140595670.3872943	1028030888.3958046	1053511561.3417244	1102749235.8646345	0	0.11718988871998387	0.08481032378327287	False	0.00625924100542139	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ADY7	966995836.2136948	1152488161.578456	1189008351.509837	1307288011.9288116	1258470284.6217377	1275545330.8554344	0	0.11726052891692162	-0.21542205962660416	False	0.0062838836865450965	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P07658	24497287.68590055	22017028.45831105	20657782.95499717	18945775.59974605	19070524.24421011	20872783.47124154	0	0.11732855628833531	0.18986189693125696	False	0.006308526367668803	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AFC7	156129104.0004328	163848290.2335188	155924289.59102744	171352950.28718454	161951616.82155514	165239319.81222194	0	0.11769796599044502	-0.06705695193546667	False	0.00633316904879251	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P09147	134382256.82797486	140240086.26688692	142742766.35524592	143892707.09470108	145251198.5092521	146788527.34411845	0	0.1181722647996438	-0.06279454250090112	False	0.006357811729916215	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P26365	1621491.627529606	2377777.0646219114	949159.7374267188	77273.22985279582	1319722.3481695417	58653.196647363	2	0.11828390415718971	1.765308114968238	False	0.006382454411039922	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P21499	208408500.306422	197152298.6300568	197208857.96521777	186030985.48785505	192718176.03389508	195558294.86782292	0	0.11832321863795488	0.06978350152925684	False	0.006407097092163627	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A6C1	28663066.78570682	28081091.26164393	31081250.950428464	34014614.2258692	32325001.27454236	30157256.081298027	0	0.1188108293431307	-0.1358437811099451	False	0.006431739773287334	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A8I5	57457154.09614346	80819273.58326548	69078611.59023161	90603066.18254688	82305848.96562503	84554812.95726109	0	0.11882006606342665	-0.3122660885355458	False	0.006456382454411041	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P29745	150491028.98985207	150306629.72187895	153196180.4685281	154607824.85759464	152337716.935156	154098705.8316282	0	0.11886712146886774	-0.022232496636751902	False	0.006481025135534746	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P22524	93771770.09829204	78079467.86410834	79028917.91452879	70412056.90839386	72918614.92426135	68785717.00349258	0	0.11917297976534195	0.2421422682241256	False	0.006505667816658453	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A7B1	25540721.53003888	23524365.342660785	24398620.70096703	23236906.471554115	21975503.90877099	23651891.858671837	0	0.11925236104502608	0.09327539310808525	False	0.0065303104977821585	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P67244	2122828.0283880136	1958691.222115706	2586395.2602458294	1637615.4415552935	1885533.162479913	1754923.6453239643	0	0.11935663673700238	0.33722450840930124	False	0.0065549531789058655	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A6P7	166456027.94852084	178680648.04909843	179814134.58680862	186177853.83063865	187410146.3930022	183682381.641387	0	0.12024287590142016	-0.08619523384995553	False	0.006579595860029572	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P33235	50934346.00844243	51829113.69078124	52773021.08403083	48673624.48370905	47879548.154245645	51350793.89986642	0	0.12054706862237911	0.07259225776846806	False	0.006604238541153278	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P76406	2525470.7003160063	2554761.300744346	2344945.152046211	1869020.4707046784	2312182.5235928693	2242708.227569949	0	0.12056382721162058	0.20897349175036595	False	0.006628881222276985	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P00861	2290314.381283343	2210606.4349133363	1999181.2638604613	2574864.248936772	2391151.1013220204	2268295.003072161	0	0.1206236450203627	-0.1543931162745081	False	0.00665352390340069	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P19934	12970503.61758967	13359837.79124139	12410563.421420282	13187319.122680672	14791943.479860231	15143755.949530607	0	0.12082746166044304	-0.15460051846286876	False	0.006678166584524397	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P08957	499418585.7568917	519145717.6455797	516267136.1791714	520992599.4118199	530060007.26742816	528489921.7405818	0	0.12121734632728845	-0.04142655886502619	False	0.006702809265648103	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P21893	5986803.370304224	5196794.278474699	4987661.540916891	4678196.529083637	4614338.45243689	4539724.897290847	0	0.12210489771909915	0.22539514041127914	False	0.006727451946771809	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A944	8953882.507068101	7978491.393279712	6994452.518264763	6271354.641110834	6645063.498668	6805198.040397804	0	0.12267144986922578	0.2788512699286601	False	0.006752094627895515	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AE12	33763861.86517858	35259375.05703711	34290680.11044024	34035084.34368222	31509286.38131334	32439549.614757597	0	0.1229369670290189	0.0764176872024024	False	0.006776737309019221	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P27302	1690792399.4563024	1623341250.7630298	1616923055.773332	1575280694.690699	1578815374.647486	1606146722.4532752	0	0.12348835493674758	0.050861684848935926	False	0.0068013799901429275	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AC47	283237032.1962444	290929878.1348161	289828225.2388111	283306546.3816592	282431063.62149394	280723015.84414	0	0.12501155916611834	0.029580228853972188	False	0.0068260226712666345	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P28632	954595.215222475	806740.777521081	764270.8735137788	705954.2122865977	676017.0625000005	711132.6220174588	0	0.12505006438756677	0.27098616256720354	False	0.006850665352390341	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P69407	135272471.08404312	126485475.24102125	138639179.61449167	140989446.40504694	147511211.36367694	138572212.13191375	0	0.12554996899321252	-0.09305063418041502	False	0.006875308033514047	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ADS2	69621948.43155347	75460216.90778227	73505018.00583065	79892270.7779697	77250145.29285683	74693362.88097905	0	0.12601624345072474	-0.08489442059308791	False	0.006899950714637753	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ADT2	1046197.993791794	2198044.5638569547	1757821.221241381	2585902.4115885044	2778910.030229483	2052040.37206758	0	0.12607777388838376	-0.5682836865332147	False	0.006924593395761459	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P23843	190029491.7981527	208143265.84530577	207114135.37985483	213298609.5007068	212381232.17605692	221304506.6481301	0	0.1265261180830487	-0.09611170029798476	False	0.006949236076885166	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ADV7	222430769.77013305	238693318.1425878	245999059.39334545	251195639.9411828	252824966.2863385	255187524.26497385	0	0.1266146587103997	-0.10253395656580808	False	0.006973878758008871	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P06616	45029044.5588773	36037174.60529719	36500868.67299469	30069597.54788156	31121840.834403	35646505.72088552	0	0.12760645472565157	0.27983988738796184	False	0.006998521439132578	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P77522	3859393.886105673	2163536.371842225	4343557.9831056455	77273.22985279582	2260513.2647639345	2319262.3707812214	1	0.1279171910283035	1.1544393232782564	False	0.007023164120256284	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A749	183548415.08344007	190268140.5038772	191204358.71822312	195008437.2441138	191755623.8824428	195118646.50007316	0	0.13057494158799404	-0.04242410273992892	False	0.00704780680137999	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AG14	40212221.96401865	38158863.64092424	35301718.17373175	35565412.5279932	34650538.34791411	33477353.372668985	0	0.13067961633304526	0.13256439216995503	False	0.007072449482503697	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AEV7	4547738.655205304	3812304.266271799	4301674.449303614	3373570.775269619	3758058.249999999	3947112.5402101553	0	0.13082046566963174	0.19267908290743413	False	0.007097092163627403	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P31678	1061307.7348478208	1176786.4033887386	1269436.3470658436	1321571.8555853383	1305554.3750000007	1324940.7867304722	0	0.1315772228375007	-0.17215176876247568	False	0.0071217348447511096	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P31057	62069986.23530353	70326305.26635526	64431813.00967751	60539624.32310279	59148649.96624858	59269850.51597874	0	0.1318708749644017	0.1373141891509495	False	0.007146377525874815	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ADZ0	251499852.91850135	260089458.25322267	280813477.6755673	284743057.45368755	286886658.35342485	285053057.5715388	0	0.13199261930230827	-0.11252712054344173	False	0.007171020206998522	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P23839	106653032.16556618	104271660.06140272	104484877.21801051	104391364.56945476	102974372.24666084	102610637.27977525	0	0.13220025556105783	0.025068172009664196	False	0.007195662888122229	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P77737	7922850.776000221	7329079.942019359	7390301.2698267875	6413445.358285816	7370187.042741986	6907118.846877041	0	0.13304332870768218	0.13003015265819357	False	0.007220305569245934	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ABX2	1580780.8908974235	1446691.5350043636	1405463.5998558016	1656984.591626804	1521260.401121022	1771584.0679488224	0	0.13346009657300373	-0.15911616117250435	False	0.007244948250369641	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P46474	30690457.076405264	24078824.73759874	23823895.438742835	21794546.865682013	20451231.48382936	20231372.890842628	0	0.13366723516844195	0.3310754035451343	False	0.007269590931493346	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ADB7	130869984.3681244	136138943.19136378	134577982.53693825	147012428.82195133	135332431.58813173	142816774.22790152	0	0.13393316132548522	-0.08229917332504728	False	0.007294233612617053	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P26616	374394501.10491925	325790151.64197737	333256004.7862807	305841595.7540389	324016017.77509755	300124698.4006309	0	0.13579755247643605	0.1521803665412399	False	0.007318876293740759	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A7P5	196828495.5993347	168519917.0245734	175405177.60749698	152522968.92541218	166131990.2289533	163862049.59766737	0	0.13625697340990678	0.16439154036109394	False	0.0073435189748644655	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P00934	77217812.24583122	72205516.78856277	75581642.88117144	77341930.52235268	77479378.30998388	81858781.60078247	0	0.13639914851775667	-0.07298147053705051	False	0.0073681616559881724	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P23830	39148047.24562207	36808892.9314874	35717821.57047947	36718386.58425913	32260195.21657214	32823422.186236545	0	0.13672046955806338	0.13353721537593358	False	0.007392804337111878	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0C0L7	43901336.987342186	37515517.99496969	36160218.237795696	32303494.393718287	34270852.746635206	34384272.89590649	0	0.13752082385646847	0.21984267532453128	False	0.007417447018235585	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A9B6	24153735.996292107	24925831.72338038	26631079.43634663	23931304.941742487	22348255.487218093	24188752.26555798	0	0.13771164690456447	0.10352152972154655	False	0.007442089699359291	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AGF2	14084843.14333318	19068220.12389512	16198329.81341223	14359839.57645282	13891822.417862209	10903766.923559656	0	0.13839263532656904	0.33387845764293556	False	0.007466732380482997	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AEH5	71895542.24748912	78407107.47251807	74715677.93345141	79872800.42184252	76695831.73969749	82062860.01332353	0	0.13967709920577617	-0.08474193475543769	False	0.007491375061606703	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ADP9	161733291.76983178	135317623.69651625	141202746.09125578	125068046.97352923	128177562.10737556	128351396.89354835	0	0.14002382674965072	0.19971629263774063	False	0.007516017742730409	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A9H7	82485143.05092221	76007545.61566554	77221819.50435898	85236545.64901705	81199744.78544194	82737513.5375436	0	0.14034940952262326	-0.08011184471804644	False	0.007540660423854115	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A7D7	174388200.4570694	153875768.00456822	156457673.79544768	144660251.01945662	147249468.50524274	147403120.82883552	0	0.1410493610826294	0.14190783107202104	False	0.007565303104977822	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P46125	1733375.1094600118	2558998.5002513425	2567841.109201024	1181646.5176618302	1525179.6941790292	2072777.0784099705	0	0.14179824323465617	0.5213628535590303	False	0.007589945786101528	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P16676	9814526.695294898	10587949.940592611	10050295.6394938	9913013.444064071	8586638.5961814	9364018.81879273	0	0.14219215630101661	0.1281882339640644	False	0.0076145884672252345	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ADG7	880415991.9750416	922767578.7984096	922113661.6372644	944196281.7842572	944114132.9459112	932809667.9573346	0	0.14239721860420398	-0.049854491543313506	False	0.007639231148348941	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A6X7	434765736.5500857	378579717.7787674	404114995.8604119	373666457.3803691	327707437.1557179	385171172.28415024	0	0.142529875760624	0.16412689172458766	False	0.007663873829472647	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ACZ2	17381044.503557846	17835548.718676444	17059407.409600995	20527833.048514847	17855192.32908184	21602280.91134889	0	0.1425674731351939	-0.19846037621287688	False	0.007688516510596354	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A9E5	106526424.00435136	115049039.86499114	116425694.16591965	120972032.3666107	119893735.23660588	118397287.23675312	0	0.14269307312590973	-0.08801239266896745	False	0.007713159191720059	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P75863	35264969.477797024	32740900.513888817	33908205.230110995	32189281.149236254	31697172.071532752	33143540.89698361	0	0.14308956007057902	0.07085062371020683	False	0.007737801872843766	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A7D1	131936137.83079596	133223086.45061238	131199480.98225708	132962338.00978623	139823562.2411845	141505537.4534587	0	0.1435062958644872	-0.06383934118859004	False	0.007762444553967472	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AA53	5237493.583043071	4167579.003967505	4533688.406190802	5782421.125116764	4816595.3048966825	5805677.812197724	0	0.14356005360209104	-0.23500637778869696	False	0.007787087235091178	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P06715	119626441.3919703	122558281.31488936	119747502.14006431	117481675.96330228	119088020.40855588	112765649.6723685	0	0.14398070545928127	0.05110694140815307	False	0.007811729916214885	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P30843	3836978.086839513	4896872.035338716	4687564.429324851	7718191.450795046	6075552.224535503	4959124.401503973	0	0.14442145525172712	-0.4825745267192092	False	0.007836372597338591	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P06612	202617250.20468292	184927651.72863877	180736790.08519825	171290545.34158537	173240188.07719687	178772303.88218728	0	0.14454585463206915	0.11895960520261291	False	0.007861015278462297	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A6L7	16725794.8915503	18333563.471301038	17763307.573349223	19715286.73294845	18331182.20950891	18342953.707634937	0	0.14496705614279448	-0.09426745630711207	False	0.007885657959586003	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P11988	10866916.771809706	9199789.440464148	9554106.916916188	8742415.202726748	8363653.126758124	9162468.570944156	0	0.14525965789758025	0.17327539721639265	False	0.00791030064070971	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P15254	61299182.408968784	58247242.21529329	59615047.97901014	65520192.59646387	60077307.92980435	65386380.52794392	0	0.14574149183357638	-0.09219045117550864	False	0.007934943321833416	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
Q2M7R5	10829172.76495961	9640409.269688128	10725573.032010678	10566742.937819934	11843760.97081702	12015402.278584871	0	0.1466353132591143	-0.1421726497938964	False	0.007959586002957124	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P07330	8677074.845679391	8404708.709923979	7601606.838639125	7093487.618991327	7854385.901725898	7561104.683292211	0	0.14699042393642317	0.13304000281554945	False	0.007984228684080828	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A996	104917455.58654204	104013563.81838062	98204418.2181964	105755028.1930451	109708979.70332123	105670549.62465988	0	0.14710019453283285	-0.06430294121865161	False	0.008008871365204534	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ACL9	19025583.34872342	23060032.21415013	22650605.42752494	26406848.63610644	23155675.96839057	23979097.98068703	0	0.14765429423516938	-0.18398785783309352	False	0.00803351404632824	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P29217	37291024.38511542	34619464.15732009	36596986.56694002	34411040.596053205	35027993.22613422	33834332.20416818	0	0.14849130613769831	0.07132619944692205	False	0.008058156727451948	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0ABV6	37852653.78870599	33378216.60518958	37326202.41538946	34592074.781429715	32124026.45050798	32613123.68151217	0	0.14874107107511678	0.12816356583269362	False	0.008082799408575654	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P77213	1444758.4504637085	1265636.7370194893	1181751.9522147414	1370752.1568824612	1471034.1250000016	1636248.4773630074	0	0.14929340521022347	-0.20229947551927205	False	0.008107442089699358	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P18390	27370941.17317549	25191644.42657587	25857362.30570181	26372716.349487465	28844679.57724082	29004242.42743418	0	0.14977682129394287	-0.10297025689685323	False	0.008132084770823066	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A873	38451722.1558441	41681991.49098529	38845207.36475388	40770130.18686019	42142836.3628435	45489306.573553786	0	0.15076334472034084	-0.10996474287726317	False	0.008156727451946772	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P32177	2797441.343779353	3362385.444510905	2422126.449081843	1826705.007677172	2285593.041200297	58653.196647363	1	0.15078952439312182	1.0409295913504406	False	0.008181370133070479	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P32695	33248658.07372756	31486364.088838167	32315835.989899367	33612619.93722656	33847896.300674915	32898485.805491097	0	0.15098212278888312	-0.04835715511757053	False	0.008206012814194185	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P22255	90124394.01962106	96947943.26015316	94510463.82545608	103071010.11155888	96433675.98236716	97382344.91590522	0	0.15105070246187974	-0.07635485530468472	False	0.00823065549531789	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AES4	542034300.4702545	529486819.2008077	543866711.6191521	510382080.3027957	519251914.69578725	536306871.7930746	0	0.15213015723841145	0.04485084228038712	False	0.008255298176441597	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P45470	5975277.23745991	5463703.137962562	5891050.517285494	6082017.495291792	6188025.415815074	6113647.982552038	0	0.15225787770658683	-0.08515221932892036	False	0.008279940857565303	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P11349	59184289.07217533	60798185.02831313	57853224.330618754	63455678.2120272	61146621.85526707	60140491.907520846	0	0.15249208568495862	-0.054973119144747944	False	0.00830458353868901	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P77735	15311237.390111271	14111487.057301374	15073754.74239024	13878775.775036857	13077812.347119564	14552065.78345604	0	0.15278010589411742	0.10027903931145687	False	0.008329226219812717	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P31825	624546.7878072081	557330.1690086707	399097.357923965	1028527.6343489016	690738.6874999994	643361.6566735047	0	0.15309586029674582	-0.5795785499887223	False	0.008353868900936421	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P36680	53387843.06626915	48717039.19813286	45800005.142495625	43794346.2873842	43811254.059048645	45938641.823295824	0	0.15319699524387334	0.14735195125016926	False	0.008378511582060127	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A6A8	1774502691.7870812	1523476413.1675522	1484933260.5606189	1356591729.0411403	1442338599.4308064	1389921987.3117266	0	0.15326642775213106	0.1913343371728954	False	0.008403154263183835	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P00887	16546861.33401212	15194725.713924378	13968176.072441507	14259897.054148946	13657498.251289396	13020086.262130562	0	0.15376775604265108	0.15907999059604297	False	0.008427796944307541	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0CK95	171574711.0398104	168804341.16732082	169575601.78902727	179372361.2357967	170580793.64031082	177096803.46925592	0	0.15390991105203872	-0.04757075345630301	False	0.008452439625431248	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0AFX0	10758444.602654647	15376020.243242322	16304929.005367262	10421959.489768077	9844518.201652028	10807276.248032816	0	0.15460160774069243	0.44970751060619807	False	0.008477082306554954	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P15640	55342766.48253741	57777585.79934998	53920667.81737705	59184657.53420414	57880440.04334139	57180574.24746849	0	0.15461969687111174	-0.060920393307337395	False	0.00850172498767866	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P76372	55646645.96507959	65177068.35530858	67488736.20395641	72092625.88829641	71011722.99230015	68714568.71701631	0	0.1555486418615267	-0.1697030537414728	False	0.008526367668802366	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A7E3	178755559.30382192	165754879.08266976	172173516.6197978	155135429.85876006	168397603.37723476	164622512.16044173	0	0.15584170300372216	0.08194116336063877	False	0.008551010349926072	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P69797	432484639.7524986	417713581.0746673	423392523.54860365	420352461.4097024	415632081.3074592	408182601.9822631	0	0.15584912395996	0.03372144251895195	False	0.00857565303104978	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P03024	14377030.876941552	12321278.03131424	12784773.557035206	11248784.164896552	12595532.414357975	11619617.386004671	0	0.15689440670987279	0.15488204487819085	False	0.008600295712173484	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
P0A959	25125436.846022565	22140099.235201303	21315307.77552752	21477622.504248355	20755672.94928549	17344765.0045259	0	0.156917440293288	0.2030244981597666	False	0.00862493839329719	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.0
