Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P37613	YHHK_ECOLI	yhhK	Uncharacterized protein YhhK	5	5.0	24481400.0	23230800.0	24909400.0	24412300.0	23956700.0	24734400.0	0	0.12180587039566017	0.050008534644350004	False	0.01503957783641161	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AEU7	SKP_ECOLI	skp	Chaperone protein skp	6	6.0	379531000.0	394100000.0	350128000.0	380257000.0	376092000.0	351687000.0	0	0.122128797321882	-0.08936881119250117	False	0.015065963060686017	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A9W0	ULAR_ECOLI	ulaR	HTH-type transcriptional regulator UlaR	2	2.0	8853030.0	7229980.0	8960590.0	7560660.0	7322900.0	7596910.0	0	0.12249011171543048	0.20049647223655065	False	0.015092348284960424	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A7Z0	RPIA_ECOLI	rpiA	Ribose-5-phosphate isomerase A	7	7.0	91104300.0	95265600.0	92044000.0	92129100.0	95814600.0	91456700.0	0	0.12288279923387653	-0.04451074700674194	False	0.01511873350923483	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AGD7	SRP54_ECOLI	ffh	Signal recognition particle protein	13	13.0	36013500.0	34998300.0	36336200.0	35533000.0	34425200.0	35251600.0	0	0.12383396511428556	0.035903992014769695	False	0.015145118733509237	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A715	KDSA_ECOLI	kdsA	2-dehydro-3-deoxyphosphooctonate aldolase	17	17.0	164107000.0	179763000.0	163136000.0	171873000.0	168434000.0	142596000.0	0	0.12439909303234381	-0.14653934679547895	False	0.015171503957783642	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P30847	BAES_ECOLI	baeS	Signal transduction histidine-protein kinase BaeS	2	2.0	129682.0	393215.0	264946.0	272099.0	340928.0	269568.0	1	0.12442478442097427	-0.5992963736979641	False	0.015197889182058048	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AD10	YECJ_ECOLI	yecJ	Uncharacterized protein YecJ	2	2.0	26723400.0	28816900.0	28961400.0	31066700.0	33656400.0	27838400.0	0	0.12453122262427847	-0.16340644223588555	False	0.015224274406332455	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AEY5	MDAB_ECOLI	mdaB	Modulator of drug activity B	6	6.0	12864500.0	15388100.0	13903500.0	14287500.0	15747100.0	14663500.0	0	0.12477171523701426	-0.13268541167934045	False	0.015250659630606862	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P31119	AAS_ECOLI	aas	Bifunctional protein aas	13	13.0	6115650.0	6623900.0	6259200.0	6657300.0	6164440.0	5930020.0	0	0.12498401686192848	-0.08721919015860871	False	0.015277044854881268	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P76578	YFHM_ECOLI	yfhM	Uncharacterized lipoprotein YfhM	13	13.0	4187860.0	5856210.0	5763740.0	5573230.0	6542650.0	4673560.0	0	0.12527151006975468	-0.2973057837294785	False	0.015303430079155673	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P67910	HLDD_ECOLI	hldD	ADP-L-glycero-D-manno-heptose-6-epimerase	24	24.0	145144000.0	145356000.0	140854000.0	145085000.0	147089000.0	139817000.0	0	0.12587165059249647	-0.03915516933651293	False	0.01532981530343008	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P37636	MDTE_ECOLI	mdtE	Multidrug resistance protein MdtE	13	13.0	21288600.0	21018900.0	21026200.0	20264600.0	20255600.0	21052100.0	0	0.12671854931882937	0.04222609390947478	False	0.015356200527704486	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A6X3	HFQ_ECOLI	hfq	Protein hfq	2	2.0	3214240.0	3523990.0	3402400.0	3597150.0	3680290.0	3532190.0	0	0.1274666431113042	-0.08990890623621874	False	0.015382585751978893	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P21367	YCAC_ECOLI	ycaC	Uncharacterized protein YcaC	6	6.0	11015400.0	10185100.0	11724300.0	10288400.0	9407050.0	10229200.0	0	0.12752628971315574	0.14189904909846013	False	0.0154089709762533	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AG18	PURE_ECOLI	purE	N5-carboxyaminoimidazole ribonucleotide mutase	3	3.0	7694870.0	7912090.0	7305570.0	7750900.0	7853750.0	7644690.0	0	0.12770694782639294	-0.054487259369343274	False	0.015435356200527705	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P08189	FIMF_ECOLI	fimF	Protein FimF	1	1.0	2120550.0	2471780.0	1732230.0	2540590.0	2760200.0	2449480.0	0	0.127873360516551	-0.30252243055244504	False	0.015461741424802111	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
Q46919	YQCC_ECOLI	yqcC	Uncharacterized protein YqcC	1	1.0	1058510.0	1032950.0	1305770.0	1000800.0	1019550.0	1308950.0	0	0.12864305141348137	0.2666798859549299	False	0.015488126649076518	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P13035	GLPD_ECOLI	glpD	Aerobic glycerol-3-phosphate dehydrogenase	17	17.0	16521500.0	16581700.0	15952100.0	16948800.0	16702000.0	16472600.0	0	0.12900233271940836	-0.03742421894786088	False	0.015514511873350924	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AG16	PUR1_ECOLI	purF	Amidophosphoribosyltransferase	9	9.0	3213180.0	3329590.0	3287300.0	3412940.0	3256930.0	3168820.0	0	0.1294797106659659	-0.04843873633778989	False	0.015540897097625331	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P33224	AIDB_ECOLI	aidB	Putative acyl-CoA dehydrogenase AidB	3	3.0	3450840.0	5239800.0	4002950.0	4493890.0	4591770.0	4556930.0	0	0.12950659544698775	-0.25425882753950646	False	0.015567282321899736	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P00887	AROH_ECOLI	aroH	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive	4	4.0	7710260.0	7095310.0	7321590.0	6354550.0	6300190.0	6808870.0	0	0.12960018171562868	0.14516411117115244	False	0.015593667546174143	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P52108	RSTA_ECOLI	rstA	Transcriptional regulatory protein RstA	6	6.0	14889300.0	14575300.0	15576000.0	14522200.0	15075800.0	16027900.0	0	0.12974908416468173	0.07384511199914492	False	0.01562005277044855	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AFJ1	PHNA_ECOLI	phnA	Protein PhnA	4	4.0	13841000.0	15111800.0	14761500.0	14696600.0	15139800.0	14453000.0	0	0.13014921803711085	-0.06206580030149202	False	0.015646437994722956	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A776	RPPH_ECOLI	rppH	RNA pyrophosphohydrolase	2	2.0	802284.0	564139.0	762610.0	107901.0	594788.0	857380.0	1	0.13032932543980022	0.9351414074553458	False	0.015672823218997364	False	True	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0ACY9	YEBG_ECOLI	yebG	Uncharacterized protein YebG	2	2.0	20316800.0	20542900.0	18839800.0	20464600.0	20992400.0	19801800.0	0	0.13135855892682413	-0.07256851514439981	False	0.01569920844327177	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A8X2	YCEI_ECOLI	yceI	Protein YceI	5	5.0	5495200.0	6076250.0	5239340.0	5615670.0	5603950.0	5479260.0	0	0.1316342669611424	-0.09320533217401619	False	0.015725593667546174	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P69222	IF1_ECOLI	infA	Translation initiation factor IF-1	4	4.0	185316000.0	194724000.0	182025000.0	195182000.0	185663000.0	186664000.0	0	0.13209081756373173	-0.055089894053507914	False	0.015751978891820582	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P76491	YFBR_ECOLI	yfbR	5'-nucleotidase YfbR	1	1.0	1288340.0	2014530.0	1463660.0	1502940.0	2122930.0	1563530.0	0	0.13357910313293303	-0.38625972686703786	False	0.015778364116094987	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P02358	RS6_ECOLI	rpsF	30S ribosomal protein S6	10	10.0	844280000.0	911593000.0	836136000.0	869013000.0	851203000.0	825625000.0	0	0.13474256776456633	-0.0706447732023721	False	0.015804749340369396	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P36680	ZAPD_ECOLI	zapD	Cell division protein ZapD	6	6.0	13573800.0	13334100.0	14071400.0	13580700.0	13565100.0	14274700.0	0	0.13513855600774827	0.050429549269886596	False	0.0158311345646438	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AG59	RS14_ECOLI	rpsN	30S ribosomal protein S14	8	8.0	780100000.0	752171000.0	755379000.0	748851000.0	756887000.0	775994000.0	0	0.13516392111792083	0.03382516808087758	False	0.015857519788918206	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A6W0	GLSA2_ECOLI	glsA2	Glutaminase 2	3	3.0	1486750.0	1503160.0	1581460.0	1443920.0	1483770.0	1591510.0	0	0.13535027195765129	0.07265977943372232	False	0.015883905013192614	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P75966	RLUE_ECOLI	rluE	Ribosomal large subunit pseudouridine synthase E	4	4.0	1021350.0	1246750.0	1142090.0	1193880.0	1240190.0	1182430.0	0	0.13636937637429672	-0.13764580838350243	False	0.01591029023746702	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P39199	PRMB_ECOLI	prmB	50S ribosomal protein L3 glutamine methyltransferase	8	8.0	44962800.0	47033000.0	45188000.0	46065200.0	48075300.0	46641800.0	0	0.13644431763424203	-0.04547911485151049	False	0.015936675461741427	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P37177	PT1P_ECOLI	ptsP	Phosphoenolpyruvate-protein phosphotransferase PtsP	9	9.0	1866450.0	1831450.0	1989100.0	1839860.0	1802620.0	1884580.0	0	0.13691975787799138	0.06850642500967331	False	0.015963060686015832	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A991	ALF1_ECOLI	fbaB	Fructose-bisphosphate aldolase class 1	12	12.0	34542000.0	36082000.0	35544200.0	36692600.0	35793200.0	35800800.0	0	0.13692724491950756	-0.036070802221107846	False	0.015989445910290237	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P52697	6PGL_ECOLI	pgl	6-phosphogluconolactonase	9	9.0	108684000.0	110322000.0	107914000.0	114843000.0	113208000.0	111824000.0	0	0.1369498428364648	-0.0430636830730302	False	0.016015831134564645	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P26612	AMY2_ECOLI	amyA	Cytoplasmic alpha-amylase	3	3.0	2570400.0	2617410.0	2573680.0	2835990.0	2620560.0	2339680.0	0	0.13733272749430683	-0.10951314654160055	False	0.01604221635883905	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P33644	YFIH_ECOLI	yfiH	Laccase domain protein YfiH	1	1.0	693707.0	936917.0	143896.0	996522.0	883161.0	686672.0	1	0.13764628300088297	-0.8858314854654269	False	0.01606860158311346	False	True	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P46889	FTSK_ECOLI	ftsK	DNA translocase FtsK	11	11.0	11414900.0	12108800.0	12210300.0	12209100.0	12717700.0	11738000.0	0	0.1376928284602283	-0.06666388049853177	False	0.016094986807387864	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P60723	RL4_ECOLI	rplD	50S ribosomal protein L4	15	15.0	1011600000.0	961222000.0	981754000.0	949502000.0	990595000.0	993345000.0	0	0.13820789414842177	0.041842921374413033	False	0.01612137203166227	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A6I3	COAA_ECOLI	coaA	Pantothenate kinase	10	10.0	14171600.0	13669600.0	14856300.0	13606700.0	13763300.0	16128900.0	0	0.138221729395633	0.13792658479815775	False	0.016147757255936677	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P63386	MLAF_ECOLI	mlaF	Probable phospholipid import ATP-binding protein MlaF	3	3.0	3488250.0	2807760.0	3361930.0	3109550.0	3255580.0	3219670.0	0	0.13891201226322503	0.13459394882551534	False	0.01617414248021108	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P45795	YRDB_ECOLI	yrdB	Uncharacterized protein YrdB	1	1.0	3286000.0	3584700.0	3380480.0	4255480.0	4253340.0	3843170.0	0	0.1389949368030279	-0.2025195992734365	False	0.01620052770448549	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P13445	RPOS_ECOLI	rpoS	RNA polymerase sigma factor RpoS	16	16.0	23103500.0	22634900.0	23478000.0	20515100.0	22525500.0	23833100.0	0	0.13950515884883116	0.1005193142098561	False	0.016226912928759895	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P07364	CHER_ECOLI	cheR	Chemotaxis protein methyltransferase	3	3.0	129682.0	1059910.0	806700.0	675323.0	843645.0	155419.0	2	0.140952129214316	-1.240033601009713	False	0.0162532981530343	False	True	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A9Q7	ADHE_ECOLI	adhE	Aldehyde-alcohol dehydrogenase	51	51.0	871614000.0	884454000.0	860573000.0	870387000.0	870148000.0	852367000.0	0	0.14095364126642979	-0.022396031850681217	False	0.016279683377308708	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AAF6	ARTP_ECOLI	artP	Arginine transport ATP-binding protein ArtP	2	2.0	12247900.0	14333300.0	12863200.0	13037300.0	12722000.0	11376100.0	0	0.14175867194146266	-0.13594553526292014	False	0.016306068601583113	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P33221	PURT_ECOLI	purT	Phosphoribosylglycinamide formyltransferase 2	4	4.0	1582820.0	1297450.0	1360650.0	1345240.0	1368370.0	1511870.0	0	0.1424283053511506	0.15155198514925863	False	0.01633245382585752	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P77522	SUFB_ECOLI	sufB	FeS cluster assembly protein SufB	3	3.0	1476320.0	1383760.0	1412010.0	1416060.0	1201790.0	1568060.0	0	0.14286398894830868	0.15529492742265447	False	0.016358839050131926	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P62558	SOPB_ECOLI	sopB	Protein SopB	10	10.0	20082400.0	21249000.0	21296300.0	21493600.0	21889600.0	20880200.0	0	0.14314996501168334	-0.05397301273290657	False	0.01638522427440633	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P24173	RFAC_ECOLI	rfaC	Lipopolysaccharide heptosyltransferase 1	3	3.0	2098250.0	1583830.0	1969310.0	1957760.0	1426960.0	1973860.0	0	0.14337979077968732	0.2820628029633649	False	0.01641160949868074	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P27828	WECB_ECOLI	wecB	UDP-N-acetylglucosamine 2-epimerase	8	8.0	9524130.0	11221200.0	10420600.0	11266700.0	10415200.0	10590500.0	0	0.1433812966312752	-0.10774880337744093	False	0.016437994722955145	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A8N0	MATP_ECOLI	matP	Macrodomain Ter protein	2	2.0	3134250.0	3067400.0	3397150.0	2717770.0	3120210.0	3926680.0	0	0.1434543344425732	0.2318689326068756	False	0.016464379947229553	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P04036	DAPB_ECOLI	dapB	4-hydroxy-tetrahydrodipicolinate reductase	8	8.0	32698000.0	31326200.0	32637800.0	32477300.0	31600900.0	32455700.0	0	0.14372174843270197	0.03565326803224019	False	0.016490765171503958	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A7I4	RF3_ECOLI	prfC	Peptide chain release factor 3	22	22.0	32480000.0	33819500.0	33006600.0	33663700.0	34441700.0	33824600.0	0	0.14471221609071816	-0.037478206796906964	False	0.016517150395778366	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AAT2	YBDF_ECOLI	ybdF	Uncharacterized protein YbdF	2	2.0	2579310.0	3005290.0	2676610.0	2625220.0	2926810.0	2529300.0	0	0.14484650677895064	-0.13642123247768753	False	0.01654353562005277	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P23857	PSPE_ECOLI	pspE	Thiosulfate sulfurtransferase PspE	2	2.0	18711300.0	22852600.0	20204600.0	20658100.0	20466800.0	19958900.0	0	0.14519019012898937	-0.1199143646183944	False	0.01656992084432718	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AE18	AMPM_ECOLI	map	Methionine aminopeptidase	13	13.0	57346300.0	57394600.0	55995200.0	57306000.0	57985700.0	56757200.0	0	0.14549342178994049	-0.02178151668938297	False	0.016596306068601584	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P30744	SDHM_ECOLI	sdaB	L-serine dehydratase 2	8	8.0	32488400.0	34488100.0	33281700.0	34267000.0	36225500.0	34546800.0	0	0.14567534757898548	-0.06555807650365873	False	0.01662269129287599	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P23331	KITH_ECOLI	tdk	Thymidine kinase	6	6.0	18110600.0	15981400.0	16131000.0	15459600.0	16531600.0	17737600.0	0	0.1457778933725745	0.11572379751744363	False	0.016649076517150398	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A9C5	GLNA_ECOLI	glnA	Glutamine synthetase	24	24.0	198337000.0	204188000.0	196456000.0	199374000.0	201830000.0	200628000.0	0	0.14662572044484903	-0.023959505565689515	False	0.016675461741424803	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P09546	PUTA_ECOLI	putA	Bifunctional protein PutA	14	14.0	15392400.0	16897300.0	15549100.0	15669400.0	16655400.0	15765500.0	0	0.14681761107681424	-0.07566742638675845	False	0.01670184696569921	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AFH8	OSMY_ECOLI	osmY	Osmotically-inducible protein Y	13	13.0	109362000.0	113443000.0	110089000.0	113572000.0	110390000.0	102865000.0	0	0.1469392007654035	-0.06600554645841714	False	0.016728232189973616	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A7I7	RIBA_ECOLI	ribA	GTP cyclohydrolase-2	7	7.0	40208800.0	39046500.0	39290300.0	38665500.0	39590300.0	39838000.0	0	0.14752319100231429	0.024811322403463607	False	0.01675461741424802	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P28305	PABC_ECOLI	pabC	Aminodeoxychorismate lyase	3	3.0	1058200.0	1519420.0	1177740.0	1178000.0	1397880.0	1205230.0	0	0.14792941908516233	-0.25106997436875184	False	0.01678100263852243	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A9R4	FER_ECOLI	fdx	2Fe-2S ferredoxin	3	3.0	64635300.0	70016700.0	66242000.0	69157000.0	74879800.0	70156500.0	0	0.14803199352853583	-0.0905333418517023	False	0.016807387862796834	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P60716	LIPA_ECOLI	lipA	Lipoyl synthase	11	11.0	68207600.0	69201800.0	70035500.0	70926900.0	72244100.0	68217100.0	0	0.1482947494689294	-0.040735306942003294	False	0.016833773087071242	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P00861	DCDA_ECOLI	lysA	Diaminopimelate decarboxylase	2	2.0	1370060.0	1063480.0	1211980.0	1092440.0	1262410.0	1627070.0	0	0.14833273482855885	0.30022353409977715	False	0.016860158311345647	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0ADG4	SUHB_ECOLI	suhB	Inositol-1-monophosphatase	16	16.0	75838900.0	73351100.0	76767400.0	73262200.0	76729200.0	78233900.0	0	0.14973183581323157	0.04763667734459953	False	0.016886543535620052	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P39286	RSGA_ECOLI	rsgA	Putative ribosome biogenesis GTPase RsgA	6	6.0	10362500.0	9924730.0	10162800.0	9361860.0	10079800.0	10289400.0	0	0.14984877906425442	0.06945281908560456	False	0.01691292875989446	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P10441	LPXB_ECOLI	lpxB	Lipid-A-disaccharide synthase	3	3.0	3479280.0	3452320.0	3334810.0	3785770.0	3822370.0	3481450.0	0	0.1505833720493472	-0.10339188675685813	False	0.016939313984168865	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AEM6	FLIA_ECOLI	fliA	RNA polymerase sigma factor for flagellar operon	7	7.0	13587500.0	13717400.0	14388200.0	12865300.0	12690100.0	13542100.0	0	0.15064505211594334	0.08019953799781715	False	0.01696569920844327	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P07658	FDHF_ECOLI	fdhF	Formate dehydrogenase H	13	13.0	4131280.0	3693820.0	3707880.0	3568470.0	3644620.0	3877080.0	0	0.15105840997949507	0.10326721689027943	False	0.01699208443271768	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AFF6	NUSA_ECOLI	nusA	Transcription elongation protein NusA	30	30.0	140795000.0	142069000.0	141177000.0	141231000.0	144773000.0	139143000.0	0	0.15125509015193078	-0.023642577967760512	False	0.017018469656992084	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A9V1	LPTB_ECOLI	lptB	Lipopolysaccharide export system ATP-binding protein LptB	10	10.0	23963900.0	24040500.0	24470200.0	23644200.0	23270400.0	24011500.0	0	0.1516761559476155	0.02999168623496763	False	0.017044854881266492	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P15640	PUR2_ECOLI	purD	Phosphoribosylamine--glycine ligase	8	8.0	17197900.0	17662700.0	17629600.0	18389700.0	18323600.0	17901500.0	0	0.15194386219115422	-0.04437339151153749	False	0.017071240105540897	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0ACN7	CYTR_ECOLI	cytR	HTH-type transcriptional repressor CytR	4	4.0	2977220.0	3028610.0	3133060.0	2895530.0	2885390.0	3299710.0	0	0.15204949380477237	0.09512813827915066	False	0.017097625329815302	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AA16	OMPR_ECOLI	ompR	Transcriptional regulatory protein OmpR	11	11.0	38446100.0	41471500.0	41593600.0	42708500.0	42966600.0	40932400.0	0	0.15220003484130373	-0.07181852907859675	False	0.01712401055408971	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AAN3	HYPB_ECOLI	hypB	Hydrogenase isoenzymes nickel incorporation protein HypB	7	7.0	14067700.0	14460100.0	13899600.0	14019500.0	14714900.0	13894300.0	0	0.1523183664949112	-0.0452201700804796	False	0.017150395778364115	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P07650	TYPH_ECOLI	deoA	Thymidine phosphorylase	24	24.0	28754800.0	29129700.0	28931900.0	29418000.0	29789800.0	27293100.0	0	0.15298737373869223	-0.05590605561824867	False	0.017176781002638523	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P06986	HIS8_ECOLI	hisC	Histidinol-phosphate aminotransferase	9	9.0	12311300.0	11975500.0	13147000.0	11601600.0	12214200.0	12233000.0	0	0.15302360667431975	0.07462260964053044	False	0.01720316622691293	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P77808	CINAL_ECOLI	yfaY	NMN amidohydrolase-like protein YfaY	8	8.0	9133480.0	9486220.0	8792210.0	9023750.0	9623150.0	9037560.0	0	0.15311193646675653	-0.06127515687543195	False	0.017229551451187333	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P77570	ANMK_ECOLI	anmK	Anhydro-N-acetylmuramic acid kinase	4	4.0	4677120.0	4235010.0	4894060.0	4478000.0	4722660.0	4769090.0	0	0.1531204829198314	0.09400392110988408	False	0.01725593667546174	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P28631	HOLB_ECOLI	holB	DNA polymerase III subunit delta'	2	2.0	129682.0	754315.0	143896.0	696684.0	519106.0	632922.0	2	0.15319495164733324	-1.1198935974637703	False	0.017282321899736146	False	True	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A6V1	GLGC_ECOLI	glgC	Glucose-1-phosphate adenylyltransferase	9	9.0	30319200.0	29826900.0	31422600.0	30793300.0	30045300.0	31617500.0	0	0.1532892760280379	0.04224006245072608	False	0.017308707124010555	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AES0	GSP_ECOLI	gsp	Bifunctional glutathionylspermidine synthetase/amidase	11	11.0	11742700.0	12321000.0	11602400.0	11739900.0	12150400.0	11737100.0	0	0.15349016039045615	-0.045700749237034745	False	0.01733509234828496	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
Q46927	YGDL_ECOLI	ygdL	Uncharacterized protein YgdL	4	4.0	3152140.0	3298250.0	3289910.0	3290410.0	3515460.0	2877590.0	0	0.1540197869004199	-0.11659754578371997	False	0.017361477572559365	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P17846	CYSI_ECOLI	cysI	Sulfite reductase [NADPH] hemoprotein beta-component	31	31.0	25496200.0	26186200.0	25335900.0	25293800.0	25996800.0	24835500.0	0	0.15410735666521203	-0.03408868106037456	False	0.017387862796833773	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A7H6	RECR_ECOLI	recR	Recombination protein RecR	1	1.0	9911900.0	12897400.0	10951800.0	11330500.0	15387200.0	11103600.0	0	0.15434028273697983	-0.30945354665886265	False	0.017414248021108178	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0AFG8	ODP1_ECOLI	aceE	Pyruvate dehydrogenase E1 component	53	53.0	401192000.0	400193000.0	391502000.0	403577000.0	401456000.0	390965000.0	0	0.1545027964718106	-0.026050186031850546	False	0.017440633245382586	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
P0A7C6	PEPE_ECOLI	pepE	Peptidase E	10	10.0	39206000.0	37427900.0	39003800.0	37391900.0	36407500.0	37166600.0	0	0.15461686892976326	0.05283722250995932	False	0.01746701846965699	False	False	Ecoli	False	True	False	False	diann231	manual	min	0.6609640474436812
