protein	RD139_Wide_UPS1_25fmol_inj1	RD139_Wide_UPS1_25fmol_inj2	RD139_Wide_UPS1_25fmol_inj3	RD139_Wide_UPS1_5fmol_inj1	RD139_Wide_UPS1_5fmol_inj2	RD139_Wide_UPS1_5fmol_inj3	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P31680	7959929.325226243	7684382.644319962	7629496.212617987	8787060.705665648	8125545.900284329	8441866.492111966	0	0.047972313967380595	-0.1235330021026334	False	0.007198067632850242	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P23893	502360898.7848878	487291392.7066501	492062322.1470409	479170494.06499606	481821821.9912896	467029018.6809849	0	0.04824972019611113	0.053250069930875235	False	0.007222222222222223	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A7L8	1337436444.8580475	1274083930.1771226	1320311764.835051	1365154000.8520913	1370440693.335919	1427013294.4482143	0	0.048477510645524594	-0.08228596925383805	False	0.007246376811594203	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A805	498949195.0791298	514143025.47150594	516079986.9865988	490937254.8632972	486058982.1285938	487150069.3504416	0	0.048716345640018824	0.0626911611419545	False	0.007270531400966184	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A9Z1	152493543.05941972	138387862.77058044	151674332.0021648	134616897.33708304	120869482.22366077	133674957.34330098	0	0.04912640794454865	0.1854907815605014	False	0.007294685990338165	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0AFF2	5528677.619859398	6268221.249827268	5770315.08631013	6325307.290895876	6840088.2907824805	6745207.61005666	0	0.049140793258987514	-0.1806515205763244	False	0.007318840579710145	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P12281	101188931.61388355	98964879.04076643	97941626.18427426	102848724.02653864	103764433.80146168	101711482.8504556	0	0.04930332816418447	-0.04867590017881095	False	0.0073429951690821265	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0AD40	774962.2107811415	445752.5350682868	905554.8989961884	137819.40351159484	103576.81998457928	122296.58100160578	3	0.049490787610979976	2.547532277071317	False	0.007367149758454106	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A9G6	92730500.8717069	97536111.2622924	95834268.2145418	101225385.2036266	101189784.94551045	99624843.56253026	0	0.04959796563187096	-0.07821575090459279	False	0.007391304347826087	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A955	399484655.9113437	413252154.08585954	414200674.7175289	449887479.5205734	424849973.9654861	431503403.22794735	0	0.05025399734383882	-0.09035919656062293	False	0.007415458937198068	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A927	349075531.39391124	324218329.4026132	320772749.07086354	299334998.6948702	309071377.77514666	291078489.1019751	0	0.050355982069723734	0.14424351895818302	False	0.007439613526570048	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P77569	2203898.049165291	2172902.2500000023	2010369.904818803	2442246.8746317406	2330074.1722775805	2271503.5087996693	0	0.050590023426699715	-0.14118207998139998	False	0.007463768115942029	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0AEG4	56469437.124292105	45218624.14524268	47782300.19110984	36055174.88463076	34884133.64431007	35638929.62276588	0	0.05097681162275814	0.48794655102079987	False	0.00748792270531401	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P15005	3439461.2027375284	3244685.8863889016	3195044.052389314	2564292.6879816684	3044294.0583103145	2588387.4081230024	0	0.05098357533480869	0.26930147703724455	False	0.007512077294685991	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0AEU7	845101879.9517505	819651548.2265631	821265051.2578516	856327030.0962548	866786237.7365795	849618229.072373	0	0.05098499133097878	-0.049463877593771174	False	0.007536231884057972	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A722	170864145.49106783	170964822.90278596	165065028.77599674	160695829.4850374	161039590.3477838	164625816.39503124	0	0.051048751265716244	0.059655830838802534	False	0.007560386473429952	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P76270	59582020.198286936	55406627.53956885	52236355.20916591	64161071.097634085	64603390.25489338	61303541.31469994	0	0.051087258137412946	-0.18472510869956926	False	0.007584541062801933	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A6H1	734114220.793198	746274354.2816558	737044430.9792551	722383338.0831968	728504779.2009257	727498139.5247595	0	0.051090493167098044	0.025630732198575656	False	0.007608695652173913	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A9I3	19149656.53936946	19193334.809908416	18886790.642833304	19580469.07432103	20077454.428339217	20477839.11371613	0	0.05122263514049813	-0.07145710279922741	False	0.0076328502415458944	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P68699	15015847.023937086	14865707.0	16272090.787657386	19013438.31138901	17247739.96008019	16863564.6780944	0	0.051225030235977326	-0.20293937168315263	False	0.007657004830917875	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A953	851477987.4217856	895563904.8712614	894193389.4649863	977367050.0769832	926046452.7593706	925451524.0437918	0	0.05137888373073047	-0.09901052054429293	False	0.007681159420289855	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
Q47710	1836065.118147387	1611061.1407133122	1782228.6660244642	1590114.2568356066	1284273.5896130884	1281114.960714172	0	0.05179432294054874	0.3316099409386763	False	0.007705314009661836	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P39310	10852382.811997244	11377981.476158028	10413425.94016241	10138857.437796636	10066315.197860347	9376373.376788491	0	0.05190444779925525	0.14211112289921962	False	0.007729468599033816	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0AFX7	10104896.104039844	10003307.996909603	7242871.226667854	6865568.359550121	6098455.34224622	4404168.088447155	0	0.05203241422397353	0.6551499924695507	False	0.007753623188405797	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A6F9	1529050786.712006	1760771502.0308566	1713038554.5713787	1978426011.2818968	1921985702.7598364	1897896124.6664648	0	0.052155578973151095	-0.21287860602355954	False	0.007777777777777778	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A8D0	19430232.10038151	18215366.919629782	18438117.148805734	17954046.20697929	17050994.12088482	17119535.12519752	0	0.0527061211621946	0.10561821901054715	False	0.0078019323671497595	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P30178	8376449.927588434	7230420.2029313855	7730751.60113976	6978300.843309754	6649539.326557059	6260863.242868952	0	0.0527311183703299	0.2307083208797155	False	0.007826086956521738	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A6Z1	180526820.97529057	176609549.3964684	193375480.9082454	206621383.66978484	195666332.91721877	200822516.5002961	0	0.052858944976202575	-0.13164809179160605	False	0.00785024154589372	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0AFT5	2714956.5472743097	2304516.713720136	3109479.326085401	137819.40351159484	1813279.3599305167	122296.58100160578	2	0.05333447138749132	1.9710742450794103	False	0.0078743961352657	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A6L7	16730083.589393806	18743273.44849062	19310220.15167914	21716713.61422842	20084071.27655039	21066033.84803605	0	0.05373450829775287	-0.19855528758415308	False	0.007898550724637682	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0ADY1	741079322.817128	754957262.5740601	756147994.5224975	768888691.7868445	775707508.6850103	760632689.2041496	0	0.053836732607217955	-0.033584935449703	False	0.007922705314009662	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0AFM6	64367787.38143917	61285372.92148832	59274919.11459416	55128501.02845778	58509727.28197733	55986653.110121325	0	0.054016248399177354	0.12461649260399127	False	0.007946859903381643	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P00370	83467235.2870095	79138224.35960524	82842357.00289524	72020492.73763552	78065137.67529243	69813358.0164696	0	0.05402940752988502	0.15857536586729146	False	0.007971014492753623	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0AF61	4377086.3267148165	3591987.3778189803	3805491.905785669	6761543.124114843	5278996.209860388	5166845.736650496	0	0.0541104129342185	-0.5473540375003056	False	0.007995169082125605	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0AEH1	10523422.31900141	11764333.67845123	12135317.05701466	9321812.470163168	10354651.31918421	8181530.98616259	0	0.05464783172629799	0.30528448081176296	False	0.008019323671497585	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P63417	137073847.83424625	131139202.19717056	129797274.76834996	138609550.5409321	142164319.43819237	140703037.7745268	0	0.054811388656183305	-0.08264773343495521	False	0.008043478260869567	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P26646	140783493.6698615	138400922.16255558	135901665.9891682	126629184.3879744	134750685.2283139	128464156.27745688	0	0.054839279691641145	0.09051353166173721	False	0.008067632850241546	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P37689	815300109.5299859	845413573.0579611	861357666.0848364	883312972.5887353	877704479.1398044	900627653.4617512	0	0.05518794243003787	-0.0777091302958885	False	0.008091787439613526	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P37636	120280728.45825513	114666843.95411023	118225950.54546778	124777564.0049686	123100240.80705364	123300191.35003112	0	0.05583969691425676	-0.07173399872642577	False	0.008115942028985508	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P30864	98531.47287410776	1137676.7163465477	1564096.060595391	2404652.3356154296	2321960.778710496	2792972.0145339197	1	0.056735184547538425	-1.4250694847820338	False	0.008140096618357488	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0ABK5	1870189771.9672065	1930151701.84672	1886503720.7445328	1938301109.3558323	1989676957.0940175	1949200673.8589191	0	0.05686878293895309	-0.04749524285490619	False	0.00816425120772947	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P00805	730795960.7094442	741392665.796163	724587710.7420387	705966753.11463	707092020.7809736	723556954.9178381	0	0.05703036816910145	0.04006052852386376	False	0.008188405797101448	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0AFZ3	121517655.72709322	126000809.25209464	122097417.61868156	128704871.22669926	129804737.88346012	136814256.3490884	0	0.057054563416627756	-0.09700830091540455	False	0.00821256038647343	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P22524	84487749.12558183	80982504.28982283	91060139.44866	97930225.62545648	94890011.13964204	96146250.5030478	0	0.057077154966413274	-0.1717724250034644	False	0.00823671497584541	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P67601	503784.4720314196	385381.4375000002	519277.48393314326	649423.0853252746	608143.4443209335	612625.6394400515	0	0.057184163525101396	-0.4090849381824743	False	0.008260869565217393	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0AA04	1199286627.6775446	1232292479.991819	1100581839.6226218	1263409628.8691044	1435905084.0067894	1347248896.6872325	0	0.057300924575281	-0.1961461912758764	False	0.008285024154589373	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A799	11584751511.564735	11775459905.08224	11514823510.326464	12475895774.165209	11905604386.698393	12181537822.35727	0	0.05746470162289201	-0.06819128555833302	False	0.008309178743961353	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P22259	451846373.0942323	437679526.9217306	446693315.7302058	415965885.77754927	436026282.4512318	425588407.0231589	0	0.057627326612853115	0.06474242822326368	False	0.008333333333333333	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P34209	9416162.71008872	8499071.853964679	8841931.527340194	8006206.807507311	8365154.770775205	7641354.726688786	0	0.057792512194093454	0.15612671550596105	False	0.008357487922705315	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A7L3	1402762517.223909	1447611541.6835527	1416652521.567361	1500811512.9154778	1515109547.4414515	1449809748.6774044	0	0.05819617415710094	-0.06566519167761592	False	0.008381642512077295	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A794	152438569.29312304	152149071.76123062	147372502.4833042	156375894.30073088	155147163.123713	157481735.71129653	0	0.058405458454689446	-0.053407113824644144	False	0.008405797101449276	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A9E5	123314727.48045954	121492285.27774131	122775762.01581122	124336263.86659922	125229715.86760847	127531356.60184471	0	0.05861586822817719	-0.03686779754291957	False	0.008429951690821256	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P60716	362201027.0499128	377205038.0772426	358363976.5423247	349508681.1890761	351527290.4518606	334122858.31311923	0	0.058662334994096545	0.08472372844760405	False	0.008454106280193236	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A7D1	149666802.8578512	146145161.2388646	147652657.65850705	150520952.07164577	156505015.48513103	156545179.59454244	0	0.05909028636175096	-0.06397175989766068	False	0.008478260869565218	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A9V1	116232272.56692782	111400805.06158264	111389579.39869948	107923018.2964193	108884723.44648764	106047557.081477	0	0.05917434064465029	0.07049398716061181	False	0.008502415458937198	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P76227	17259577.65456412	17821111.754214168	16730447.242521394	12754243.523060756	12001302.664365936	15517430.047293223	0	0.059338131532824294	0.3634501406964772	False	0.00852657004830918	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P52644	7666206.58106905	8216628.052917871	6992244.006787996	5059505.503750319	6204780.81204762	6713757.8904945245	0	0.05959224662205102	0.3475406215322109	False	0.008550724637681159	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P52614	2220504.3756111586	2528860.634080793	2219944.617438097	1941320.88619452	1919474.8333211823	2059165.9348980263	0	0.06017266687143042	0.2354279201752028	False	0.00857487922705314	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0ABD3	206540781.86767623	209739027.0045738	217399938.00241324	197255628.8862546	194404370.35323155	205687977.3503798	0	0.060801428957878385	0.08518230819125758	False	0.008599033816425121	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P67826	17562663.095870763	18161971.59165541	20780645.76051045	16178967.831819767	11863016.735278668	15307328.128262617	0	0.06085526706239586	0.3823765747787587	False	0.008623188405797103	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A7M2	1492224686.451045	1526482771.9940689	1474518722.6250322	1550496073.8660717	1529536199.2487483	1563012068.2342968	0	0.06102462715599193	-0.047319372384084145	False	0.008647342995169083	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0AB12	98531.47287410776	105299.54687499988	157500.21388486156	1412457.683542127	1904014.1789746613	3204228.5542618106	3	0.061413695311094495	-4.17363306644591	False	0.008671497584541062	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P39393	12594131.129968775	10316626.189218162	11378304.17779668	8746832.56753581	9167415.360608311	9167069.379812082	0	0.06174235477495045	0.34045050059234355	False	0.008695652173913044	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A9K3	190642211.9038644	194309729.2079092	197321701.42742255	186214438.0036688	187859645.1238177	187416803.87149063	0	0.06182592278575484	0.05243470670235706	False	0.008719806763285024	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P22634	9751539.963776795	11284535.49871279	10560714.136546211	12393976.85349918	12034753.129667051	11488933.255066903	0	0.06196166396604831	-0.18491551265475267	False	0.008743961352657006	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0ABR1	12655486.537403757	15880276.456809765	18247135.54186076	137819.40351159484	10874040.298220554	122296.58100160578	2	0.06225780023877921	2.070989011156137	False	0.008768115942028986	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P30750	9435073.026875852	8569193.686714638	8631741.55825549	9800323.032504354	9988455.224245658	9904170.842745112	0	0.06246069039242709	-0.15674249540911853	False	0.008792270531400966	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P30130	20544176.37813088	18378611.52472468	18698197.30610081	16298896.402106242	17658333.93347581	17109436.04140874	0	0.06276385034035421	0.17421244479707765	False	0.008816425120772946	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A6Z6	14786079.140742568	14671538.956287118	14282741.69428433	18409001.34093877	17648383.837527737	15873506.691225735	0	0.06278993687609646	-0.2476279152335016	False	0.008840579710144928	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A8E7	933070908.9649336	958866627.8885334	943973067.0239004	972653231.350144	974420092.6024328	966656400.9773254	0	0.06284701097559504	-0.03905500508953728	False	0.008864734299516909	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P24186	139316506.2662646	133280215.658373	131159595.31074923	141627208.45717368	144056163.04644066	143596052.59045467	0	0.06289635316749402	-0.088432191625657	False	0.00888888888888889	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P68187	36760803.17153047	30233569.495971747	35956565.145241134	40116649.02065563	42812734.351525	40703584.88162709	0	0.06303637293396581	-0.2641065349515997	False	0.008913043478260869	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
Q9JMR6	35560638.57085775	35309788.00000004	35912406.10739489	45826304.90874925	44102860.14735664	39169367.59333342	0	0.06391976674894219	-0.27379287721027556	False	0.008937198067632851	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A6B4	72878006.09305319	73656018.01530638	74105387.20945707	70953841.88429731	68609745.89540657	66035037.33956764	0	0.06394189208207683	0.10185989579062182	False	0.008961352657004831	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P32131	82625888.11469121	82325690.84580837	83614674.83633853	81565128.13146059	81006240.60985515	82117534.6627598	0	0.06475508300383315	0.022681767530104056	False	0.008985507246376812	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P63020	123594226.69963214	122818645.77354456	129087847.84194092	117827411.4273632	116998334.68681034	121589722.0777585	0	0.06492967228513935	0.075255725019374	False	0.009009661835748793	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0AB77	522038548.37891966	510031233.5359246	505796204.0057827	493342875.5870529	501153702.02422905	496182828.0181316	0	0.06538072646460219	0.044959771755296855	False	0.009033816425120772	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A7B1	26935260.09260628	28309847.482763425	26732118.50713786	24671013.84289183	26522474.87541713	24554158.76701244	0	0.06557091757050407	0.1140220902538073	False	0.009057971014492754	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0AC13	148472882.21164274	143820196.42895314	146500665.1077522	133413225.62355728	142171499.64532354	138785140.53700587	0	0.06564939701526559	0.08262386635348862	False	0.009082125603864734	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P75828	98531.47287410776	105299.54687499988	5699136.047004778	8830813.03044427	9092330.682734204	8532767.964845806	2	0.06577139787313672	-2.1640779362914575	False	0.009106280193236716	False	True	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A8I3	98246401.05844104	96712073.06103805	95927989.50206752	95629637.14677206	93261241.33208533	92109365.95344137	0	0.06587008153595175	0.04988477690446561	False	0.009130434782608696	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P32695	37993108.25241986	40558820.22289725	38572873.58179245	37416200.02819387	35464540.67059321	36741596.65680889	0	0.06588078571377803	0.09550480859313597	False	0.009154589371980677	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P04995	44977196.99385559	44467327.00101928	45310497.22285389	41504579.80063596	42764188.46962907	39064543.959318735	0	0.06615414311262587	0.1277765082676739	False	0.009178743961352657	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0AAQ2	34964120.48290612	35502419.14351077	36843422.75702366	30057987.56716645	33871472.87489147	29131265.396787606	0	0.06706499607242744	0.20553967370976167	False	0.009202898550724639	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P23836	321298174.19733626	306279728.6634318	302959306.1432991	290956855.4458745	296674237.42919505	288376119.05762804	0	0.06721603907660777	0.0871210926868386	False	0.009227053140096619	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A9M2	146360597.2932451	146313434.55872193	138278139.2366243	135152508.19231918	136310537.5561845	132975706.48837031	0	0.06745262471411155	0.09160652271060005	False	0.0092512077294686	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P33937	308788780.6223485	300164029.725081	300866643.19862914	307854520.1505777	315748319.92340344	319368515.8822241	0	0.06778866826785794	-0.0516336654060328	False	0.009275362318840581	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A705	1075740739.8806715	1130488538.3260972	1110707603.891024	1168610204.8596635	1140863380.4647894	1159062744.8651104	0	0.06785473829468018	-0.06447543637458868	False	0.00929951690821256	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A9Q7	10502909695.87323	10837276338.477692	10673032206.952864	11064942686.91006	10858965318.032969	10995858176.856909	0	0.06815005508549545	-0.0402863726461231	False	0.009323671497584542	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0ABU9	31455707.67423308	31819282.92974433	30407273.56050296	32679365.475900512	32464551.39072125	32848601.36921027	0	0.06850790827870239	-0.06489565903744285	False	0.009347826086956522	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0CB39	28528435.42113621	26798127.10238808	27782636.62229789	30823314.9663316	29330686.95289383	28824086.93928357	0	0.06857338324593598	-0.0984419374279625	False	0.009371980676328504	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P02942	190768645.09319404	187197325.49592856	184626445.8384067	180538070.8055949	182266613.9173256	181905681.1863314	0	0.06865010264859035	0.0466007835847047	False	0.009396135265700484	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A7F9	23357207.343354218	20228672.535176914	25753300.876771446	27971916.087856904	27128939.513591915	29521686.07960304	0	0.06880221687073494	-0.28737122727171954	False	0.009420289855072464	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P22939	10325033.836328436	9820185.159630114	13534585.858124333	17897042.515218224	13050624.409173796	17244647.257646196	0	0.06891487263325655	-0.5169193013375212	False	0.009444444444444445	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P67603	43024188.998157285	49216851.81575357	46464049.03839831	42645892.80465022	38175492.18363452	40930823.06053302	0	0.06903024952229146	0.18807279236665242	False	0.009468599033816427	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P60546	215619654.7068442	227209460.6905257	221053190.36126536	212439241.52543983	208234568.7265787	210544269.6283233	0	0.06914219681876567	0.07278897185533402	False	0.009492753623188407	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A6J8	343526151.14583	348374476.6564307	347662714.0498003	348805998.33796364	353821476.50075376	352946163.30136526	0	0.06914983666490875	-0.022049560381474112	False	0.009516908212560389	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P05458	36165285.94332856	34955156.725911826	36021166.27998431	33106702.40288605	34507788.48431603	31619336.671721134	0	0.06923084122808289	0.11061496024195572	False	0.009541062801932367	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P28903	134035919.54731622	133266303.3156006	132847719.29123062	130390940.08120903	131205198.08935444	127540629.26411755	0	0.06948709789201787	0.040263401444202894	False	0.009565217391304347	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P65367	14686689.71022227	15084980.95328769	13834474.233108548	15938194.332735656	16666197.131880317	18638676.990788903	0	0.06949439331801201	-0.2328254161986967	False	0.00958937198067633	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0AG63	1617065856.67796	1585451027.4378374	1595499464.321725	1790088036.5242832	1697311724.2835047	1672451637.9809167	0	0.06960606300779934	-0.10489144394958068	False	0.00961352657004831	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A8J2	14704840.577371923	14200434.539299397	13660558.725900317	11993413.6930047	13604093.405591955	12027119.715304902	0	0.06982591580820373	0.1780186200227447	False	0.009637681159420292	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0AEV4	8750667.021591514	8800074.606262654	10162426.17869182	10344670.536138369	10391594.039569767	11253279.48388785	0	0.07095556968069125	-0.20702879990814937	False	0.00966183574879227	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P00509	924792284.9533246	929077712.8878946	923672266.8100674	959820506.0726182	971389765.1244605	940138275.8187804	0	0.07123373158576117	-0.04791960227560545	False	0.009685990338164252	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A7R5	5766446705.806042	5925909227.034242	5709517184.239146	6416025600.725928	5990816080.949524	6144961527.452332	0	0.07133025735472376	-0.09231681716303353	False	0.009710144927536232	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P75821	3321707.043770483	3738576.1243730383	3976092.043633315	4406908.175681552	4306503.835222171	4114250.947268728	0	0.07147608053663691	-0.2169919421386674	False	0.009734299516908214	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A8R0	293896257.8977352	305833000.5807776	269572237.5380457	319108666.6329575	332387116.58805233	317872617.08249336	0	0.07177690960901638	-0.15718842655407744	False	0.009758454106280194	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0C0L2	89520197.7938075	86162159.02349597	82128832.5665181	81431492.83029774	78636397.38825819	72402629.22654986	0	0.071893520930555	0.14926710648676797	False	0.009782608695652175	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P60624	2430190651.888249	2579891517.795864	2560102458.5003543	2727166520.495239	2635004113.4786143	2638098923.822722	0	0.0726393069637358	-0.07972012406346173	False	0.009806763285024155	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0AE18	281746541.354586	275412099.7483147	274300749.75505346	272131266.4215901	265478650.9380694	271172938.0635079	0	0.07287787779415807	0.03989338753345942	False	0.009830917874396135	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A8A4	24639781.16690614	22677956.93132187	23429769.108162787	21073507.02605224	22343311.68134012	22083543.94146016	0	0.07290089593871266	0.11117642108686655	False	0.009855072463768117	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
P0A7J0	144242612.7549119	120438171.6545296	126388515.62167092	102411284.69416527	110439510.11566427	110497798.58520608	0	0.07299410039046328	0.27433395065599353	False	0.009879227053140097	False	False	Ecoli	False	True	False	False	diann231	directlfq	min	1.160964047443681
