Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_02.mzML
P29084	P29084		GTF2E2		2.1052e+06	2.54616e+06	2.12732e+06	2.24315e+06	2.15971e+06	2.36889e+06	2.07444e+06	2.21739e+06	2.31904e+06	1.94388e+06	2.17775e+06	1.90186e+06	2.2824e+06	2.12472e+06	2.34485e+06	1.652e+06	2.32318e+06	1.83545e+06
P29144	P29144		TPP2		8.29578e+06	8.76565e+06	8.6238e+06	8.8114e+06	7.67344e+06	8.80065e+06	8.34771e+06	8.26348e+06	8.64921e+06	7.9658e+06	8.03486e+06	8.61588e+06	8.88423e+06	8.86984e+06	8.49011e+06	8.25806e+06	8.58502e+06	8.29252e+06
P29218	P29218		IMPA1		5.87163e+06	6.26411e+06	6.1243e+06	6.01748e+06	5.66198e+06	6.22359e+06	5.78253e+06	6.04309e+06	6.38574e+06	5.83904e+06	5.7877e+06	6.12409e+06	6.43092e+06	6.39539e+06	6.00226e+06	6.09354e+06	6.1632e+06	5.95587e+06
P29295	P29295		HRR25		1.51473e+06	823848	1.55007e+06	668130	1.3714e+06	482081	1.54065e+06	1.36452e+06	635507	1.27259e+06	1.27312e+06	1.44576e+06	741936	626495	665590	810303	591060	1.34159e+06
P29311	P29311		BMH1		9.53979e+07	4.5012e+07	9.5126e+07	4.6203e+07	7.85824e+07	4.12501e+07	9.02916e+07	8.87538e+07	4.54121e+07	8.66879e+07	7.90239e+07	8.45541e+07	4.45163e+07	4.61082e+07	4.47944e+07	4.42034e+07	4.19142e+07	8.74824e+07
P29353	P29353		SHC1		2.78012e+06	2.85707e+06	2.85189e+06	2.90305e+06	2.84495e+06	2.83116e+06	2.80803e+06	2.68365e+06	2.85036e+06	2.64513e+06	2.87212e+06	2.97457e+06	2.97873e+06	2.96236e+06	2.68778e+06	2.05289e+06	3.12346e+06	2.77151e+06
P29372	P29372		MPG		2.19211e+06	2.44185e+06	2.0696e+06	2.08911e+06	2.13506e+06	2.505e+06	2.13915e+06	2.11088e+06	2.49219e+06	1.88826e+06	2.15922e+06	2.28119e+06	2.46211e+06	2.40045e+06	2.33913e+06	2.33036e+06	2.51322e+06	2.26197e+06
P29401	P29401		TKT		5.19053e+07	5.34451e+07	4.98935e+07	5.17976e+07	4.29079e+07	4.64245e+07	5.17153e+07	5.11366e+07	5.20847e+07	5.14096e+07	4.7058e+07	4.85285e+07	5.04041e+07	5.13081e+07	4.99598e+07	5.41403e+07	4.86709e+07	4.90509e+07
P29453	P29453		RPL8B		1.05911e+08	4.95526e+07	1.04967e+08	5.07727e+07	8.14215e+07	4.56825e+07	9.87137e+07	9.53764e+07	5.05272e+07	1.05299e+08	8.36964e+07	8.99775e+07	4.73752e+07	4.81541e+07	4.99946e+07	5.80058e+07	4.68107e+07	9.67898e+07
P29468	P29468		PAP1		1.54554e+06	702601	1.48726e+06	594063	1.5406e+06	858217	1.27447e+06	1.41901e+06	763375	1.02752e+06	1.60282e+06	1.43825e+06	889243	840070	812992	584060	815561	1.27336e+06
P29478	P29478		SEC65		3.13958e+06	1.52413e+06	3.0006e+06	1.21529e+06	2.66289e+06	1.50443e+06	2.65922e+06	2.81794e+06	1.53181e+06	2.65128e+06	2.62407e+06	2.73966e+06	1.5036e+06	1.42661e+06	1.68113e+06	1.54949e+06	1.50201e+06	2.60861e+06
P29509	P29509		TRR1		2.69284e+07	1.25995e+07	2.77101e+07	1.26407e+07	2.71705e+07	1.3336e+07	2.56406e+07	2.41384e+07	1.31328e+07	2.55337e+07	2.61964e+07	2.66029e+07	1.37242e+07	1.30577e+07	1.26106e+07	1.23349e+07	1.35044e+07	2.4437e+07
P29547	P29547		CAM1		3.33749e+07	1.65479e+07	3.36968e+07	1.69258e+07	2.61694e+07	1.51865e+07	3.21316e+07	3.14359e+07	1.59418e+07	2.99049e+07	2.70018e+07	2.96488e+07	1.51095e+07	1.59582e+07	1.6489e+07	1.70148e+07	1.4496e+07	3.17017e+07
P29590	P29590		PML		3.36687e+06	3.76458e+06	3.35112e+06	3.51565e+06	3.13181e+06	3.58993e+06	3.42056e+06	3.29648e+06	3.63412e+06	3.05949e+06	3.33805e+06	3.36775e+06	3.74002e+06	3.63448e+06	3.51257e+06	3.0322e+06	3.53518e+06	3.30031e+06
P29692	P29692		EEF1D		1.31919e+08	1.37184e+08	1.29797e+08	1.39859e+08	1.28141e+08	1.44102e+08	1.31646e+08	1.28968e+08	1.35772e+08	1.33556e+08	1.28923e+08	1.31077e+08	1.37765e+08	1.39046e+08	1.30884e+08	1.38179e+08	1.36993e+08	1.25455e+08
P29704	P29704		ERG9		6.33586e+06	3.45875e+06	6.31579e+06	3.28797e+06	5.12662e+06	2.85163e+06	6.70168e+06	5.8451e+06	3.31943e+06	5.50565e+06	5.24645e+06	5.875e+06	3.03582e+06	3.38981e+06	2.98201e+06	2.83451e+06	2.86023e+06	6.08393e+06
P29952	P29952		PMI40		1.40113e+07	6.78433e+06	1.39939e+07	6.90059e+06	1.17358e+07	6.1154e+06	1.30624e+07	1.27682e+07	6.98399e+06	1.25441e+07	1.17582e+07	1.28774e+07	6.52027e+06	7.15739e+06	6.72625e+06	6.54977e+06	6.52522e+06	1.33354e+07
P29966	P29966		MARCKS		293620	310163	306916	262189	406785	424352	300925	282729	334615	243689	349506	358973	407393	313759	273376	144137	378911	209296
P29992	P29992		GNA11		1.29971e+06	1.35073e+06	1.26369e+06	1.34233e+06	1.16285e+06	1.25155e+06	1.29728e+06	1.29957e+06	1.39613e+06	1.30235e+06	1.27155e+06	1.29128e+06	1.52396e+06	1.46622e+06	1.49971e+06	1.47784e+06	1.31218e+06	1.25686e+06
P30038	P30038		ALDH4A1		3.6167e+06	3.84332e+06	3.56715e+06	3.70008e+06	3.19542e+06	3.61047e+06	3.56196e+06	3.61443e+06	3.81101e+06	4.058e+06	3.62162e+06	3.42427e+06	3.6035e+06	3.63845e+06	3.64331e+06	3.49023e+06	3.54166e+06	3.43468e+06
P30040	P30040		ERP29		2.23675e+07	2.55834e+07	2.27152e+07	2.54429e+07	2.21563e+07	2.57849e+07	2.30501e+07	2.23758e+07	2.50006e+07	2.31159e+07	2.21764e+07	2.23568e+07	2.49804e+07	2.49026e+07	2.424e+07	2.51758e+07	2.43287e+07	2.23238e+07
P30041	P30041		PRDX6		2.04612e+08	2.15087e+08	2.09643e+08	2.25205e+08	1.86999e+08	2.10933e+08	2.13697e+08	2.09654e+08	2.16847e+08	2.05355e+08	2.0114e+08	2.11116e+08	2.14846e+08	2.1525e+08	2.02049e+08	1.98881e+08	1.92669e+08	1.97815e+08
P30043	P30043		BLVRB		1.06621e+08	1.17253e+08	1.06066e+08	1.16238e+08	1.0221e+08	1.28218e+08	1.07332e+08	1.01566e+08	1.10232e+08	1.06449e+08	1.07845e+08	1.0812e+08	1.09834e+08	1.15807e+08	1.06709e+08	1.05228e+08	1.06755e+08	1.00905e+08
P30044	P30044		PRDX5		3.64234e+07	3.93392e+07	3.74926e+07	3.90556e+07	3.41158e+07	3.39983e+07	3.5919e+07	3.68885e+07	3.84151e+07	3.58445e+07	3.56537e+07	3.5725e+07	3.68399e+07	3.92173e+07	3.75544e+07	3.70483e+07	3.58614e+07	3.65632e+07
P30046	P30046		DDT		1.92612e+07	2.1602e+07	1.95594e+07	2.06944e+07	1.56558e+07	1.74638e+07	2.31227e+07	2.05505e+07	2.34762e+07	2.38204e+07	1.85455e+07	1.88203e+07	1.98883e+07	2.02278e+07	1.90662e+07	2.42121e+07	1.89896e+07	2.00935e+07
P30047	P30047		GCHFR		1.23697e+06	1.21539e+06	1.29265e+06	1.30622e+06	1.1276e+06	1.24392e+06	1.27477e+06	1.4094e+06	1.1147e+06	1.44979e+06	1.45021e+06	1.19356e+06	1.37622e+06	1.48121e+06	1.4328e+06	1.65548e+06	1.36163e+06	1.35483e+06
P30048	P30048		PRDX3		3.26306e+07	3.34169e+07	3.23815e+07	3.33087e+07	2.72464e+07	3.03033e+07	3.16789e+07	3.18837e+07	3.2652e+07	3.22211e+07	2.86204e+07	3.1688e+07	3.32734e+07	3.25974e+07	3.26433e+07	3.54002e+07	3.03333e+07	3.15845e+07
P30049	P30049		ATP5F1D		1.31739e+07	1.3557e+07	1.3464e+07	1.34018e+07	1.38156e+07	1.46596e+07	1.39616e+07	1.32919e+07	1.41718e+07	1.3913e+07	1.47238e+07	1.4914e+07	1.39813e+07	1.43905e+07	1.34892e+07	1.51693e+07	1.51773e+07	1.27329e+07
P30050	P30050		RPL12		2.34847e+08	2.56575e+08	2.33193e+08	2.62028e+08	1.90924e+08	2.17917e+08	2.29636e+08	2.36346e+08	2.39086e+08	2.43143e+08	2.13371e+08	2.18909e+08	2.3375e+08	2.34286e+08	2.40335e+08	2.44194e+08	2.34506e+08	2.27762e+08
P30084	P30084		ECHS1		1.20613e+07	1.28217e+07	1.15782e+07	1.21842e+07	1.13375e+07	1.27007e+07	1.19146e+07	1.18402e+07	1.23774e+07	1.13103e+07	1.1645e+07	1.12837e+07	1.21983e+07	1.22627e+07	1.18212e+07	1.22086e+07	1.21392e+07	1.09537e+07
P30085	P30085		CMPK1		2.97241e+07	3.01097e+07	2.94524e+07	3.01955e+07	2.70246e+07	3.12457e+07	2.98551e+07	2.89981e+07	3.0588e+07	2.83482e+07	2.84176e+07	2.9806e+07	2.93494e+07	3.05375e+07	2.87831e+07	2.68678e+07	2.90946e+07	2.99408e+07
P30086	P30086		PEBP1		5.57247e+07	5.15565e+07	5.23139e+07	5.22125e+07	4.88257e+07	4.93196e+07	5.66341e+07	5.38868e+07	5.31705e+07	5.29899e+07	5.12005e+07	5.84773e+07	5.17569e+07	5.18674e+07	4.45616e+07	3.7302e+07	4.45342e+07	5.15252e+07
P30101	P30101		PDIA3		7.6094e+07	7.91441e+07	7.63079e+07	7.82164e+07	6.89533e+07	7.95026e+07	7.80907e+07	7.43341e+07	7.99732e+07	7.62538e+07	7.27058e+07	7.38922e+07	7.90673e+07	8.22928e+07	7.94564e+07	8.04974e+07	7.82026e+07	7.44832e+07
P30153	P30153		PPP2R1A		1.97555e+07	2.06309e+07	2.05264e+07	2.22804e+07	1.98687e+07	2.27924e+07	1.99066e+07	2.03426e+07	2.12883e+07	1.92517e+07	2.11403e+07	2.04838e+07	2.18312e+07	2.17466e+07	2.01476e+07	1.84109e+07	2.09517e+07	1.95983e+07
P30154	P30154		PPP2R1B		6.35305e+06	9.72764e+06	6.28456e+06	9.0902e+06	6.00116e+06	9.14905e+06	6.55537e+06	6.38481e+06	6.80948e+06	5.89516e+06	5.83218e+06	6.23353e+06	6.54205e+06	6.52921e+06	6.12341e+06	6.48936e+06	6.85349e+06	6.24828e+06
P30177	P30177		ybiB			1.42423e+06		968996		1.23678e+06			1.24165e+06				933831	1.18002e+06	1.25636e+06	1.17216e+06	1.28786e+06	
P30260	P30260		CDC27		3.39591e+06	3.48011e+06	3.46618e+06	3.48961e+06	2.54107e+06	3.05786e+06	3.02894e+06	3.20181e+06	3.19335e+06	2.87458e+06	2.87932e+06	3.02763e+06	3.29648e+06	3.32331e+06	3.32202e+06	2.92727e+06	3.0852e+06	3.22261e+06
P30291	P30291		WEE1		503937	593616	552898	601177	466296	601136	362515	474219	605238	408356	481917	484121	607712	482908	542137	234071	544517	391990
P30307	P30307		CDC25C		1.59471e+06	695231	2.09871e+06	551845	2.407e+06	680094	1.4027e+06	1.97854e+06	700536	1.10893e+06	2.14391e+06	2.41128e+06	1.80845e+06	1.71789e+06	1.15429e+06	656902	1.27011e+06	2.21259e+06
P30405	P30405		PPIF		1.41516e+07	1.57573e+07	1.46734e+07	1.62361e+07	1.27502e+07	1.4923e+07	1.41083e+07	1.45353e+07	1.53195e+07	1.24492e+07	1.34907e+07	1.26931e+07	1.47601e+07	1.53446e+07	1.55229e+07	1.20988e+07	1.38631e+07	1.4072e+07
P30414	P30414		NKTR		1.85054e+06	1.80878e+06	2.07083e+06	1.89077e+06	1.76648e+06	1.84473e+06	1.86012e+06	1.96063e+06	1.84669e+06	1.32149e+06	1.66129e+06	1.84636e+06	1.83214e+06	1.66797e+06	1.78732e+06	1.64399e+06	1.80577e+06	1.83287e+06
P30419	P30419		NMT1		1.12388e+07	1.20561e+07	1.11789e+07	1.19283e+07	1.02557e+07	1.18536e+07	1.11239e+07	1.10545e+07	1.19496e+07	1.07662e+07	1.04917e+07	1.09333e+07	1.1699e+07	1.14167e+07	1.12338e+07	1.10885e+07	1.14351e+07	1.07227e+07
P30519	P30519		HMOX2		2.73192e+06	2.47909e+06	2.35879e+06	2.10701e+06	2.6884e+06	2.80686e+06	2.86473e+06	2.43792e+06	3.1219e+06	2.84138e+06	2.68158e+06	2.66095e+06	2.48252e+06	2.45928e+06	2.25423e+06	2.71838e+06	2.41092e+06	2.26284e+06
P30520	P30520		ADSS2		1.28743e+07	1.39664e+07	1.2271e+07	1.37235e+07	1.13949e+07	1.33425e+07	1.30307e+07	1.27661e+07	1.35324e+07	1.24651e+07	1.25603e+07	1.24252e+07	1.30174e+07	1.34337e+07	1.30712e+07	1.30964e+07	1.28312e+07	1.24155e+07
P30533	P30533		LRPAP1		1.37371e+06	1.34777e+06	1.33653e+06	1.42423e+06	905983	1.02521e+06	1.3788e+06	1.45836e+06	1.42944e+06	1.3957e+06	1.05185e+06	1.24356e+06	1.25839e+06	1.27019e+06	1.36456e+06	1.55582e+06	1.18005e+06	1.39426e+06
P30566	P30566		ADSL		6.0722e+06	6.45167e+06	5.75146e+06	6.81806e+06	5.13212e+06	6.52659e+06	5.78132e+06	6.03767e+06	6.45769e+06	5.70542e+06	5.88042e+06	5.9924e+06	6.31052e+06	6.48988e+06	6.25259e+06	6.21424e+06	6.44103e+06	5.72188e+06
P30613	P30613		PKLR		2.56835e+07	2.74426e+07	2.48262e+07	2.71424e+07	2.22402e+07	2.62393e+07	2.53096e+07	2.47135e+07	2.68228e+07	2.68515e+07	2.36898e+07	2.42066e+07	2.60155e+07	2.59779e+07	2.58083e+07	2.72857e+07	2.48358e+07	2.45646e+07
P30622	P30622		CLIP1		1.8727e+06	1.80302e+06	1.86857e+06	1.81058e+06	1.7955e+06	1.88657e+06	1.66789e+06	1.75671e+06	1.83066e+06	1.73701e+06	1.87712e+06	1.81603e+06	2.06342e+06	1.9445e+06	1.90265e+06	1.60409e+06	2.08933e+06	1.76028e+06
P30624	P30624		FAA1		1.04541e+07	5.59132e+06	1.08689e+07	5.73055e+06	9.16078e+06	5.29372e+06	9.53044e+06	9.48985e+06	5.29577e+06	8.91307e+06	9.05224e+06	9.74568e+06	5.47446e+06	5.3062e+06	5.4194e+06	5.03484e+06	5.17033e+06	9.56402e+06
P30626	P30626		SRI		1.45222e+07	1.5392e+07	1.35951e+07	1.57033e+07	1.30219e+07	1.54471e+07	1.39627e+07	1.40844e+07	1.44195e+07	1.33571e+07	1.2977e+07	1.35872e+07	1.41273e+07	1.46054e+07	1.38536e+07	1.32349e+07	1.37056e+07	1.36293e+07
P30656	P30656		PRE2		8.40723e+06	3.56632e+06	9.00687e+06	3.60975e+06	7.93434e+06	3.80977e+06	8.73395e+06	7.97264e+06	4.22711e+06	8.37564e+06	7.59482e+06	8.52908e+06	4.21958e+06	4.68212e+06	4.12073e+06	4.92741e+06	4.00922e+06	8.56702e+06
P30657	P30657		PRE4		4.10936e+06	4.41607e+06	3.86845e+06	3.45029e+06	3.55639e+06	2.71448e+06	2.99181e+06	3.86895e+06	2.49438e+06	4.30809e+06	4.02995e+06	3.1722e+06	2.56687e+06	2.21695e+06	3.63291e+06	2.5585e+06	3.07653e+06	2.95775e+06
P30665	P30665		MCM4		1.65235e+06	739520	1.60444e+06	583950	1.66078e+06	836544	1.44044e+06	1.37133e+06	701100	1.24226e+06	1.60156e+06	1.56747e+06	812897	786121	778173		813225	1.25609e+06
P30740	P30740		SERPINB1		7.06182e+06	7.35178e+06	7.0941e+06	7.58565e+06	5.56852e+06	6.57642e+06	6.98707e+06	7.0558e+06	7.26843e+06	6.94091e+06	6.28988e+06	6.73332e+06	6.98877e+06	7.27952e+06	7.28609e+06	7.30067e+06	6.77729e+06	7.03848e+06
P30771	P30771		NAM7		1.46656e+06	788945	1.76823e+06	745651	1.33582e+06	704270	1.39413e+06	1.41879e+06	704038	1.27882e+06	1.45473e+06	1.47355e+06	850908	621142	783641	783690	725727	1.45127e+06
P30822	P30822		CRM1		9.36524e+06	4.78825e+06	9.5138e+06	4.65428e+06	8.85774e+06	4.80257e+06	8.38768e+06	8.44771e+06	4.68707e+06	8.67747e+06	8.53217e+06	8.9105e+06	5.0793e+06	4.96504e+06	4.84896e+06	4.68966e+06	4.89463e+06	8.81098e+06
P30825	P30825		SLC7A1		3.00559e+06	2.98402e+06	2.06321e+06	2.30071e+06	2.73429e+06	2.99416e+06	3.41064e+06	2.98287e+06	3.27309e+06	2.57695e+06	2.73331e+06	2.84468e+06	2.40336e+06	2.34553e+06	2.37899e+06	2.18262e+06	2.14952e+06	3.23357e+06
P30837	P30837		ALDH1B1		5.3391e+06	5.66768e+06	5.40442e+06	5.84257e+06	5.04306e+06	5.93318e+06	5.14941e+06	5.32133e+06	5.55801e+06	5.08718e+06	5.19627e+06	5.37057e+06	5.75846e+06	5.66988e+06	5.41723e+06	5.53242e+06	5.60231e+06	4.99527e+06
P30850	P30850		rnb			1.52772e+06		1.55043e+06		1.36255e+06	815736	976521	1.2369e+06	1.30703e+06			1.26661e+06	1.16286e+06	1.41633e+06	1.49299e+06	1.24991e+06	
P30859	P30859		artI		489947	1.97814e+06	551733	2.05302e+06	392201	1.90236e+06	505419	545578	1.90767e+06	609208	480692	476005	1.98541e+06	2.00158e+06	1.90099e+06	1.7032e+06	1.85737e+06	502236
P30876	P30876		POLR2B		9.67832e+06	9.65402e+06	9.19914e+06	9.42432e+06	8.20661e+06	9.21113e+06	9.3697e+06	9.48664e+06	9.39325e+06	8.88592e+06	8.75256e+06	9.56211e+06	9.6475e+06	9.58521e+06	9.22367e+06	8.89181e+06	9.20093e+06	9.28589e+06
P30902	P30902		ATP7		1.21655e+06	504272	900174	366225	904459	382772	872639	1.04356e+06	736758	1.53625e+06	1.31265e+06	672854	686885	560376	684153	837620	922133	818797
P31040	P31040		SDHA		1.9309e+07	1.93946e+07	1.86703e+07	1.89338e+07	1.72907e+07	2.08851e+07	1.88607e+07	1.85863e+07	1.93967e+07	1.82904e+07	1.86956e+07	1.95645e+07	1.95772e+07	1.971e+07	1.84607e+07	1.80653e+07	1.96945e+07	1.82569e+07
P31057	P31057		panB			931458		1.07086e+06		993503			1.18743e+06				1.19837e+06	1.15806e+06	1.1719e+06	771405	1.06234e+06	
P31109	P31109		SNC1		3.82126e+06	2.03179e+06	3.91282e+06	1.93837e+06	3.41251e+06	1.80666e+06	3.345e+06	3.55408e+06	1.87269e+06	3.12784e+06	3.05574e+06	3.07118e+06	1.92276e+06	1.95826e+06	2.09995e+06	1.28958e+06	1.79229e+06	3.7687e+06
P31116	P31116		HOM6		2.96152e+07	1.46931e+07	3.05877e+07	1.46937e+07	2.4006e+07	1.41021e+07	2.70084e+07	2.67368e+07	1.44478e+07	2.76545e+07	2.41079e+07	2.66744e+07	1.41885e+07	1.43246e+07	1.37379e+07	1.41764e+07	1.34834e+07	2.73313e+07
P31120	P31120		glmM			1.61844e+06	2.39723e+06	1.46768e+06	564848	1.7415e+06	970251	623933	1.5324e+06		716333	114540	1.60677e+06	1.49606e+06	1.52293e+06	1.29992e+06	1.96993e+06	278097
P31133	P31133		potF		1.12266e+06	2.2255e+06	584430	2.11044e+06	477824	1.84374e+06	585171	736484	2.50218e+06	674375	307635	632797	2.2891e+06	2.26632e+06	2.00356e+06	2.09935e+06	2.08597e+06	
P31142	P31142		sseA		904862	2.97977e+06	604464	2.95797e+06		2.52454e+06	673181	664794	2.9175e+06	966816	436765	679442	3.15722e+06	3.04661e+06	3.05496e+06	3.24164e+06	3.00376e+06	634276
P31146	P31146		CORO1A		5.92954e+06	5.67415e+06	5.2074e+06	5.23059e+06	5.03565e+06	5.32141e+06	5.40527e+06	5.83785e+06	5.78593e+06	5.62194e+06	4.85108e+06	4.70372e+06	5.40001e+06	5.42194e+06	5.30359e+06	5.10889e+06	4.9508e+06	5.46009e+06
P31150	P31150		GDI1		5.23654e+06	5.71343e+06	4.96702e+06	5.79901e+06	5.00043e+06	6.12979e+06	5.11467e+06	5.05429e+06	5.4125e+06	4.66162e+06	5.30904e+06	5.40698e+06	5.64461e+06	5.52194e+06	5.29978e+06	4.56624e+06	5.63905e+06	4.86991e+06
P31153	P31153		MAT2A		1.97026e+07	1.86716e+07	1.91071e+07	2.01327e+07	1.79183e+07	2.1526e+07	1.95512e+07	1.93151e+07	1.93337e+07	1.78061e+07	1.90444e+07	1.94786e+07	1.97465e+07	2.0695e+07	1.73449e+07	1.40159e+07	1.87511e+07	1.86786e+07
P31321	P31321		PRKAR1B		709404	882638	744083	797581	503447	567935	579872	724356	920693	740776	565526	614332	790540	675172	844788	907063	669322	598104
P31323	P31323		PRKAR2B		6.21533e+06	6.42478e+06	5.97983e+06	6.40838e+06	5.28664e+06	5.96629e+06	6.10058e+06	5.9872e+06	6.09998e+06	5.64795e+06	5.83406e+06	6.09381e+06	6.12031e+06	6.49565e+06	6.20644e+06	4.86639e+06	6.09112e+06	6.11234e+06
P31350	P31350		RRM2		1.69957e+07	1.98625e+07	1.71075e+07	1.94345e+07	1.50936e+07	2.08792e+07	1.73691e+07	1.66515e+07	1.83341e+07	1.79002e+07	1.63963e+07	1.69367e+07	1.83211e+07	1.81112e+07	1.77606e+07	1.88949e+07	1.83775e+07	1.61134e+07
P31373	P31373		CYS3		3.23829e+07	1.53932e+07	3.42288e+07	1.68692e+07	3.04778e+07	1.71265e+07	3.21607e+07	2.97142e+07	1.67205e+07	2.87045e+07	3.01214e+07	3.1925e+07	1.69268e+07	1.68735e+07	1.61658e+07	1.38516e+07	1.58839e+07	3.17281e+07
P31374	P31374		PSK1		1.51554e+06	1.38028e+06	1.4614e+06	892151	1.4064e+06	1.03993e+06	1.54979e+06	1.39131e+06	1.15908e+06	1.52548e+06	1.46919e+06	1.38787e+06	1.04845e+06	853326	1.37311e+06	1.65415e+06	1.04105e+06	1.36046e+06
P31380	P31380		FUN30		1.14379e+06		1.59573e+06	1.09235e+06	1.50975e+06		992586	1.2372e+06		211764	1.63344e+06	1.42376e+06		1.32681e+06		1.39463e+06		1.17347e+06
P31382	P31382		PMT2		1.03451e+07	4.71874e+06	1.02848e+07	5.13477e+06	8.22212e+06	4.61998e+06	9.83279e+06	8.99501e+06	4.72909e+06	8.40705e+06	8.56655e+06	9.83732e+06	4.69229e+06	5.08087e+06	4.67033e+06	5.10262e+06	4.6981e+06	9.59226e+06
P31383	P31383		TPD3		3.48267e+07	1.63315e+07	3.55661e+07	1.73401e+07	3.09726e+07	1.5542e+07	2.77062e+07	3.12623e+07	1.56761e+07	2.99623e+07	3.04e+07	3.17217e+07	1.62966e+07	1.63526e+07	1.59735e+07	1.34945e+07	1.61162e+07	3.21302e+07
P31384	P31384		CCR4		2.29756e+06	1.21684e+06	2.333e+06	1.18065e+06	2.08756e+06	1.26676e+06	2.22698e+06	2.18895e+06	1.35494e+06	2.06339e+06	2.02955e+06	2.0544e+06	1.3979e+06	1.37183e+06	1.09039e+06	1.20604e+06	1.36874e+06	2.00638e+06
P31412	P31412		VMA5		8.25782e+06	4.13692e+06	7.98684e+06	4.12643e+06	7.16687e+06	4.00419e+06	7.84169e+06	7.60345e+06	4.15205e+06	8.16109e+06	6.99935e+06	7.50039e+06	4.01589e+06	4.00213e+06	3.94453e+06	4.32499e+06	3.93234e+06	7.60752e+06
P31483	P31483		TIA1		3.89329e+06	4.14251e+06	3.89129e+06	4.20987e+06	3.29082e+06	4.33153e+06	3.79105e+06	4.02234e+06	4.02158e+06	3.61918e+06	3.88349e+06	3.99782e+06	4.04821e+06	4.18774e+06	4.33708e+06	3.07001e+06	4.11646e+06	3.74201e+06
P31539	P31539		HSP104		5.34896e+07	2.65745e+07	5.35632e+07	2.69055e+07	4.53047e+07	2.56058e+07	4.98041e+07	4.87068e+07	2.61203e+07	4.93711e+07	4.63245e+07	4.97395e+07	2.61301e+07	2.58644e+07	2.58682e+07	2.589e+07	2.55703e+07	4.90356e+07
P31658	P31658		hchA		1.0557e+06	2.94001e+06	993011	2.68084e+06	917752	3.13841e+06	977580	861230	2.92878e+06	772350	880754	963953	3.00715e+06	3.13169e+06	2.86663e+06	2.51199e+06	3.04844e+06	689119
P31663	P31663		panC			1.96085e+06		2.19165e+06		1.84439e+06		1.30165e+06	1.86493e+06		1.1498e+06	1.08531e+06	1.7686e+06	2.06298e+06	1.83833e+06		1.87002e+06	
P31688	P31688		TPS2		1.95834e+07	1.01055e+07	1.95584e+07	1.0184e+07	1.70377e+07	9.41586e+06	1.9007e+07	1.79214e+07	9.57991e+06	1.74753e+07	1.66326e+07	1.85055e+07	9.25959e+06	9.25014e+06	9.33148e+06	9.80708e+06	8.84628e+06	1.88769e+07
