protein	RD139_Wide_UPS1_0_1fmol_inj1	RD139_Wide_UPS1_0_1fmol_inj2	RD139_Wide_UPS1_0_1fmol_inj3	RD139_Wide_UPS1_0_25fmol_inj1	RD139_Wide_UPS1_0_25fmol_inj2	RD139_Wide_UPS1_0_25fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P31979	81334040.08084463	81066438.3004185	82320354.66497417	83276768.24083576	85217451.99408305	82902074.337751	P31979	P31979		nuoF	0	0.07023383050826935	-0.03882646242585993	False	0.00894680279419667	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P45527	2060581.8438211132	2229830.796341631	2102667.9201422366	2006538.79181649	1989696.5186567216	1823069.1388123457	P45527	P45527		yhbU	0	0.07048788983610499	0.135664547881759	False	0.008973670069854917	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A6N8	40759403.34067864	42500336.7646085	41657271.61271645	40128053.41677821	39749444.66784203	39919523.44922292	P0A6N8	P0A6N8		yeiP	0	0.07075959631831875	0.06037792311993516	False	0.009000537345513164	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P21599	168689735.2623076	169393306.5183317	169309876.9783764	166387291.5300135	168292749.09760287	166195674.05947655	P21599	P21599		pykA	0	0.071085537105768	0.018650721901181885	False	0.009027404621171414	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0C0K3	6844644.204748151	6808085.699298439	6579727.040478001	5939989.883612249	6357619.148914377	6460487.673348361	P0C0K3	P0C0K3		rdoA	0	0.07112990167854366	0.10915807342461914	False	0.009054271896829662	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P27303	11070669.814705936	10996375.600695098	11065520.549562322	10280678.699278375	10795132.116496816	10290805.812047465	P27303	P27303		emrA	0	0.07136052675005476	0.07902001712843357	False	0.009081139172487911	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A786	12351935.00918597	12867242.962316748	12790564.6907723	12178057.113929473	12164998.317301774	12059604.227889683	P0A786	P0A786		pyrB	0	0.07233323900644766	0.06232539696394041	False	0.009108006448146157	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AD49	20198142.17339086	21766542.32452729	22209015.272239994	19366257.52605449	19107539.179828085	19988681.31730036	P0AD49	P0AD49		raiA	0	0.07234412229652831	0.13447117919000598	False	0.009134873723804407	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P77781	530728.7150867895	507173.7056912272	410021.571563843	408715.3998602788	369939.3219619762	334034.03557932924	P77781	P77781		ydiI	0	0.07390123514645618	0.37993577447141563	False	0.009161740999462655	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AEW9	64707757.211607575	63280374.55523578	65909936.33562277	63376498.140899815	59515820.56595552	60319443.90112988	P0AEW9	P0AEW9		fruK	0	0.07412941292606388	0.08178629858719624	False	0.009188608275120903	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AD12	23148122.186958265	23160459.232124764	21855061.001017608	21631226.04464776	21778647.14866276	20546841.65319481	P0AD12	P0AD12		yeeZ	0	0.07425958257494068	0.09190659375135458	False	0.009215475550779152	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A7X6	19505768.98698468	20019461.392805465	19721274.310060818	20291639.650474854	21236716.754834555	20412054.1545052	P0A7X6	P0A7X6		rimM	0	0.07508476565780325	-0.06415090246120116	False	0.009242342826437398	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A8Y3	9588653.887032984	9103177.368313456	9417709.161013585	8947125.625662759	8809404.733302915	9073796.651032254	P0A8Y3	P0A8Y3		yihX	0	0.07578118896657506	0.06719522784537627	False	0.009269210102095648	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P13009	20187049.03356046	19808743.63439212	20336722.31512568	19804665.794252533	19498233.736392558	19628223.414564524	P13009	P13009		metH	0	0.07702051235497223	0.033905965575918476	False	0.009296077377753896	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P27248	36092589.54339539	36573798.33434019	36606681.43935708	36827861.4966588	37878980.932641305	37280521.37590431	P27248	P27248		gcvT	0	0.07725399256601247	-0.03539806547414679	False	0.009322944653412145	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P67603	19657688.884708915	18842356.82833876	20154950.566033702	20955081.657048386	20720820.623629767	20673467.1758731	P67603	P67603		yqfB	0	0.07781751022273715	-0.08812096665956315	False	0.009349811929070393	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P27238	1536397.7715198237	1679464.385666916	1608194.4874864249	1716214.490167112	1704968.5311325968	1771452.86559773	P27238	P27238		yfeD	0	0.07796993878123981	-0.1062202180331212	False	0.009376679204728641	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P23331	10686021.379930846	9866000.931666754	10779490.43162945	9295681.30405549	9929553.06113446	9528473.835810555	P23331	P23331		tdk	0	0.07814767421908439	0.1238664031994923	False	0.009403546480386889	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AGJ2	3820479.349375786	3864626.625157272	3879275.842257814	3816261.95986732	3738552.0335613424	3695695.499029357	P0AGJ2	P0AGJ2		trmH	0	0.07846729183484907	0.039697810575676666	False	0.009430413756045137	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P00561	14466899.94754392	14006143.672377288	14997556.685097758	13997558.01522776	13224490.491674785	13637372.411664272	P00561	P00561		thrA	0	0.07847573210038053	0.08937126100151575	False	0.009457281031703386	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P76220	1976385.7365143737	2086079.6352495225	1743135.6386419924	1665183.5684651623	1631042.983760806	1562305.2504165026	P76220	P76220		ydjY	0	0.07863379942087143	0.25692501385918604	False	0.009484148307361634	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0C093	7745996.097645806	8032122.989199934	7654803.046140906	7505475.502377185	7534174.587271865	7372533.660642575	P0C093	P0C093		slmA	0	0.07876113890889558	0.06425364649914016	False	0.009511015583019882	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
Q46829	60355700.94896462	57316197.86940398	57243815.78929795	54847362.359416135	54708068.07868434	56212066.28597171	Q46829	Q46829		bglA	0	0.07885543912845036	0.0774987537582649	False	0.00953788285867813	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AC62	35657968.331416994	32421924.740862127	35006606.34399255	37895989.25166492	36610794.03890179	37550866.76364888	P0AC62	P0AC62		grxC	0	0.07903956501872494	-0.12038573896015832	False	0.00956475013433638	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A9R7	11573732.49549081	11972925.226831565	11954978.712230662	11089913.167879976	11522664.587801604	11522362.585418051	P0A9R7	P0A9R7		ftsE	0	0.07961967736700741	0.05663629620551718	False	0.009591617409994627	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0ACL0	6279871.578417775	6382307.909910379	6518650.55599914	6132275.090248438	6155557.13534047	6281527.970337317	P0ACL0	P0ACL0		glpR	0	0.0797661156751955	0.04674104555346417	False	0.009618484685652877	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P21165	70958979.18810338	72017404.73767053	71175463.22072263	71972124.91806291	72340369.3937403	72680334.2061536	P21165	P21165		pepQ	0	0.0798568507465703	-0.019013242144894926	False	0.009645351961311123	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	1268841.5968726934	1296000.0000000012	1324628.999053084	1258505.994809362	1236252.9628010248	1249760.5374747096	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)			0	0.07988692281294696	0.05479319951459799	False	0.00967221923696937	False	False	Human	True	False	False	False	msfragger	directlfq	min	0.6609640474436812
P17994	201902.3475017698	207484.57809999996	197546.68253186744	138846.87619860447	146951.89989737715	65127.24567499205	P17994	P17994		yfaA	1	0.08005263222343519	0.7903717800929899	False	0.00969908651262762	False	True	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AFT5	2062828.222053047	1991172.043069363	1343239.0960874695	1112648.2260023954	931792.2890481792	1344880.9162575682	P0AFT5	P0AFT5		yehT	0	0.08048647620025025	0.6712252071285703	False	0.009725953788285868	False	True	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P00550	3922738.290072141	4280820.054804748	4323509.80761073	4414991.610177576	4510822.771974407	4741089.795483994	P00550	P00550		mtlA	0	0.08066772152208804	-0.12563767679376875	False	0.009752821063944117	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P02942	36112480.77903266	35186011.951374575	35524636.44644948	38299990.8342585	36318095.68272803	37248738.40720359	P02942	P02942		tsr	0	0.08089409636089967	-0.06655820511143795	False	0.009779688339602364	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P76227	5622615.989176147	5292810.570690864	5377321.061594211	5079136.904770573	5278219.32336015	5066052.847809676	P76227	P76227		ynjH	0	0.08166145029513346	0.0791082384687644	False	0.009806555615260613	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P00957	167052790.16936985	171222933.84501627	173964860.59515366	173332259.39108267	181262467.0031972	179781939.96839532	P00957	P00957		alaS	0	0.08194802099409619	-0.061035452097010286	False	0.009833422890918861	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P06709	4576374.7994166	4386901.619767698	4063889.121623554	3873562.445232714	4087682.448861024	3765050.27198704	P06709	P06709		birA	0	0.08216426711061223	0.1517759387086085	False	0.00986029016657711	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A6Z1	32126125.389292847	34013086.63250559	33235425.222171705	30030265.37942929	31948299.315795857	31724663.434256084	P0A6Z1	P0A6Z1		hscA	0	0.08217896683232702	0.08477893849166007	False	0.009887157442235358	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P24182	142668317.6835021	145207841.55090314	141130995.43040827	146050451.20230484	151862715.75330865	146864615.1155148	P24182	P24182		accC	0	0.08295230669428529	-0.052083014967590796	False	0.009914024717893604	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P24232	2530491.5027167606	2542657.6591533334	2504191.562421224	2327290.884357956	2338412.534120629	2473884.879778558	P24232	P24232		hmp	0	0.08300426557410022	0.0858507377052241	False	0.009940891993551854	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P16676	1702753.8788474398	1667661.515242555	1583915.5325468553	1555297.7658929108	1528529.8776051544	1541456.9367395325	P16676	P16676		cysA	0	0.08336458965581046	0.09914810406259703	False	0.009967759269210102	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0ADY3	68119221.88241048	67294718.1267739	71903797.21271662	71348009.43525273	76864304.01237956	79228251.72090477	P0ADY3	P0ADY3		rplN	0	0.0835208978462683	-0.13364603652888485	False	0.009994626544868351	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A6B7	112023414.03984173	110256507.56335174	112004340.43125716	112814999.6485929	113470062.20097493	113262270.44182608	P0A6B7	P0A6B7		iscS	0	0.08368363756231796	-0.022537262534175186	False	0.0100214938205266	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AAJ8	8652161.690127071	8743532.79761806	8866024.140634462	9005216.613187052	8903213.696320005	8885922.857874606	P0AAJ8	P0AAJ8		hybA	0	0.08394749215178508	-0.028967656236635646	False	0.010048361096184847	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P39286	14219346.952714529	15103189.71776946	14797746.63115807	13804887.483090036	13817832.255700829	12368971.307098106	P39286	P39286		rsgA	0	0.08425368781864008	0.14174176797945043	False	0.010075228371843095	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AAC0	18780381.0060234	18422144.530207165	18480755.33609993	17964669.72531925	17139243.25704931	18039789.86635147	P0AAC0	P0AAC0		uspE	0	0.08442802203613305	0.0673454648609297	False	0.010102095647501344	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P06983	38334010.0220198	38245309.960605785	38383223.33753688	38751108.84606393	39532736.44580253	39900559.39366271	P06983	P06983		hemC	0	0.08480003472311884	-0.03987578964309446	False	0.010128962923159592	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A8G9	14117524.479971062	14931661.92712526	14713061.190886687	13697461.166661074	14105473.934215954	13870687.281383652	P0A8G9	P0A8G9		xseB	0	0.08521932381426295	0.0705523274401364	False	0.010155830198817842	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AF08	14770744.58251782	14299097.200407438	14147848.477469742	15193007.75374994	15272338.361827688	14632795.835746678	P0AF08	P0AF08		mrp	0	0.08527345739150205	-0.06144602508441344	False	0.010182697474476088	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P29131	2741703.773509981	2790997.074953685	3151012.823398406	2620006.901166438	2467125.885166445	2469857.8787073013	P29131	P29131		ftsN	0	0.08549737716686681	0.20050031607626342	False	0.010209564750134336	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P21888	68354239.14373092	67660417.87902136	69418521.62273453	70401996.55593812	71058081.53813711	69151052.67357337	P21888	P21888		cysS	0	0.08554803110667143	-0.03591248054187163	False	0.010236432025792585	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0ADC6	1136539.3516208678	1397942.6499990462	1347959.2043849807	1415288.215259545	1569111.5240609744	1585667.3200035628	P0ADC6	P0ADC6		lptG	0	0.0858572840566239	-0.23525125773087768	False	0.010263299301450833	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A8A4	6106043.668330483	6017456.7541372925	5922563.442226995	5772043.887269225	5937644.464909229	5673205.10646584	P0A8A4	P0A8A4		ppsR	0	0.08587197886291757	0.05401595151012264	False	0.010290166577109083	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0ADF6	4176185.4940816737	4459949.442098346	4371436.436610069	4499878.747933726	4633067.806696158	4593179.567347952	P0ADF6	P0ADF6		edd	0	0.08591379639736488	-0.07757289257120678	False	0.01031703385276733	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AEN8	12315186.65785925	12795812.915701702	12945343.348449768	12191468.271151757	11992660.225460663	12202892.337755945	P0AEN8	P0AEN8		fucU	0	0.08607821024046489	0.0647129942378221	False	0.010343901128425578	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P03018	12163332.588036356	12964989.527835948	12550948.54118378	11462831.266321858	11797225.27871445	12233868.076881254	P03018	P03018		uvrD	0	0.08626096929313722	0.08619893514159545	False	0.010370768404083826	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P07012	51786591.3198698	51517722.555764936	53551957.83865719	53309528.42518248	54495589.980823785	54465910.312777855	P07012	P07012		prfB	0	0.08662024387285792	-0.048962234527522255	False	0.010397635679742076	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AFC7	12980164.433694609	12208480.356623806	12805111.650372753	15192905.999020968	13781084.202374533	13499467.229044124	P0AFC7	P0AFC7		nuoB	0	0.08715074193714828	-0.16079919369572696	False	0.010424502955400324	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P77376	7716130.039676697	8037547.316413425	7837019.163065775	7356629.255975791	7524703.7701828	7732290.77704603	P77376	P77376		ydgJ	0	0.0871777529726842	0.061025814431092104	False	0.010451370231058571	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0ACF8	168988852.42641696	163961360.34942788	176522165.7746709	158489681.3869512	161962858.71208492	157353568.02607554	P0ACF8	P0ACF8		hns	0	0.08720667813704037	0.09257863477614564	False	0.01047823750671682	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P29680	13581895.45075304	13565598.811863748	13514669.394477462	14059596.400693946	13927705.253463335	13681894.29358085	P29680	P29680		hemE	0	0.08914948396565396	-0.035294278088579	False	0.010505104782375067	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A9S5	73501791.03940904	68809415.76809698	70876025.76863828	68630654.89758387	66337717.87872531	66841432.30377781	P0A9S5	P0A9S5		gldA	0	0.08930793283083543	0.07912476954797902	False	0.010531972058033317	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AFK0	36206932.49177593	37149950.33806065	38024609.31215443	38675928.41311563	38972925.72547904	38154343.39000846	P0AFK0	P0AFK0		pmbA	0	0.08960635034925273	-0.056165564009715174	False	0.010558839333691564	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P22524	19174127.922458712	18847001.96110716	18494009.32885032	16013222.019386487	18161031.219618503	16924331.320922196	P22524	P22524		mukE	0	0.08986096491823119	0.14535405803597015	False	0.010585706609349814	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P52614	697770.1231864862	718717.9999999997	697415.4374422204	674707.4610823308	655703.6321766884	693086.3222231773	P52614	P52614		fliK	0	0.09013269537881542	0.06305855404250475	False	0.01061257388500806	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P23256	713969.87021561	704023.1875000007	727132.976549632	777690.0629227494	761945.3339166336	851971.3743361515	P23256	P23256		malY	0	0.09034468123429908	-0.15691778660649963	False	0.01063944116066631	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P27302	197024873.61426267	200366142.97231448	203577422.3091932	202785054.5610702	211669845.9933049	212845269.71631303	P27302	P27302		tktA	0	0.09116822694883717	-0.06186672744233226	False	0.010666308436324557	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P76372	17089284.09852048	17927948.19483652	18345168.827247337	21050904.76236457	18748049.035161454	19307599.139833786	P76372	P76372		wzzB	0	0.09133421066151808	-0.14749450164474032	False	0.010693175711982805	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P37626	4808388.823301679	4865837.696144141	4778537.981541192	4722053.440579299	4709307.941069593	4544525.151909255	P37626	P37626		yhiI	0	0.09175411367083834	0.048405674888442926	False	0.010720042987641055	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0ABU5	36589415.59238015	35429990.093901515	33106281.761770137	38660148.79418784	36859818.63738112	38068466.99169814	P0ABU5	P0ABU5		elbB	0	0.09198165667464518	-0.11170071235968267	False	0.010746910263299301	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P76445	2274679.9931092826	2491544.397927429	2323853.6998558496	2208916.550232096	2002305.6384339829	2229396.5727844583	P76445	P76445		yeiU	0	0.09198228482263374	0.138602220331721	False	0.01077377753895755	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P37908	1574843.712683192	1548680.193137757	1551144.735018522	1864538.3349375324	1728582.5757962067	1649587.1398008354	P37908	P37908		yfjD	0	0.09208351029986202	-0.16544810442233546	False	0.010800644814615798	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A7J0	33909287.11483256	30244309.4087726	31374433.45858408	34326597.73918486	34780944.0538984	35629661.6588136	P0A7J0	P0A7J0		ribB	0	0.09222334873474648	-0.132777971377443	False	0.010827512090274048	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0ABS1	65132643.95627128	67398606.12370202	63824977.29398594	63016258.11484606	60915394.147332974	63546228.66833605	P0ABS1	P0ABS1		dksA	0	0.09236224042065541	0.06675296014854924	False	0.010854379365932296	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P36999	1814905.7699285285	1784039.3451894142	1821806.0418668385	1824433.4909452088	1892279.4021610196	1866823.4160350545	P36999	P36999		rlmA	0	0.09272193555248341	-0.04268635572587739	False	0.010881246641590544	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0A877	4137819.6022329344	4194536.62402258	4311696.980431113	4431303.6372144	4285520.496908368	4369772.246812298	P0A877	P0A877		trpA	0	0.09281018536812305	-0.049630912363948614	False	0.010908113917248791	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P75829	11569920.568645416	10837466.38384808	11378210.96818879	10555988.096822934	10745990.165436637	10582714.420048404	P75829	P75829		ybjX	0	0.09292103262125538	0.08354441146339765	False	0.01093498119290704	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AFY8	56418364.34891339	55779278.1169331	57332929.85549592	58276638.233873256	58866928.10960537	57046232.56686356	P0AFY8	P0AFY8		seqA	0	0.09294363424562616	-0.03911467230660481	False	0.010961848468565289	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P26612	2227629.7760023843	2043689.960347064	2027409.7203108568	2508585.700761051	2231374.8513942007	2279743.7628804934	P26612	P26612		amyA	0	0.09306297349548846	-0.15634941656279575	False	0.010988715744223537	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AEZ9	33375789.444763742	33331252.81513274	33175982.149590008	34632545.51885383	33693411.99103022	33990912.61943698	P0AEZ9	P0AEZ9		moaB	0	0.09333552797603696	-0.03473262685384504	False	0.011015583019881784	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P37903	26046005.60244741	26138853.013400443	25119981.49627317	24401901.504429616	25392643.81207413	24585765.686962392	P37903	P37903		uspF	0	0.09412462593094217	0.05563796491463623	False	0.011042450295540032	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0ACQ4	33360366.620102774	34367428.49690761	33709903.88656995	34950110.43471579	34418124.143618844	34479170.94928163	P0ACQ4	P0ACQ4		oxyR	0	0.0942471594227973	-0.03387124795185796	False	0.011069317571198282	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0ADS2	20084009.8569576	19484765.381678697	20537032.333526798	21078276.038238894	20521523.90557209	20983851.52745756	P0ADS2	P0ADS2		zapA	0	0.09504772431005117	-0.05828144128159219	False	0.01109618484685653	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P75876	28786854.263827845	29808793.26923581	29221387.01804313	27674465.601720568	28122837.952613343	28918775.76242949	P75876	P75876		rlmI	0	0.09509346144929841	0.05186499509439868	False	0.01112305212251478	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P07000	577629.1868089782	522786.4999999994	572250.425643919	581651.571513093	649420.1871985198	613004.4850834998	P07000	P07000		pldB	0	0.0958266876908487	-0.14074881357908714	False	0.011149919398173025	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AFP6	30291658.529353727	29604581.515111588	29122695.67630372	30773943.2574884	30760257.940774865	30223426.415042385	P0AFP6	P0AFP6		ybgI	0	0.09657201114171299	-0.043715838525606884	False	0.011176786673831273	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AC02	49719316.80073032	53650248.128444046	50388919.15836636	55349636.75858212	54495401.19327661	54086372.08797535	P0AC02	P0AC02		bamD	0	0.09717086703789811	-0.09242629047911935	False	0.011203653949489523	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P09053	5750780.397759118	6058609.221136845	5687734.559818644	6276186.293729997	6010454.502633905	6141207.804569225	P09053	P09053		avtA	0	0.09736270002494446	-0.07476982956139609	False	0.01123052122514777	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P46887	171286.35843233787	156106.1249999998	198800.90753199309	381918.39786816674	233236.77986555253	280365.80975515017	P46887	P46887		yecH	0	0.09740908123246185	-0.7671341154635782	False	0.01125738850080602	False	True	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0ACP5	3028814.266414583	2979957.1593897133	2599726.078001776	2691319.8291880027	2341524.061486958	2450740.628901333	P0ACP5	P0ACP5		gntR	0	0.09750661513163002	0.2020319928381034	False	0.011284255776464266	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P31475	4374517.22290458	4305669.532871434	4206583.456923998	4020670.888615615	4242362.226353273	4005520.9242560174	P31475	P31475		yieP	0	0.09757851008925567	0.07092550474609133	False	0.011311123052122516	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P31663	18909733.811745714	19663671.18764622	18362123.23099397	18293347.618619416	18000336.44091774	17614392.341457717	P31663	P31663		panC	0	0.097994847599044	0.07882775603494535	False	0.011337990327780764	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P39177	47670600.0942825	49668768.76280764	47000813.39572612	49083135.2903709	53586202.09950027	53047242.789792925	P39177	P39177		uspG	0	0.09816222606619873	-0.10944958441609871	False	0.011364857603439013	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P07862	23603835.52325797	22834968.85182997	23304021.93810112	23021043.481011804	22236015.1449644	22331535.822175857	P07862	P07862		ddlB	0	0.09831035137454533	0.04526501744940831	False	0.011391724879097261	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P24255	3285334.230970182	3715689.821123842	3133332.218444069	2801392.516110915	2937506.5930677173	2920563.860827302	P24255	P24255		rpoN	0	0.0986268231374143	0.22690499054258112	False	0.011418592154755507	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AB12	1642664.1825044318	960632.9999999992	1527901.4495308243	659019.5655134011	868380.2424980785	860608.0843135	P0AB12	P0AB12		yccF	0	0.09870685532267842	0.7907528233450084	False	0.011445459430413757	False	True	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AAH8	600923.0210481692	609370.25	598978.476115195	543569.6065327065	573508.2252757563	495381.5448978766	P0AAH8	P0AAH8		sapF	0	0.0994635508408473	0.16614629804405454	False	0.011472326706072004	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P04128	431857.03271285386	476222.75	444639.8063795578	419414.5625504341	422708.7343617659	404634.9720576565	P04128	P04128		fimA	0	0.10000888623462134	0.11768103648038206	False	0.011499193981730254	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
P0AAI3	137074266.5961663	139386551.98318818	137222781.91975966	144028887.89550284	140910365.32421446	139449333.4130256	P0AAI3	P0AAI3		ftsH	0	0.10048829928726045	-0.03685809090936278	False	0.011526061257388502	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.6609640474436812
