protein	RD139_Wide_UPS1_0_1fmol_inj1	RD139_Wide_UPS1_0_1fmol_inj2	RD139_Wide_UPS1_0_1fmol_inj3	RD139_Wide_UPS1_2_5fmol_inj1	RD139_Wide_UPS1_2_5fmol_inj2	RD139_Wide_UPS1_2_5fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P17169	223805998.65069908	232342777.3588542	230141421.4044481	237406980.25936872	233601529.56285745	231749771.9496851	P17169	P17169		glmS	0	0.15822345818112957	-0.03420980220736507	False	0.01294148655772272	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AEB7	14104803.860489672	14102134.51658224	12960268.48797772	14639587.110484105	14184920.751930354	14745129.65698102	P0AEB7	P0AEB7		yoaB	0	0.15846671285056946	-0.08182754347700341	False	0.012967843964153928	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A7B1	6812672.890948032	6753074.5028208	6675779.741915342	6938194.120234521	6847713.514618927	7266288.941815115	P0A7B1	P0A7B1		ppk	0	0.15866004567833736	-0.05665263205334349	False	0.012994201370585136	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P26602	2086772.1906025065	1854860.8964350051	1920424.616259564	2152623.1462575365	1994060.6761106865	2286660.8596526277	P26602	P26602		ubiC	0	0.15887817995279008	-0.13416181733735683	False	0.013020558777016343	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P75780	722154.3924324207	681471.7500000001	570691.5543112298	590738.9799335132	516148.98123080976	582333.3622106186	P75780	P75780		fiu	0	0.15913727683641984	0.2249957955253063	False	0.01304691618344755	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P77774	53464978.0463784	51934828.44132853	53025614.25796299	51007582.63957874	52253696.87628888	52055528.76116888	P77774	P77774		bamB	0	0.15946734743076937	0.02858988141283327	False	0.013073273589878757	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P12994	789748.8524916741	933635.5536616496	948105.2927016972	936554.1424682724	1136734.3148384276	1001956.044150874	P12994	P12994		ybhB	0	0.1597042274021907	-0.20305666422124907	False	0.013099630996309964	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P30749	5721988.3686298905	5644246.995903574	5220886.384643092	6563100.022159027	5616396.949057857	6133206.813823202	P30749	P30749		moaE	0	0.16018926512695747	-0.1427812471166666	False	0.013125988402741172	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ADA1	3596020.4816024173	3357555.9912733454	3500259.78608074	2968070.019248444	3449539.6542935413	3167299.515054863	P0ADA1	P0ADA1		tesA	0	0.16245291379280286	0.1251957989154044	False	0.01315234580917238	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ADC1	2994832.9965627347	3323256.000913038	2877036.968982264	3158255.571752337	3416003.8123576283	3495304.9101073053	P0ADC1	P0ADC1		lptE	0	0.16250654061750885	-0.1310600161462929	False	0.013178703215603585	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P60595	2953450.4543294995	2877935.641236906	2724932.873139074	2838815.7704086453	2512006.535955897	2554165.560041147	P60595	P60595		hisH	0	0.16284867519967478	0.11422701719344953	False	0.013205060622034793	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P24230	433648.4542548722	417720.93750000047	334681.0842690204	370724.4888298296	249358.8132829874	325389.2115606468	P24230	P24230		recG	0	0.1635699775499476	0.3270579869584007	False	0.013231418028466	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AE70	5255822.26226105	5645937.952892546	5339157.401179776	4650848.127958766	5110698.990485337	5287291.738938132	P0AE70	P0AE70		mazF	0	0.16395565238790294	0.10998097209225784	False	0.013257775434897208	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A6A0	3721883.97167796	3335645.536507693	3187669.2082318827	3253926.8098544013	3063790.130666749	2933927.9178579086	P0A6A0	P0A6A0		ubiB	0	0.16398746521939642	0.14716617559684644	False	0.013284132841328416	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A7P5	30424003.476146955	32816409.90717147	32599179.03259455	29171981.224400487	29915055.48722341	31503862.200071044	P0A7P5	P0A7P5		rpmH	0	0.16471880287171917	0.08125565347789138	False	0.01331049024775962	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P40710	6258991.386450146	6266369.312662492	6375703.592468503	6309748.213237946	6521581.272751178	6589636.343915645	P40710	P40710		nlpE	0	0.16474643070122935	-0.03914747683927534	False	0.013336847654190827	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P77562	2470771.3276654226	2651283.8461596253	2594315.7670132783	2758773.6761162053	2663912.3536291826	2633550.946042729	P77562	P77562		yaiW	0	0.16551548178803166	-0.06218362293792978	False	0.013363205060622035	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P08957	96921420.31333312	97566177.65958908	96435648.83641562	95720975.76258366	96892831.34789915	95359438.610611	P08957	P08957		hsdM	0	0.1657250246973702	0.014703798817151968	False	0.013389562467053242	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P76007	4693575.928368997	5029783.871038026	4910127.508706559	5718713.8932612585	5773317.771887963	4895016.548664742	P76007	P76007		cvrA	0	0.1663887869549911	-0.16328238703222797	False	0.01341591987348445	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A7L0	444625672.81685966	472908117.18879	467038851.85846776	441164257.4866708	444987087.0441947	443702457.1168608	P0A7L0	P0A7L0		rplA	0	0.16649261463980158	0.058173096141404854	False	0.013442277279915656	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A8I3	11809006.589133414	12002913.961223962	11901230.960326698	11939134.169843229	12212426.003030231	12063641.3559758	P0A8I3	P0A8I3		yaaA	0	0.16680377885013936	-0.020139953260950253	False	0.013468634686346863	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P04995	25036064.18115868	23715771.83210869	25703262.87357373	26083620.03164322	25562750.852956098	26384811.616972376	P04995	P04995		sbcB	0	0.16721995231110584	-0.06768011122861721	False	0.01349499209277807	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P77330	61288184.82999667	62380791.297106326	62260541.5333996	62820129.043754734	64674442.792751215	68098760.49276876	P77330	P77330		borD	0	0.1673590026770419	-0.07310136368647258	False	0.013521349499209278	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P00582	45532411.96636861	46883283.2575056	47084989.425553866	45664996.8935432	45979970.05239691	44565594.34155192	P00582	P00582		polA	0	0.16754614855805275	0.03443363343056923	False	0.013547706905640486	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AGE6	21650319.47949717	22560090.374857128	21851577.774447728	22390893.20433079	22585832.04751004	22772963.39885372	P0AGE6	P0AGE6		yieF	0	0.167706748483141	-0.03639393933940231	False	0.013574064312071692	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P76227	6148605.050248603	5870025.577707357	5595403.342166724	6216938.439581134	6316454.209238286	6055431.956196887	P76227	P76227		ynjH	0	0.1679185160687005	-0.07771019634119934	False	0.0136004217185029	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P06961	5723342.274956984	6068969.22723993	5931756.9137142	5978609.706203243	6144028.213581341	6259866.262173445	P06961	P06961		cca	0	0.16821505700762676	-0.052623512302155964	False	0.013626779124934107	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AAZ4	7151851.262860386	7047660.358549513	7242584.856786105	6738119.768170315	7056929.460949628	7025861.776208457	P0AAZ4	P0AAZ4		rarA	0	0.16873933967865956	0.04241277647121137	False	0.013653136531365314	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A912	136012696.17079484	134191803.36387631	135326074.68181956	136450621.56597814	145415517.32679588	151943365.84690532	P0A912	P0A912		pal	0	0.16899616543002216	-0.09725097488870325	False	0.013679493937796522	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A9M5	115318344.44648872	114990019.4051368	120909388.55006836	119767425.78768502	124791329.00250842	119603752.69219722	P0A9M5	P0A9M5		gpt	0	0.1690635050036093	-0.05221662848273055	False	0.013705851344227728	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A6J1	5081115.252670836	4780433.298413822	4690129.093586141	4784957.316327996	4480638.480729915	4512607.787391186	P0A6J1	P0A6J1		cysC	0	0.16924950161564078	0.07879768890016127	False	0.013732208750658935	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AEE3	2252885.6148676705	2168850.3671805165	2181384.272920145	2147931.9599836995	2116975.0820509414	1935321.522295182	P0AEE3	P0AEE3		degS	0	0.16977473395404447	0.09082652053954265	False	0.013758566157090143	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AEK2	193183804.59822288	196070449.8688661	192670666.8400004	194524454.57018933	204145595.10204905	200231778.87735403	P0AEK2	P0AEK2		fabG	0	0.1699781826687596	-0.041486505366978614	False	0.01378492356352135	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P27830	4876797.873096384	5568121.163045152	5075358.167338241	4571408.752305859	4890429.61840523	4814115.367835182	P27830	P27830		rffG	0	0.17028531046347914	0.1205671939106076	False	0.013811280969952558	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A948	313660.2098576948	325196.1250000002	362634.4979071467	373954.3674601035	383241.50296273467	508505.45045470825	P0A948	P0A948		rimJ	0	0.17034758201189057	-0.33778778360481454	False	0.013837638376383764	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P07813	135075076.65366027	130559950.82892318	132220069.42335618	135986191.58813554	134810848.90485236	135160199.71076754	P07813	P07813		leuS	0	0.17042722302825034	-0.029084693784122848	False	0.013863995782814971	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P69874	9971228.697940066	10261794.112792935	10040845.824674483	9897220.730885413	10001931.097049285	9842834.413224794	P69874	P69874		potA	0	0.17047956267128883	0.025572048736015814	False	0.013890353189246179	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P30177	28677826.67591354	29369068.60636752	28842136.13720499	28991506.34507925	30604039.392020773	30256558.71562671	P30177	P30177		ybiB	0	0.1707338093592945	-0.048378226377853946	False	0.013916710595677386	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AFP4	2342656.9379634303	2328001.3843036336	2420834.892890564	2487892.7703343364	2384688.2263027807	2607642.11429044	P0AFP4	P0AFP4		ybbO	0	0.17127466110519976	-0.07699186220089398	False	0.013943068002108594	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AEP3	173483630.805789	168251059.17752528	168722709.4908629	178317570.4101878	172293744.4286129	172704818.53575167	P0AEP3	P0AEP3		galU	0	0.17134689696590913	-0.03589217149882066	False	0.0139694254085398	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AAB4	5905576.877845088	5108916.81990595	5117601.8544387845	4554141.105512594	5193692.366570203	4725275.161933642	P0AAB4	P0AAB4		ubiD	0	0.17204284435526598	0.15655902898825286	False	0.013995782814971007	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P27302	185740582.3999472	189892962.0671021	193568558.7136669	193083536.3129142	192648856.25932	200586152.7292592	P27302	P27302		tktA	0	0.1725589802208291	-0.04274369743412669	False	0.014022140221402215	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P05459	39507032.85351936	40795244.81691176	39523217.50323382	40371729.502822734	40723432.19715164	42013271.001531966	P05459	P05459		pdxB	0	0.17262253112183798	-0.03899468532343286	False	0.014048497627833422	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A8F0	141586005.6865229	142078831.68805668	137924377.87743413	138029751.25239307	139341301.08505946	135904896.63604686	P0A8F0	P0A8F0		upp	0	0.17310293084789116	0.028732554603996333	False	0.01407485503426463	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P25519	16110572.491040863	15927436.180753138	15715725.89632048	15785580.506101638	15202998.133234272	14464133.377456777	P25519	P25519		hflX	0	0.17504495292427746	0.07124718519282403	False	0.014101212440695836	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A6R3	4745099.658741489	6023127.797909859	6564047.269254648	5997944.253992713	7418609.029171294	7528139.699348099	P0A6R3	P0A6R3		fis	0	0.17521162853002856	-0.2731237272359853	False	0.014127569847127043	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P76506	35328998.82719415	35560062.60536691	35622170.81402812	36051954.540029086	36503216.628948726	38423049.85089255	P76506	P76506		mlaA	0	0.17533292993914593	-0.059271002599324045	False	0.014153927253558251	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P07021	2837466.1769646206	2944433.9019398373	2808564.177641025	2932309.422046229	3083324.2820092747	2913787.109175728	P07021	P07021		yfiB	0	0.17537832302829579	-0.05583049982784739	False	0.014180284659989459	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P23003	10305070.935804436	10247688.923917482	10598040.362640044	9658281.175802745	10313106.591657	9131651.630975148	P23003	P23003		trmA	0	0.17564681052760434	0.09809939465539606	False	0.014206642066420666	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AE78	2037647.8189855807	2061324.8111461932	2083622.4964085117	2643083.8066810486	2269238.646111272	2164368.6520476663	P0AE78	P0AE78		corC	0	0.17569297296862826	-0.19486241516902708	False	0.014232999472851872	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A9A6	98427915.79110985	96756479.68128636	99572378.3942918	101203097.36147396	101213775.924083	98421162.83443028	P0A9A6	P0A9A6		ftsZ	0	0.17793564564332118	-0.02946201561787356	False	0.01425935687928308	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P06846	5270500.979263524	5902478.156454986	5451457.980523547	5150312.725556418	5109829.013360569	5231187.046046933	P06846	P06846		ebgR	0	0.17835226612967459	0.10184459538036793	False	0.014285714285714287	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P43671	3052276.7330842465	2757337.306697648	2786188.9472164745	2449307.6244562683	2656351.668705491	2806042.9390771324	P43671	P43671		pqiB	0	0.17855015141162767	0.1196442877318384	False	0.014312071692145495	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P31069	1238110.0288197834	889904.5582242751	1281040.778523616	1510274.95930603	1230062.3244348348	1419025.1220214209	P31069	P31069		kch	0	0.17862709223863493	-0.2869903625614672	False	0.014338429098576702	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P24251	12863114.264698112	13203108.34492664	12885468.709272798	11980221.549792944	12207789.693576075	12980262.410017312	P24251	P24251		crl	0	0.17933819260254708	0.06761429159887154	False	0.014364786505007908	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P23865	46324602.91282729	43869552.57355392	43393055.63107775	43275773.80650639	42997763.63514622	41985907.93022308	P23865	P23865		prc	0	0.17985968659034737	0.058716825272555125	False	0.014391143911439115	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P28631	83549.1898646202	11832.611330000003	66081.32928569058	113409.91556093212	94124.56896374152	80309.17943918963	P28631	P28631		holB	3	0.18051869276654325	-0.8340806875426129	False	0.014417501317870323	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P15070	4885299.452603032	4862468.000000003	4628087.359761452	4608496.251614618	4231495.964748782	4695647.545765774	P15070	P15070		fliN	0	0.18138283481020234	0.0868846655091287	False	0.01444385872430153	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AA10	233486039.25055844	230682296.9286557	239426036.32451528	237098617.66753152	240413759.48410928	241136295.0808492	P0AA10	P0AA10		rplM	0	0.18151757023164275	-0.03054270480954417	False	0.014470216130732738	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P23845	16989646.27314011	16988492.28468594	16131367.908837058	16389657.19206465	16149030.564451428	15905868.702850267	P23845	P23845		cysN	0	0.18252423490148928	0.048749764302764634	False	0.014496573537163942	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P25516	15861487.28259295	15412009.111671986	15959695.954380147	15728969.80159115	14979303.160462776	14622536.070575489	P25516	P25516		acnA	0	0.1825631042853036	0.059309136511610135	False	0.01452293094359515	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ABU5	49352751.89677481	48437540.24487741	49590634.6926442	49654030.754676655	49647148.5712844	51229963.059791	P0ABU5	P0ABU5		elbB	0	0.18286401755328155	-0.03051215595953052	False	0.014549288350026357	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P15042	45036261.46957208	45113987.69546485	44857106.64580382	46013600.976498455	45496866.39024724	45079742.81926312	P15042	P15042		ligA	0	0.18322182829833072	-0.016816071259341175	False	0.014575645756457565	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P64476	1966367.046633616	1720089.0832398357	1816527.0272300183	1769418.280247852	1643270.6709651907	1333732.0401801644	P64476	P64476		ydiH	0	0.18326587516246054	0.21337384469059556	False	0.014602003162888772	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P38521	1845234.567562699	1416511.9632354495	1526345.3308602334	1411318.3524126357	1299033.5572945816	1323712.203395913	P38521	P38521		yggL	0	0.18356891360022679	0.24721681850285965	False	0.014628360569319978	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P75957	8894964.131267296	9156795.72482382	8785449.835752882	8720039.841730844	8715979.431259705	8741898.807585206	P75957	P75957		lolD	0	0.1835798765567383	0.03588431511347072	False	0.014654717975751186	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ADW3	52979003.40264686	56842758.93755194	56828563.300047785	55902518.32310203	59359576.01775878	61628394.733530335	P0ADW3	P0ADW3		yhcB	0	0.18446514538033587	-0.08603234375868053	False	0.014681075382182393	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P65556	6490919.396150792	6250979.910731533	6686025.520083759	6950574.6384212095	6532496.680818321	6785570.815499464	P65556	P65556		yfcD	0	0.18454437388422124	-0.06111763177218184	False	0.014707432788613601	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A817	39023322.67715468	39177824.36608359	38786358.49394427	38058497.11845542	38274141.2935506	39003381.02283682	P0A817	P0A817		metK	0	0.18477272916577492	0.020511318804473308	False	0.014733790195044809	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P00370	12814139.033226658	12307632.630954802	11965462.741691671	11862964.838742685	12131666.854165718	11660063.954559283	P00370	P00370		gdhA	0	0.18518905983623035	0.056830601074071875	False	0.014760147601476014	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AC84	3351530.4199348465	3372758.364453257	3334655.3599621914	3278797.33196791	3339846.845609392	3194065.159963046	P0AC84	P0AC84		gloB	0	0.1856466441593369	0.03575544615256735	False	0.014786505007907222	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	5917065.479783863	9988549.456160614	11047063.701324854	12273010.222653618	12099827.609665392	11861037.723476335	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)			0	0.18580026203807268	-0.4269104645061827	False	0.01481286241433843	False	False	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P62620	52886244.7990666	52611349.9442538	52816215.29962028	52305534.37188599	52612139.33145753	51538375.035838425	P62620	P62620		ispG	0	0.186124142990526	0.017029674638510392	False	0.014839219820769637	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AEW9	58711353.59395772	60416363.557569005	60073643.65360276	59020046.79492005	58810644.38500188	56325474.59537574	P0AEW9	P0AEW9		fruK	0	0.1866470865224689	0.041200042267489356	False	0.014865577227200845	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ACV8	4181523.749759869	3666190.500000003	3637383.2148781614	3689092.3890027874	3399890.745130903	3373996.812460672	P0ACV8	P0ACV8		ymjA	0	0.18764860126999489	0.13446929768873095	False	0.01489193463363205	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P52060	336529.48966981954	326217.9999999997	353771.2805050731	513792.6957903488	415807.4040712172	355854.731074494	P52060	P52060		yggU	0	0.1877126826898033	-0.33864206178612427	False	0.014918292040063258	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AAJ3	19566992.635528173	19769205.09942519	20555667.154270567	21161566.723872937	20345223.861798093	20329690.272021517	P0AAJ3	P0AAJ3		fdnH	0	0.18788152478607645	-0.04609816208285974	False	0.014944649446494465	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P67910	206609535.72945896	210513398.49526468	213440624.74508852	213192647.07985485	212267892.16086248	216956641.2303782	P67910	P67910		hldD	0	0.1880263807928504	-0.026868678717063686	False	0.014971006852925673	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P37025	346614.22076041735	269219.81250000023	323900.03943387314	374610.6862047064	382878.2727559283	323577.99743816897	P37025	P37025		ligT	0	0.18887060760754593	-0.2021314161176522	False	0.01499736425935688	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P09169	14213903.382377688	13670283.14895042	14537448.01539493	12705959.467195608	13896185.633855462	13669102.487567982	P09169	P09169		ompT	0	0.19036353719457594	0.07505004323440576	False	0.015023721665788086	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A853	23271813.440593272	23544841.619480915	23440657.99939528	23052712.519676674	23340731.51108748	23296405.19344856	P0A853	P0A853		tnaA	0	0.19039148400141764	0.011699869215267635	False	0.015050079072219294	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P29680	13570333.901589844	13752878.950214908	13635467.132518675	13262058.45133	13649087.20945838	13052659.705927862	P29680	P29680		hemE	0	0.19097172048524214	0.03547525736631454	False	0.015076436478650502	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A7F6	9458839.854878915	9556307.349563433	9371746.712021677	8962065.28485408	9400938.213749869	8457015.919355523	P0A7F6	P0A7F6		speD	0	0.19184155298708963	0.08191471676686489	False	0.015102793885081709	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A6I6	1814745.5613523636	1889075.9476769064	1890128.242043619	1740620.0826678048	1868907.2664930976	1722454.5765314358	P0A6I6	P0A6I6		coaD	0	0.1919204443670314	0.06919540453606093	False	0.015129151291512917	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P31572	2482132.090112899	2522945.499999997	2960820.477964876	2960751.840762665	2992973.9765197965	2889828.14082057	P31572	P31572		caiB	0	0.19260692972190013	-0.15078924280828246	False	0.015155508697944122	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A7M2	308025490.5009732	312407777.7827607	312869631.9767563	304187268.6027951	290479710.1932959	308228338.8121166	P0A7M2	P0A7M2		rpmB	0	0.19325346269997087	0.047786648602303555	False	0.01518186610437533	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P69811	85241690.11109003	87896371.64642648	88359083.30058403	87250659.91230026	91504530.5795414	94409094.8314488	P69811	P69811		fruB	0	0.19397096728107718	-0.06297367610950592	False	0.015208223510806538	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	7521965.294688083	2719937.064978708	4412970.901134756	7547692.955095345	7432977.510444002	7775328.586622646	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)			0	0.19421821571763057	-0.6348664347786164	False	0.015234580917237745	False	False	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P0ADW8	1687539.2474661842	1834760.4281048456	1810164.938423287	1724585.3149240613	1602356.3178874329	1721099.8598934256	P0ADW8	P0ADW8		yheV	0	0.19455617052400892	0.07907871824062138	False	0.015260938323668953	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P14081	5583366.25257304	5454228.660431179	5774453.778945786	5169259.689695689	5194036.470337297	5616151.314522604	P14081	P14081		selB	0	0.19466320900755407	0.07327801532602603	False	0.015287295730100159	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P08997	888897.4997290756	1017561.687999999	965196.2255505234	878050.5467263306	882496.7024354246	897817.0034804539	P08997	P08997		aceB	0	0.19474023171652263	0.11134384396332273	False	0.015313653136531366	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P30126	417683.2541879391	262259.1875000001	358778.2373916293	455648.06322762434	462647.2169642266	377700.13049592	P30126	P30126		leuD	0	0.19541595649906635	-0.319252856138707	False	0.015340010542962574	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A8G9	14649383.34905035	14246191.23614128	14548403.850648984	14372272.260583552	13295675.319117129	14009725.437697424	P0A8G9	P0A8G9		xseB	0	0.1954273639538784	0.059881495655359294	False	0.015366367949393781	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A8W2	10014451.212239595	10807371.560006471	10573056.245658545	10675334.260446154	10824479.256049631	11447721.471531771	P0A8W2	P0A8W2		slyA	0	0.1957248047136401	-0.06964127938455184	False	0.015392725355824989	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AE74	1791607.8174878936	1863386.8228017231	1863640.216712596	1773389.7032046265	1792908.4878876908	1817790.4955425253	P0AE74	P0AE74		citT	0	0.19584748578510244	0.03560925791378519	False	0.015419082762256195	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P67080	9242824.128841365	8934803.796409443	9118960.876927128	9076504.045855464	9572594.644778805	9649155.027049445	P67080	P67080		yggS	0	0.19651043072173413	-0.051992355425459304	False	0.015445440168687402	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P75829	12571131.78638816	11909895.087288547	11991096.410587512	11613101.413077343	12053843.74453534	11589902.887920996	P75829	P75829		ybjX	0	0.19708847263192328	0.048890687165109276	False	0.01547179757511861	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
