Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML
P0A8G6	WRBA_ECOLI	wrbA	Flavoprotein WrbA	11	11	8.75802e+07	8.00419e+07	8.31302e+07	7.76827e+07	8.13785e+07	8.00838e+07
P0A8G9	EX7S_ECOLI	xseB	Exodeoxyribonuclease 7 small subunit	3	3	3.44782e+07	3.14336e+07	3.33735e+07	3.38119e+07	3.18369e+07	3.26335e+07
P0A8I1	RUVX_ECOLI	yqgF	Putative Holliday junction resolvase	3	3	7.2041e+06	6.18441e+06	6.77252e+06	6.17012e+06	7.01876e+06	6.85112e+06
P0A8I3	YAAA_ECOLI	yaaA	UPF0246 protein YaaA	8	8	3.45625e+07	3.7301e+07	3.80381e+07	3.74038e+07	4.00874e+07	3.6851e+07
P0A8I5	TRMB_ECOLI	trmB	tRNA (guanine-N(7)-)-methyltransferase	4	4	3.69945e+07	3.97115e+07	4.16741e+07	4.30677e+07	3.9121e+07	3.94331e+07
P0A8I8	RLMH_ECOLI	rlmH	Ribosomal RNA large subunit methyltransferase H	7	7	1.11484e+07	1.21958e+07	1.18219e+07	1.10868e+07	1.18807e+07	1.15466e+07
P0A8J2	DNAT_ECOLI	dnaT	Primosomal protein 1	3	3	4.73115e+06	5.6728e+06	4.79204e+06	5.32816e+06	5.35548e+06	5.35743e+06
P0A8J4	YBED_ECOLI	ybeD	UPF0250 protein YbeD	4	4	6.14562e+07	5.8997e+07	6.39491e+07	5.76047e+07	6.44903e+07	5.843e+07
P0A8J8	RHLB_ECOLI	rhlB	ATP-dependent RNA helicase RhlB	15	15	6.47507e+07	6.3803e+07	6.47189e+07	6.69165e+07	6.66768e+07	6.62596e+07
P0A8K1	PSD_ECOLI	psd	Phosphatidylserine decarboxylase proenzyme	6	6	2.4848e+07	2.47355e+07	2.49736e+07	2.42122e+07	2.43988e+07	2.52461e+07
P0A8K5	YAEP_ECOLI	yaeP	UPF0253 protein YaeP	2	2	4.27676e+06	6.19691e+06	4.16659e+06	6.60227e+06	4.81487e+06	5.72986e+06
P0A8L1	SYS_ECOLI	serS	Serine--tRNA ligase	19	19	1.84235e+08	1.84906e+08	1.85845e+08	1.82161e+08	1.84897e+08	1.8348e+08
P0A8M0	SYN_ECOLI	asnS	Asparagine--tRNA ligase	26	26	1.56183e+08	1.55383e+08	1.53901e+08	1.54237e+08	1.55659e+08	1.55966e+08
P0A8M3	SYT_ECOLI	thrS	Threonine--tRNA ligase	26	26	8.06627e+07	7.93876e+07	7.898e+07	8.1323e+07	8.01136e+07	8.20775e+07
P0A8M6	YEEX_ECOLI	yeeX	UPF0265 protein YeeX	4	4	5.49544e+07	5.36594e+07	5.45136e+07	6.01466e+07	5.91682e+07	6.1401e+07
P0A8N0	MATP_ECOLI	matP	Macrodomain Ter protein	2	2	2.67452e+06	3.19696e+06	2.85555e+06	3.38918e+06	3.50859e+06	3.55269e+06
P0A8N3	SYK1_ECOLI	lysS	Lysine--tRNA ligase	35	23	2.31677e+08	2.2625e+08	2.33102e+08	2.32514e+08	2.36057e+08	2.32543e+08
P0A8N5	SYK2_ECOLI	lysU	Lysine--tRNA ligase, heat inducible	16	16	1.40743e+08	1.44448e+08	1.4039e+08	1.45197e+08	1.46048e+08	1.44072e+08
P0A8N7	EPMA_ECOLI	epmA	Elongation factor P--(R)-beta-lysine ligase	7	7	1.44205e+07	1.32844e+07	1.48006e+07	1.46362e+07	1.50289e+07	1.49531e+07
P0A8P3	FETP_ECOLI	yggX	Probable Fe(2+)-trafficking protein	9	9	5.83207e+07	5.76827e+07	5.7659e+07	5.55825e+07	5.66247e+07	5.60781e+07
P0A8P6	XERC_ECOLI	xerC	Tyrosine recombinase XerC	1	1			786721		819710	
P0A8Q0	FRDC_ECOLI	frdC	Fumarate reductase subunit C	2	2	1.56575e+07	1.60023e+07	1.63604e+07	1.50107e+07	1.71329e+07	1.58999e+07
P0A8R0	RRAA_ECOLI	rraA	Regulator of ribonuclease activity A	5	5	7.92765e+07	7.83104e+07	8.3592e+07	8.06978e+07	7.69589e+07	7.77363e+07
P0A8R4	SLYX_ECOLI	slyX	Protein SlyX	1	1	1.57897e+06	1.49449e+06	1.63021e+06	1.23509e+06	1.56352e+06	1.41092e+06
P0A8R9	HDFR_ECOLI	hdfR	HTH-type transcriptional regulator HdfR	4	4	3.59364e+06	3.38055e+06	3.40038e+06	3.37592e+06	3.54084e+06	3.36741e+06
P0A8S1	ICIA_ECOLI	iciA	Chromosome initiation inhibitor	5	5	1.06945e+07	1.03582e+07	1.11191e+07	1.05646e+07	1.11899e+07	1.093e+07
P0A8T1	PRMA_ECOLI	prmA	Ribosomal protein L11 methyltransferase	4	4	4.09737e+07	4.2465e+07	4.07602e+07	4.41946e+07	4.14107e+07	3.96798e+07
P0A8T7	RPOC_ECOLI	rpoC	DNA-directed RNA polymerase subunit beta'	83	83	2.42558e+08	2.44023e+08	2.42076e+08	2.49809e+08	2.3868e+08	2.48339e+08
P0A8U0	SYDP_ECOLI	syd	Protein syd	4	4	2.04674e+06	2.34011e+06	2.65789e+06	2.58434e+06	2.19309e+06	1.89144e+06
P0A8U2	YAFD_ECOLI	yafD	UPF0294 protein YafD	1	1			747743		800039	
P0A8U6	METJ_ECOLI	metJ	Met repressor	5	5	3.55733e+07	4.03767e+07	3.72455e+07	4.0464e+07	3.57129e+07	3.96903e+07
P0A8V0	RBN_ECOLI	rbn	Ribonuclease BN	2	2	539353	683554	583991	474498	371336	538106
P0A8V2	RPOB_ECOLI	rpoB	DNA-directed RNA polymerase subunit beta	73	73	2.39422e+08	2.30495e+08	2.32905e+08	2.36319e+08	2.32328e+08	2.38185e+08
P0A8V6	FADR_ECOLI	fadR	Fatty acid metabolism regulator protein	11	11	2.27561e+07	2.2326e+07	2.25055e+07	2.23358e+07	2.20999e+07	2.35656e+07
P0A8W0	NANR_ECOLI	nanR	Transcriptional regulator NanR	7	7	8.87734e+06	8.38121e+06	9.32412e+06	8.36907e+06	9.30636e+06	8.73465e+06
P0A8W2	SLYA_ECOLI	slyA	Transcriptional regulator SlyA	4	4	4.18204e+07	4.17875e+07	4.35814e+07	4.47626e+07	4.4591e+07	4.35769e+07
P0A8W5	YQGE_ECOLI	yqgE	UPF0301 protein YqgE	5	5	1.58439e+07	1.56e+07	1.44873e+07	1.60675e+07	1.5922e+07	1.68435e+07
P0A8W8	YFBU_ECOLI	yfbU	UPF0304 protein YfbU	10	10	1.09884e+08	1.134e+08	1.08532e+08	1.14485e+08	1.13033e+08	1.13834e+08
P0A8X0	YJGA_ECOLI	yjgA	UPF0307 protein YjgA	13	13	3.82242e+07	4.02744e+07	4.02654e+07	4.08793e+07	3.83345e+07	4.03558e+07
P0A8X2	YCEI_ECOLI	yceI	Protein YceI	4	4	4.45146e+06	4.37785e+06	4.06543e+06	5.08605e+06	3.91854e+06	4.38796e+06
P0A8Y1	YJJG_ECOLI	yjjG	Pyrimidine 5'-nucleotidase YjjG	2	2	6.12054e+06	6.17381e+06	5.81553e+06	5.83315e+06	6.73426e+06	6.1326e+06
P0A8Y3	YIHX_ECOLI	yihX	Alpha-D-glucose-1-phosphate phosphatase YihX	5	5	9.01245e+06	8.9528e+06	9.21926e+06	9.27935e+06	8.93996e+06	8.94047e+06
P0A8Y5	YIDA_ECOLI	yidA	Sugar phosphatase YidA	8	8	4.29428e+07	4.22136e+07	4.45969e+07	4.1531e+07	4.54346e+07	4.34831e+07
P0A8Z0	YCIA_ECOLI	yciA	Acyl-CoA thioester hydrolase YciA	3	3	1.50846e+07	1.48784e+07	1.57329e+07	1.45448e+07	1.57734e+07	1.43486e+07
P0A8Z3	YBGC_ECOLI	ybgC	Acyl-CoA thioester hydrolase YbgC	2	2	4.37291e+06	4.94074e+06	4.61417e+06	4.1237e+06	4.05603e+06	4.46901e+06
P0A901	BLC_ECOLI	blc	Outer membrane lipoprotein blc	3	3	2.0982e+06	1.70935e+06	2.07334e+06	1.82235e+06	1.86726e+06	1.844e+06
P0A903	BAMC_ECOLI	bamC	Outer membrane protein assembly factor BamC	14	14	1.37307e+08	1.38023e+08	1.35732e+08	1.39416e+08	1.33408e+08	1.37699e+08
P0A905	SLYB_ECOLI	slyB	Outer membrane lipoprotein SlyB	6	6	1.64116e+08	1.65496e+08	1.62225e+08	1.6631e+08	1.65569e+08	1.69651e+08
P0A908	MIPA_ECOLI	mipA	MltA-interacting protein	8	8	2.77134e+07	3.01236e+07	2.7507e+07	2.97299e+07	3.0022e+07	2.84693e+07
P0A910	OMPA_ECOLI	ompA	Outer membrane protein A	14	14	3.04992e+09	2.82844e+09	2.88149e+09	2.91089e+09	2.778e+09	3.04365e+09
P0A912	PAL_ECOLI	pal	Peptidoglycan-associated lipoprotein	7	7	4.35262e+08	4.20245e+08	4.16103e+08	4.34602e+08	4.36476e+08	4.25747e+08
P0A915	OMPW_ECOLI	ompW	Outer membrane protein W	6	6	1.12495e+08	1.17424e+08	1.14448e+08	1.20568e+08	1.23753e+08	1.16978e+08
P0A917	OMPX_ECOLI	ompX	Outer membrane protein X	9	9	1.534e+08	1.32445e+08	1.45432e+08	1.34894e+08	1.46881e+08	1.36303e+08
P0A921	PA1_ECOLI	pldA	Phospholipase A1	6	6	7.65469e+06	8.17328e+06	7.7788e+06	8.15222e+06	8.28632e+06	8.04931e+06
P0A927	TSX_ECOLI	tsx	Nucleoside-specific channel-forming protein tsx	10	10	1.01982e+08	9.97319e+07	9.35202e+07	9.74236e+07	1.02793e+08	9.732e+07
P0A932	GFCE_ECOLI	gfcE	Putative polysaccharide export protein GfcE	15	15	6.5423e+07	6.74021e+07	6.6349e+07	6.97974e+07	6.66694e+07	6.90979e+07
P0A935	MLTA_ECOLI	mltA	Membrane-bound lytic murein transglycosylase A	8	8	1.81928e+07	1.69702e+07	1.79511e+07	1.74377e+07	1.88277e+07	1.79841e+07
P0A937	BAME_ECOLI	bamE	Outer membrane protein assembly factor BamE	1	1	1.12466e+08	1.00045e+08	1.0287e+08	1.03869e+08	1.03937e+08	1.02059e+08
P0A940	BAMA_ECOLI	bamA	Outer membrane protein assembly factor BamA	39	39	7.57584e+07	7.16947e+07	7.44274e+07	7.40134e+07	7.46789e+07	7.38563e+07
P0A944	RIMI_ECOLI	rimI	Ribosomal-protein-alanine acetyltransferase	5	5	2.95952e+06	2.86331e+06	2.87479e+06	3.75225e+06	2.84163e+06	3.37199e+06
P0A948	RIMJ_ECOLI	rimJ	Ribosomal-protein-alanine acetyltransferase	1	1	1.14576e+06	1.02179e+06	1.20697e+06	1.24722e+06	1.12311e+06	1.33409e+06
P0A951	ATDA_ECOLI	speG	Spermidine N(1)-acetyltransferase	4	4	3.98538e+06	4.60647e+06	3.85037e+06	4.63622e+06	3.83469e+06	4.74155e+06
P0A953	FABB_ECOLI	fabB	3-oxoacyl-[acyl-carrier-protein] synthase 1	14	14	1.48495e+08	1.49827e+08	1.451e+08	1.55637e+08	1.44394e+08	1.58748e+08
P0A955	ALKH_ECOLI	eda	KHG/KDPG aldolase	7	7	1.46518e+08	1.4622e+08	1.47717e+08	1.46819e+08	1.44868e+08	1.47559e+08
P0A959	ALAA_ECOLI	alaA	Glutamate-pyruvate aminotransferase AlaA	8	8	6.20094e+06	6.6863e+06	7.03917e+06	6.81326e+06	7.07477e+06	7.24683e+06
P0A962	ASPG1_ECOLI	ansA	L-asparaginase 1	3	3	5.74277e+06	5.18588e+06	5.33383e+06	4.54901e+06	5.11073e+06	5.13833e+06
P0A964	CHEW_ECOLI	cheW	Chemotaxis protein CheW	4	4	5.37806e+07	4.96077e+07	5.28584e+07	5.34295e+07	5.14842e+07	5.30786e+07
P0A968	CSPD_ECOLI	cspD	Cold shock-like protein CspD	1	1	1.07941e+07	1.02531e+07	1.04101e+07	1.0262e+07	1.02906e+07	1.01705e+07
P0A972	CSPE_ECOLI	cspE	Cold shock-like protein CspE	7	7	1.53702e+09	1.36483e+09	1.49508e+09	1.39843e+09	1.49176e+09	1.40121e+09
P0A978	CSPG_ECOLI	cspG	Cold shock-like protein CspG	4	4	1.24469e+07	1.15481e+07	1.2535e+07	1.26339e+07	1.2782e+07	1.24182e+07
P0A988	DPO3B_ECOLI	dnaN	DNA polymerase III subunit beta	10	10	2.35792e+07	2.36223e+07	2.29546e+07	2.44614e+07	2.30916e+07	2.5099e+07
P0A991	ALF1_ECOLI	fbaB	Fructose-bisphosphate aldolase class 1	12	12	3.65959e+07	3.58281e+07	3.66664e+07	3.70035e+07	3.73561e+07	3.65524e+07
P0A993	F16PA_ECOLI	fbp	Fructose-1,6-bisphosphatase class 1	13	13	1.00074e+08	1.02473e+08	1.01048e+08	1.00901e+08	1.01684e+08	9.96606e+07
P0A996	GLPC_ECOLI	glpC	Anaerobic glycerol-3-phosphate dehydrogenase subunit C	11	11	9.20128e+07	8.68201e+07	9.21186e+07	9.02455e+07	9.07545e+07	9.1031e+07
P0A998	FTNA_ECOLI	ftnA	Ferritin-1	5	5	2.5221e+08	2.43069e+08	2.36564e+08	2.31294e+08	2.24306e+08	2.4342e+08
P0A9A2	FTNB_ECOLI	ftnB	Ferritin-like protein 2	4	4	1.86701e+06	1.82774e+06		1.88132e+06	1.92705e+06	2.20111e+06
P0A9A6	FTSZ_ECOLI	ftsZ	Cell division protein FtsZ	23	23	1.32257e+08	1.31883e+08	1.28635e+08	1.34623e+08	1.30071e+08	1.31518e+08
P0A9A9	FUR_ECOLI	fur	Ferric uptake regulation protein	7	7	1.12497e+08	1.14733e+08	1.10118e+08	1.17772e+08	1.11844e+08	1.15602e+08
P0A9B2	G3P1_ECOLI	gapA	Glyceraldehyde-3-phosphate dehydrogenase A	26	25	2.55634e+09	2.64286e+09	2.52712e+09	2.62704e+09	2.51548e+09	2.65314e+09
P0A9B6	E4PD_ECOLI	epd	D-erythrose-4-phosphate dehydrogenase	6	6	7.06986e+06	7.4857e+06	7.46383e+06	8.63548e+06	7.36484e+06	8.02028e+06
P0A9C0	GLPA_ECOLI	glpA	Anaerobic glycerol-3-phosphate dehydrogenase subunit A	14	14	6.20817e+06	6.21946e+06	6.57905e+06	6.38478e+06	5.83717e+06	6.36073e+06
P0A9C3	GALM_ECOLI	galM	Aldose 1-epimerase	13	13	2.93056e+07	2.93202e+07	2.91522e+07	2.83339e+07	2.95734e+07	2.94159e+07
P0A9C5	GLNA_ECOLI	glnA	Glutamine synthetase	24	24	2.07125e+08	2.00817e+08	2.04379e+08	2.03664e+08	2.06735e+08	2.01426e+08
P0A9C9	GLPX_ECOLI	glpX	Fructose-1,6-bisphosphatase 1 class 2	13	13	1.35593e+07	1.2858e+07	1.34693e+07	1.27639e+07	1.34066e+07	1.30298e+07
P0A9D2	GSTA_ECOLI	gstA	Glutathione S-transferase GstA	7	7	2.06796e+07	2.2322e+07	2.18328e+07	2.23026e+07	2.19596e+07	2.28097e+07
P0A9D4	CYSE_ECOLI	cysE	Serine acetyltransferase	4	4	1.64524e+07	1.56876e+07	1.66699e+07	1.67707e+07	1.63715e+07	1.73234e+07
P0A9D8	DAPD_ECOLI	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	19	19	1.6341e+08	1.64109e+08	1.62968e+08	1.61783e+08	1.60258e+08	1.655e+08
P0A9E5	FNR_ECOLI	fnr	Fumarate and nitrate reduction regulatory protein	6	6	3.55678e+07	3.4183e+07	3.5594e+07	3.31637e+07	3.33806e+07	3.54486e+07
P0A9F1	MNTR_ECOLI	mntR	Transcriptional regulator MntR	5	5	3.08488e+06	4.18161e+06	4.85697e+06	3.65874e+06	4.48313e+06	4.1478e+06
P0A9F3	CYSB_ECOLI	cysB	HTH-type transcriptional regulator CysB	13	13	1.38005e+07	1.33838e+07	1.39793e+07	1.23687e+07	1.418e+07	1.38914e+07
P0A9G2	NHAR_ECOLI	nhaR	Transcriptional activator protein NhaR	3	3	4.46048e+06	3.93664e+06	4.00179e+06	4.37754e+06	3.89636e+06	3.9207e+06
P0A9G6	ACEA_ECOLI	aceA	Isocitrate lyase	10	10	2.49145e+07	2.3123e+07	2.66433e+07	2.60104e+07	2.56159e+07	2.61681e+07
P0A9G8	MODE_ECOLI	modE	Transcriptional regulator ModE	8	8	9.81013e+06	9.60041e+06	9.85428e+06	1.03804e+07	1.06477e+07	1.06365e+07
P0A9H1	MUG_ECOLI	mug	G/U mismatch-specific DNA glycosylase	5	5	5.81685e+06	5.83828e+06	7.11076e+06	7.70415e+06	6.74693e+06	8.24369e+06
P0A9H3	LDCI_ECOLI	cadA	Lysine decarboxylase, inducible	2	2	2.38532e+06	3.00258e+06	2.51272e+06		2.42946e+06	3.19074e+06
P0A9H5	BTUR_ECOLI	btuR	Cob(I)yrinic acid a,c-diamide adenosyltransferase	3	3	4.52743e+06	4.27734e+06	5.00334e+06	5.03746e+06	4.82576e+06	4.65004e+06
P0A9H7	CFA_ECOLI	cfa	Cyclopropane-fatty-acyl-phospholipid synthase	11	11	1.64884e+07	1.62865e+07	1.62955e+07	1.55803e+07	1.63245e+07	1.68436e+07
P0A9H9	CHEZ_ECOLI	cheZ	Protein phosphatase CheZ	8	8	7.12518e+06	6.39314e+06	6.90417e+06	6.88422e+06	7.01491e+06	7.0964e+06
P0A9I1	CITE_ECOLI	citE	Citrate lyase subunit beta	14	14	3.3756e+07	3.40721e+07	3.35056e+07	3.31431e+07	3.37761e+07	3.43938e+07
P0A9I3	GCVR_ECOLI	gcvR	Glycine cleavage system transcriptional repressor	3	3	9.27499e+06	8.4813e+06	8.23387e+06	8.60353e+06	8.25076e+06	8.6188e+06
P0A9I8	NIRD_ECOLI	nirD	Nitrite reductase [NAD(P)H] small subunit	3	3	2.17076e+07	1.79021e+07	2.03309e+07	2.105e+07	2.29924e+07	2.00614e+07
P0A9J0	RNG_ECOLI	rng	Ribonuclease G	12	12	4.5401e+07	4.80234e+07	4.83352e+07	4.51474e+07	4.50161e+07	4.79472e+07
P0A9J4	PANE_ECOLI	panE	2-dehydropantoate 2-reductase	4	4	6.32986e+06	6.1677e+06	6.37874e+06	6.11005e+06	6.58294e+06	6.51394e+06
P0A9J6	RBSK_ECOLI	rbsK	Ribokinase	4	4	1.01078e+07	1.07044e+07	1.09125e+07	1.0579e+07	1.05118e+07	1.08282e+07
P0A9J8	PHEA_ECOLI	pheA	P-protein	5	5	8.67466e+06	8.50652e+06	8.20419e+06	8.71304e+06	8.72155e+06	8.11953e+06
P0A9K3	PHOL_ECOLI	ybeZ	PhoH-like protein	14	14	2.89921e+07	2.92906e+07	2.76371e+07	2.74627e+07	2.87824e+07	2.81283e+07
P0A9K7	PHOU_ECOLI	phoU	Phosphate-specific transport system accessory protein PhoU	4	4	8.07633e+06	9.27523e+06	1.11222e+07	9.39954e+06	1.11211e+07	1.05589e+07
P0A9K9	SLYD_ECOLI	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	5	5	4.58636e+08	4.62305e+08	5.20669e+08	5.14514e+08	5.31399e+08	4.9687e+08
P0A9L3	FKBB_ECOLI	fklB	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	9	9	1.53627e+08	1.3736e+08	1.52073e+08	1.39368e+08	1.52238e+08	1.42937e+08
P0A9L5	PPIC_ECOLI	ppiC	Peptidyl-prolyl cis-trans isomerase C	6	6	1.83608e+07	1.94868e+07	1.84302e+07	1.98484e+07	1.73602e+07	1.98402e+07
P0A9L8	P5CR_ECOLI	proC	Pyrroline-5-carboxylate reductase	2	2	1.33608e+07	1.87191e+07	1.40571e+07	2.00455e+07	1.43154e+07	1.8321e+07
P0A9M0	LON_ECOLI	lon	Lon protease	34	34	4.54654e+07	4.39512e+07	4.51512e+07	4.62732e+07	4.59143e+07	4.59244e+07
P0A9M2	HPRT_ECOLI	hpt	Hypoxanthine phosphoribosyltransferase	9	9	2.8573e+07	2.86361e+07	2.83138e+07	2.94517e+07	2.79155e+07	2.90418e+07
P0A9M5	XGPT_ECOLI	gpt	Xanthine phosphoribosyltransferase	8	8	2.31846e+08	2.29486e+08	2.33753e+08	2.24706e+08	2.21233e+08	2.29807e+08
P0A9M8	PTA_ECOLI	pta	Phosphate acetyltransferase	32	32	2.20401e+08	2.25025e+08	2.25483e+08	2.26104e+08	2.23673e+08	2.23714e+08
P0A9N4	PFLA_ECOLI	pflA	Pyruvate formate-lyase 1-activating enzyme	5	5	2.29653e+07	2.25634e+07	2.21913e+07	2.16224e+07	2.20972e+07	2.23117e+07
P0A9N8	NRDG_ECOLI	nrdG	Anaerobic ribonucleoside-triphosphate reductase-activating protein	3	3	1.10769e+06		943475	1.51626e+06	1.23024e+06	1.38492e+06
P0A9P0	DLDH_ECOLI	lpdA	Dihydrolipoyl dehydrogenase	30	30	1.89004e+08	1.89955e+08	1.88678e+08	1.96088e+08	1.87178e+08	1.93349e+08
P0A9P4	TRXB_ECOLI	trxB	Thioredoxin reductase	14	14	7.13981e+07	7.16275e+07	7.15218e+07	7.22233e+07	7.0784e+07	7.25839e+07
P0A9P6	DEAD_ECOLI	deaD	Cold-shock DEAD box protein A	27	27	3.96941e+07	3.96611e+07	4.03876e+07	4.03566e+07	3.88987e+07	4.05791e+07
P0A9Q1	ARCA_ECOLI	arcA	Aerobic respiration control protein ArcA	15	15	2.41964e+08	2.24595e+08	2.3931e+08	2.34914e+08	2.48358e+08	2.39394e+08
P0A9Q5	ACCD_ECOLI	accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	16	16	1.10115e+08	1.25886e+08	1.15798e+08	1.2634e+08	1.16092e+08	1.21573e+08
P0A9Q7	ADHE_ECOLI	adhE	Aldehyde-alcohol dehydrogenase	52	52	8.61895e+08	8.62142e+08	8.50606e+08	8.70191e+08	8.41434e+08	8.79916e+08
P0A9Q9	DHAS_ECOLI	asd	Aspartate-semialdehyde dehydrogenase	12	12	9.82007e+07	9.88066e+07	9.69917e+07	1.00497e+08	9.07649e+07	9.86451e+07
P0A9R4	FER_ECOLI	fdx	2Fe-2S ferredoxin	3	3	6.5162e+07	6.53858e+07	6.73885e+07	6.4128e+07	7.10528e+07	6.50935e+07
P0A9R7	FTSE_ECOLI	ftsE	Cell division ATP-binding protein FtsE	7	7	1.11743e+07	1.10601e+07	1.13422e+07	1.19376e+07	1.14261e+07	1.20252e+07
P0A9S1	FUCO_ECOLI	fucO	Lactaldehyde reductase	3	3	2.26894e+06	2.66618e+06	2.38267e+06	2.28333e+06	2.48226e+06	2.02424e+06
P0A9S5	GLDA_ECOLI	gldA	Glycerol dehydrogenase	8	8	9.01841e+07	9.41216e+07	8.40642e+07	9.62292e+07	8.57923e+07	9.58699e+07
P0A9T0	SERA_ECOLI	serA	D-3-phosphoglycerate dehydrogenase	12	12	4.4775e+07	4.16125e+07	4.28997e+07	4.28326e+07	4.35995e+07	4.31849e+07
P0A9T4	TAS_ECOLI	tas	Protein tas	9	9	3.43471e+07	3.49619e+07	3.42556e+07	3.68711e+07	3.44954e+07	3.5015e+07
P0A9T6	YBAQ_ECOLI	ybaQ	Uncharacterized HTH-type transcriptional regulator YbaQ	3	3	7.55022e+06	8.6763e+06	7.52559e+06	8.01465e+06	6.45364e+06	8.50909e+06
P0A9T8	YBBA_ECOLI	ybbA	Uncharacterized ABC transporter ATP-binding protein YbbA	2	2	1.82442e+06	1.72194e+06	1.97185e+06	1.82341e+06	1.45051e+06	1.46121e+06
P0A9U1	YBHF_ECOLI	ybhF	Uncharacterized ABC transporter ATP-binding protein YbhF	3	3	977438	864784	1.09754e+06	1.14677e+06	1.08605e+06	922208
P0A9U3	YBIT_ECOLI	ybiT	Uncharacterized ABC transporter ATP-binding protein YbiT	22	22	3.47838e+07	3.31118e+07	3.45522e+07	3.40941e+07	3.34009e+07	3.45897e+07
P0A9V1	LPTB_ECOLI	lptB	Lipopolysaccharide export system ATP-binding protein LptB	10	10	2.44984e+07	2.33725e+07	2.48027e+07	2.44987e+07	2.50507e+07	2.49374e+07
P0A9W0	ULAR_ECOLI	ulaR	HTH-type transcriptional regulator UlaR	2	2	9.71142e+06	6.81135e+06	9.32496e+06	8.03653e+06	8.5967e+06	
P0A9W3	YJJK_ECOLI	yjjK	Uncharacterized ABC transporter ATP-binding protein YjjK	28	28	7.09706e+07	6.82907e+07	6.95363e+07	7.35587e+07	7.06776e+07	7.5644e+07
P0A9W6	YRBA_ECOLI	yrbA	Uncharacterized protein YrbA	3	3	5.54152e+07	5.03615e+07	5.48292e+07	5.59537e+07	5.73115e+07	5.15839e+07
P0A9W9	YRDA_ECOLI	yrdA	Protein YrdA	8	8	1.86136e+07	1.85246e+07	1.91602e+07	1.82143e+07	1.86319e+07	1.81124e+07
P0A9X4	MREB_ECOLI	mreB	Rod shape-determining protein MreB	14	14	7.33009e+07	7.28507e+07	7.21288e+07	7.40053e+07	7.22774e+07	7.31631e+07
P0A9X9	CSPA_ECOLI	cspA	Cold shock protein CspA	8	6	2.79032e+08	2.54103e+08	2.75438e+08	2.51526e+08	2.85769e+08	2.46765e+08
P0A9Y6	CSPC_ECOLI	cspC	Cold shock-like protein CspC	8	8	1.34828e+09	1.21487e+09	1.30799e+09	1.20266e+09	1.31999e+09	1.23698e+09
P0A9Z1	GLNB_ECOLI	glnB	Nitrogen regulatory protein P-II 1	6	6	6.86403e+07	7.42702e+07	8.25623e+07	7.71997e+07	8.08365e+07	7.5487e+07
P0AA04	PTHP_ECOLI	ptsH	Phosphocarrier protein HPr	5	5	3.95299e+08	3.69839e+08	3.92234e+08	4.02157e+08	3.95582e+08	4.04152e+08
P0AA10	RL13_ECOLI	rplM	50S ribosomal protein L13	14	14	6.02383e+08	5.94231e+08	5.98024e+08	6.08511e+08	6.30452e+08	6.4248e+08
P0AA16	OMPR_ECOLI	ompR	Transcriptional regulatory protein OmpR	11	11	4.6135e+07	4.86271e+07	4.83465e+07	4.88563e+07	4.83661e+07	4.73013e+07
P0AA25	THIO_ECOLI	trxA	Thioredoxin-1	7	7	3.32244e+08	3.54184e+08	3.36311e+08	3.49103e+08	3.51773e+08	3.51492e+08
P0AA31	YEDF_ECOLI	yedF	UPF0033 protein YedF	1	1	2.55844e+07	2.50693e+07	2.33787e+07	2.26812e+07	2.48564e+07	2.43754e+07
P0AA39	RLUC_ECOLI	rluC	Ribosomal large subunit pseudouridine synthase C	9	9	1.04494e+07	1.10445e+07	1.23375e+07	1.19266e+07	1.16909e+07	1.10442e+07
P0AA41	TRUC_ECOLI	truC	tRNA pseudouridine synthase C	3	3	2.93764e+06	3.0092e+06	2.23425e+06	2.16565e+06	2.89988e+06	2.71796e+06
P0AA43	RSUA_ECOLI	rsuA	Ribosomal small subunit pseudouridine synthase A	8	8	1.87087e+07	1.83393e+07	1.79997e+07	1.87575e+07	1.83815e+07	1.86595e+07
P0AA53	QMCA_ECOLI	qmcA	Protein QmcA	4	4	2.72283e+06	2.87243e+06	2.5653e+06	2.62438e+06	3.08965e+06	2.71568e+06
P0AA57	YOBA_ECOLI	yobA	Protein YobA	2	2	5.04776e+06		5.2612e+06			
P0AA84	YBHO_ECOLI	ybhO	Putative cardiolipin synthase YbhO	2	2		416077			432221	
