Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_02.mzML
P31109	P31109		SNC1		1.39643e+06		1.45998e+06	696828	1.40601e+06		1.24597e+06				1.32767e+06	1.48242e+06						
P31116	P31116		HOM6		2.94597e+07	1.42782e+07	3.02782e+07	1.43968e+07	2.54608e+07	1.39184e+07	2.70761e+07	2.65772e+07	1.40793e+07	2.65855e+07	2.49327e+07	2.69902e+07	1.40411e+07	1.37607e+07	1.32451e+07	1.33566e+07	1.32766e+07	2.61385e+07
P31133	P31133		potF		973026	1.92598e+06	400466	2.16397e+06	209162	2.09237e+06		447292	2.03176e+06			506572	1.80996e+06	1.80768e+06	1.85864e+06	2.20819e+06	1.96131e+06	753097
P31142	P31142		sseA		696223	2.78407e+06	605570	2.68265e+06	588407	2.32812e+06	710367	591922	2.69636e+06		400597	645545	2.98012e+06	2.7317e+06	2.71562e+06	2.98191e+06	2.76958e+06	593745
P31146	P31146		CORO1A		2.18639e+06	2.08778e+06	1.96601e+06	1.89708e+06	1.92776e+06	1.74573e+06	2.26635e+06	2.14241e+06	2.3213e+06	2.20526e+06	1.88166e+06	2.01683e+06	2.13457e+06	2.06477e+06	2.01445e+06	1.82614e+06	1.8968e+06	2.1653e+06
P31150	P31150		GDI1		5.27664e+06	4.32584e+06	5.55389e+06	7.36221e+06	5.72825e+06	1.17849e+07	6.17265e+06	5.20666e+06	5.1966e+06	3.93088e+06	6.50389e+06	5.50361e+06	5.43312e+06	5.10233e+06	5.11599e+06	3.09585e+06	5.62067e+06	6.07014e+06
P31153	P31153		MAT2A		6.33362e+07	5.94018e+07	6.20664e+07	6.17809e+07	5.7427e+07	6.39458e+07	6.16745e+07	6.13652e+07	6.09484e+07	5.60445e+07	6.05016e+07	6.29442e+07	6.16214e+07	6.36644e+07	5.49941e+07	4.33131e+07	5.67411e+07	6.03238e+07
P31323	P31323		PRKAR2B		9.02502e+06	9.42514e+06	9.09168e+06	9.40836e+06	7.2792e+06	8.0549e+06	8.82706e+06	8.93163e+06	8.47065e+06	8.2233e+06	8.29046e+06	8.72062e+06	8.89548e+06	8.96524e+06	9.08863e+06	7.91272e+06	8.94306e+06	9.02297e+06
P31350	P31350		RRM2		1.74679e+07	1.87995e+07	1.7699e+07	1.92833e+07	1.63958e+07	1.95658e+07	1.77743e+07	1.71575e+07	1.79231e+07	1.69599e+07	1.71397e+07	1.77846e+07	1.892e+07	1.82463e+07	1.70863e+07	1.77914e+07	1.78991e+07	1.62718e+07
P31373	P31373		CYS3		3.26722e+07	1.57108e+07	3.42761e+07	1.67202e+07	3.15387e+07	1.75819e+07	3.37916e+07	2.92658e+07	1.69186e+07	2.79442e+07	3.11194e+07	3.13768e+07	1.66306e+07	1.67461e+07	1.58455e+07	1.32524e+07	1.63475e+07	3.11894e+07
P31382	P31382		PMT2		1.05395e+07	5.04382e+06	1.03053e+07	5.14137e+06	7.13658e+06	3.88406e+06	9.65758e+06	9.59986e+06	5.07523e+06	8.07773e+06	8.29729e+06	9.70597e+06	4.83011e+06	4.72262e+06	4.8898e+06	5.06583e+06	4.41962e+06	9.5116e+06
P31383	P31383		TPD3		4.64134e+06	2.20271e+06	4.23725e+06	2.13412e+06	4.12259e+06	1.94709e+06	3.91636e+06	4.07396e+06	2.12459e+06	3.63383e+06	3.75859e+06	3.90398e+06	2.09147e+06	1.95676e+06	1.99578e+06	1.5301e+06	2.05085e+06	4.13152e+06
P31412	P31412		VMA5		8.18147e+06	4.21265e+06	8.19094e+06	4.3665e+06	7.46125e+06	4.37511e+06	7.86024e+06	7.65202e+06	3.99886e+06	8.20502e+06	7.37567e+06	7.63644e+06	4.17396e+06	4.19168e+06	4.21422e+06	4.35329e+06	4.11804e+06	7.68208e+06
P31483	P31483		TIA1		3.98793e+06	4.10149e+06	3.93667e+06	4.08321e+06	3.43335e+06	4.37575e+06	3.98683e+06	4.098e+06	4.14847e+06	3.65732e+06	3.74312e+06	4.01877e+06	4.03165e+06	4.17604e+06	4.20352e+06	3.0453e+06	4.03784e+06	3.69508e+06
P31539	P31539		HSP104		5.53847e+07	2.67573e+07	5.44093e+07	2.66563e+07	4.58689e+07	2.61921e+07	5.23655e+07	4.9968e+07	2.65101e+07	5.00614e+07	4.73915e+07	5.07157e+07	2.62661e+07	2.61973e+07	2.5939e+07	2.55133e+07	2.5686e+07	5.01327e+07
P31641	P31641		SLC6A6		258044	194015	270195	264187	372502	381501	205635	228546	263201		267347	265629	229063	255195	243333		238238	249683
P31658	P31658		hchA		660386	1.56695e+06	541970	1.32587e+06	420926	1.56379e+06	567935	569619	1.4404e+06	139881	595083	604020	1.49473e+06	1.5513e+06	1.32771e+06	1.01615e+06	1.57341e+06	520528
P31688	P31688		TPS2		1.40315e+07	6.26746e+06	1.35636e+07	6.32731e+06	1.06437e+07	4.96063e+06	1.32515e+07	1.23092e+07	6.12519e+06	1.20708e+07	1.05396e+07	1.21082e+07	5.8941e+06	6.11509e+06	6.00551e+06	5.85131e+06	5.30808e+06	1.33376e+07
P31689	P31689		DNAJA1		1.65437e+07	1.67734e+07	1.61734e+07	1.69133e+07	1.51993e+07	1.70084e+07	1.71881e+07	1.55712e+07	1.74853e+07	1.65955e+07	1.60331e+07	1.61547e+07	1.73063e+07	1.71027e+07	1.69333e+07	1.68444e+07	1.67363e+07	1.58978e+07
P31751	P31751		AKT2		99218.4	139303	227875	106445	146124	207738	219618	172382	207075	171300	185925	203830	193386	236193	134720	180984	120304	133064
P31787	P31787		ACB1		2.67231e+07	1.34218e+07	2.75895e+07	1.31041e+07	2.38033e+07	1.20396e+07	2.47789e+07	2.38969e+07	1.20801e+07	2.43593e+07	2.33601e+07	2.59655e+07	1.22535e+07	1.14989e+07	1.30228e+07	1.17147e+07	1.18768e+07	2.60953e+07
P31930	P31930		UQCRC1		1.85838e+07	1.85067e+07	1.82968e+07	1.8898e+07	1.62029e+07	1.81246e+07	1.82135e+07	1.83726e+07	1.82869e+07	1.75422e+07	1.72854e+07	1.84128e+07	1.83229e+07	1.78906e+07	1.80037e+07	1.79208e+07	1.76696e+07	1.83768e+07
P31937	P31937		HIBADH		3.93872e+06	4.22644e+06	4.0177e+06	4.34909e+06	3.7683e+06	4.90471e+06	4.03445e+06	3.81321e+06	4.28397e+06	3.29828e+06	4.05933e+06	4.12539e+06	4.49258e+06	4.2857e+06	4.26023e+06	4.21954e+06	4.69361e+06	3.74611e+06
P31939	P31939		ATIC		2.86377e+07	2.96881e+07	2.88695e+07	3.07382e+07	2.62884e+07	3.03764e+07	2.83749e+07	2.84949e+07	2.98704e+07	2.88631e+07	2.78499e+07	2.8351e+07	2.99433e+07	3.01424e+07	2.97652e+07	3.12826e+07	2.9556e+07	2.82965e+07
P31942	P31942		HNRNPH3		2.62554e+07	2.62506e+07	2.91242e+07	3.06953e+07	2.75846e+07	3.09901e+07	2.75229e+07	2.68066e+07	2.80245e+07	2.09915e+07	2.83392e+07	2.87425e+07	2.96983e+07	3.0372e+07	2.87439e+07	2.47906e+07	3.0106e+07	2.66399e+07
P31943	P31943		HNRNPH1		1.19648e+08	1.15198e+08	1.12378e+08	1.16573e+08	1.08908e+08	1.1805e+08	1.23791e+08	1.15641e+08	1.22863e+08	1.06376e+08	1.16112e+08	1.19618e+08	1.18646e+08	1.23103e+08	1.08282e+08	1.02544e+08	1.09187e+08	1.12056e+08
P31946	P31946		YWHAB		7.499e+07	7.31573e+07	6.47875e+07	6.55211e+07	5.54988e+07	6.07518e+07	7.58685e+07	6.85631e+07	7.52012e+07	6.15729e+07	6.28187e+07	6.81087e+07	6.70138e+07	6.54134e+07	6.63412e+07	6.0607e+07	6.7952e+07	6.22373e+07
P31948	P31948		STIP1		1.17588e+08	1.16275e+08	1.13012e+08	1.18537e+08	9.54492e+07	1.11274e+08	1.14295e+08	1.15027e+08	1.20373e+08	1.04643e+08	1.10206e+08	1.15554e+08	1.1712e+08	1.19181e+08	1.11384e+08	9.82931e+07	1.10896e+08	1.12417e+08
P31949	P31949		S100A11		3.08928e+07	3.64506e+07	3.15865e+07	3.71024e+07	2.86541e+07	3.79083e+07	3.21586e+07	3.13993e+07	3.35228e+07	3.37639e+07	2.96185e+07	3.06583e+07	3.33538e+07	3.30876e+07	3.37914e+07	3.2207e+07	3.31165e+07	3.10406e+07
P32074	P32074		SEC21		8.43854e+06	4.04496e+06	8.68499e+06	4.15332e+06	7.6416e+06	4.08944e+06	8.00613e+06	7.78078e+06	4.13598e+06	7.63149e+06	7.57262e+06	8.08502e+06	4.24406e+06	4.16689e+06	4.06851e+06	3.75853e+06	4.12911e+06	8.00074e+06
P32119	P32119		PRDX2		6.62813e+07	6.35733e+07	6.55127e+07	6.82804e+07	5.80823e+07	6.01659e+07	6.67581e+07	6.4408e+07	6.65799e+07	6.47125e+07	6.01538e+07	6.55715e+07	6.51434e+07	6.50859e+07	6.18653e+07	5.87094e+07	6.14827e+07	6.51966e+07
P32178	P32178		ARO7		2.21633e+06	927825	2.31756e+06	864613	1.99808e+06	1.18675e+06	1.99927e+06	1.88429e+06	1.00285e+06	1.67694e+06	2.04671e+06	2.01579e+06	1.05313e+06	943982	1.00968e+06	700385	1.02972e+06	1.86728e+06
P32179	P32179		MET22		3.14829e+06	1.78061e+06	3.59772e+06	1.69076e+06	3.6074e+06	2.0248e+06	2.81482e+06	2.99453e+06	1.71198e+06	2.56057e+06	3.17335e+06	3.19505e+06	1.95854e+06	1.73987e+06	1.83058e+06	1.31102e+06	1.9182e+06	2.97434e+06
P32263	P32263		PRO3		1.97833e+07	9.33993e+06	2.08609e+07	9.95642e+06	1.74405e+07	9.34518e+06	1.76386e+07	1.79176e+07	9.39462e+06	1.87453e+07	1.65749e+07	1.77563e+07	9.49637e+06	9.28563e+06	9.49615e+06	9.64597e+06	8.86888e+06	1.76792e+07
P32264	P32264		PRO1		2.88085e+06	2.16314e+06	2.98541e+06	1.95587e+06	2.73372e+06	2.04053e+06	3.13108e+06	2.82371e+06	2.2557e+06	2.99884e+06	2.83838e+06	2.92267e+06	1.92217e+06	2.05908e+06	2.12696e+06	1.65242e+06	1.85882e+06	2.9969e+06
P32288	P32288		GLN1		2.20167e+07	1.07255e+07	2.24966e+07	1.09014e+07	1.99742e+07	1.08187e+07	2.198e+07	2.05844e+07	1.02188e+07	1.79283e+07	1.95301e+07	2.1953e+07	1.01678e+07	1.09481e+07	1.02417e+07	9.70687e+06	9.9883e+06	2.24121e+07
P32316	P32316		ACH1		605837	510348	643012	505543	648681	631705	555234	556055	488231	522059	727837	600553	515933	370895	406246	315607	490015	403272
P32319	P32319		PEP1		6.23892e+06	3.05861e+06	6.45348e+06	2.7104e+06	6.24226e+06	2.62444e+06	5.93424e+06	6.06514e+06	3.02154e+06	5.23832e+06	5.79265e+06	6.23451e+06	3.0451e+06	2.6161e+06	2.83188e+06	2.20796e+06	2.50095e+06	5.83543e+06
P32321	P32321		DCTD		5.70462e+06	6.30853e+06	5.38375e+06	6.17466e+06	5.45453e+06	7.5548e+06	5.70873e+06	5.51756e+06	6.06297e+06	5.31729e+06	5.49632e+06	5.62751e+06	6.02754e+06	5.84994e+06	6.05365e+06	5.4072e+06	6.31761e+06	5.41737e+06
P32322	P32322		PYCR1		2.66222e+07	2.91239e+07	2.62632e+07	3.03482e+07	2.4562e+07	3.21561e+07	2.7219e+07	2.68431e+07	2.793e+07	2.49716e+07	2.74255e+07	2.84742e+07	2.83034e+07	2.9012e+07	2.7573e+07	2.78488e+07	2.86654e+07	2.56855e+07
P32324	P32324		EFT1		2.70034e+08	1.21077e+08	2.73786e+08	1.28145e+08	2.39696e+08	1.24718e+08	2.54981e+08	2.4572e+08	1.28785e+08	2.37244e+08	2.38476e+08	2.56981e+08	1.28923e+08	1.30403e+08	1.21508e+08	1.11981e+08	1.23901e+08	2.50529e+08
P32327	P32327		PYC2		1.22951e+07	6.14985e+06	1.25481e+07	5.89205e+06	1.07258e+07	5.59097e+06	1.20407e+07	1.15469e+07	6.3836e+06	1.16493e+07	1.06029e+07	1.13693e+07	5.90352e+06	5.99517e+06	5.96761e+06	5.83594e+06	5.64023e+06	1.15607e+07
P32337	P32337		PSE1		2.50046e+06	956619	2.06481e+06	826566	1.77828e+06	801100	2.29435e+06	2.23033e+06	1.05564e+06	2.35006e+06	2.01475e+06	1.95795e+06	731032	1.1705e+06	833148	647450	789892	2.34471e+06
P32340	P32340		NDI1		2.47002e+06	1.12658e+06	2.30332e+06	959290	2.58191e+06	1.17149e+06	2.36546e+06	2.17914e+06	1.15401e+06	2.07521e+06	2.27007e+06	2.2599e+06	1.17476e+06	1.13394e+06	1.03871e+06	711581	1.09175e+06	2.14879e+06
P32352	P32352		ERG2		3.62222e+06	1.81249e+06	3.77629e+06	1.8746e+06	3.271e+06	1.84541e+06	3.43143e+06	3.56962e+06	1.66983e+06	3.26773e+06	3.50706e+06	3.52252e+06	1.8816e+06	1.75151e+06	1.94563e+06	1.47166e+06	1.9378e+06	3.29691e+06
P32356	P32356		NTH1		5.56004e+06	2.91973e+06	5.58995e+06	2.59155e+06	5.03854e+06	2.53062e+06	5.78565e+06	5.26012e+06	3.06156e+06	5.44126e+06	4.66595e+06	5.31856e+06	2.69827e+06	2.84062e+06	2.64399e+06	2.62269e+06	2.49084e+06	5.14722e+06
P32366	P32366		VMA6		1.02275e+07	5.44014e+06	1.03387e+07	5.73822e+06	8.20346e+06	5.62581e+06	9.83816e+06	9.39663e+06	5.11912e+06	9.76154e+06	9.04643e+06	9.43285e+06	5.28349e+06	5.48175e+06	5.19231e+06	5.1698e+06	4.81505e+06	9.52462e+06
P32368	P32368		SAC1		6.51509e+06	3.26127e+06	6.43375e+06	2.87065e+06	6.19701e+06	3.39142e+06	5.96239e+06	5.73508e+06	3.03541e+06	5.29067e+06	5.92171e+06	6.28165e+06	2.99062e+06	3.00388e+06	2.77144e+06	1.56275e+06	3.17462e+06	5.54729e+06
P32377	P32377		MVD1		1.34521e+07	6.68665e+06	1.33342e+07	7.10628e+06	1.21888e+07	6.87094e+06	1.25223e+07	1.26717e+07	6.57848e+06	1.19136e+07	1.25362e+07	1.26036e+07	7.11745e+06	6.87993e+06	6.14994e+06	5.89563e+06	7.06723e+06	1.16896e+07
P32379	P32379		PUP2		1.24068e+07	5.9015e+06	1.22591e+07	5.8405e+06	1.01097e+07	5.7511e+06	1.18945e+07	1.12163e+07	5.62367e+06	1.14026e+07	1.04781e+07	1.18879e+07	5.98381e+06	5.62795e+06	5.88817e+06	5.98367e+06	5.71351e+06	1.11329e+07
P32381	P32381		ARP2		1.6549e+07	1.0775e+07	1.7011e+07	1.10329e+07	1.62088e+07	1.05952e+07	1.55357e+07	1.56542e+07	8.31486e+06	1.35577e+07	1.55263e+07	1.61219e+07	9.12804e+06	9.22097e+06	8.59156e+06	8.59214e+06	9.51569e+06	1.58334e+07
P32386	P32386		YBT1		2.2474e+06	1.14003e+06	2.37787e+06	1.16412e+06	2.46746e+06	1.37533e+06	2.0483e+06	2.07814e+06	1.16022e+06	1.85033e+06	2.35536e+06	2.25368e+06	1.23863e+06	1.21444e+06	1.07264e+06	941599	1.17878e+06	2.05736e+06
P32419	P32419		MDH3		3.48876e+06	1.61702e+06	3.14194e+06	1.49389e+06	2.89253e+06	1.41296e+06	3.20716e+06	2.93873e+06	1.6289e+06	3.09674e+06	2.97142e+06	2.93863e+06	1.52112e+06	1.51056e+06	1.46116e+06	1.2977e+06	1.39658e+06	2.90986e+06
P32445	P32445		RIM1		7.39725e+06	3.42558e+06	7.23207e+06	3.35144e+06	6.9579e+06	3.3483e+06	6.87254e+06	6.69867e+06	3.52754e+06	6.07552e+06	6.56114e+06	6.80232e+06	3.53858e+06	3.5478e+06	3.55595e+06	4.06369e+06	3.57441e+06	6.7636e+06
P32447	P32447		ASF1		1.90366e+06	758766	1.85873e+06	774310	2.02489e+06	904103	1.76914e+06	1.66456e+06	700259	1.72951e+06	1.84391e+06	1.83786e+06	922522	1.00353e+06	815968	1.07613e+06	982523	1.87067e+06
P32449	P32449		ARO4		1.20183e+07	6.11518e+06	1.21437e+07	6.03794e+06	1.14503e+07	6.10858e+06	1.13864e+07	1.10273e+07	6.03782e+06	1.14504e+07	1.12658e+07	1.15289e+07	6.30567e+06	6.22725e+06	5.7876e+06	6.05087e+06	6.18488e+06	1.14016e+07
P32453	P32453		ATP11		1.46725e+06	675408	1.858e+06	845404	1.74714e+06	861999	1.49641e+06	1.44541e+06	742354	1.60521e+06	1.64874e+06	1.59204e+06	889658	792501	716930	653620	703525	1.58765e+06
P32454	P32454		APE2		1.18504e+07	5.69488e+06	1.20414e+07	5.78183e+06	1.0867e+07	5.75633e+06	1.11838e+07	1.06309e+07	5.51409e+06	1.05732e+07	1.05634e+07	1.13625e+07	5.75383e+06	5.74402e+06	5.48761e+06	5.06793e+06	5.67833e+06	1.09596e+07
P32457	P32457		CDC3		3.58738e+06	1.64769e+06	3.4032e+06	1.59225e+06	3.42214e+06	1.72096e+06	3.68772e+06	3.30684e+06	1.8576e+06	3.0874e+06	3.40468e+06	3.70186e+06	1.77482e+06	1.75806e+06	1.60351e+06	1.29704e+06	1.67685e+06	3.38084e+06
P32458	P32458		CDC11		3.39534e+06	1.74677e+06	3.46467e+06	1.60902e+06	3.59398e+06	2.03529e+06	3.08856e+06	3.09068e+06	1.62076e+06	3.44942e+06	3.49947e+06	3.36971e+06	1.92973e+06	1.92193e+06	1.84538e+06	1.91202e+06	1.93476e+06	3.16679e+06
P32463	P32463		ACP1		6.68488e+06	3.47743e+06	7.08661e+06	3.45314e+06	6.29331e+06	3.21397e+06	6.54589e+06	6.44735e+06	3.30278e+06	6.67871e+06	5.85955e+06	6.32032e+06	3.44128e+06	3.5277e+06	3.32703e+06	2.89424e+06	3.10985e+06	6.29928e+06
P32466	P32466		HXT3		4.97304e+06	2.49925e+06	4.49305e+06	2.29377e+06	5.28356e+06	2.79296e+06	4.71244e+06	4.43838e+06	2.49607e+06	4.32875e+06	5.19422e+06	4.69026e+06	2.83359e+06	2.50348e+06	2.43247e+06	2.00132e+06	2.80292e+06	4.23354e+06
P32468	P32468		CDC12		6.39755e+06	3.0058e+06	6.30181e+06	2.80664e+06	6.09661e+06	3.21405e+06	6.24042e+06	5.80795e+06	3.24449e+06	5.96004e+06	5.67356e+06	6.13076e+06	3.15833e+06	3.07563e+06	3.06612e+06	3.16723e+06	3.06383e+06	5.6607e+06
P32469	P32469		DPH5		6.26479e+06	2.19733e+06	6.25368e+06	2.68009e+06	6.24928e+06	2.59316e+06	4.98434e+06	5.38722e+06	2.46262e+06	4.43971e+06	5.70379e+06	5.76022e+06	2.54405e+06	2.52521e+06	2.41452e+06	2.02014e+06	2.60535e+06	5.34099e+06
P32471	P32471		EFB1		8.78392e+07	3.7612e+07	8.33671e+07	3.89992e+07	8.49443e+07	4.11981e+07	8.10454e+07	7.92831e+07	4.07709e+07	7.70463e+07	8.26522e+07	8.45003e+07	4.38682e+07	4.26516e+07	3.8517e+07	3.05913e+07	4.21339e+07	7.64841e+07
P32472	P32472		FPR2		1.10883e+07	5.39611e+06	9.91857e+06	5.88027e+06	9.60576e+06	5.64857e+06	1.02205e+07	1.02111e+07	5.38404e+06	9.84023e+06	1.01952e+07	9.00725e+06	5.38368e+06	5.90413e+06	5.24818e+06	5.41367e+06	5.40213e+06	9.58477e+06
P32473	P32473		PDB1		3.30062e+07	1.61008e+07	3.18817e+07	1.56687e+07	2.86499e+07	1.49877e+07	3.1424e+07	2.95805e+07	1.54489e+07	3.05539e+07	2.81186e+07	2.94853e+07	1.49681e+07	1.56693e+07	1.49735e+07	1.44107e+07	1.47102e+07	2.89133e+07
P32474	P32474		EUG1		1.13553e+06	686067	1.14503e+06	529184	1.01011e+06	528933	854564	930277	620244	1.05062e+06	964258	1.07011e+06	564815	599447	555777		543068	864393
P32476	P32476		ERG1		5.62266e+06	2.53018e+06	5.78608e+06	2.64997e+06	4.48373e+06	2.25348e+06	5.03643e+06	5.17257e+06	2.5137e+06	5.07149e+06	4.72868e+06	5.14565e+06	2.69272e+06	2.73608e+06	2.51513e+06	2.33329e+06	2.55863e+06	4.99076e+06
P32478	P32478		HSP150		3.16008e+06	1.55419e+06	3.46213e+06	1.77467e+06	1.9438e+06	1.39833e+06	2.57759e+06	2.95356e+06	1.27612e+06	2.99929e+06	2.17355e+06	2.82185e+06	1.44701e+06	1.50571e+06	1.52943e+06	1.50659e+06	1.31199e+06	2.87598e+06
P32481	P32481		GCD11		1.43375e+07	7.16906e+06	1.48141e+07	7.25741e+06	1.23369e+07	7.00202e+06	1.31512e+07	1.33722e+07	6.67809e+06	1.27748e+07	1.28437e+07	1.35655e+07	7.37606e+06	7.08154e+06	7.03707e+06	6.9109e+06	7.13588e+06	1.32625e+07
P32485	P32485		HOG1		5.16183e+06	3.1451e+06	5.02278e+06	2.60213e+06	5.15633e+06	3.28377e+06	4.9538e+06	4.76641e+06	2.90506e+06	3.91337e+06	4.78201e+06	4.89974e+06	2.80922e+06	2.71903e+06	2.653e+06	1.82155e+06	3.1191e+06	4.23703e+06
P32496	P32496		RPN12		8.23246e+06	3.92e+06	7.86513e+06	3.8219e+06	7.2551e+06	3.645e+06	7.64607e+06	7.26932e+06	3.70912e+06	6.65638e+06	6.8638e+06	7.48491e+06	3.82333e+06	3.7836e+06	3.82289e+06	3.64354e+06	3.73837e+06	7.23495e+06
P32497	P32497		NIP1		1.13078e+07	5.87939e+06	1.13754e+07	5.68924e+06	1.09959e+07	5.83136e+06	1.0767e+07	1.04038e+07	5.65592e+06	1.14475e+07	1.0467e+07	1.0868e+07	5.73164e+06	5.74432e+06	5.75311e+06	6.58984e+06	5.60914e+06	1.06848e+07
P32499	P32499		NUP2		2.76166e+06	1.56611e+06	2.79377e+06	1.45219e+06	2.84368e+06	1.6294e+06	2.91652e+06	2.61934e+06	1.46002e+06	2.86114e+06	2.66461e+06	2.79684e+06	1.54776e+06	1.43641e+06	1.44206e+06	1.36295e+06	1.44524e+06	2.74933e+06
P32505	P32505		NAB2		1.89874e+06	745881	1.74776e+06	662626	2.13214e+06	863656	1.77733e+06	1.67203e+06	906628	1.39303e+06	1.85283e+06	1.83426e+06	968666	826477	771730	467200	931654	1.62595e+06
P32519	P32519		ELF1		1.94527e+06	2.00084e+06	1.73537e+06	1.8583e+06	1.86364e+06	2.00311e+06	1.7266e+06	1.82e+06	1.93133e+06	1.89866e+06	1.79771e+06	1.83982e+06	2.05711e+06	1.92183e+06	1.87593e+06	1.79699e+06	2.00231e+06	1.62375e+06
P32521	P32521		PAN1		4.51793e+06	2.08196e+06	4.47272e+06	1.97583e+06	4.80656e+06	2.53754e+06	4.20135e+06	4.0403e+06	2.23092e+06	3.55259e+06	4.40604e+06	4.45223e+06	2.29261e+06	2.19182e+06	2.01901e+06	1.40692e+06	2.31308e+06	3.79175e+06
P32527	P32527		ZUO1		1.8709e+07	8.60628e+06	1.984e+07	9.20857e+06	1.64474e+07	9.65394e+06	1.81784e+07	1.76344e+07	9.4349e+06	1.61787e+07	1.65419e+07	1.78447e+07	9.30697e+06	9.52511e+06	8.42125e+06	6.34968e+06	8.96056e+06	1.71328e+07
P32529	P32529		RPA12		2.22373e+06	1.10117e+06	2.36061e+06	1.09435e+06	2.61057e+06	1.35338e+06	2.21827e+06	2.12526e+06	1.11929e+06	2.1495e+06	2.50036e+06	2.44018e+06	1.27692e+06	1.13696e+06	1.10081e+06	1.12836e+06	1.19738e+06	2.16568e+06
P32558	P32558		SPT16		7.70815e+06	3.56669e+06	7.59929e+06	3.58734e+06	7.28724e+06	3.66399e+06	7.32588e+06	7.2146e+06	3.45209e+06	7.06663e+06	6.81955e+06	7.2389e+06	3.49743e+06	3.4391e+06	3.49994e+06	3.29109e+06	3.68174e+06	7.28392e+06
P32561	P32561		RPD3		1.10017e+06	444076	1.01373e+06	478005	1.03663e+06	594634	880142	923559	426473		1.04848e+06	1.10804e+06	528582	523792	414233		505415	841930
P32563	P32563		VPH1		8.39934e+06	4.12869e+06	8.41004e+06	4.1109e+06	6.96626e+06	3.82927e+06	8.06927e+06	7.78485e+06	4.00764e+06	6.97108e+06	7.11618e+06	7.78315e+06	3.87105e+06	3.79795e+06	3.99351e+06	3.18008e+06	3.76176e+06	7.82233e+06
P32565	P32565		RPN2		7.46237e+06	3.55287e+06	7.90922e+06	3.66483e+06	6.06209e+06	3.06827e+06	7.03337e+06	6.84059e+06	3.44143e+06	6.76364e+06	6.12464e+06	6.87958e+06	3.45988e+06	3.47934e+06	3.49932e+06	3.80714e+06	3.32578e+06	7.22984e+06
P32566	P32566		SMI1		6.18484e+06	2.50594e+06	5.98332e+06	2.58486e+06	6.88349e+06	3.29316e+06	6.34492e+06	5.61466e+06	2.82578e+06	4.70572e+06	6.58458e+06	6.39148e+06	2.75218e+06	2.89348e+06	2.40459e+06	2.25486e+06	3.30168e+06	5.79214e+06
P32568	P32568		SNQ2		1.12976e+07	7.06856e+06	1.20062e+07	6.79039e+06	1.12317e+07	7.48719e+06	1.23537e+07	1.12764e+07	6.91803e+06	1.15895e+07	1.17304e+07	1.27014e+07	7.09367e+06	6.82343e+06	6.28416e+06	8.03635e+06	7.47856e+06	1.09833e+07
