Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML
P0A843	TATE_ECOLI	tatE	Sec-independent protein translocase protein TatE	3	3	5.49602e+07	5.09722e+07	5.7221e+07	5.54607e+07	5.7089e+07	5.70298e+07
P0A847	TGT_ECOLI	tgt	Queuine tRNA-ribosyltransferase	14	14	1.41939e+07	1.4291e+07	1.43575e+07	1.43063e+07	1.40339e+07	1.47818e+07
P0A850	TIG_ECOLI	tig	Trigger factor	46	46	6.65176e+08	6.99499e+08	6.62187e+08	6.94965e+08	6.90805e+08	6.85587e+08
P0A853	TNAA_ECOLI	tnaA	Tryptophanase	10	10	1.34487e+07	1.31628e+07	1.34901e+07	1.32906e+07	1.2875e+07	1.32831e+07
P0A855	TOLB_ECOLI	tolB	Protein TolB	17	17	7.08309e+07	7.69796e+07	7.15485e+07	7.5008e+07	7.78136e+07	7.3638e+07
P0A858	TPIS_ECOLI	tpiA	Triosephosphate isomerase	12	12	4.89718e+08	5.22913e+08	4.81117e+08	5.15596e+08	5.12401e+08	4.99369e+08
P0A862	TPX_ECOLI	tpx	Thiol peroxidase	7	7	2.98502e+08	2.91929e+08	2.8877e+08	2.87833e+08	2.88512e+08	3.01682e+08
P0A867	TALA_ECOLI	talA	Transaldolase A	13	13	2.08376e+07	2.02849e+07	2.09484e+07	2.10753e+07	1.99384e+07	2.18246e+07
P0A870	TALB_ECOLI	talB	Transaldolase B	22	22	2.93298e+08	2.998e+08	2.97638e+08	2.93139e+08	2.88453e+08	3.05289e+08
P0A873	TRMD_ECOLI	trmD	tRNA (guanine-N(1)-)-methyltransferase	5	5	1.23792e+07	1.22496e+07	1.33838e+07	1.29178e+07	1.28672e+07	1.19697e+07
P0A877	TRPA_ECOLI	trpA	Tryptophan synthase alpha chain	7	7	5.20903e+06	5.21678e+06	5.19657e+06	5.27155e+06	5.15212e+06	5.2728e+06
P0A879	TRPB_ECOLI	trpB	Tryptophan synthase beta chain	2	2	1.43345e+06	1.62409e+06	1.74569e+06	1.50197e+06	1.61369e+06	1.58947e+06
P0A881	TRPR_ECOLI	trpR	Trp operon repressor	2	2	6.02473e+06	5.77716e+06	5.78449e+06	6.4189e+06	5.81104e+06	5.92616e+06
P0A884	TYSY_ECOLI	thyA	Thymidylate synthase	8	8	2.89928e+07	3.05482e+07	2.98944e+07	3.05154e+07	3.24729e+07	3.07709e+07
P0A887	UBIE_ECOLI	ubiE	Ubiquinone/menaquinone biosynthesis methyltransferase ubiE	10	10	5.00805e+07	5.2151e+07	5.02656e+07	5.22103e+07	5.05881e+07	5.18966e+07
P0A890	TUSA_ECOLI	tusA	Sulfurtransferase TusA	3	3	3.75388e+07	3.88077e+07	3.69254e+07	3.77912e+07	3.72114e+07	3.56918e+07
P0A894	YHBJ_ECOLI	yhbJ	UPF0042 nucleotide-binding protein YhbJ	7	7	7.45863e+06	7.19613e+06	7.28822e+06	7.40674e+06	7.23779e+06	7.48423e+06
P0A898	YBEY_ECOLI	ybeY	Endoribonuclease YbeY	1	1	3.20622e+07	3.29099e+07	3.23574e+07	3.24516e+07	3.26263e+07	3.29325e+07
P0A8A0	YEBC_ECOLI	yebC	Probable transcriptional regulatory protein YebC	5	5	1.22968e+07	1.32871e+07	1.24398e+07	1.47068e+07	1.38266e+07	1.39867e+07
P0A8A2	YEEN_ECOLI	yeeN	Probable transcriptional regulatory protein YeeN	8	8	6.44583e+07	6.41829e+07	6.32765e+07	6.48095e+07	6.58628e+07	6.19723e+07
P0A8A4	PSRP_ECOLI	ppsR	Phosphoenolpyruvate synthase regulatory protein	4	4	7.95182e+06	7.95934e+06	8.34899e+06	7.60129e+06	7.68528e+06	8.32506e+06
P0A8A8	RIMP_ECOLI	rimP	Ribosome maturation factor RimP	3	3	3.2861e+07	3.48233e+07	3.37945e+07	3.48316e+07	3.62851e+07	3.71674e+07
P0A8B2	YFCN_ECOLI	yfcN	UPF0115 protein YfcN	5	5	5.62562e+06	5.1826e+06	5.26311e+06	5.52543e+06	5.49779e+06	5.42335e+06
P0A8B5	YBAB_ECOLI	ybaB	Nucleoid-associated protein YbaB	2	2	2.48546e+07	2.64232e+07	2.33308e+07	2.66022e+07	2.64726e+07	2.60092e+07
P0A8C1	YBJQ_ECOLI	ybjQ	UPF0145 protein YbjQ	1	1	3.02946e+07	3.15142e+07	3.1827e+07	3.27055e+07		
P0A8C4	YGFB_ECOLI	ygfB	UPF0149 protein YgfB	2	2	2.9619e+07	2.59131e+07	2.70689e+07	2.38578e+07	2.54008e+07	2.82444e+07
P0A8D0	NRDR_ECOLI	nrdR	Transcriptional repressor NrdR	4	4	4.97e+06	4.88442e+06	5.12173e+06	5.0691e+06	5.09241e+06	5.33154e+06
P0A8D3	YAII_ECOLI	yaiI	UPF0178 protein YaiI	3	3	4.60115e+06	5.16763e+06	5.22128e+06	5.13991e+06	4.87701e+06	5.40997e+06
P0A8D6	YMDB_ECOLI	ymdB	O-acetyl-ADP-ribose deacetylase	5	5	5.56153e+06	6.39399e+06	6.52875e+06	6.27165e+06	6.50457e+06	6.33275e+06
P0A8E1	YCFP_ECOLI	ycfP	UPF0227 protein YcfP	8	8	5.3141e+07	5.32537e+07	5.31946e+07	5.49043e+07	5.34701e+07	5.63761e+07
P0A8E5	YACL_ECOLI	yacL	UPF0231 protein YacL	1	1	1.57995e+06	1.79059e+06	1.14867e+06	1.80761e+06	1.74513e+06	1.70227e+06
P0A8E7	YAJQ_ECOLI	yajQ	UPF0234 protein YajQ	11	11	1.49344e+08	1.60027e+08	1.48582e+08	1.60799e+08	1.5696e+08	1.4691e+08
P0A8F0	UPP_ECOLI	upp	Uracil phosphoribosyltransferase	14	14	2.21987e+08	2.26269e+08	2.29765e+08	2.27954e+08	2.09401e+08	2.23985e+08
P0A8F4	URK_ECOLI	udk	Uridine kinase	7	7	2.26217e+07	2.33334e+07	2.50639e+07	2.2972e+07	2.35747e+07	2.54594e+07
P0A8F8	UVRB_ECOLI	uvrB	UvrABC system protein B	5	5	4.70782e+06	4.67187e+06	4.40646e+06	4.77415e+06	4.99798e+06	5.20965e+06
P0A8G0	UVRC_ECOLI	uvrC	UvrABC system protein C	2	2	1.66418e+06	1.80179e+06	1.64804e+06	1.51891e+06	1.74312e+06	1.86485e+06
P0A8G3	UXAC_ECOLI	uxaC	Uronate isomerase	9	9	7.20459e+06	7.15026e+06	7.33002e+06	7.27256e+06	7.23823e+06	7.36065e+06
P0A8G6	WRBA_ECOLI	wrbA	Flavoprotein WrbA	11	11	8.74208e+07	8.56737e+07	8.52431e+07	8.45872e+07	8.30444e+07	8.41295e+07
P0A8G9	EX7S_ECOLI	xseB	Exodeoxyribonuclease 7 small subunit	3	3	3.56805e+07	3.20378e+07	3.37535e+07	3.25698e+07	3.16497e+07	3.29199e+07
P0A8I1	RUVX_ECOLI	yqgF	Putative Holliday junction resolvase	4	4	6.83098e+06	6.32989e+06	6.53084e+06	6.46064e+06	6.13153e+06	6.97514e+06
P0A8I3	YAAA_ECOLI	yaaA	UPF0246 protein YaaA	6	6	4.82913e+07	5.14366e+07	5.06662e+07	5.13023e+07	5.15354e+07	5.25527e+07
P0A8I5	TRMB_ECOLI	trmB	tRNA (guanine-N(7)-)-methyltransferase	4	4	3.56828e+07	4.16813e+07	4.00801e+07	4.27588e+07	4.19454e+07	3.98483e+07
P0A8I8	RLMH_ECOLI	rlmH	Ribosomal RNA large subunit methyltransferase H	7	7	1.11413e+07	1.19316e+07	1.16821e+07	1.14174e+07	1.20595e+07	1.22132e+07
P0A8J2	DNAT_ECOLI	dnaT	Primosomal protein 1	2	2	5.33971e+06	5.97879e+06	5.15238e+06	6.00623e+06	5.53594e+06	5.94381e+06
P0A8J4	YBED_ECOLI	ybeD	UPF0250 protein YbeD	3	3	5.86347e+07	6.46722e+07	6.23651e+07	6.07919e+07	6.36777e+07	6.31598e+07
P0A8J8	RHLB_ECOLI	rhlB	ATP-dependent RNA helicase RhlB	15	15	5.74575e+07	5.87629e+07	5.73798e+07	5.82782e+07	6.05037e+07	5.93363e+07
P0A8K1	PSD_ECOLI	psd	Phosphatidylserine decarboxylase proenzyme	6	6	2.53764e+07	2.41681e+07	2.50176e+07	2.57476e+07	2.51028e+07	2.49993e+07
P0A8K5	YAEP_ECOLI	yaeP	UPF0253 protein YaeP	2	2	7.61685e+06	1.06138e+07	7.45376e+06	9.99303e+06	9.94335e+06	8.75318e+06
P0A8L1	SYS_ECOLI	serS	Serine--tRNA ligase	20	20	1.90547e+08	1.834e+08	1.90312e+08	1.8631e+08	1.83415e+08	1.92633e+08
P0A8M0	SYN_ECOLI	asnS	Asparagine--tRNA ligase	27	27	1.57862e+08	1.53516e+08	1.54896e+08	1.54276e+08	1.52667e+08	1.59339e+08
P0A8M3	SYT_ECOLI	thrS	Threonine--tRNA ligase	27	27	8.05763e+07	8.0001e+07	7.91361e+07	8.08003e+07	8.13492e+07	8.12119e+07
P0A8M6	YEEX_ECOLI	yeeX	UPF0265 protein YeeX	4	4	5.32021e+07	5.92267e+07	5.3398e+07	6.3358e+07	6.38769e+07	5.9329e+07
P0A8N0	MATP_ECOLI	matP	Macrodomain Ter protein	2	2	3.15773e+06	3.18697e+06	3.42187e+06	2.72503e+06	3.14314e+06	3.97159e+06
P0A8N3	SYK1_ECOLI	lysS	Lysine--tRNA ligase	32	21	2.19626e+08	2.19306e+08	2.2004e+08	2.20244e+08	2.18566e+08	2.27826e+08
P0A8N5	SYK2_ECOLI	lysU	Lysine--tRNA ligase, heat inducible	17	17	1.36303e+08	1.36485e+08	1.35236e+08	1.3873e+08	1.38376e+08	1.4219e+08
P0A8N7	EPMA_ECOLI	epmA	Elongation factor P--(R)-beta-lysine ligase	7	7	1.46188e+07	1.53268e+07	1.4199e+07	1.38991e+07	1.40589e+07	1.51562e+07
P0A8P3	FETP_ECOLI	yggX	Probable Fe(2+)-trafficking protein	9	9	5.52799e+07	5.34581e+07	5.5046e+07	5.36139e+07	5.30387e+07	5.50706e+07
P0A8P6	XERC_ECOLI	xerC	Tyrosine recombinase XerC	2	2		484672	537881			538630
P0A8Q0	FRDC_ECOLI	frdC	Fumarate reductase subunit C	2	2	1.40742e+07	1.37278e+07	1.42945e+07	1.39356e+07	1.41917e+07	1.49293e+07
P0A8R0	RRAA_ECOLI	rraA	Regulator of ribonuclease activity A	6	6	7.43298e+07	8.0332e+07	7.75696e+07	8.03832e+07	7.8878e+07	7.50373e+07
P0A8R4	SLYX_ECOLI	slyX	Protein SlyX	1	1	1.52328e+06	1.66593e+06	1.6075e+06	1.38401e+06	1.58193e+06	1.4135e+06
P0A8R9	HDFR_ECOLI	hdfR	HTH-type transcriptional regulator HdfR	4	4	3.59513e+06	3.48701e+06	3.38026e+06	3.32303e+06	3.45892e+06	3.48239e+06
P0A8S1	ICIA_ECOLI	iciA	Chromosome initiation inhibitor	5	5	9.15317e+06	8.89383e+06	9.22661e+06	9.05481e+06	9.30066e+06	8.85283e+06
P0A8T1	PRMA_ECOLI	prmA	Ribosomal protein L11 methyltransferase	4	4	4.05154e+07	3.9398e+07	3.96053e+07	4.07737e+07	4.03312e+07	4.15927e+07
P0A8T7	RPOC_ECOLI	rpoC	DNA-directed RNA polymerase subunit beta'	83	83	2.33223e+08	2.4011e+08	2.32796e+08	2.41243e+08	2.35776e+08	2.33794e+08
P0A8U0	SYDP_ECOLI	syd	Protein syd	4	4	2.5382e+06	2.26833e+06	2.78085e+06	2.48163e+06	2.3389e+06	2.62992e+06
P0A8U2	YAFD_ECOLI	yafD	UPF0294 protein YafD	1	1		433590	396654	396330	358066	405144
P0A8U6	METJ_ECOLI	metJ	Met repressor	5	5	3.55047e+07	4.00743e+07	3.57708e+07	4.03258e+07	3.7911e+07	3.65229e+07
P0A8V0	RBN_ECOLI	rbn	Ribonuclease BN	1	1	441172	560315	539818	440268	491397	308980
P0A8V2	RPOB_ECOLI	rpoB	DNA-directed RNA polymerase subunit beta	75	75	2.30967e+08	2.28234e+08	2.24419e+08	2.27861e+08	2.22344e+08	2.28424e+08
P0A8V6	FADR_ECOLI	fadR	Fatty acid metabolism regulator protein	10	10	2.42705e+07	2.23304e+07	2.37271e+07	2.48201e+07	2.22504e+07	2.46623e+07
P0A8W0	NANR_ECOLI	nanR	Transcriptional regulator NanR	7	7	8.65012e+06	8.00531e+06	9.10621e+06	8.04846e+06	8.13803e+06	9.3947e+06
P0A8W2	SLYA_ECOLI	slyA	Transcriptional regulator SlyA	4	4	4.05083e+07	4.1828e+07	4.08707e+07	4.21413e+07	3.93208e+07	4.24349e+07
P0A8W5	YQGE_ECOLI	yqgE	UPF0301 protein YqgE	5	5	1.26733e+07	1.12166e+07	1.11281e+07	1.18834e+07	1.21189e+07	1.24943e+07
P0A8W8	YFBU_ECOLI	yfbU	UPF0304 protein YfbU	10	10	1.05451e+08	1.07231e+08	1.04281e+08	1.06603e+08	1.06836e+08	1.08265e+08
P0A8X0	YJGA_ECOLI	yjgA	UPF0307 protein YjgA	14	14	3.70927e+07	3.89484e+07	3.81657e+07	3.8935e+07	3.82321e+07	3.74582e+07
P0A8X2	YCEI_ECOLI	yceI	Protein YceI	4	4	5.99652e+06	6.45661e+06	5.56683e+06	6.41422e+06	5.64085e+06	5.48466e+06
P0A8Y1	YJJG_ECOLI	yjjG	Pyrimidine 5'-nucleotidase YjjG	2	2	5.93136e+06	6.30347e+06	5.6404e+06	5.94572e+06	6.6173e+06	6.5866e+06
P0A8Y3	YIHX_ECOLI	yihX	Alpha-D-glucose-1-phosphate phosphatase YihX	5	5	8.18337e+06	7.66919e+06	8.20382e+06	7.65682e+06	7.24539e+06	8.32735e+06
P0A8Y5	YIDA_ECOLI	yidA	Sugar phosphatase YidA	8	8	4.13713e+07	4.42516e+07	4.33333e+07	4.33174e+07	4.47653e+07	4.49322e+07
P0A8Z0	YCIA_ECOLI	yciA	Acyl-CoA thioester hydrolase YciA	3	3	1.4998e+07	1.5737e+07	1.54793e+07	1.56021e+07	1.56379e+07	1.55344e+07
P0A8Z3	YBGC_ECOLI	ybgC	Acyl-CoA thioester hydrolase YbgC	2	2	4.06318e+06	3.51628e+06	4.10967e+06	3.40124e+06	3.68409e+06	3.70205e+06
P0A901	BLC_ECOLI	blc	Outer membrane lipoprotein blc	4	4	2.14721e+06	1.96852e+06	2.30274e+06	2.0714e+06	2.04181e+06	2.12864e+06
P0A903	BAMC_ECOLI	bamC	Outer membrane protein assembly factor BamC	14	14	1.34214e+08	1.35769e+08	1.30717e+08	1.36254e+08	1.35118e+08	1.31519e+08
P0A905	SLYB_ECOLI	slyB	Outer membrane lipoprotein SlyB	6	6	1.4743e+08	1.6168e+08	1.45016e+08	1.6197e+08	1.66331e+08	1.50161e+08
P0A908	MIPA_ECOLI	mipA	MltA-interacting protein	7	7	2.69705e+07	2.67087e+07	2.69027e+07	2.73987e+07	2.75388e+07	3.0294e+07
P0A910	OMPA_ECOLI	ompA	Outer membrane protein A	14	14	2.94096e+09	2.76752e+09	2.82487e+09	2.80539e+09	2.66005e+09	2.78998e+09
P0A912	PAL_ECOLI	pal	Peptidoglycan-associated lipoprotein	7	7	3.84635e+08	4.08747e+08	3.684e+08	4.04905e+08	4.17141e+08	3.96991e+08
P0A915	OMPW_ECOLI	ompW	Outer membrane protein W	6	6	1.0489e+08	9.4515e+07	1.05208e+08	9.87626e+07	9.47375e+07	1.13134e+08
P0A917	OMPX_ECOLI	ompX	Outer membrane protein X	9	9	1.49206e+08	1.49163e+08	1.47237e+08	1.40637e+08	1.44085e+08	1.48741e+08
P0A921	PA1_ECOLI	pldA	Phospholipase A1	6	6	7.8374e+06	7.88264e+06	8.48609e+06	8.65465e+06	8.02391e+06	8.69845e+06
P0A927	TSX_ECOLI	tsx	Nucleoside-specific channel-forming protein tsx	10	10	9.93323e+07	9.15963e+07	8.88009e+07	9.34913e+07	9.1953e+07	1.01815e+08
P0A932	GFCE_ECOLI	gfcE	Putative polysaccharide export protein GfcE	13	13	5.3962e+07	5.75213e+07	5.43038e+07	5.79618e+07	5.92284e+07	5.72591e+07
P0A935	MLTA_ECOLI	mltA	Membrane-bound lytic murein transglycosylase A	8	8	1.71077e+07	1.6964e+07	1.76404e+07	1.74813e+07	1.67829e+07	1.84461e+07
P0A937	BAME_ECOLI	bamE	Outer membrane protein assembly factor BamE	1	1	1.06791e+08	1.01609e+08	9.72615e+07	1.02495e+08	1.02428e+08	1.00304e+08
P0A940	BAMA_ECOLI	bamA	Outer membrane protein assembly factor BamA	37	37	7.86164e+07	7.78441e+07	7.77031e+07	7.7852e+07	7.73793e+07	7.91911e+07
P0A944	RIMI_ECOLI	rimI	Ribosomal-protein-alanine acetyltransferase	4	4	2.68055e+06	2.27269e+06	2.61137e+06	2.28059e+06	2.31132e+06	2.61748e+06
P0A948	RIMJ_ECOLI	rimJ	Ribosomal-protein-alanine acetyltransferase	1	1	1.18817e+06	796398	1.20742e+06	736694	813343	1.02074e+06
P0A951	ATDA_ECOLI	speG	Spermidine N(1)-acetyltransferase	4	4	2.57855e+06	3.10521e+06	2.2388e+06	2.89991e+06	3.0555e+06	2.46121e+06
P0A953	FABB_ECOLI	fabB	3-oxoacyl-[acyl-carrier-protein] synthase 1	14	14	1.36173e+08	1.36168e+08	1.34266e+08	1.3179e+08	1.35918e+08	1.33187e+08
P0A955	ALKH_ECOLI	eda	KHG/KDPG aldolase	7	7	1.44422e+08	1.43991e+08	1.43901e+08	1.47293e+08	1.44007e+08	1.42217e+08
P0A959	ALAA_ECOLI	alaA	Glutamate-pyruvate aminotransferase AlaA	8	8	7.04514e+06	8.06862e+06	8.08832e+06	7.64238e+06	7.63244e+06	8.09014e+06
P0A962	ASPG1_ECOLI	ansA	L-asparaginase 1	3	3	5.81101e+06	5.42878e+06	5.36848e+06	5.49643e+06	5.27625e+06	5.57819e+06
P0A964	CHEW_ECOLI	cheW	Chemotaxis protein CheW	4	4	5.11678e+07	5.02847e+07	4.99593e+07	5.14408e+07	4.84585e+07	4.94873e+07
P0A968	CSPD_ECOLI	cspD	Cold shock-like protein CspD	1	1	1.06363e+07	1.04027e+07	1.00868e+07	9.81244e+06	9.64376e+06	9.88241e+06
P0A972	CSPE_ECOLI	cspE	Cold shock-like protein CspE	7	7	1.35638e+09	1.33653e+09	1.30062e+09	1.33797e+09	1.33473e+09	1.33668e+09
P0A978	CSPG_ECOLI	cspG	Cold shock-like protein CspG	4	4	1.33976e+07	1.17186e+07	1.32972e+07	1.20656e+07	1.18159e+07	1.35923e+07
P0A988	DPO3B_ECOLI	dnaN	DNA polymerase III subunit beta	10	10	2.19088e+07	2.28656e+07	2.15497e+07	2.33726e+07	2.30674e+07	2.1756e+07
P0A991	ALF1_ECOLI	fbaB	Fructose-bisphosphate aldolase class 1	12	12	3.49134e+07	3.56575e+07	3.46391e+07	3.67559e+07	3.58124e+07	3.68225e+07
P0A993	F16PA_ECOLI	fbp	Fructose-1,6-bisphosphatase class 1	14	14	9.43664e+07	9.3856e+07	9.48862e+07	9.29396e+07	9.14802e+07	9.76316e+07
P0A996	GLPC_ECOLI	glpC	Anaerobic glycerol-3-phosphate dehydrogenase subunit C	11	11	1.77996e+07	1.82233e+07	1.79235e+07	1.81884e+07	1.81458e+07	1.84777e+07
P0A998	FTNA_ECOLI	ftnA	Ferritin-1	5	5	2.49044e+08	2.39467e+08	2.37093e+08	2.3538e+08	2.26816e+08	2.31089e+08
P0A9A2	FTNB_ECOLI	ftnB	Ferritin-like protein 2	3	3	2.47124e+06	2.42094e+06		2.60617e+06	2.47996e+06	2.7252e+06
P0A9A6	FTSZ_ECOLI	ftsZ	Cell division protein FtsZ	23	23	1.1985e+08	1.2117e+08	1.16422e+08	1.19979e+08	1.20715e+08	1.19524e+08
P0A9A9	FUR_ECOLI	fur	Ferric uptake regulation protein	7	7	1.0345e+08	1.06019e+08	1.02597e+08	1.04253e+08	1.05827e+08	1.04447e+08
P0A9B2	G3P1_ECOLI	gapA	Glyceraldehyde-3-phosphate dehydrogenase A	26	25	2.29088e+09	2.34589e+09	2.28358e+09	2.3745e+09	2.3656e+09	2.31814e+09
P0A9B6	E4PD_ECOLI	epd	D-erythrose-4-phosphate dehydrogenase	6	6	6.5475e+06	7.31779e+06	6.78669e+06	6.73704e+06	7.25469e+06	6.60029e+06
P0A9C0	GLPA_ECOLI	glpA	Anaerobic glycerol-3-phosphate dehydrogenase subunit A	14	14	5.67898e+06	5.80271e+06	6.15288e+06	5.96297e+06	5.20613e+06	5.40826e+06
P0A9C3	GALM_ECOLI	galM	Aldose 1-epimerase	13	13	3.04854e+07	3.23458e+07	3.10603e+07	3.24089e+07	3.11957e+07	3.15599e+07
P0A9C5	GLNA_ECOLI	glnA	Glutamine synthetase	24	24	2.0009e+08	2.05655e+08	1.98012e+08	1.98353e+08	2.00208e+08	2.05124e+08
P0A9C9	GLPX_ECOLI	glpX	Fructose-1,6-bisphosphatase 1 class 2	13	13	1.72023e+07	1.71813e+07	1.7036e+07	1.75366e+07	1.70614e+07	1.72752e+07
P0A9D2	GSTA_ECOLI	gstA	Glutathione S-transferase GstA	6	6	1.88884e+07	1.8811e+07	1.96845e+07	1.9328e+07	1.84206e+07	2.02701e+07
P0A9D4	CYSE_ECOLI	cysE	Serine acetyltransferase	4	4	1.6022e+07	1.68661e+07	1.66125e+07	1.6748e+07	1.56366e+07	1.59847e+07
P0A9D8	DAPD_ECOLI	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	19	19	1.50274e+08	1.48922e+08	1.50135e+08	1.47608e+08	1.4462e+08	1.51435e+08
P0A9E5	FNR_ECOLI	fnr	Fumarate and nitrate reduction regulatory protein	6	6	3.39673e+07	3.19094e+07	3.43115e+07	3.33592e+07	3.28821e+07	3.29312e+07
P0A9F1	MNTR_ECOLI	mntR	Transcriptional regulator MntR	5	5	4.01489e+06	5.89767e+06	6.34161e+06	5.40197e+06	5.35624e+06	6.33217e+06
P0A9F3	CYSB_ECOLI	cysB	HTH-type transcriptional regulator CysB	13	13	1.35105e+07	1.36411e+07	1.40832e+07	1.34841e+07	1.35215e+07	1.46106e+07
P0A9F6	GCVA_ECOLI	gcvA	Glycine cleavage system transcriptional activator	1	1		852809	886428	705306	866304	981269
P0A9G2	NHAR_ECOLI	nhaR	Transcriptional activator protein NhaR	3	3	4.17442e+06	3.94077e+06	3.87724e+06	4.23675e+06	3.71029e+06	3.75578e+06
P0A9G6	ACEA_ECOLI	aceA	Isocitrate lyase	10	10	2.51041e+07	2.65456e+07	2.72101e+07	2.60391e+07	2.48811e+07	2.64367e+07
P0A9G8	MODE_ECOLI	modE	Transcriptional regulator ModE	8	8	9.51283e+06	9.80486e+06	9.26668e+06	9.97815e+06	9.78177e+06	1.04514e+07
P0A9H1	MUG_ECOLI	mug	G/U mismatch-specific DNA glycosylase	5	5	5.5203e+06	6.93521e+06	5.95416e+06	6.63718e+06	6.05779e+06	5.28883e+06
P0A9H3	LDCI_ECOLI	cadA	Lysine decarboxylase, inducible	3	3	1.98948e+06	2.5738e+06	2.06924e+06		1.87962e+06	2.18786e+06
P0A9H5	BTUR_ECOLI	btuR	Cob(I)yrinic acid a,c-diamide adenosyltransferase	3	3	4.44285e+06	4.88874e+06	4.77707e+06	5.38034e+06	4.6194e+06	4.70191e+06
P0A9H7	CFA_ECOLI	cfa	Cyclopropane-fatty-acyl-phospholipid synthase	11	11	1.66976e+07	1.70731e+07	1.62008e+07	1.70385e+07	1.68527e+07	1.64785e+07
P0A9H9	CHEZ_ECOLI	cheZ	Protein phosphatase CheZ	9	9	6.34988e+06	6.63002e+06	6.05132e+06	6.08006e+06	6.51929e+06	6.35626e+06
P0A9I1	CITE_ECOLI	citE	Citrate lyase subunit beta	14	14	3.29274e+07	3.46069e+07	3.29914e+07	3.45154e+07	3.43306e+07	3.34647e+07
P0A9I3	GCVR_ECOLI	gcvR	Glycine cleavage system transcriptional repressor	3	3	1.08043e+07	1.02307e+07	9.70104e+06	1.04003e+07	9.82342e+06	9.7407e+06
P0A9I8	NIRD_ECOLI	nirD	Nitrite reductase [NAD(P)H] small subunit	3	3	2.15502e+07	2.12026e+07	1.97142e+07	2.21051e+07	2.23768e+07	2.28679e+07
P0A9J0	RNG_ECOLI	rng	Ribonuclease G	11	11	4.05519e+07	4.26706e+07	4.34559e+07	4.23244e+07	4.22034e+07	4.0345e+07
P0A9J4	PANE_ECOLI	panE	2-dehydropantoate 2-reductase	5	5	5.35637e+06	6.0139e+06	5.4886e+06	5.34749e+06	5.59482e+06	5.75005e+06
P0A9J6	RBSK_ECOLI	rbsK	Ribokinase	4	4	1.02207e+07	1.05775e+07	1.13201e+07	1.06948e+07	1.02794e+07	1.11341e+07
P0A9J8	PHEA_ECOLI	pheA	P-protein	5	5	7.53718e+06	7.15412e+06	7.3303e+06	7.286e+06	8.04964e+06	8.26713e+06
P0A9K3	PHOL_ECOLI	ybeZ	PhoH-like protein	14	14	2.88681e+07	2.81169e+07	2.79551e+07	2.79534e+07	2.87997e+07	2.96941e+07
P0A9K7	PHOU_ECOLI	phoU	Phosphate-specific transport system accessory protein PhoU	4	4	6.90405e+06	8.65939e+06	9.76104e+06	7.89125e+06	9.1703e+06	9.85676e+06
P0A9K9	SLYD_ECOLI	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	5	5	4.28276e+08	4.89553e+08	4.7983e+08	4.79456e+08	5.0826e+08	4.99577e+08
P0A9L3	FKBB_ECOLI	fklB	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	9	9	1.45131e+08	1.34011e+08	1.44029e+08	1.36203e+08	1.34033e+08	1.46141e+08
P0A9L5	PPIC_ECOLI	ppiC	Peptidyl-prolyl cis-trans isomerase C	6	6	2.70874e+07	2.58434e+07	2.82208e+07	2.46422e+07	2.29547e+07	2.60368e+07
P0A9L8	P5CR_ECOLI	proC	Pyrroline-5-carboxylate reductase	2	2	1.19899e+07	1.64189e+07	1.2756e+07	1.55783e+07	1.70218e+07	1.30595e+07
P0A9M0	LON_ECOLI	lon	Lon protease	34	34	4.52106e+07	4.63716e+07	4.55975e+07	4.61315e+07	4.59176e+07	4.71496e+07
P0A9M2	HPRT_ECOLI	hpt	Hypoxanthine phosphoribosyltransferase	10	10	3.03284e+07	3.16867e+07	3.00472e+07	3.17544e+07	3.13933e+07	3.08947e+07
P0A9M5	XGPT_ECOLI	gpt	Xanthine phosphoribosyltransferase	9	9	2.26245e+08	2.27193e+08	2.24191e+08	2.27392e+08	2.22557e+08	2.19273e+08
P0A9M8	PTA_ECOLI	pta	Phosphate acetyltransferase	31	31	2.18073e+08	2.18788e+08	2.23826e+08	2.14652e+08	2.15913e+08	2.2654e+08
P0A9N4	PFLA_ECOLI	pflA	Pyruvate formate-lyase 1-activating enzyme	6	6	2.15154e+07	1.97049e+07	2.0682e+07	2.04178e+07	1.97022e+07	2.03661e+07
P0A9N8	NRDG_ECOLI	nrdG	Anaerobic ribonucleoside-triphosphate reductase-activating protein	1	1	316050	183998	193774	299041		192132
