protein	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_01	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_02	LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_03	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_01	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_02	LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_03	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_01	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_02	LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_03	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_01	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_02	LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_03	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_01	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_02	LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_03	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_01	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_02	LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_03	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P38903	8437996.394218685	9799876.277455194	10173072.164375978	8427575.534462249	8835478.579804856	9227505.39930734	9119388.621135386	8650671.081644002	8785809.644444644	4141347.6166560873	4625008.808672118	4344423.790559543	4065518.216426605	3760617.4785152455	4760194.091856051	3572118.896886631	3927161.538356837	4367872.231756519	P38903	P38903		RTS1	0	1.1701479042201341e-11	1.1166845159268273	True	0.003511893613036149	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P0AEE5	48578376.30564573	50679757.049820505	51572689.433949016	46927844.10668693	47590727.07589379	50940660.95479499	47108639.26874113	48135370.32037118	49122030.74954756	226219254.0140979	221828778.8272955	242121915.24369565	209828711.14697063	210873184.78652897	234735998.735925	218596303.78128183	220954737.8432276	229172039.25069943	P0AEE5	P0AEE5		mglB	0	1.1779103368800203e-11	-2.192575649366123	True	0.0035212586626709123	True	True	Ecoli	False	True	False	True	umpire	directlfq	min	0.5
P16862	497996169.46474046	462050417.5734256	433388744.3998207	433090135.3722707	458372518.3785727	412243415.0850857	464374768.0500501	479954063.413984	459162298.0349293	252014857.1771084	226875630.5452225	222487946.10395804	212379358.0586534	233058821.47312132	200896208.83208716	230248661.8474666	230595375.25262472	218387644.3485289	P16862	P16862		PFK2	0	1.2107956086038347e-11	1.0165398758039013	True	0.0035306237123056755	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P32476	27541477.362105377	26305833.523466457	22659266.062549837	26534198.84360316	24637234.517871957	23080886.961162537	25396726.768743988	26034198.02276677	24226860.316136416	12627163.628812935	11695776.46286394	9433521.055786602	11019851.552720375	12011910.614041671	11942625.17744915	12821816.969155064	11995991.713462774	12433276.315075943	P32476	P32476		ERG1	0	1.2811854358628558e-11	1.0951619071897043	True	0.0035399887619404387	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
Q05022	65516964.41664007	66376948.694301896	59519421.9361122	61628502.43329018	63249303.36967377	57964643.98789375	63052781.72170402	66156373.15229964	64754232.1104711	34099763.61375784	32060914.232531484	33614811.52804158	29983161.37520173	32537842.51712532	32528256.332609247	30760699.36374749	32306225.107773848	32789506.66786999	Q05022	Q05022		RRP5	0	1.2957628948010688e-11	0.9670098375195405	True	0.003549353811575201	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P08997	1871018.940912992	2431327.132194086	1598700.9937265816	1098124.4608032226	1976807.661718564	2027409.809846836	1405742.8805315928	1794254.4105052357	1751203.2886893584	5399506.718758691	5681829.522611809	5787229.449756603	4686928.882609143	5021077.909023045	5808869.485566343	4823799.327695163	5041073.988347492	5943471.845642263	P08997	P08997		aceB	0	1.3013287736953664e-11	-1.5948756776350062	True	0.0035587188612099642	True	True	Ecoli	False	True	False	True	umpire	directlfq	min	0.5
P38523	62244036.92458766	61885745.883386455	64652847.99822456	57150840.88756944	56893076.35740641	58914803.08515938	60691425.760961175	59052137.99788992	59822191.33721877	29222405.175157	28570946.819558628	28142928.952530596	30436433.9262967	29718800.39400484	29396817.24011736	30538014.329179574	29751628.53816782	30568248.467410646	P38523	P38523		MGE1	0	1.3039915652660004e-11	1.0231445007003304	True	0.0035680839108447274	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P53981	58942561.27976599	60609370.253281504	53363687.63926092	60969276.99940383	57390715.78559215	52644809.55130406	62336184.12792202	62245400.64369131	60468385.792017	28396026.715577967	28329827.07863507	25996240.564900085	32420237.792494044	28255073.16625667	27612403.70704827	31742851.0272159	30685714.7544916	26766962.971149795	P53981	P53981		PYP1	0	1.332066945330297e-11	1.023536415597527	True	0.0035774489604794906	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P25045	5120299.718740034	5353585.027924746	5813945.265064697	5067168.251230847	4705449.71689396	4848178.444206509	5528215.994770571	5543782.876933668	4965526.522621584	2644597.187500121	2132315.2272472046	2141781.1082992232	1957469.069224204	2364586.840373293	2112012.920739125	2343988.251470878	2660862.8782863966	2388974.931754208	P25045	P25045		LCB1	0	1.3411463009670399e-11	1.1781327867718985	True	0.003586814010114254	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P53184	99335954.46393082	96908802.64958423	94903994.550664	90428575.83974878	98821925.0031827	89417184.83878052	94776659.020473	107858318.8619228	90932353.7836126	50919067.59516149	47368263.04535205	42639784.07344297	45745574.546701685	46425193.86897558	40199447.3088441	47035755.7844428	48817294.47239468	44719364.59150092	P53184	P53184		PNC1	0	1.3791473727054224e-11	1.0608251829294995	True	0.003596179059749017	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P41940	961666582.3603166	979507010.5775822	841750196.8774208	976888875.2957456	930425586.7696269	820290647.8408612	937581148.3100746	959981660.286408	923720904.8467132	478827458.9730927	467175485.0321342	410049911.0349684	534516413.7880353	445930712.5726787	425850841.591341	456333588.9804046	475398823.336046	443102298.3348568	P41940	P41940		PSA1	0	1.4047871587185333e-11	1.0099807355490336	True	0.00360554410938378	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P0A867	1278666.216705446	858678.3777356424	839849.3022019686	1325503.1362874084	870332.0924068631	628281.8166589481	1331150.748414565	578726.6521641513	830864.3739227395	5039292.298941784	4325781.994057713	4509862.593481239	5994729.919286708	4897374.404049022	4764188.730868402	4867799.587350235	4581237.678111329	4931910.246165794	P0A867	P0A867		talA	0	1.4102675649701913e-11	-2.3619663678920135	True	0.003614909159018543	True	True	Ecoli	False	True	False	True	umpire	directlfq	min	0.5
Q02795	10407281.589641446	11831131.896009242	9908571.403437328	9957579.1444542	11330514.496043716	10662091.788297769	11165421.77906894	11697492.500528328	12088959.17008604	5123742.329763155	5335530.242907676	4652741.370525117	5600216.246828139	2788237.977001436	4662373.741537851	4387191.538796538	4549342.997458103	4684548.215456363	Q02795	Q02795		SWP1	0	1.4434915133251883e-11	1.245195039683508	True	0.0036242742086533062	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P16474	283070665.4200471	282891049.8711765	256386229.21001124	297411518.0811219	282418694.4877315	248188580.98338675	287547438.5158603	298237494.57860047	276202562.0538249	176052923.61130276	149821649.50312823	143169602.3018119	155866928.40303373	161648585.65927622	133601093.36808512	145259612.0500348	145642218.9271072	141958466.0991598	P16474	P16474		KAR2	0	1.4498047862597097e-11	0.8928555770270987	True	0.0036336392582880695	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P09624	82974134.91745344	80243370.4841926	70535095.933515	71944989.9323068	74827289.1845741	68519577.9835054	77669320.98687096	78853760.28330809	73027931.54093641	40540915.2228171	42582114.81659723	32431941.60189796	34943644.97790797	40191921.127287865	34619968.62322346	38162063.09346193	38204796.93770834	36286941.850115046	P09624	P09624		LPD1	0	1.468598293214276e-11	1.0056809075911595	True	0.0036430043079228327	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P23639	39167961.31343171	45370867.6962468	43311747.32628786	41191803.51575342	44654204.24945663	38587952.91228694	41840260.36951493	40016907.71709362	41307024.72871923	19539184.121375717	20131215.31959665	20722074.99799589	21791769.17720261	19092778.223856986	22454782.873144045	20528963.78488653	18694888.65325307	20091379.94042043	P23639	P23639		PRE8	0	1.4917402214561928e-11	1.0364014894991243	True	0.003652369357557595	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
Q12460	88300374.78337911	85410654.58144979	80892684.0513005	76147026.56077878	85451457.96453977	78401238.93294905	84892068.97416456	80036770.90806255	81840114.14827536	41332376.51583616	43969350.24300552	39339540.94667424	40948509.048930936	43739336.510293104	39552574.72212567	42958089.963960975	41170001.95485384	41266860.37274035	Q12460	Q12460		NOP56	0	1.4980440310078622e-11	0.9860933812938709	True	0.003661734407192358	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P06102	5130644.878071001	5432185.302597341	6283370.8219738845	5740688.103455336	5653734.068667668	5941952.242495659	5903595.014642093	5457085.157365212	5971359.418415411	2144287.0575433564	2413438.606302333	2619361.4599153297	1300535.2137583478	2178955.517101505	2477287.6420773747	2667673.8255563625	1853340.0084433025	2716918.52743422	P06102	P06102		NOT3	0	1.5284986737853802e-11	1.3384084845855633	True	0.0036710994568271214	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P12945	37148253.52863112	38276741.45276763	32208491.667109717	34443338.159793034	35287800.16495191	32849190.16240048	37139687.24293717	36567997.34624777	37038612.43733307	17928576.987669505	19099087.4110824	15739663.391954515	17606978.998720028	18265466.243676417	17526612.837563545	19993137.377599504	19469180.7860718	18448997.51315501	P12945	P12945		NAT1	0	1.5401726826282796e-11	0.9680148278825262	True	0.0036804645064618846	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P64479	52958.68829105773	37254.65624999999	24893.780618870875	451101.7132345343	262806.32546900475	25542.166964555017	32132.36977101937	34173.58032937721	31635.26138133743	2435190.1613688334	2078308.090809896	2356763.714804409	2963229.710865883	2403907.5779776517	2036891.595880287	2390619.8189499564	2421291.471576408	2528051.9703606064	P64479	P64479		ydiZ	7	1.570564242712115e-11	-4.504122356102595	True	0.003689829556096648	True	True	Ecoli	False	True	False	True	umpire	directlfq	min	0.5
P32565	65770647.81956378	64655749.65018621	57401460.27301051	60122115.101233095	61811793.02534767	54412685.63794827	61963750.17017869	65106114.90021927	60988921.89812858	31057935.74588744	31405451.423287272	25888904.526074417	33484577.421157897	29759301.849339947	28523020.5034454	30039086.937986787	29021268.196210712	28975239.970932968	P32565	P32565		RPN2	0	1.574131907379144e-11	1.0422117194379559	True	0.00369919460573141	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P31787	56236447.64221898	63211201.910833344	60013662.09934949	54242879.39082544	55856849.20615544	53126734.01107974	53097087.863320574	57078371.75752349	61700698.87757386	26405814.78462232	30833439.309989247	27772368.560526486	26264905.3043214	27606921.556113515	25526174.21004637	25199734.91614894	22929566.50633814	25714976.654497404	P31787	P31787		ACB1	0	1.6723212840535658e-11	1.110850497188912	True	0.0037085596553661734	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
Q06406	5140313.088925359	5029697.999999998	4645521.990259422	5224237.623837965	4867235.6255220445	4472727.370943161	4983085.514544932	5172104.935893574	5050875.970616072	2565471.096874002	2649830.8994520074	2303529.296822955	3413957.846748889	2530820.2665161965	2647349.4262828063	2500335.782494145	2489293.001345465	2662578.584403048	Q06406	Q06406		LSM6	0	1.6948060953584584e-11	0.9078572340781124	True	0.0037179247050009366	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P38698	2740948.6235091523	2950484.4999999977	2975206.6215554453	2734324.3191661425	2782179.791487584	2818316.3399287187	2768666.1395392315	2601182.883681356	2965613.9210398565	1279508.803552119	1599010.004742132	1662950.5603445328	1404214.2889550005	1370199.6524290994	1719387.0426223923	1194893.521291303	1326875.8375628877	1396423.0902720387	P38698	P38698		PPX1	0	1.7269609236761567e-11	0.9679035175575729	True	0.0037272897546357	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P26785	267969730.5111197	310423281.99075747	312513059.9575392	292480635.48706007	286748291.0081543	289993096.8748232	291986177.47487205	322955596.9235517	304848580.81215125	137089115.3180422	145497323.25234506	156375259.21863395	134844709.1173095	156181341.61239725	150225981.93781638	136956526.5314917	140014348.86314213	145562903.46174386	P26785	P26785		RPL16B	0	1.741887721251317e-11	1.0406316041336827	True	0.003736654804270463	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P54113	50033635.77433264	55257748.87231886	48774615.48291857	47331110.48798985	50074864.07826512	46388063.749647416	51130501.761821695	49950260.74286717	48177714.36227386	24986622.598049	26180600.708418265	24116904.484167386	24470488.913316727	22438756.741861217	23302928.92346055	25683882.644976	24893462.34575114	23798083.40804404	P54113	P54113		ADE16	0	1.7546815075030177e-11	1.0239951628619715	True	0.0037460198539052258	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
Q12499	68168993.97989002	70590878.54446405	69983947.78346972	61397168.412294686	67442015.10932355	67308648.34994853	67442721.94397737	70752624.51513079	68827180.9819944	34989505.85104571	34452374.1587018	35264684.62914525	32933126.395885665	33227106.66260784	33836798.70286121	34665464.977571286	34788746.54103511	35853738.25088444	Q12499	Q12499		NOP58	0	1.7790623942860266e-11	0.9810073818049101	True	0.003755384903539989	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
Q03161	48307458.52496632	46829613.50384168	41361738.9749697	43711729.88357406	49557098.43307149	43104696.57997543	48490838.47444316	50925633.09765258	46826863.007914096	25893691.44322741	23133445.2965494	17582936.89533613	27002818.86868563	22627737.41493196	19382111.885801885	23175427.65392996	22299911.199892443	21747637.56016374	Q03161	Q03161		YMR099C	0	1.7851789221017933e-11	1.046965614321035	True	0.003764749953174752	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P0ADG7	11593033.744343905	10070018.2906853	8740265.041253692	12432148.634801012	10086068.505786551	9807483.33224778	9986862.038547143	10333250.986415025	10977807.519986195	39459805.494927846	36713051.05173871	33310603.141823422	40845624.767584905	42296291.178217925	37361004.45687003	40476990.07603723	37880023.49022835	39155665.92181082	P0ADG7	P0ADG7		guaB	0	1.8050770023088437e-11	-1.8858630298611616	True	0.0037741150028095154	True	True	Ecoli	False	True	False	True	umpire	directlfq	min	0.5
P0A9J8	2935025.4608430574	2789068.329772556	2237971.0691066105	2642429.346845279	1732957.6247611174	1936139.670584835	2799184.333111365	2081014.5420548315	1880190.067963898	12397184.7429145	10853711.88523505	10457453.70148464	9124303.453219725	10899815.055511568	10275896.952254793	10416424.724987078	10258399.509924732	9717628.198722074	P0A9J8	P0A9J8		pheA	0	1.829871250560356e-11	-2.1660774745078153	True	0.0037834800524442786	True	True	Ecoli	False	True	False	True	umpire	directlfq	min	0.5
P0A763	22594642.13649896	24964759.12272765	21618276.04914998	18466999.95640499	20522480.487100106	21974213.25691509	24267200.90468213	21991249.67247634	24418641.711879726	97304762.48166469	99167887.221915	115287075.96107475	100352888.16358116	102519786.62918033	106985697.37465511	113489236.90628251	105975884.24442366	113034226.09968422	P0A763	P0A763		ndk	0	1.837107404921642e-11	-2.248274945560835	True	0.003792845102079041	True	True	Ecoli	False	True	False	True	umpire	directlfq	min	0.5
P00498	71462804.9907497	78448110.28764664	83128856.38456957	75691832.59675328	72577139.09329315	75019001.90360107	72679097.41193123	73063887.8639097	77203584.5409108	38305738.804104336	38328295.95041103	35203731.58829128	39810393.08607496	35586403.87320268	38402044.14135738	36190844.63494872	37468669.17626007	38544881.33279441	P00498	P00498		HIS1	0	1.8488048779162506e-11	1.0076498699499257	True	0.003802210151713804	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P32563	59831765.49905713	66796312.059019454	58019375.8363088	56858733.55310145	61880745.00020695	55892200.7665161	64843785.20542456	62151482.22090952	64375825.49635415	32289437.592010505	32487060.293430787	28425575.079234995	25612103.2930785	28411252.11440457	28565731.079532925	30942429.465032924	28879775.199447416	29236935.57946701	P32563	P32563		VPH1	0	1.86774057892495e-11	1.055959065182781	True	0.0038115752013485674	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P35180	33591209.4776803	36154593.55648674	38465358.53219357	31340154.75306168	33758062.81485198	35517661.49969696	37021287.501222365	35035655.51752358	37485532.65176068	15370318.624152198	18546667.93841962	18675763.36491519	16644087.359678682	17002117.98700707	19073440.196188696	19857019.76677322	17105137.43613307	18505826.979258176	P35180	P35180		TOM20	0	1.9348277253371784e-11	0.9856108429544496	True	0.0038209402509833306	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P36008	362459658.8707598	346554879.6265152	326547877.4711593	329319585.07932407	330851670.2902723	300591996.2235873	346931529.30570006	358906294.6018089	354525334.3977596	166949141.7721981	159473146.565154	140659772.00573432	175113197.56379518	164752794.74905482	153438142.23993146	167046009.58811438	165626046.6221491	159721492.73957244	P36008	P36008		TEF4	0	1.9512274539559842e-11	1.0731536994907696	True	0.0038303053006180938	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P38624	40265812.01841225	41044584.440124415	36138409.49259567	40575639.07742471	40099520.46981476	34499178.58221128	41100685.668360814	43384035.71019736	38657547.20875956	21920263.529882807	19797239.690929104	17608832.666787896	15051472.91558208	20489526.292611945	18497315.19917335	19403883.62337736	18882506.604186133	19467700.51030948	P38624	P38624		PRE3	0	1.965622266127023e-11	1.0559284859914593	True	0.0038396703502528566	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P53691	109763914.00341769	103207285.799606	97377452.10207257	108169147.48867968	101331215.51953822	91430456.41341196	102688111.59800395	106567545.78736624	105841211.89622708	56176537.21979	52571660.4112506	51139655.8655309	54602803.33671279	48268802.37453066	48172275.03906848	50630729.37090135	53071857.115053326	48400253.72253898	P53691	P53691		CPR6	0	1.9657731387990752e-11	1.0004784852728517	True	0.0038490353998876193	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
Q12230	394243432.1178149	378392703.5103295	355102449.7092468	390837356.9940274	370641745.5551773	339069458.7853264	378859581.78382427	369493916.7080651	377757248.936964	188668457.18273735	187310514.86775887	173892776.8819031	173167867.90581083	181772256.7566841	172286275.3630667	185569883.76256928	183061907.59412172	181086586.8900633	Q12230	Q12230		LSP1	0	2.0002863789509922e-11	1.044002276910582	True	0.0038584004495223825	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P08524	72492411.06849031	73412582.1894006	67781086.38719094	76470881.23842871	67187064.86408068	63625491.43608933	75740297.84766982	72845494.54028969	72411488.78407462	35781246.86658016	36594454.1479544	31728860.61813488	40670384.23815577	35963708.82586569	33997088.36565324	37570596.34130193	36167626.44223765	35606411.19492597	P08524	P08524		ERG20	0	2.0027503717512423e-11	0.9861470164690402	True	0.0038677654991571457	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P39078	39344776.13825975	37904779.606907405	37250168.01066854	33542448.26528095	34929641.74246442	34955855.109673575	38121396.24811903	34990234.07615197	35586611.50906577	18067666.60387079	19852928.7079305	19075705.98353919	18106739.989537667	17169168.95879613	20170993.35626494	18637267.46495606	18093909.04831004	18921159.754487287	P39078	P39078		CCT4	0	2.0303667789941776e-11	0.9583577965130284	True	0.003877130548791909	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P35997	402525774.97598	412291538.05734485	437007404.028624	407096562.08928525	382032402.52713287	394961386.4101445	408806089.340154	372941483.8349858	389540942.9594899	201121848.0450697	197478967.08381465	213426653.4432924	208203736.56342936	190604789.5057816	194757776.2634884	196410532.858154	198191200.97554705	192828935.3428975	P35997	P35997		RPS27A	0	2.0492231452451336e-11	1.0084856953870844	True	0.0038864955984266717	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P47154	22313540.928528678	21905850.50356766	20432000.55183228	21528829.03755328	20889567.971919425	18290891.58106584	21834093.71887851	23004749.413494527	21635779.57244438	10757486.37183196	9345481.861132735	8645236.159783235	12674568.053785956	11047681.074316977	8568301.335954057	11727804.422867334	10987317.536715956	11419831.471788283	P47154	P47154		STE24	0	2.051042897362907e-11	1.0112332531068609	True	0.003895860648061435	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P49723	208596289.88524997	231975349.55493045	215697191.931931	192475377.13921311	211601705.795311	190102397.72100627	209388659.979136	197744375.93467855	215217464.2281585	98933586.4736948	94366344.91542365	85800675.54425146	84564384.32383901	94236734.50347967	92619043.8208577	106109250.23804028	101082287.72548936	99275305.4599708	P49723	P49723		RNR4	0	2.0637501617970575e-11	1.1278496678021694	True	0.003905225697696198	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P41911	16697399.373800002	17120324.660538085	19117304.432081968	14891136.354552	16420108.009495793	16858933.55227533	16528814.876667611	16347905.74196222	17219907.856593613	7402768.063177711	8254654.040658675	7347937.177409888	6440071.630956303	7019699.24817491	8419554.26502254	8001851.421887587	7443926.990382154	7487457.803760767	P41911	P41911		GPD2	0	2.0869842894287195e-11	1.1567371911717939	True	0.003914590747330961	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
Q06336	4248994.117340038	3825331.998228726	3650794.3937299713	3641888.664224341	3597460.3518954925	3581547.7612029314	4007157.1444198433	4379559.133772017	3993741.701021507	1725463.7978209157	1814599.465828101	1688894.5559954755	1035017.8843253896	1821215.6491001009	1763941.405699582	1969013.0887139477	1776370.480991612	1713937.2284616893	Q06336	Q06336		GGA1	0	2.1364348753767865e-11	1.18999250444436	True	0.003923955796965724	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P04806	1529635491.4901807	1621200642.164364	1605142427.462464	1400346688.9193833	1549499942.3604174	1555861227.470149	1515310697.7805302	1477680624.949491	1580171425.084894	759949403.6542933	781148470.6253331	804912611.3602647	726256516.0930972	741573443.6825533	740453772.802821	759486795.4853468	748481573.3517363	759411692.8988811	P04806	P04806		HXK1	0	2.1555383402032068e-11	1.0201091391008357	True	0.003933320846600487	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P28241	251394160.02514824	269368849.904246	287653524.01658326	243471488.04993072	249243375.08968705	256509081.1746765	250431911.59594715	249258086.13680696	262107620.18901467	123978873.51393636	128179168.41961	136504424.62666723	135585233.08208343	120587948.6226704	135121696.02057904	122488700.87359592	122214639.9250196	126416126.34995684	P28241	P28241		IDH2	0	2.1660417754670937e-11	1.0107912345846561	True	0.0039426858962352505	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P12385	60287824.61820668	69540484.94911985	72337936.89596178	63777808.98940647	63845738.810386606	65211294.34005192	65541555.46665373	64204932.39983749	69869379.50944218	31247352.106125187	35843194.96283484	35054173.48525022	37475729.755414	32519139.709322017	35937651.20849536	33145895.372687317	32738300.53472986	32676468.43234603	P12385	P12385		SUP45	0	2.1928175218211882e-11	0.9554245542111057	True	0.003952050945870014	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P21889	1773885.8977230028	1751218.926122157	868118.3765430409	44116.96897983555	915484.028741868	1983792.261324068	2635559.825837938	2312840.912957775	1922445.2077869128	6390727.098709826	8118039.062956083	7062745.358535808	8110681.63043401	7068621.73403182	7106173.55586547	8386886.6884068465	8061832.893590176	8609452.592910388	P21889	P21889		aspS	1	2.2136953920880045e-11	-2.2781724977652202	True	0.003961415995504777	True	True	Ecoli	False	True	False	True	umpire	directlfq	min	0.5
P36105	256424580.123701	240189970.16560805	226534914.8681875	222773648.48359603	225919747.6601344	220787303.56764925	238667113.1101616	233677209.01540932	271766323.38136715	116650638.2159589	99454099.81007096	124312110.1557014	68170193.39720684	110692903.39872006	106928084.12148929	114867490.00726265	121683620.5353963	108985576.77877589	P36105	P36105		RPL14A	0	2.2245234364884916e-11	1.136762654237631	True	0.00397078104513954	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P40363	11192824.484856537	11414509.213281171	12421798.266607575	11263389.78489854	9790041.826038305	11301729.571824005	10998066.048182504	10825274.25931561	11612272.77389963	5048044.07886814	5007398.90998516	5801075.923563474	4530591.540196699	5142285.442044803	5088093.594461635	5446367.769008127	5325026.934899507	5604580.577233806	P40363	P40363		YJL068C	0	2.2327495506965643e-11	1.101248472730314	True	0.0039801460947743025	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P18759	20861922.76277122	24200623.13517917	24333708.43311433	21698570.27423853	22159994.40417741	21498224.661958948	24327704.142632443	24131878.26886789	22420300.85652681	10486690.586044256	12478646.470740097	11449620.391176632	11344023.57904391	10264680.894738982	11570183.295774763	11256838.57382231	10055676.366122952	10601557.734100364	P18759	P18759		SEC18	0	2.2486610686087455e-11	1.0471880630858048	True	0.003989511144409066	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P62707	8981412.555798275	8876294.78513623	9286695.83533134	7491771.001643657	8815507.944751998	8705022.916786125	8898842.794737833	10567395.57372228	7947586.759136474	29187157.32925743	35397088.938794315	35561485.03258799	34792997.17993616	31987890.96944424	36134586.84573518	36145651.49766609	35576808.21639559	34821499.35642441	P62707	P62707		gpmA	0	2.260733276226089e-11	-1.960123424594945	True	0.003998876194043829	True	True	Ecoli	False	True	False	True	umpire	directlfq	min	0.5
P20051	26411975.42080957	27486322.450617973	25047335.205992587	22216623.26377865	25815334.22391556	23923223.597026337	23966218.95668878	23873930.805314645	26269937.95191532	12300271.723383777	13130925.511562848	13418474.764629005	10660590.439624876	12118087.87541121	13960487.277611408	11896590.562789047	13929143.890604604	11632439.711371511	P20051	P20051		URA4	0	2.2976942525686353e-11	0.9930720454130015	True	0.004008241243678592	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P16387	199195496.1540896	195080477.72830355	171452171.40505373	180379007.255057	187405125.7540157	164580284.75157702	192126486.8806369	189527662.3875025	203057260.96931845	103281741.2910182	115678198.7508276	99351285.01552051	79653177.98910359	88578619.10709071	88678406.18946096	93446686.62481087	94022500.59454864	85555100.93468015	P16387	P16387		PDA1	0	2.3166304321197962e-11	0.9883129848933581	True	0.004017606293313355	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P43616	163563178.3424045	186135002.00234905	190078459.5195796	160827155.0362755	169503475.7338245	175964105.53432482	181306443.78013128	185316696.5049402	187046602.0005176	89589328.24408235	89504463.90722857	99307027.98386474	89119038.78265736	76389884.75985116	83108091.19830525	89032201.91533147	87145996.17362699	86787146.83816837	P43616	P43616		DUG1	0	2.3240544392481768e-11	1.0179446156799137	True	0.004026971342948118	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P10869	15038990.82566216	14669937.500159953	14452117.381029457	12886292.345763678	13155600.779426957	13597015.24432057	13127079.557535484	14716339.104724154	14916839.958890134	6412857.037076693	6399632.921461374	5363967.372564035	6482786.270910997	6689398.282272308	6513152.346966106	6377798.072095172	6533140.475390043	6964005.823922661	P10869	P10869		HOM3	0	2.3546235951914693e-11	1.1322624086044792	True	0.004036336392582881	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
P39007	23035485.86506502	22450040.85511077	23145424.69961214	18942261.86426084	21664623.149572875	20878268.00281653	22324969.303233683	22295971.472486086	23492059.69951176	11646790.37100188	11529423.564315427	11702889.272591248	9171105.858766658	10778577.910962006	11964838.395501722	10621777.18555878	11351163.260010304	12034924.367141807	P39007	P39007		STT3	0	2.3567377226956327e-11	0.97565183432597	True	0.004045701442217644	True	True	Yeast	False	False	True	True	umpire	directlfq	min	0.5
