Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_02.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P38759	P38759		VPS29		504965.0	249035.0	668051.0	333636.0	308730.0	143064.0	377973.0	586030.0	199713.0	489580.0	431699.0	410329.0	186738.0	168962.0	212514.0	129957.0	105752.0	697928.0	0	4.8068162627283826e-05	1.3717321586731166	False	0.015626756604834178	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
P10507	P10507		MAS1		1297820.0	698805.0	1415380.0	788408.0	815942.0	434034.0	1255630.0	1191480.0	804862.0	969481.0	916344.0	953909.0	678043.0	603985.0	690139.0	537665.0	533675.0	1134170.0	0	4.852696580322424e-05	0.7862438419217629	False	0.015636125163949785	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
P53992	P53992		SEC24C		11307700.0	11796900.0	11374300.0	11576200.0	10814300.0	12042200.0	11082600.0	10901800.0	11592200.0	10771300.0	11148800.0	11221900.0	11990700.0	11859200.0	11188400.0	11981800.0	11504300.0	10876600.0	0	4.8964194774161766e-05	-0.08492087909583719	False	0.015645493723065392	True	False	Human	True	False	False	True	umpire	manual	min	0.5
O60841	O60841		EIF5B		22494800.0	23451500.0	22233500.0	23304000.0	20530800.0	24624800.0	22280500.0	22385300.0	23033700.0	22084900.0	22013600.0	22782800.0	24122600.0	23664300.0	22923500.0	23682000.0	23656100.0	21898700.0	0	5.105487346954355e-05	-0.09658077611133216	False	0.015654862282181003	True	False	Human	True	False	False	True	umpire	manual	min	0.5
Q08925	Q08925		MRN1		703901.0	376080.0	827407.0	238806.0	815932.0	281408.0	691091.0	869552.0	485497.0	987400.0	714838.0	917522.0	736287.0	364268.0	396563.0	293729.0	494358.0	524055.0	0	5.116484650151005e-05	0.943371997966062	False	0.01566423084129661	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
Q06142	Q06142		KAP95		1182910.0	899506.0	1190540.0	776296.0	1197190.0	991763.0	1076350.0	1154250.0	531753.0	1049390.0	1103310.0	1132250.0	528965.0	501968.0	431310.0	557694.0	470057.0	1097420.0	0	5.264067920179957e-05	0.8399229695238317	False	0.015673599400412217	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
Q04500	Q04500		UTP14		5510350.0	3457790.0	6420340.0	3794370.0	6795100.0	4450530.0	4636220.0	5313950.0	3668810.0	4225760.0	6419730.0	6333560.0	3826100.0	3521700.0	3455230.0	2196180.0	4235390.0	5301000.0	0	5.610692427567792e-05	0.6441104235634912	False	0.015682967959527824	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
Q12189	Q12189		RKI1		2160350.0	1389270.0	2062090.0	1288100.0	1389280.0	1154100.0	2377550.0	2035710.0	1620800.0	2403240.0	2030950.0	1828230.0	1441820.0	1151870.0	1609960.0	1074170.0	1421230.0	2051810.0	0	5.660619691838101e-05	0.5938184505950502	False	0.01569233651864343	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
P24031	P24031		PHO3		5548800.0	2908450.0	4945060.0	2933970.0	4576980.0	3453600.0	6173070.0	4784490.0	3259900.0	3363150.0	4491350.0	4875970.0	2794670.0	4255510.0	3163470.0	2538500.0	2830270.0	5372040.0	0	5.825364180240337e-05	0.6492522762804613	False	0.015701705077759042	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
P46988	P46988		PFD1		10494300.0	7899550.0	11401200.0	5321020.0	8940020.0	6261900.0	12441300.0	10051400.0	10341100.0	10073200.0	9586930.0	9639090.0	6121660.0	7210030.0	6273890.0	5975810.0	5355000.0	10195300.0	0	6.157687547522603e-05	0.611357364442586	False	0.01571107363687465	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
P47077	P47077		NOP9		152338.0	46780.9	174914.0	40339.6	159126.0	45203.9	176718.0	194618.0	40005.2	32334.3	206469.0	171204.0	61579.2	24889.2	43260.8	12023.0	26137.6	152446.0	7	6.22857014297145e-05	2.061523579721379	False	0.015720442195990256	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
P08456	P08456		CHO1		2413750.0	1252880.0	2839560.0	1091140.0	1370470.0	1094460.0	2386210.0	2267390.0	830273.0	3173780.0	1761940.0	1996030.0	1040940.0	1006970.0	924477.0	1541470.0	689096.0	2255050.0	0	6.287273646836304e-05	1.1114046533395945	False	0.015729810755105864	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
P57737	P57737		CORO7		5324750.0	5464590.0	5379610.0	5513840.0	5127830.0	5850140.0	5442370.0	5221090.0	5616610.0	5234270.0	5336490.0	5271520.0	5715270.0	5492480.0	5454870.0	5551550.0	5642650.0	5030470.0	0	6.567803832237873e-05	-0.0866908208221679	False	0.015739179314221474	True	False	Human	True	False	False	True	umpire	manual	min	0.5
P38439	P38439		LEO1		916905.0	488756.0	740348.0	450177.0	725933.0	397223.0	777109.0	873900.0	424023.0	835362.0	958892.0	741148.0	420955.0	24889.2	538363.0	12023.0	510385.0	769621.0	2	7.008618836967976e-05	1.1677507794587059	False	0.01574854787333708	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
Q02647	Q02647		DYN2		562992.0	326307.0	991020.0	604158.0	897877.0	456594.0	1086680.0	597192.0	329564.0	797045.0	827931.0	985096.0	523008.0	435960.0	343377.0	12023.0	379442.0	655267.0	1	7.098553325308035e-05	1.1177847891978778	False	0.015757916432452692	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
Q7Z2W9	Q7Z2W9		MRPL21		3852510.0	4977570.0	4208150.0	4885880.0	3452490.0	4839690.0	3704950.0	3611780.0	4092800.0	4210520.0	3827520.0	3669360.0	4637780.0	4264540.0	4483970.0	4746530.0	4198600.0	3977370.0	0	8.317137607033451e-05	-0.25288961246332387	False	0.0157672849915683	True	False	Human	True	False	False	True	umpire	manual	min	0.5
Q03323	Q03323		SDC1		409720.0	242242.0	622649.0	382295.0	672730.0	328553.0	444587.0	572493.0	185210.0	408859.0	566448.0	642308.0	214307.0	377078.0	323302.0	12023.0	340649.0	511964.0	1	8.818120328455105e-05	1.0120754360342368	False	0.015776653550683906	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
Q9H0L4	Q9H0L4		CSTF2T		2242280.0	2905770.0	2113740.0	2796460.0	1648550.0	2311230.0	2100620.0	2133080.0	2710240.0	1705740.0	1806410.0	2028810.0	2513270.0	2251300.0	2566120.0	2255800.0	2442340.0	2032100.0	0	9.123616739262247e-05	-0.35323172799476404	False	0.015786022109799513	True	False	Human	True	False	False	True	umpire	manual	min	0.5
Q86UD3	Q86UD3		MARCHF3		1446410.0	46780.9	1464950.0	40339.6	1218540.0	45203.9	2129260.0	1388210.0	1331530.0	1637630.0	1150930.0	1549770.0	796426.0	989776.0	635537.0	517761.0	260337.0	1675000.0	3	9.214874933486831e-05	1.5504871793501447	False	0.015795390668915124	True	True	Human	True	False	False	True	umpire	manual	min	0.5
P29468	P29468		PAP1		1138900.0	413080.0	1205250.0	177645.0	1203560.0	457228.0	864893.0	991689.0	630371.0	541103.0	1368100.0	1085260.0	621034.0	688971.0	460844.0	12023.0	702984.0	990532.0	1	9.244378733830704e-05	1.1729831755989708	False	0.01580475922803073	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
P40501	P40501		AVT7		1823530.0	866243.0	1919270.0	950818.0	1361580.0	45203.9	2106090.0	1729180.0	1205770.0	1836590.0	1256320.0	1643590.0	51891.2	24889.2	997410.0	1093560.0	772445.0	1747400.0	3	9.275643741411292e-05	1.360122846375729	False	0.01581412778714634	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
P43621	P43621		RET2		6367810.0	3094430.0	6284290.0	3402880.0	3829090.0	3137310.0	6078230.0	5936760.0	3346830.0	6032890.0	3801810.0	5371850.0	3256250.0	3065290.0	3189300.0	3477790.0	2812690.0	6030350.0	0	9.745812869159226e-05	0.7890003398574569	False	0.015823496346261946	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
Q9H7Z7	Q9H7Z7		PTGES2		3721340.0	4250510.0	3855740.0	4222060.0	3380250.0	4173100.0	3539420.0	3801120.0	4000340.0	3984060.0	3645000.0	3773960.0	4088130.0	4005240.0	4253840.0	4324990.0	4179710.0	3980010.0	0	9.792223675758797e-05	-0.15487988218791174	False	0.015832864905377553	True	False	Human	True	False	False	True	umpire	manual	min	0.5
Q9UDW1	Q9UDW1		UQCR10		4843190.0	5152870.0	4692420.0	5057540.0	4970160.0	5279270.0	5146770.0	4670540.0	5433610.0	5051410.0	4899540.0	5024990.0	5305390.0	5350320.0	5099930.0	5476500.0	5366650.0	4726600.0	0	9.898210091596942e-05	-0.11025466177032431	False	0.015842233464493163	True	False	Human	True	False	False	True	umpire	manual	min	0.5
P36036	P36036		YRA2		690508.0	46780.9	545636.0	40339.6	524035.0	45203.9	628168.0	457615.0	172827.0	32334.3	566051.0	532757.0	132157.0	168993.0	32733.3	12023.0	26137.6	444193.0	7	9.961994495891827e-05	2.706825882760426	False	0.01585160202360877	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
P0ADV1	P0ADV1		lptA		97128.6	585244.0	115786.0	518918.0	21200.0	193908.0	139549.0	142135.0	399920.0	99860.0	27402.1	26951.5	404935.0	319242.0	424397.0	638195.0	253666.0	159616.0	2	0.00010043053877619786	-2.1718937511619987	False	0.015860970582724378	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
O95831	O95831		AIFM1		11410100.0	12059100.0	10987200.0	11640600.0	10409200.0	11910700.0	11333900.0	11217800.0	11834800.0	10924000.0	11083800.0	10992000.0	11583100.0	11717100.0	11578100.0	11398300.0	11471700.0	11125200.0	0	0.00010172003710793525	-0.08052074249184403	False	0.015870339141839985	True	False	Human	True	False	False	True	umpire	manual	min	0.5
P38281	P38281		APD1		1784080.0	826703.0	1480880.0	945426.0	1812080.0	674163.0	2093560.0	1664230.0	1443780.0	1808580.0	1472130.0	1432350.0	839626.0	1054600.0	1044300.0	1598400.0	806635.0	1644570.0	0	0.0001035075543823199	0.7183851961590676	False	0.015879707700955592	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
P36046	P36046		MIA40		4606210.0	2291860.0	4399660.0	2480480.0	5427160.0	3371630.0	4291380.0	4029350.0	2458300.0	2612390.0	4952990.0	4846020.0	2777560.0	2361460.0	2267290.0	2555280.0	3017010.0	3901880.0	0	0.00010358971636318184	0.7283350041652195	False	0.015889076260071203	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
P32905	P32905		RPS0A		10076400.0	5190220.0	7891070.0	4141450.0	8932350.0	5235960.0	9101720.0	8228980.0	4669000.0	3707340.0	7928580.0	7976850.0	4486600.0	4073540.0	4483940.0	917769.0	4577660.0	8663210.0	0	0.00010377294730577397	0.9406350792139769	False	0.01589844481918681	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
P40188	P40188		RGI2		334354.0	101371.0	292878.0	89527.9	172600.0	45203.9	223284.0	313181.0	71058.5	223359.0	144479.0	163020.0	58240.4	64248.8	86076.1	12023.0	39442.4	389983.0	2	0.00010846439561861058	1.9925855374566506	False	0.015907813378302417	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
Q96S82	Q96S82		UBL7		1803720.0	2028910.0	1725670.0	2010760.0	1732190.0	2004280.0	1833760.0	1452080.0	2100650.0	1677050.0	1796940.0	1685090.0	2115480.0	1932350.0	1903560.0	1812400.0	1844000.0	1674140.0	0	0.00011006953766938934	-0.2068977312051049	False	0.015917181937418024	True	False	Human	True	False	False	True	umpire	manual	min	0.5
Q12009	Q12009		TRM8		886786.0	488149.0	1008990.0	370888.0	1024000.0	354000.0	527584.0	973787.0	307624.0	441310.0	962075.0	987039.0	526221.0	333249.0	500169.0	12023.0	537259.0	830996.0	1	0.00011658152713006242	1.1560245444546586	False	0.015926550496533635	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
Q9UBQ7	Q9UBQ7		GRHPR		7128730.0	8420590.0	7557220.0	8862040.0	6135110.0	8158220.0	7012950.0	7347930.0	7350960.0	7025570.0	7074570.0	7380770.0	8171370.0	8240280.0	8094910.0	7680960.0	7765740.0	7001540.0	0	0.00011743750870038766	-0.19236283663129355	False	0.015935919055649242	True	False	Human	True	False	False	True	umpire	manual	min	0.5
O00410	O00410		IPO5		15334700.0	16828800.0	15622400.0	17846500.0	14485500.0	16382200.0	15499100.0	15171100.0	15761900.0	14641100.0	14633600.0	15268900.0	16294100.0	15894100.0	16102200.0	16462000.0	16168500.0	15306600.0	0	0.00012394566226053464	-0.11984931213007444	False	0.01594528761476485	True	False	Human	True	False	False	True	umpire	manual	min	0.5
Q14498	Q14498		RBM39		24832100.0	27013300.0	24262400.0	25949800.0	22079300.0	25817300.0	24985400.0	23895100.0	26075700.0	24471600.0	22639400.0	22859800.0	25744100.0	25537000.0	25686700.0	26420300.0	24750200.0	23813200.0	0	0.0001252251885463703	-0.12377500683591885	False	0.01595465617388046	True	False	Human	True	False	False	True	umpire	manual	min	0.5
P78371	P78371		CCT2		81563000.0	87336300.0	81638100.0	87327900.0	76654600.0	82829500.0	82676600.0	81746400.0	84093800.0	79914200.0	80999000.0	79847800.0	83074000.0	84335600.0	84237400.0	86569400.0	83507400.0	80692800.0	0	0.0001270978253331747	-0.07283367028418046	False	0.015964024732996067	True	False	Human	True	False	False	True	umpire	manual	min	0.5
Q03252	Q03252		LMNB2		14884600.0	15657100.0	15088500.0	16097700.0	13603500.0	16514200.0	15248400.0	14503400.0	15553400.0	14286200.0	14356000.0	14853400.0	15645800.0	15657000.0	15102100.0	15306600.0	15555200.0	14412800.0	0	0.00012899681648117044	-0.10443421360185937	False	0.015973393292111674	True	False	Human	True	False	False	True	umpire	manual	min	0.5
O95071	O95071		UBR5		3355840.0	3769490.0	3581510.0	3795710.0	3160920.0	3707650.0	3236940.0	3395240.0	3619450.0	3592460.0	3457660.0	3483840.0	3682390.0	3665930.0	3616390.0	3872180.0	3628800.0	3402380.0	0	0.00013119104401967358	-0.12135519861286345	False	0.015982761851227285	True	False	Human	True	False	False	True	umpire	manual	min	0.5
P37637	P37637		mdtF		4932680.0	5599120.0	5330510.0	5759190.0	4987400.0	5388040.0	4379960.0	5159030.0	5378800.0	5007630.0	5057880.0	5151380.0	5797910.0	5541710.0	5732230.0	5477200.0	5266150.0	4961460.0	0	0.00013617068720656787	-0.151309457994749	False	0.015992130410342892	True	False	Ecoli	False	True	False	True	umpire	manual	min	0.5
Q96EK6	Q96EK6		GNPNAT1		1773890.0	2454160.0	2075370.0	2481720.0	1927100.0	2366800.0	1921410.0	1933570.0	2269160.0	1592110.0	2094950.0	1886840.0	2226010.0	2284340.0	2452160.0	1895980.0	2197900.0	1862690.0	0	0.0001387552705876778	-0.2733319376580278	False	0.0160014989694585	True	False	Human	True	False	False	True	umpire	manual	min	0.5
P53845	P53845		YIF1		2498560.0	1164960.0	2570930.0	1282170.0	1416610.0	659877.0	1984880.0	1914860.0	1051440.0	2408600.0	1382530.0	1547990.0	974088.0	1103370.0	1163270.0	1203560.0	718900.0	2154320.0	0	0.00014096843244597952	0.9396337116395734	False	0.016010867528574106	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
P34160	P34160		STO1		1028270.0	556482.0	1484420.0	566161.0	1172900.0	503123.0	912903.0	952515.0	484444.0	595979.0	1117340.0	1099920.0	506737.0	584803.0	644083.0	395916.0	478077.0	904039.0	0	0.0001607122628599166	0.9735688889434871	False	0.016020236087689713	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
P34217	P34217		PIN4		1071640.0	467180.0	884560.0	645169.0	1104870.0	544071.0	957995.0	870211.0	428346.0	384274.0	1008930.0	923213.0	457644.0	391199.0	367496.0	368223.0	544650.0	861420.0	0	0.00016600344000462116	0.9368696823412405	False	0.016029604646805324	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
P00390	P00390		GSR		21257400.0	22090100.0	20579200.0	22890500.0	19640500.0	23189500.0	21508900.0	20294200.0	22138000.0	20676900.0	20461400.0	20549400.0	21442200.0	21804900.0	21597600.0	21908000.0	21187700.0	20781600.0	0	0.00016886445475387533	-0.09395162283605199	False	0.01603897320592093	True	False	Human	True	False	False	True	umpire	manual	min	0.5
Q13155	Q13155		AIMP2		8881350.0	10245600.0	9336180.0	10882300.0	8608170.0	10412600.0	8687090.0	8891580.0	9672420.0	8921580.0	8732060.0	8694490.0	9679930.0	10079300.0	9939300.0	9500000.0	9105580.0	9102660.0	0	0.00017321226300285586	-0.16477653804995554	False	0.01604834176503654	True	False	Human	True	False	False	True	umpire	manual	min	0.5
Q06389	Q06389		FRQ1		484683.0	275293.0	377342.0	40339.6	533807.0	45203.9	472506.0	527014.0	33516.0	350107.0	389500.0	426017.0	51891.2	298575.0	337212.0	12023.0	322824.0	480172.0	5	0.00017449770012130828	1.5120499535133662	False	0.016057710324152145	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
P40019	P40019		CHZ1		3149730.0	1843120.0	2940940.0	2148910.0	3586250.0	2339850.0	3361210.0	3117680.0	1720370.0	2743730.0	3210680.0	3120680.0	1925640.0	2112890.0	1635520.0	12023.0	2043690.0	3210450.0	1	0.00018419556633040763	0.8497087124632902	False	0.016067078883267753	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
Q12030	Q12030		TAF10		412501.0	170506.0	180971.0	115416.0	532540.0	178570.0	410286.0	292238.0	213571.0	391673.0	360102.0	300689.0	191311.0	98833.1	177050.0	47515.2	227849.0	315163.0	0	0.00018486750218818103	1.1698189640852628	False	0.016076447442383363	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
P18887	P18887		XRCC1		4964180.0	5652920.0	5036950.0	5476620.0	3799200.0	5816030.0	4853000.0	4740320.0	5479500.0	4737660.0	4632220.0	4411160.0	5460380.0	5620660.0	5438250.0	4978110.0	5264930.0	5020120.0	0	0.00018899695571647683	-0.22122324052191847	False	0.01608581600149897	True	False	Human	True	False	False	True	umpire	manual	min	0.5
P0AAV6	P0AAV6		ybgS		793931.0	1745860.0	1386290.0	1590060.0	1530000.0	2147950.0	1311090.0	698658.0	3486620.0	542558.0	707471.0	1468620.0	3294040.0	3806460.0	3528070.0	1923200.0	2991420.0	545679.0	0	0.0001906434532621801	-1.4481095524284655	False	0.016095184560614578	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
Q96G74	Q96G74		OTUD5		1804260.0	1577880.0	1741020.0	1512100.0	1786710.0	1557990.0	2021950.0	1622730.0	1505280.0	1587340.0	1769830.0	1691880.0	1269400.0	1232420.0	1341840.0	1062470.0	1397640.0	1633520.0	0	0.00019196652929410736	0.33005521061859705	False	0.016104553119730185	True	False	Human	True	False	False	True	umpire	manual	min	0.5
O00299	O00299		CLIC1		343577000.0	356799000.0	343752000.0	349725000.0	323713000.0	360236000.0	347446000.0	330613000.0	356469000.0	336397000.0	337811000.0	344041000.0	364678000.0	354706000.0	342970000.0	347063000.0	357250000.0	329265000.0	0	0.00019442201616038377	-0.07104538195720721	False	0.016113921678845792	True	False	Human	True	False	False	True	umpire	manual	min	0.5
Q9Y6K9	Q9Y6K9		IKBKG		2811690.0	3068580.0	3004340.0	3069000.0	2701790.0	3224110.0	3037950.0	2537230.0	3057570.0	2839050.0	2880740.0	2824040.0	3118510.0	3203190.0	2968920.0	3243170.0	3389820.0	2595350.0	0	0.00019475931709096055	-0.16772099590289838	False	0.016123290237961403	True	False	Human	True	False	False	True	umpire	manual	min	0.5
O95229	O95229		ZWINT		1650050.0	2666710.0	1352480.0	2784270.0	1609790.0	2987980.0	1145280.0	1641780.0	1875860.0	1503320.0	1813920.0	1286160.0	1902680.0	1973810.0	2296170.0	1935590.0	2276480.0	1241030.0	0	0.0002079012655519018	-0.6442811858236688	False	0.01613265879707701	True	True	Human	True	False	False	True	umpire	manual	min	0.5
P0AGD1	P0AGD1		sodC		3799050.0	2255900.0	4098480.0	2268220.0	4436850.0	2377420.0	3902910.0	3631870.0	574886.0	3635510.0	3973490.0	3636310.0	2283610.0	2809000.0	2171720.0	12023.0	2511820.0	3367300.0	1	0.00021026810957086266	0.9980170064801321	False	0.01614202735619262	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
P10809	P10809		HSPD1		139136000.0	147485000.0	135674000.0	144679000.0	126205000.0	146881000.0	137624000.0	135795000.0	141587000.0	135708000.0	132701000.0	135367000.0	139821000.0	138469000.0	139546000.0	139959000.0	145740000.0	131195000.0	0	0.00021112732923287002	-0.08653538190453373	False	0.016151395915308227	True	False	Human	True	False	False	True	umpire	manual	min	0.5
O00232	O00232		PSMD12		16500600.0	18070700.0	17139700.0	18835400.0	14801200.0	19357200.0	16282700.0	16354000.0	17247600.0	16099000.0	16107700.0	16306400.0	18097100.0	17286100.0	17814900.0	16447200.0	17920100.0	15815000.0	0	0.0002113930659801738	-0.14765446030510665	False	0.016160764474423835	True	False	Human	True	False	False	True	umpire	manual	min	0.5
O60610	O60610		DIAPH1		13735200.0	15064300.0	13959900.0	15645700.0	12315600.0	15036800.0	13524300.0	13375100.0	14123000.0	13370600.0	12958200.0	13328300.0	14171700.0	14386800.0	14283600.0	14024800.0	13924600.0	13144600.0	0	0.00021162300031805117	-0.12626653302055485	False	0.016170133033539445	True	False	Human	True	False	False	True	umpire	manual	min	0.5
P32867	P32867		SSO1		1217190.0	488382.0	1132020.0	396505.0	557642.0	321556.0	1695970.0	1137810.0	586813.0	1356390.0	803377.0	905264.0	418331.0	466151.0	356365.0	650797.0	361962.0	1345250.0	0	0.00021328278550800177	1.3267339347164266	False	0.016179501592655052	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
P53741	P53741		BRE5		1587540.0	818511.0	1401650.0	707440.0	868681.0	642723.0	1766880.0	1462610.0	755327.0	1528230.0	820643.0	1453210.0	675414.0	652695.0	778410.0	721812.0	659051.0	1607930.0	0	0.00021807003642702812	0.9629174822704328	False	0.01618887015177066	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
P40098	P40098		FMP10		630705.0	272207.0	587194.0	251210.0	1076760.0	478590.0	659705.0	574351.0	323343.0	411921.0	704690.0	786096.0	334067.0	323584.0	313201.0	157372.0	399648.0	629616.0	0	0.00022017073246796259	1.0869728848938285	False	0.016198238710886267	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
Q9NQS7	Q9NQS7		INCENP		3253150.0	3526350.0	3579690.0	3552210.0	3172600.0	3642450.0	3325720.0	3366650.0	3586670.0	3344770.0	3329440.0	3285570.0	3768480.0	3716000.0	3519730.0	3644560.0	3483420.0	3512140.0	0	0.00023418000597373196	-0.10466625275565343	False	0.016207607270001874	True	False	Human	True	False	False	True	umpire	manual	min	0.5
Q9NU22	Q9NU22		MDN1		3960780.0	4230270.0	4063890.0	4132280.0	3886510.0	4213180.0	4035780.0	4064350.0	4253350.0	4103620.0	4046520.0	4081760.0	4228230.0	4167100.0	4314250.0	4064080.0	4138760.0	4063130.0	0	0.0002398185988534953	-0.05593026156373375	False	0.016216975829117485	True	False	Human	True	False	False	True	umpire	manual	min	0.5
P31937	P31937		HIBADH		3938720.0	4226440.0	4017700.0	4349090.0	3768300.0	4904710.0	4034450.0	3813210.0	4283970.0	3298280.0	4059330.0	4125390.0	4492580.0	4285700.0	4260230.0	4219540.0	4693610.0	3746110.0	0	0.00024003039397174497	-0.1905665314305683	False	0.01622634438823309	True	False	Human	True	False	False	True	umpire	manual	min	0.5
Q12453	Q12453		CEX1		231375.0	46780.9	253624.0	62761.2	340194.0	57919.1	219215.0	203259.0	57768.3	40572.4	280441.0	355221.0	51891.2	24889.2	32733.3	12023.0	48678.9	185783.0	2	0.00024034881992757441	2.415477870845554	False	0.0162357129473487	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
Q12292	Q12292		ATG34		248587.0	46780.9	262817.0	40339.6	316315.0	45203.9	271623.0	233322.0	187478.0	88507.6	337996.0	338581.0	203121.0	147513.0	104226.0	12023.0	26137.6	213494.0	4	0.00024136178545022834	1.5076555695622775	False	0.016245081506464306	True	True	Yeast	False	False	True	True	umpire	manual	min	0.5
P45577	P45577		proQ		31081.2	543088.0	39178.9	373972.0	21200.0	231916.0	20216.4	54432.4	531078.0	32334.3	27402.1	22232.3	451982.0	416632.0	550109.0	12023.0	410258.0	19140.4	9	0.0002443879477865229	-3.7199198947421652	False	0.016254450065579913	True	True	Ecoli	False	True	False	True	umpire	manual	min	0.5
Q9UI12	Q9UI12		ATP6V1H		5111590.0	5489530.0	4932670.0	5355860.0	4464030.0	5844740.0	5043440.0	4685140.0	5430660.0	5154090.0	4898770.0	4782230.0	5163710.0	5236030.0	5047690.0	5899520.0	5492740.0	4583090.0	0	0.0002463431636003106	-0.16546914809440105	False	0.016263818624695524	True	False	Human	True	False	False	True	umpire	manual	min	0.5
Q9H9L3	Q9H9L3		ISG20L2		1248560.0	1493570.0	1285930.0	1505550.0	1334160.0	1444120.0	1384590.0	1214540.0	1533830.0	1405060.0	1399840.0	1360340.0	1385050.0	1523180.0	1378510.0	1564080.0	1433610.0	1269520.0	0	0.00024650278794427055	-0.15597448975422995	False	0.01627318718381113	True	False	Human	True	False	False	True	umpire	manual	min	0.5
