Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_02.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P38131	P38131		KTR4		2120460.0	1298400.0	2240180.0	1220540.0	1763560.0	1446920.0	1777640.0	2043160.0	1119600.0	1801490.0	1787020.0	1876120.0	1428120.0	1199980.0	1068310.0	1006440.0	1240850.0	1770860.0	0	2.1070601096930971e-07	0.6394482668182276	True	0.011941671045717289	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P53295	P53295		RBG2		2727070.0	1322480.0	2767490.0	1366800.0	1992750.0	1110280.0	2369990.0	2641240.0	1308690.0	2436370.0	2073900.0	2380350.0	1275850.0	1266120.0	1344980.0	1349400.0	1072930.0	2606190.0	0	2.1072286991248432e-07	0.9459479777914296	True	0.011948239621650026	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P43591	P43591		YFH7		802784.0	204138.0	605670.0	327474.0	707625.0	279059.0	637776.0	741888.0	259419.0	444415.0	689522.0	621229.0	359535.0	234124.0	241650.0	199852.0	241986.0	653105.0	0	2.1314531527816887e-07	1.3307326246047018	True	0.011954808197582763	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P41910	P41910		MAF1		414538.0	169352.0	445709.0	130942.0	461831.0	208935.0	406100.0	391515.0	6647.6	270286.0	426412.0	436392.0	149430.0	166885.0	166855.0	9550.32	138150.0	338636.0	2	2.133800374335408e-07	1.6470069451414455	True	0.011961376773515503	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P00431	P00431		CCP1		2336310.0	925330.0	2156950.0	1079900.0	2249550.0	1027500.0	1952800.0	2118090.0	1071800.0	1537380.0	1986760.0	2186790.0	974349.0	882854.0	1053850.0	1007380.0	940365.0	2048640.0	0	2.1405691433687472e-07	1.0511214416924888	True	0.01196794534944824	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
Q03835	Q03835		GRX3		3383540.0	1707690.0	4004640.0	1774130.0	3349970.0	1829770.0	2883350.0	3167400.0	1642680.0	2841900.0	3074730.0	3397400.0	2005140.0	1627060.0	1845470.0	1422600.0	1790150.0	2913560.0	0	2.2380810294544903e-07	0.891199941528076	True	0.011974513925380978	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
Q06839	Q06839		LEC1		1776380.0	742910.0	1480380.0	681306.0	1527090.0	676939.0	1554460.0	1517890.0	502953.0	1150370.0	1405260.0	1505480.0	827696.0	945408.0	780416.0	295433.0	962756.0	1624190.0	0	2.2924912773835044e-07	1.0776826588211037	True	0.011981082501313715	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P32832	P32832		NPL6		1449100.0	707312.0	1659920.0	803618.0	1690540.0	911743.0	1315130.0	1435160.0	692169.0	1136160.0	1632840.0	1628990.0	906264.0	807810.0	718689.0	318379.0	867929.0	1429040.0	0	2.3047872399739398e-07	0.9902246763162483	True	0.011987651077246452	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P27306	P27306		sthA		494152.0	1764030.0	723942.0	1682650.0	645717.0	1859560.0	1307150.0	602429.0	1945040.0	26947.1	496381.0	647331.0	2079620.0	1994330.0	1896580.0	1837770.0	2217280.0	600773.0	1	2.3084913202980622e-07	-1.6396279584560987	True	0.011994219653179192	True	True	Ecoli	False	True	False	True	msfragger	manual	min	0.5
P53010	P53010		PAN2		372683.0	165753.0	391808.0	20099.2	318235.0	169281.0	270616.0	314193.0	6647.6	277884.0	387215.0	399225.0	131222.0	130081.0	107460.0	9550.32	133568.0	374402.0	3	2.3087048561098007e-07	1.8300317106393558	True	0.01200078822911193	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
Q08438	Q08438		VHS3		742926.0	346366.0	701900.0	285054.0	906611.0	362602.0	745186.0	640938.0	329757.0	573617.0	789048.0	863650.0	383772.0	306878.0	327514.0	9550.32	370918.0	724112.0	1	2.3230659318784308e-07	1.296687203581542	True	0.012007356805044667	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
Q12117	Q12117		MRH1		33848400.0	18856400.0	32921500.0	18055600.0	26656800.0	20659200.0	28950100.0	30011300.0	16354000.0	29652600.0	26911500.0	26389500.0	16046900.0	18002800.0	14254300.0	13595600.0	13867800.0	23637600.0	0	2.3812234162107946e-07	0.7908338850585139	True	0.012013925380977404	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P35179	P35179		SSS1		27399700.0	13143500.0	29732100.0	13652200.0	19978700.0	9771030.0	28726800.0	25469600.0	13618000.0	29326900.0	21281100.0	23816300.0	10953300.0	13066300.0	12042400.0	17176300.0	10690000.0	26107000.0	0	2.3864237302975754e-07	1.0226547637035084	True	0.012020493956910142	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P0A988	P0A988		dnaN		23277.0	1041670.0	23354.3	1279920.0	13646.9	1385270.0	26959.2	23227.5	1106090.0	26947.1	31107.0	28957.9	727585.0	1054520.0	1093050.0	1170710.0	860269.0	24300.4	9	2.415637676817002e-07	-5.453636738524454	True	0.01202706253284288	True	True	Ecoli	False	True	False	True	msfragger	manual	min	0.5
P43621	P43621		RET2		8380230.0	3997140.0	8344180.0	4238980.0	6514590.0	4046710.0	7893820.0	7263520.0	4209650.0	7992960.0	6344910.0	7481660.0	4381570.0	4464230.0	4168770.0	4382600.0	3809970.0	7924040.0	0	2.5265906454016374e-07	0.8539500602399005	True	0.012033631108775618	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P32380	P32380		SPC110		508056.0	183477.0	454970.0	168246.0	489682.0	201739.0	340151.0	424206.0	179650.0	363219.0	470873.0	463962.0	177189.0	188569.0	156772.0	9550.32	235445.0	329151.0	1	2.5639535056679857e-07	1.3571343236847182	True	0.012040199684708356	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
Q07979	Q07979		RSC58		1112030.0	474686.0	1187080.0	507526.0	1285470.0	680498.0	905099.0	912488.0	454715.0	894481.0	1225720.0	1262350.0	583735.0	565505.0	442349.0	262127.0	624240.0	1083660.0	0	2.5793041781452087e-07	1.1026284985634132	True	0.012046768260641093	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P38915	P38915		SPT8		6343130.0	3333670.0	5639650.0	3206250.0	5892830.0	2891230.0	5617380.0	5002970.0	3059300.0	5768960.0	5506280.0	5692670.0	3408720.0	1998240.0	3167430.0	4548130.0	3050990.0	5851700.0	0	2.579349851029723e-07	0.8401586945873616	True	0.01205333683657383	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P43613	P43613		ERJ5		1556720.0	866220.0	1940900.0	874822.0	1808140.0	930955.0	1429510.0	1578390.0	920102.0	1450930.0	1759940.0	1812490.0	1139510.0	1163200.0	996553.0	562512.0	1001440.0	1544060.0	0	2.5997669031365936e-07	0.8155489971269199	True	0.01205990541250657	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P40989	P40989		GSC2		1655590.0	839278.0	1815310.0	752595.0	1418640.0	871209.0	1501660.0	1492650.0	950804.0	1218270.0	1380250.0	1480490.0	1025470.0	871162.0	920164.0	631976.0	887503.0	1661330.0	0	2.6368429020597955e-07	0.8138722737674299	True	0.012066473988439307	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P45818	P45818		ROK1		633826.0	255623.0	711122.0	265304.0	458897.0	224130.0	574123.0	657654.0	175099.0	583743.0	493917.0	459878.0	21722.5	283787.0	219602.0	244860.0	174602.0	735533.0	1	2.656288863924482e-07	1.5093903467799672	True	0.012073042564372045	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P0A8G9	P0A8G9		xseB		564383.0	1274190.0	451930.0	1477050.0	13646.9	1531510.0	860607.0	626228.0	1621320.0	26947.1	400782.0	562029.0	1588540.0	1571350.0	1496580.0	1043650.0	1626330.0	567885.0	2	2.6577266828759486e-07	-1.6991967823375738	True	0.012079611140304782	True	True	Ecoli	False	True	False	True	msfragger	manual	min	0.5
Q04410	Q04410		GRH1		1711610.0	711883.0	1817730.0	725346.0	1694120.0	774464.0	1923660.0	1558080.0	860452.0	1683410.0	1622030.0	1569350.0	698789.0	809606.0	647549.0	9550.32	836548.0	1501750.0	1	2.664730990297037e-07	1.3120395786820063	True	0.01208617971623752	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
Q5TEC6	Q5TEC6		H3-7		87265200.0	56034800.0	84693800.0	54978700.0	74826600.0	59827800.0	84227000.0	79998200.0	56619700.0	92352500.0	73636900.0	77682000.0	53230500.0	58080900.0	57588400.0	63186400.0	52548000.0	76206500.0	0	2.667494493522491e-07	0.5132396923736674	True	0.012092748292170259	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P0AET2	P0AET2		hdeB		669752.0	3858850.0	870330.0	3941700.0	766781.0	4474740.0	696695.0	634610.0	3196050.0	776030.0	783622.0	768016.0	3484970.0	3336240.0	3207590.0	2536930.0	3651410.0	686909.0	0	2.67929135674356e-07	-2.2519368183569473	True	0.012099316868102996	True	True	Ecoli	False	True	False	True	msfragger	manual	min	0.5
P0AEN1	P0AEN1		fre		585333.0	1485050.0	23354.3	1057130.0	13646.9	1262520.0	26959.2	318892.0	1627320.0	591474.0	31107.0	28957.9	1184170.0	1408400.0	1277950.0	1283480.0	1251540.0	649543.0	5	2.7133272763531566e-07	-2.3830732770823917	True	0.012105885444035734	True	True	Ecoli	False	True	False	True	msfragger	manual	min	0.5
P41920	P41920		YRB1		12190000.0	6249050.0	11138800.0	8795910.0	11250000.0	7047570.0	11261800.0	11363200.0	7066510.0	8524530.0	11882100.0	11487200.0	6690750.0	7200530.0	5626880.0	7008920.0	6777400.0	10038500.0	0	2.7269275021208134e-07	0.6663970694007809	True	0.012112454019968471	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P53206	P53206		MCY1		541207.0	332442.0	572134.0	333129.0	653124.0	295315.0	504574.0	533070.0	332134.0	423307.0	550855.0	602477.0	363493.0	304136.0	245735.0	156462.0	280447.0	523144.0	0	2.741704729797201e-07	0.8915908547783572	True	0.012119022595901209	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P32381	P32381		ARP2		14999100.0	10431700.0	14619800.0	10868200.0	14151900.0	10621500.0	14064900.0	14112100.0	7574830.0	12023800.0	13808800.0	14242000.0	8213400.0	8120070.0	8063780.0	7408110.0	8552930.0	13817900.0	0	2.754932238461497e-07	0.6561480393874933	True	0.012125591171833948	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
Q03010	Q03010		UME1		399254.0	153549.0	332727.0	150110.0	210338.0	115747.0	339502.0	362625.0	154860.0	349316.0	261259.0	319796.0	111489.0	98222.3	17035.1	98968.9	114862.0	301606.0	1	2.757234446641573e-07	1.503018869874136	True	0.012132159747766685	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P76015	P76015		dhaK		743189.0	1433400.0	23354.3	1539150.0	644782.0	1394020.0	26959.2	420594.0	1719760.0	455081.0	510064.0	533910.0	1433310.0	1676850.0	1749410.0	1454000.0	1577410.0	806180.0	2	2.7646953221365833e-07	-1.7470054364891605	True	0.012138728323699423	True	True	Ecoli	False	True	False	True	msfragger	manual	min	0.5
P33599	P33599		nuoC		23277.0	484758.0	23354.3	572438.0	13646.9	344938.0	26959.2	23227.5	577894.0	26947.1	31107.0	28957.9	509304.0	459753.0	481884.0	366220.0	599405.0	24300.4	9	2.791923331028932e-07	-4.309202702948338	True	0.01214529689963216	True	True	Ecoli	False	True	False	True	msfragger	manual	min	0.5
Q01574	Q01574		ACS1		1939900.0	1055720.0	1867910.0	1006170.0	1635410.0	925921.0	1836480.0	1861210.0	1311170.0	1503650.0	1766220.0	1671180.0	923922.0	1205340.0	852446.0	724341.0	628035.0	1743830.0	0	2.7969073193743814e-07	0.8743327626788197	True	0.012151865475564898	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P39015	P39015		STM1		58255700.0	30844800.0	51656500.0	29132500.0	42169900.0	24170500.0	52868800.0	49990600.0	28235700.0	54250400.0	42024400.0	44396200.0	25793900.0	25622800.0	28397500.0	26725500.0	23414900.0	49819600.0	0	2.8521382355581936e-07	0.8781842887045155	True	0.012158434051497637	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P32795	P32795		YME1		2236540.0	1095230.0	2355350.0	884762.0	2275490.0	1118910.0	1980030.0	1933980.0	991643.0	1515660.0	2097010.0	2267520.0	1225770.0	1078020.0	1036560.0	850946.0	1170050.0	1945970.0	0	2.8569207080778266e-07	0.9772132153555239	True	0.012165002627430374	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P21560	P21560		CBP3		1751760.0	887781.0	1831470.0	1260500.0	1896960.0	1104430.0	1596870.0	1607770.0	1045160.0	1269540.0	1844800.0	1826500.0	941144.0	905156.0	652984.0	776996.0	840702.0	1585970.0	0	2.8739340957164e-07	0.854165727250012	True	0.012171571203363112	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P40312	P40312		CYB5		2799110.0	1077310.0	2751860.0	1187620.0	2036930.0	1088200.0	2625500.0	2352390.0	979540.0	2565430.0	1987710.0	2223740.0	1008650.0	1018720.0	1209390.0	1215990.0	1165650.0	2603420.0	0	2.89285403715685e-07	1.141040360027459	True	0.01217813977929585	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P15496	P15496		IDI1		5022650.0	2627620.0	5544280.0	2275020.0	5179670.0	2778700.0	4780420.0	4740320.0	2693540.0	3727160.0	4311890.0	4325230.0	2274770.0	2347320.0	2207620.0	2371480.0	2405710.0	4540190.0	0	2.900485881329247e-07	0.9399707280221603	True	0.012184708355228587	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
Q06485	Q06485		ATG33		1364920.0	684735.0	1447760.0	1013870.0	1298680.0	968737.0	1340750.0	1395230.0	647792.0	1199260.0	1327080.0	1315550.0	711107.0	771533.0	853528.0	585934.0	867474.0	1438250.0	0	2.9792909554488705e-07	0.7714321324511255	True	0.012191276931161326	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P56508	P56508		SNA2		784260.0	305146.0	686599.0	326604.0	820708.0	367030.0	769198.0	681750.0	333699.0	507038.0	803347.0	717964.0	329196.0	340565.0	314864.0	9550.32	347916.0	634425.0	1	2.9902209727463823e-07	1.2599565293131059	True	0.012197845507094063	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P76128	P76128		ddpA		190012.0	691273.0	226929.0	663247.0	13646.9	263961.0	26959.2	23227.5	571212.0	26947.1	31107.0	28957.9	520517.0	574918.0	442683.0	541593.0	488002.0	24300.4	7	3.019554773267784e-07	-3.0062940679775396	True	0.012204414083026801	True	True	Ecoli	False	True	False	True	msfragger	manual	min	0.5
P40002	P40002		MIT1		333225.0	115423.0	220623.0	85856.1	255174.0	149051.0	345089.0	228958.0	119575.0	266510.0	278403.0	277494.0	122391.0	50722.9	74700.4	9550.32	109454.0	215991.0	1	3.061518882378254e-07	1.5330581026205004	True	0.012210982658959538	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
Q12387	Q12387		MDM20		1793920.0	1166500.0	1798430.0	1055160.0	1680260.0	1182700.0	1605340.0	1627180.0	1086110.0	2048250.0	1732490.0	1738000.0	1157270.0	1023940.0	998639.0	1216190.0	1126510.0	1485780.0	0	3.0738559480588986e-07	0.6312891069352312	True	0.012217551234892276	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P53221	P53221		RPL26B		92199300.0	45636500.0	96844100.0	47091100.0	69840300.0	40808900.0	88411600.0	88542200.0	45091400.0	91993500.0	72738100.0	83744500.0	43566000.0	44186100.0	44867900.0	48241200.0	42134900.0	87496400.0	0	3.074130047264271e-07	0.942400252812611	True	0.012224119810825015	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P20604	P20604		SIT4		1586600.0	981687.0	1713360.0	1084300.0	1375490.0	820570.0	1224060.0	1437000.0	901951.0	1346520.0	1445560.0	1520560.0	965720.0	960966.0	907604.0	824349.0	940307.0	1491980.0	0	3.0784713001363295e-07	0.6477844835508486	True	0.012230688386757753	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
Q04432	Q04432		HSP31		3980710.0	1806790.0	4065700.0	1899230.0	3060650.0	1899050.0	4277340.0	3850050.0	2373360.0	4816750.0	3390900.0	3961740.0	1895350.0	2343410.0	1740580.0	1824170.0	1711590.0	3673810.0	0	3.0824053649931226e-07	1.0037306603162048	True	0.01223725696269049	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
Q02753	Q02753		RPL21A		78208700.0	38822900.0	79850100.0	38245900.0	55333500.0	31499100.0	72104800.0	75119400.0	35726800.0	73170700.0	59349600.0	68926100.0	35733100.0	36222900.0	37972000.0	43380000.0	34124500.0	74590700.0	0	3.089240699891902e-07	0.9405113120062105	True	0.012243825538623227	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P35176	P35176		CPR5		8624570.0	4081370.0	9644280.0	4546050.0	6767440.0	3263940.0	9231830.0	8069450.0	4412630.0	7524240.0	6885680.0	8518350.0	4049820.0	4198770.0	4113700.0	3770360.0	3658980.0	9093290.0	0	3.0894098024552237e-07	1.0426861060365558	True	0.012250394114555965	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P0AG63	P0AG63		rpsQ		3460040.0	15429500.0	3212970.0	14581100.0	3218040.0	13408200.0	3251450.0	3651590.0	14934300.0	3699360.0	3045940.0	3109880.0	14496800.0	15320200.0	16011000.0	8752760.0	13955000.0	3114210.0	0	3.095011341239797e-07	-2.0919502917479056	True	0.012256962690488704	True	True	Ecoli	False	True	False	True	msfragger	manual	min	0.5
P53941	P53941		IMP4		422907.0	169222.0	396890.0	131266.0	458487.0	227659.0	432503.0	362785.0	143899.0	293563.0	501888.0	358227.0	161882.0	135692.0	153486.0	89352.8	180271.0	335022.0	0	3.1383197900525513e-07	1.35488228727149	True	0.012263531266421442	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
Q04651	Q04651		ERV41		1149660.0	832769.0	1553720.0	761798.0	1585150.0	939113.0	1345310.0	1176300.0	903956.0	1217040.0	1481960.0	1445920.0	795478.0	781820.0	638024.0	543991.0	837464.0	1461420.0	0	3.138525719133547e-07	0.8197542906926115	True	0.012270099842354179	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
Q06493	Q06493		YLH47		275799.0	91799.1	238129.0	69841.6	281407.0	29757.6	227221.0	210001.0	97122.9	155820.0	318197.0	276426.0	84391.2	97281.1	96009.6	9550.32	19534.2	213273.0	3	3.1424560102609187e-07	1.8833985980900816	True	0.012276668418286917	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
Q12001	Q12001		ALG6		1311490.0	711164.0	1247890.0	680729.0	1336280.0	856545.0	1265220.0	1193080.0	660485.0	1127540.0	1215430.0	1258140.0	677030.0	656247.0	519023.0	328797.0	747729.0	1160780.0	0	3.14625038835523e-07	0.9291341845678082	True	0.012283236994219654	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
Q8J0M4	Q8J0M4		YCL012C		885118.0	325288.0	734306.0	239100.0	1044950.0	341197.0	752218.0	767231.0	6647.6	691977.0	911464.0	997678.0	448020.0	21740.6	336745.0	9550.32	342443.0	870086.0	3	3.2551740154856497e-07	1.8862671411765166	True	0.012289805570152393	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P04983	P04983		rbsA		422464.0	870307.0	457641.0	928634.0	13646.9	904126.0	26959.2	445775.0	1098940.0	26947.1	31107.0	508885.0	1185240.0	1374400.0	1120340.0	870111.0	1106540.0	24300.4	5	3.2671145569967757e-07	-2.272453889968459	True	0.01229637414608513	True	True	Ecoli	False	True	False	True	msfragger	manual	min	0.5
P29496	P29496		MCM5		1738700.0	735879.0	1456060.0	682204.0	1249380.0	558706.0	1777890.0	1414100.0	736502.0	1465400.0	1557380.0	1356680.0	757462.0	783777.0	630219.0	9550.32	739676.0	1480890.0	1	3.3120879540305177e-07	1.2603580398339485	True	0.012302942722017868	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P49775	P49775		HNT2		863171.0	368878.0	901613.0	289620.0	908404.0	456660.0	767881.0	718526.0	424303.0	611548.0	784604.0	737565.0	347296.0	309471.0	269368.0	9550.32	354663.0	739847.0	1	3.384518724987522e-07	1.3134679892200083	True	0.012309511297950604	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P38066	P38066		RIB1		814582.0	392788.0	833746.0	247706.0	761049.0	318783.0	653204.0	757744.0	325957.0	624650.0	831298.0	786994.0	488405.0	314861.0	345063.0	74258.8	417348.0	650756.0	0	3.454717369978633e-07	1.1986571066732479	True	0.012316079873883341	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P23292	P23292		YCK2		4466350.0	2391580.0	4822660.0	2191120.0	5728310.0	3042780.0	4268920.0	4187460.0	2163830.0	3769420.0	4840200.0	5023420.0	2563070.0	2234260.0	2212460.0	1822990.0	2627100.0	4008560.0	0	3.462104852670653e-07	0.9522675075634409	True	0.012322648449816082	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P39008	P39008		POP2		1688350.0	1296740.0	1676820.0	1071220.0	1626350.0	1228600.0	1582770.0	1628720.0	1277870.0	1606430.0	1742430.0	1641700.0	1167150.0	1242080.0	968324.0	1266190.0	1045700.0	1635690.0	0	3.492223598076294e-07	0.4893076081095808	True	0.012329217025748818	True	False	Yeast	False	False	True	True	msfragger	manual	min	0.5
P36068	P36068		SHE2		1877870.0	498524.0	1527990.0	663776.0	1851630.0	617660.0	1765850.0	1747750.0	908260.0	1552060.0	1619220.0	1833740.0	868098.0	908406.0	639207.0	9550.32	799370.0	1855480.0	1	3.5118014657044805e-07	1.4025386267826419	True	0.012335785601681555	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P46676	P46676		SUM1		662111.0	294594.0	611863.0	216093.0	670333.0	277350.0	649156.0	635147.0	246430.0	388044.0	671580.0	768280.0	305808.0	279975.0	189767.0	75964.4	340352.0	560814.0	0	3.513088675619253e-07	1.3352143887224193	True	0.012342354177614293	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P05744	P05744		RPL33A		114293000.0	46688000.0	97021300.0	46781200.0	89919000.0	46028300.0	98562900.0	80229800.0	48281400.0	109611000.0	99525900.0	91526400.0	51101300.0	50208400.0	43883100.0	44245100.0	51198200.0	86301300.0	0	3.526791399527226e-07	1.0170073579499037	True	0.01234892275354703	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
Q04767	Q04767		TVP18		3178970.0	1529960.0	2927310.0	1409200.0	3799720.0	1887730.0	2744110.0	2843600.0	1017710.0	2298080.0	3433650.0	3354790.0	1676180.0	1667690.0	1605910.0	799198.0	1717230.0	3041590.0	0	3.5562056246614037e-07	1.0532102326371677	True	0.01235549132947977	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P0AEZ9	P0AEZ9		moaB		23277.0	1572230.0	23354.3	1599600.0	1177660.0	1677700.0	26959.2	23227.5	1421680.0	26947.1	31107.0	28957.9	1730210.0	1833190.0	1536450.0	1188530.0	1787970.0	24300.4	8	3.56528230659077e-07	-3.3720244353242776	True	0.012362059905412507	True	True	Ecoli	False	True	False	True	msfragger	manual	min	0.5
Q06451	Q06451		TPO3		3259940.0	1616710.0	3052820.0	1423520.0	4258430.0	1977560.0	3382080.0	3040560.0	1691430.0	3220960.0	3381000.0	3343970.0	1878110.0	1638780.0	1637720.0	1676740.0	1933550.0	2811800.0	0	3.5717644807101726e-07	0.9431079500642269	True	0.012368628481345244	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P49435	P49435		APT1		13676000.0	7365160.0	14849000.0	7161050.0	10624000.0	6595870.0	12282800.0	12807800.0	6596480.0	11736100.0	11381700.0	12536100.0	7009400.0	7040860.0	7397660.0	6429520.0	6822830.0	13340200.0	0	3.683948536709335e-07	0.8592501689016612	True	0.012375197057277982	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
P0AE88	P0AE88		cpxR		805163.0	1695750.0	513310.0	1413950.0	13646.9	1593350.0	26959.2	476089.0	1550090.0	475286.0	31107.0	604448.0	1410890.0	1526280.0	1306690.0	1362740.0	1412230.0	349253.0	3	3.8423311727514385e-07	-2.0099174057183156	True	0.01238176563321072	True	True	Ecoli	False	True	False	True	msfragger	manual	min	0.5
Q12206	Q12206		WTM2		2410580.0	1897610.0	2249740.0	1553240.0	2387100.0	1729700.0	2428700.0	2287330.0	1884290.0	2117070.0	2273520.0	2406620.0	1794760.0	1705540.0	1606490.0	1356550.0	1591470.0	2115000.0	0	3.876528492551387e-07	0.45150863980136663	True	0.012388334209143459	True	False	Yeast	False	False	True	True	msfragger	manual	min	0.5
P0CX29	P0CX29		RPS23A		16669100.0	5621670.0	17311800.0	3859920.0	14539700.0	7902180.0	21177600.0	14531100.0	8988740.0	20345600.0	13265500.0	18879100.0	7736690.0	7714690.0	7621160.0	7513750.0	7818070.0	16983600.0	0	3.8913623682208566e-07	1.2465955983689927	True	0.012394902785076196	True	True	Yeast	False	False	True	True	msfragger	manual	min	0.5
