Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_03.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P36121	RPC5_YEAST	RPC37	DNA-directed RNA polymerase III subunit RPC5	2	2.0	3307430.0	3136960.0	3104210.0	1771350.0	3006750.0	3513520.0	3275400.0	3362140.0	3353110.0	45168.4	48198.2	79550.9	84229.4	41383.1	1973350.0	59394.8	70385.6	32238.3	8	2.7536911753818545e-08	3.5153449796117004	True	0.009783411272458775	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P25654	YCY0_YEAST	YCR090C	UPF0587 protein YCR090C	4	4.0	10144500.0	10450900.0	11966500.0	10200200.0	9072710.0	9794720.0	9762890.0	7897210.0	9613870.0	4954900.0	5028640.0	4701440.0	4088380.0	3501340.0	4200390.0	4804330.0	4235040.0	4716090.0	0	2.773801137268819e-08	1.1439487554797736	True	0.009789564361309379	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P26785	RL16B_YEAST	RPL16B	Large ribosomal subunit protein uL13B	6	6.0	263378000.0	260967000.0	333523000.0	262032000.0	252464000.0	297780000.0	262933000.0	242977000.0	273380000.0	129115000.0	130253000.0	159998000.0	145584000.0	121448000.0	151683000.0	127749000.0	129414000.0	136730000.0	0	2.7864009803500708e-08	0.9914766095008	True	0.009795717450159981	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P38164	SEA4_YEAST	SEA4	SEH-associated protein 4	4	4.0	561222.0	698849.0	553557.0	514636.0	532685.0	669375.0	428220.0	447595.0	536833.0	45168.4	361101.0	79550.9	84229.4	41383.1	63730.1	59394.8	70385.6	32238.3	8	2.8261374881502206e-08	2.561766225424089	True	0.009801870539010583	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P0ACA1	YIBF_ECOLI	yibF	Uncharacterized GST-like protein YibF	2	2.0	47822.5	29353.8	66903.0	49927.2	73026.5	65334.7	47997.3	51770.1	61327.0	647496.0	757687.0	1017850.0	922508.0	720226.0	826641.0	796042.0	734296.0	794171.0	9	2.8642946480652148e-08	-3.870371473876519	True	0.009808023627861187	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P38011	GBLP_YEAST	ASC1	Small ribosomal subunit protein RACK1	10	10.0	358366000.0	359627000.0	439182000.0	260118000.0	340702000.0	374502000.0	367019000.0	369506000.0	374497000.0	134074000.0	156507000.0	166236000.0	83646200.0	140928000.0	157908000.0	161202000.0	156313000.0	159418000.0	0	2.8689455804782424e-08	1.3011458687418729	True	0.00981417671671179	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P28239	IPYR2_YEAST	PPA2	Inorganic pyrophosphatase, mitochondrial	4	4.0	20186900.0	19370200.0	18798200.0	16029800.0	18923400.0	15542600.0	16102000.0	13152600.0	15281200.0	7654250.0	9374790.0	5448040.0	3958330.0	5665360.0	7446500.0	5561440.0	7435010.0	7879060.0	0	2.8831081056639718e-08	1.3440108069489798	True	0.009820329805562394	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P75874	YCCU_ECOLI	yccU	Uncharacterized protein YccU	5	5.0	47822.5	29353.8	66903.0	49927.2	73026.5	65334.7	47997.3	51770.1	61327.0	3946310.0	4184010.0	3653580.0	4260650.0	4633620.0	2808540.0	4736860.0	4357730.0	4117190.0	9	2.886850290583303e-08	-6.216637608993226	True	0.009826482894412996	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
Q06679	UTP4_YEAST	UTP4	U3 small nucleolar RNA-associated protein 4	4	4.0	4907140.0	5164660.0	5901340.0	3831360.0	4619910.0	4422830.0	4667190.0	3938520.0	4991670.0	1610980.0	2355870.0	1960020.0	84229.4	1522530.0	2107700.0	1939810.0	1822540.0	1857140.0	1	2.9104757305457647e-08	1.4757492719068575	True	0.009832635983263598	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P40081	MGDP1_YEAST	YER134C	Putative magnesium-dependent phosphatase YER134C	3	3.0	3463160.0	4066680.0	3513620.0	3199860.0	3338270.0	3025270.0	4791920.0	3794830.0	3200050.0	732519.0	48198.2	79550.9	84229.4	2015820.0	995836.0	1031360.0	1150300.0	590512.0	3	2.9783338634184603e-08	2.267392073878789	True	0.009838789072114202	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q07825	FRA1_YEAST	FRA1	Putative Xaa-Pro aminopeptidase FRA1	7	7.0	5581370.0	5569670.0	7176210.0	5301460.0	5234130.0	5925180.0	5427180.0	5507050.0	4973580.0	2971250.0	2842030.0	2828040.0	1778520.0	2794240.0	3039570.0	2849860.0	2873120.0	3004980.0	0	2.9828243763920144e-08	1.0210006249183037	True	0.009844942160964805	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P35202	THI80_YEAST	THI80	Thiamine pyrophosphokinase	2	2.0	1993290.0	1696220.0	1962880.0	1201580.0	1969960.0	1947080.0	1776140.0	2156940.0	2009090.0	45168.4	48198.2	79550.9	84229.4	41383.1	63730.1	59394.8	888980.0	903165.0	7	2.9877338648976705e-08	2.916389528233847	True	0.009851095249815409	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P25045	SPTC1_YEAST	LCB1	Serine palmitoyltransferase 1	10	10.0	9726440.0	11749700.0	12755800.0	9220910.0	9485500.0	10054000.0	11642900.0	10265700.0	11169300.0	4490310.0	4434810.0	4402330.0	84229.4	5250290.0	4672430.0	3731510.0	4396820.0	4615100.0	1	2.9957364411176387e-08	1.4129771995399851	True	0.009857248338666011	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P0AG59	RS14_ECOLI	rpsN	Small ribosomal subunit protein uS14	2	2.0	6438120.0	6840870.0	8654250.0	5714340.0	6294730.0	6088750.0	6469190.0	6131850.0	6822020.0	25635000.0	27235200.0	33889000.0	23031500.0	28395100.0	34587200.0	29505000.0	29145900.0	30607400.0	0	3.0025682782888345e-08	-2.1398904607912517	True	0.009863401427516613	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
Q12355	PST1_YEAST	PST1	Cell wall mannoprotein PST1	3	3.0	1825150.0	1638640.0	1531100.0	1670500.0	1479170.0	1335600.0	1328580.0	1346530.0	1615620.0	736926.0	784327.0	562244.0	719321.0	725396.0	608517.0	722352.0	570032.0	678420.0	0	3.0069261752599093e-08	1.1729596713694754	True	0.009869554516367217	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P61316	LOLA_ECOLI	lolA	Outer-membrane lipoprotein carrier protein	1	1.0	47822.5	29353.8	66903.0	49927.2	73026.5	65334.7	47997.3	51770.1	61327.0	4382470.0	4063040.0	3415030.0	3067020.0	4043920.0	4144610.0	5125910.0	4257200.0	4055060.0	9	3.033365991709214e-08	-6.210956452323025	True	0.00987570760521782	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P11875	SYR_ECOLI	argS	Arginine--tRNA ligase	6	6.0	47822.5	29353.8	66903.0	49927.2	73026.5	65334.7	47997.3	51770.1	61327.0	7023970.0	6820500.0	6310580.0	5185180.0	8077610.0	7381720.0	6904300.0	7949990.0	8600560.0	9	3.059319501393743e-08	-7.024712380789539	True	0.009881860694068424	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P50108	MNN10_YEAST	MNN10	Probable alpha-1,6-mannosyltransferase MNN10	3	3.0	3964350.0	4426210.0	3653390.0	4036040.0	3310000.0	2796120.0	3813280.0	4002830.0	3548580.0	1326320.0	1764740.0	1182290.0	1380580.0	1605210.0	1258390.0	1344600.0	1088160.0	1536510.0	0	3.075017983236084e-08	1.4259433631324705	True	0.009888013782919026	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P36091	DCW1_YEAST	DCW1	Mannan endo-1,6-alpha-mannosidase DCW1	1	1.0	2514980.0	2774890.0	2092230.0	2171640.0	2265910.0	2245640.0	2494480.0	2402600.0	2139840.0	728820.0	987273.0	79550.9	84229.4	788752.0	622204.0	941855.0	70385.6	877706.0	3	3.0777376752739425e-08	2.0261540132069307	True	0.00989416687176963	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q03219	FPYP1_YEAST	FPY1	FAD diphosphatase	4	4.0	8934730.0	8015860.0	10508000.0	7420240.0	7184030.0	8807660.0	7570280.0	8080980.0	8415580.0	3349440.0	3617670.0	3832320.0	2523370.0	3823740.0	4154220.0	2933450.0	3657050.0	3822140.0	0	3.084745332821814e-08	1.2405925958881603	True	0.009900319960620232	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P0A6P5	DER_ECOLI	der	GTPase Der	1	1.0	47822.5	29353.8	66903.0	49927.2	73026.5	65334.7	47997.3	51770.1	61327.0	687661.0	596862.0	522747.0	843366.0	649881.0	640607.0	749665.0	605533.0	688633.0	9	3.091479388339577e-08	-3.6003292108976965	True	0.009906473049470834	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P0A8W8	YFBU_ECOLI	yfbU	UPF0304 protein YfbU	2	2.0	47822.5	29353.8	66903.0	49927.2	73026.5	65334.7	47997.3	51770.1	61327.0	2405650.0	2523550.0	1881180.0	2809070.0	3268240.0	2718580.0	2673880.0	2891180.0	2712710.0	9	3.098183420168728e-08	-5.596963795982506	True	0.009912626138321438	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P20424	SRP54_YEAST	SRP54	Signal recognition particle subunit SRP54	8	8.0	12135900.0	11584100.0	14386400.0	10018200.0	10267400.0	12416200.0	12083700.0	10361700.0	13570900.0	6357460.0	5774140.0	4884670.0	3577020.0	5269050.0	4934970.0	4472890.0	4520510.0	4592320.0	0	3.132443548207552e-08	1.2671624965510315	True	0.00991877922717204	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P22133	MDHC_YEAST	MDH2	Malate dehydrogenase, cytoplasmic	4	4.0	6633310.0	9419090.0	8301290.0	9818790.0	7394230.0	7000460.0	9374980.0	7793590.0	8761120.0	2537830.0	48198.2	2521390.0	3905990.0	3948710.0	3218280.0	3115350.0	2618280.0	3621420.0	1	3.150626388718392e-08	1.5446782365278915	True	0.009924932316022645	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P38629	RFC3_YEAST	RFC3	Replication factor C subunit 3	6	6.0	7929460.0	6706690.0	7785910.0	6336200.0	5301690.0	6974350.0	7114960.0	6631030.0	5576060.0	2974910.0	3349710.0	3593220.0	1281720.0	3157490.0	3140690.0	2233650.0	2565820.0	3204720.0	0	3.1507409943656034e-08	1.2428991275563974	True	0.009931085404873247	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q12500	AVL9_YEAST	AVL9	Late secretory pathway protein AVL9	9	9.0	3168560.0	3182040.0	3515620.0	2225000.0	2865010.0	3260720.0	2855180.0	2853120.0	3448060.0	1259990.0	1214510.0	1512390.0	717577.0	1472040.0	1822330.0	1292530.0	1336250.0	1332220.0	0	3.1751904750053784e-08	1.194572169701661	True	0.00993723849372385	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P25894	LOIP_ECOLI	loiP	Metalloprotease LoiP	2	2.0	47822.5	29353.8	66903.0	49927.2	73026.5	65334.7	47997.3	51770.1	61327.0	2723820.0	2835420.0	2408630.0	2744250.0	3069670.0	3050600.0	2913670.0	1912850.0	2327090.0	9	3.176270377049328e-08	-5.603109494160775	True	0.009943391582574453	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
Q07451	YET3_YEAST	YET3	Endoplasmic reticulum transmembrane protein 3	4	4.0	55793400.0	55439200.0	72111100.0	50035300.0	52218000.0	58964200.0	54502700.0	51736800.0	56876200.0	25628700.0	26240000.0	33523900.0	19572400.0	26531500.0	31099400.0	27096900.0	27792400.0	27537800.0	0	3.2322076662571056e-08	1.0509934373960559	True	0.009949544671425056	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P48445	BPL1_YEAST	BPL1	Biotin--protein ligase	6	6.0	3006040.0	2823810.0	2543990.0	1911130.0	2768490.0	2275010.0	2097000.0	2575780.0	2541150.0	1166470.0	873500.0	719275.0	84229.4	1046340.0	788606.0	982186.0	994857.0	1257880.0	1	3.238660369921934e-08	1.5102818521804016	True	0.00995569776027566	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P06785	TYSY_YEAST	CDC21	Thymidylate synthase	7	7.0	7222040.0	7801500.0	6547300.0	4850210.0	6696630.0	5593200.0	6736490.0	7272810.0	7106770.0	3450240.0	2240090.0	2356780.0	84229.4	2843900.0	2652930.0	2676740.0	2680900.0	2270800.0	1	3.249195240984999e-08	1.4928840219728976	True	0.009961850849126262	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P04821	CDC25_YEAST	CDC25	Cell division control protein 25	2	2.0	1845730.0	1437850.0	1369130.0	1927520.0	1297830.0	1417020.0	2049540.0	1568720.0	1141960.0	560580.0	48198.2	79550.9	84229.4	41383.1	63730.1	59394.8	505371.0	509196.0	6	3.336591121046037e-08	2.848360189589156	True	0.009968003937976864	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P41056	RL33B_YEAST	RPL33B	Large ribosomal subunit protein eL33B	1	1.0	169084000.0	141595000.0	185152000.0	152176000.0	148072000.0	175030000.0	146043000.0	159875000.0	165920000.0	76808600.0	78130500.0	88502000.0	74759600.0	83741800.0	85727000.0	88106500.0	80484700.0	87874200.0	0	3.342850646782381e-08	0.955382221891514	True	0.009974157026827468	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P37387	XYLF_ECOLI	xylF	D-xylose-binding periplasmic protein	3	3.0	47822.5	29353.8	66903.0	49927.2	73026.5	65334.7	47997.3	51770.1	61327.0	950311.0	1169450.0	834391.0	997696.0	1013380.0	1087050.0	960479.0	1315390.0	911271.0	9	3.348783253755034e-08	-4.226790788828922	True	0.009980310115678072	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P25574	EMC1_YEAST	EMC1	ER membrane protein complex subunit 1	8	8.0	13463000.0	12693500.0	11167900.0	8888600.0	11845500.0	10540200.0	11923000.0	12471200.0	10940100.0	6184390.0	6251360.0	4645110.0	5104680.0	6341000.0	5318170.0	6563780.0	4528190.0	4748000.0	0	3.358649957278671e-08	1.064780821993898	True	0.009986463204528674	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P36000	AP1B1_YEAST	APL2	AP-1 complex subunit beta-1	10	10.0	2334580.0	2510760.0	1721510.0	2206440.0	2442270.0	2127450.0	2449900.0	2089380.0	2273990.0	1232900.0	933009.0	833827.0	84229.4	891212.0	934389.0	1108260.0	699188.0	836228.0	1	3.363097999650504e-08	1.416061410723452	True	0.009992616293379277	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P53912	YNN4_YEAST	YNL134C	Uncharacterized protein YNL134C	8	8.0	98493000.0	77236400.0	82706400.0	100137000.0	87622600.0	78819400.0	88059400.0	80420500.0	83554800.0	47043600.0	40829900.0	42029600.0	51723500.0	45271000.0	42006800.0	44981700.0	44065400.0	43182000.0	0	3.412602710817865e-08	0.9539240493779831	True	0.009998769382229879	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q3E754	RS21B_YEAST	RPS21B	Small ribosomal subunit protein eS21B	1	1.0	8293430.0	8049230.0	9327320.0	8984180.0	6989360.0	7882240.0	6922480.0	8588720.0	7150270.0	3748510.0	3361100.0	3670510.0	4554350.0	4008790.0	3693990.0	3260990.0	3716720.0	3505560.0	0	3.4466038196718794e-08	1.1066991157774604	True	0.010004922471080483	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P0AG18	PURE_ECOLI	purE	N5-carboxyaminoimidazole ribonucleotide mutase	3	3.0	47822.5	29353.8	66903.0	49927.2	73026.5	65334.7	47997.3	51770.1	61327.0	15129300.0	15160400.0	11607500.0	13294200.0	16821600.0	10928400.0	13141400.0	14383700.0	11528000.0	9	3.449173377635076e-08	-7.9496611076670884	True	0.010011075559931087	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P0A6P7	ENGB_ECOLI	engB	Probable GTP-binding protein EngB	2	2.0	47822.5	29353.8	66903.0	49927.2	73026.5	65334.7	47997.3	51770.1	61327.0	1077270.0	1072710.0	1464060.0	899187.0	1158330.0	1001390.0	1141360.0	1011090.0	1085510.0	9	3.517640656482373e-08	-4.328005903278009	True	0.01001722864878169	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P0A744	MSRA_ECOLI	msrA	Peptide methionine sulfoxide reductase MsrA	2	2.0	1522070.0	1628160.0	1676760.0	1589640.0	1228180.0	1477090.0	1353950.0	1654000.0	1749350.0	7501740.0	6831010.0	8125430.0	5843420.0	6242390.0	8709790.0	7556100.0	7937500.0	8009580.0	0	3.586829536244058e-08	-2.265993845215908	True	0.010023381737632292	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P0CX37;P0CX38	RS6A_YEAST;RS6B_YEAST	RPS6A;RPS6B	Small ribosomal subunit protein eS6A	9		680132000.0	639817000.0	831234000.0	631696000.0	591150000.0	751207000.0	646490000.0	615738000.0	647478000.0	307068000.0	305816000.0	387758000.0	247796000.0	309507000.0	352790000.0	316497000.0	337149000.0	318046000.0	0	3.6022675363357934e-08	1.0660558349233922	True	0.010029534826482894	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P40064	NU157_YEAST	NUP157	Nucleoporin NUP157	11	11.0	14792100.0	17290500.0	19939900.0	14923400.0	16098500.0	16904400.0	14236400.0	16521500.0	16989300.0	45168.4	6372120.0	5901080.0	7041960.0	4665780.0	7507090.0	6821130.0	8424230.0	6499910.0	1	3.6892462863034576e-08	1.4710062397590746	True	0.010035687915333498	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P07003	POXB_ECOLI	poxB	Pyruvate dehydrogenase [ubiquinone]	3	3.0	47822.5	29353.8	66903.0	49927.2	73026.5	65334.7	47997.3	51770.1	61327.0	980679.0	923523.0	869440.0	914428.0	1173080.0	1171270.0	950267.0	1287460.0	948150.0	9	3.715719602111022e-08	-4.223489061041024	True	0.010041841004184102	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P36027	MID2_YEAST	MID2	Cell wall integrity sensor MID2	1	1.0	1078570.0	980214.0	1409240.0	1153230.0	717594.0	1467900.0	1080930.0	1118000.0	1255640.0	45168.4	48198.2	79550.9	84229.4	573892.0	63730.1	407390.0	70385.6	32238.3	7	3.725274795814483e-08	2.8687969539911853	True	0.010047994093034704	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q12450	ERP4_YEAST	ERP4	Protein ERP4	1	1.0	1386390.0	1441110.0	1441830.0	1093200.0	1213700.0	1345260.0	1070170.0	1307690.0	1405930.0	664843.0	819635.0	817252.0	449124.0	713222.0	694695.0	667393.0	570711.0	744103.0	0	3.7601851994657784e-08	0.9306191055619031	True	0.010054147181885307	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q12480	ETFA_YEAST	AIM45	Electron transfer flavoprotein subunit alpha, mitochondrial	5	5.0	7905840.0	7043020.0	6251860.0	6091260.0	7258440.0	5592440.0	5736430.0	7457160.0	5706090.0	3064960.0	2423840.0	1696800.0	2513490.0	2660070.0	2019800.0	2227500.0	2635600.0	2704000.0	0	3.775205415993034e-08	1.4277928328284595	True	0.010060300270735909	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P0CS90	HSP77_YEAST	SSC1	Import motor subunit, mitochondrial	25	18.0	418381000.0	409281000.0	521063000.0	410153000.0	375866000.0	441672000.0	415019000.0	398826000.0	426782000.0	194169000.0	195454000.0	233645000.0	206896000.0	190504000.0	221426000.0	205930000.0	204192000.0	205880000.0	0	3.8671019912483274e-08	1.038630397359682	True	0.010066453359586515	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P14904	AMPL_YEAST	APE1	Vacuolar aminopeptidase 1	8	8.0	13862300.0	14574300.0	17740100.0	12024300.0	13125700.0	15742200.0	13443000.0	13022300.0	14529800.0	6777730.0	7538860.0	8513780.0	4338260.0	6606550.0	7418550.0	6928690.0	6587640.0	7359260.0	0	3.876441281271161e-08	1.0449127317860394	True	0.010072606448437117	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P0A800	RPOZ_ECOLI	rpoZ	DNA-directed RNA polymerase subunit omega	5	5.0	3402590.0	29353.8	66903.0	49927.2	1790320.0	65334.7	3249510.0	51770.1	4328910.0	18169600.0	15813700.0	15636600.0	8428500.0	12379800.0	12684500.0	15985100.0	13538700.0	16771800.0	5	3.89934738203955e-08	-3.311509855287261	True	0.01007875953728772	True	True	Ecoli	False	True	False	True	diann231	manual	min	0.5
P47122	GPN1_YEAST	NPA3	GPN-loop GTPase 1	7	7.0	9331420.0	9218880.0	11614500.0	8756520.0	8701710.0	10063000.0	9465370.0	8830250.0	9070670.0	4156500.0	4393110.0	4412550.0	3651210.0	4003600.0	4119820.0	4276520.0	4077350.0	4065810.0	0	3.9036959301914575e-08	1.1947371423441	True	0.010084912626138321	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q12494	KCS1_YEAST	KCS1	Inositol hexakisphosphate kinase 1	6	6.0	1272960.0	1409890.0	1633870.0	981492.0	1192630.0	1620000.0	1369400.0	1258600.0	1376920.0	393642.0	484449.0	486902.0	84229.4	436698.0	589303.0	419829.0	548319.0	716116.0	1	3.934201760381108e-08	1.5424074914864896	True	0.010091065714988924	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P32774	T2AG_YEAST	TOA2	Transcription initiation factor IIA subunit 2	3	3.0	25071300.0	23304400.0	25838700.0	18496300.0	23655800.0	18879500.0	25344400.0	20814700.0	25685000.0	10482300.0	9835280.0	9181480.0	6791660.0	7788070.0	8014390.0	10301300.0	10627200.0	9673950.0	0	3.9557465581417504e-08	1.3243755885817634	True	0.01009721880383953	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P40318	DOA10_YEAST	SSM4	ERAD-associated E3 ubiquitin-protein ligase DOA10	5	5.0	5006620.0	4177280.0	4980960.0	3024680.0	3995930.0	4364220.0	3961240.0	4495920.0	4492310.0	1535730.0	1414500.0	1852740.0	84229.4	1879240.0	1892660.0	1677220.0	1954620.0	1762030.0	1	3.972079093687389e-08	1.4539519635851825	True	0.010103371892690132	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
Q12156	AIM7_YEAST	AIM7	Protein AIM7	2	2.0	12476700.0	13628400.0	15174000.0	12544600.0	10499000.0	13752600.0	14776900.0	11837000.0	13826700.0	6574040.0	6402370.0	7590860.0	6724500.0	6055790.0	6307730.0	6469890.0	4734450.0	6423210.0	0	3.974388053579754e-08	1.048905696728376	True	0.010109524981540734	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P25044	PTP1_YEAST	PTP1	Tyrosine-protein phosphatase 1	2	2.0	1029500.0	798241.0	1045250.0	1288280.0	894681.0	1119070.0	1080370.0	975623.0	652521.0	374804.0	48198.2	79550.9	84229.4	41383.1	63730.1	59394.8	437321.0	353455.0	6	3.9933034544180236e-08	2.526269059488866	True	0.010115678070391336	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P25623	SYP1_YEAST	SYP1	Suppressor of yeast profilin deletion	25	24.0	21815100.0	21584500.0	28100900.0	20701900.0	20529000.0	22832000.0	21146300.0	20804300.0	21886300.0	9855660.0	10655600.0	12216100.0	8922780.0	10810100.0	11991700.0	11002300.0	10240600.0	10727500.0	0	4.0512303281588486e-08	1.0482282333548665	True	0.010121831159241939	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P22213	SLY1_YEAST	SLY1	Protein SLY1	11	11.0	6429880.0	6025100.0	5112520.0	4777480.0	4825980.0	5474820.0	4812210.0	4780520.0	5388020.0	2444210.0	2565640.0	2122930.0	2208040.0	2673650.0	2490160.0	2185990.0	1884830.0	2470370.0	0	4.115651122166036e-08	1.1782317179266255	True	0.010127984248092544	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P05030	PMA1_YEAST	PMA1	Plasma membrane ATPase 1	19	7.0	623138000.0	641176000.0	796263000.0	615201000.0	586320000.0	673403000.0	649210000.0	601422000.0	633807000.0	295779000.0	301735000.0	352358000.0	303348000.0	288471000.0	325241000.0	309377000.0	306451000.0	299702000.0	0	4.130124573032189e-08	1.0646422950532288	True	0.010134137336943147	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P32477	GSH1_YEAST	GSH1	Glutamate--cysteine ligase	10	10.0	12122800.0	11629400.0	9984050.0	9679690.0	10147000.0	9402540.0	10306400.0	9241770.0	10201700.0	4079520.0	3986950.0	3541690.0	84229.4	2918830.0	63730.1	4604910.0	3378750.0	3487170.0	2	4.130717683496708e-08	1.8262301291730558	True	0.010140290425793749	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
P32835;P32836	GSP1_YEAST;GSP2_YEAST	GSP1;GSP2	GTP-binding nuclear protein GSP1/CNR1	1		105611000.0	90145200.0	115376000.0	106285000.0	85309500.0	97407700.0	111910000.0	103941000.0	117557000.0	45168.4	48198.2	79550.9	23714800.0	41383.1	19975100.0	48683400.0	27364600.0	43015600.0	4	4.131070803637557e-08	2.518128605874873	True	0.010146443514644351	True	True	Yeast	False	False	True	True	diann231	manual	min	0.5
