protein	RD139_Wide_UPS1_1fmol_inj1	RD139_Wide_UPS1_1fmol_inj2	RD139_Wide_UPS1_1fmol_inj3	RD139_Wide_UPS1_2_5fmol_inj1	RD139_Wide_UPS1_2_5fmol_inj2	RD139_Wide_UPS1_2_5fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0A7M9	277798617.12505126	290530239.370993	289492537.7011606	287038304.6860949	302682389.1006674	301691847.4735716	P0A7M9	P0A7M9		rpmE	0	0.16321182370378473	-0.055415960875260455	False	0.01079136690647482	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P75874	15031825.290662931	15527574.266373985	15205506.414667822	14867254.741456522	15163297.290889803	14541911.813214928	P75874	P75874		yccU	0	0.1633152342886093	0.03808900504360065	False	0.010821342925659472	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0ACP5	1256252.9580433804	1295141.1190768764	1182827.8408909573	1505859.853128246	1481214.717142598	1250706.5043583834	P0ACP5	P0ACP5		gntR	0	0.16387665324335288	-0.18250139261251913	False	0.010851318944844125	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P46853	42695521.488663465	42579505.89674689	42052356.039954	41609102.99085691	42284954.08261311	42012562.4810336	P46853	P46853		yhhX	0	0.16457345827455427	0.01618858821335014	False	0.010881294964028778	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P08395	9028018.117551476	9221452.986064387	9607423.661203708	9559748.285508938	9675846.365574488	9692894.994095376	P08395	P08395		sppA	0	0.16472989577492944	-0.054456553925601066	False	0.010911270983213428	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P14175	2554269.458247857	2579987.662299978	2558541.2217253563	2545517.0651727123	2545190.1977825807	2491330.923447671	P14175	P14175		proV	0	0.1656463830034332	0.020922767715216003	False	0.010941247002398081	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P32176	73088972.2193462	73001338.05331407	72749702.46978845	72597240.38496013	72743700.67564319	71901603.67383188	P32176	P32176		fdoG	0	0.1663135436313653	0.010569876930910223	False	0.010971223021582734	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0A7W7	154184313.4951007	144539396.37507525	150393246.68627718	147006160.77194437	140087581.07929766	144181793.67836785	P0A7W7	P0A7W7		rpsH	0	0.16724611165790926	0.05848131227107789	False	0.011001199040767387	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P23894	6684882.117307274	6768075.201642884	7062257.56219591	7384249.1350982115	7083059.278078343	6934838.477164573	P23894	P23894		htpX	0	0.16765779669882216	-0.06106125795389298	False	0.011031175059952039	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P15254	16131708.115442002	15672015.761882802	16282880.961083498	16579251.148404604	16334920.413004316	16293804.098849902	P15254	P15254		purL	0	0.16795050600738065	-0.03325709933374487	False	0.01106115107913669	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P07639	15750455.809434095	15718340.03885649	15071323.740755131	16135430.060325176	15955239.12355769	15797903.665151289	P07639	P07639		aroB	0	0.16829379747775136	-0.04120652386508094	False	0.011091127098321343	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0A6U8	14669770.177207068	14401782.356291542	14619309.145161984	14830037.565757615	14724389.405968256	15383339.741256207	P0A6U8	P0A6U8		glgA	0	0.16836092305659928	-0.04059686906643195	False	0.011121103117505996	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P02919	4671332.097324692	4156070.035954976	4348548.308521143	4728348.313547018	4746637.291082728	4635219.14764959	P02919	P02919		mrcB	0	0.16865792088998324	-0.09883188910925052	False	0.011151079136690648	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P39342	2365608.876859323	2479366.306490293	2535464.996713814	3437843.013438047	2667520.9807406045	2774369.58320944	P39342	P39342		yjgR	0	0.16918182084716982	-0.26680952814303394	False	0.011181055155875301	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0AA97	686918.2244514216	638310.6249999992	648570.6065803107	588098.3663997651	621227.5808925806	648793.7371681096	P0AA97	P0AA97		yaeQ	0	0.17024587567193808	0.08713198407172167	False	0.011211031175059952	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0AEC0	427394.4423023964	513677.68749999977	414524.0443875954	414335.2167121969	390511.4066084734	362807.9986785789	P0AEC0	P0AEC0		yoaE	0	0.17122697282494476	0.21531386460365626	False	0.011241007194244604	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0AAP3	5728567.003415396	5796806.68543243	5940104.29658821	5920965.672471585	6187287.427048971	5915908.945707289	P0AAP3	P0AAP3		frmR	0	0.17184038722096914	-0.04542606306963959	False	0.011270983213429257	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P06149	23234262.03124437	24569295.82903214	24231530.741637707	24406983.280127	24828693.35919392	25244162.2306884	P06149	P06149		dld	0	0.1719951577064395	-0.04815013103443943	False	0.01130095923261391	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P27828	7182021.057962834	7336822.104242779	7333649.626408971	7785308.914313286	7742274.4526280835	7287676.733753118	P27828	P27828		wecB	0	0.17290824554732567	-0.06220123875391464	False	0.011330935251798563	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P69797	61050739.44567764	61204506.41806712	60322958.88946606	59655027.842383176	60801528.73752088	59904017.0699779	P69797	P69797		manX	0	0.17374241264519735	0.01763055039735061	False	0.011360911270983213	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P20966	42133896.38466884	41979004.51357475	41244220.06402738	41938668.23355928	42674353.96717942	42513247.49700509	P20966	P20966		fruA	0	0.17379447242353832	-0.020218231966705844	False	0.011390887290167866	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P22523	42691223.80753213	43043389.34678742	43581770.939201474	43385902.72247167	44078062.089762986	43519823.40548936	P22523	P22523		mukB	0	0.1748397637478556	-0.018483188412448344	False	0.01142086330935252	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P06968	23659572.492318504	24561679.14155493	23948925.78597404	24283574.27129658	24600518.607684664	24905797.56003005	P06968	P06968		dut	0	0.1776583424526605	-0.032020372415806124	False	0.01145083932853717	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P07330	1181879.2312855918	1085634.1249999993	1223498.5660310802	1262025.5481895984	1193194.606405981	1284099.1402213045	P07330	P07330		cheB	0	0.17769916646903952	-0.09913038208876458	False	0.011480815347721824	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0A6B4	16327755.996862711	17030427.67591345	16731889.73697921	17096932.338022858	16854562.175918784	17457356.68468784	P0A6B4	P0A6B4		alr	0	0.1785878540626496	-0.03749204750053361	False	0.011510791366906477	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
Q46868	23758718.11086345	24139929.68582141	24290809.569670413	24148087.512915604	25961523.964753754	25199412.477342594	Q46868	Q46868		yqiC	0	0.1789761388944548	-0.06103458756213797	False	0.011540767386091126	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0AD49	33252399.074979857	31798416.082978506	31768382.424657557	31213846.105641965	31363901.563709345	31273454.240613542	P0AD49	P0AD49		raiA	0	0.17986736209309218	0.04491791637330056	False	0.01157074340527578	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P38038	21748814.36453068	21884250.64552204	22515878.50702249	21417831.41032332	21915362.79155778	21353548.8733683	P38038	P38038		cysJ	0	0.180044694144149	0.03224803894759172	False	0.011600719424460433	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P76227	4795131.271039591	4615526.303824169	4675707.609379183	4838837.688333647	4803581.701120148	4753344.534419502	P76227	P76227		ynjH	0	0.1801999334942472	-0.0313449591092289	False	0.011630695443645086	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P14407	130590059.05334672	127186882.46487208	128260630.39625505	126079521.09017085	127927806.525895	126067287.50876206	P14407	P14407		fumB	0	0.18153712077191045	0.02245859565425291	False	0.011660671462829737	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P31455	2545138.306225419	2419042.334824322	2566904.8135661795	2528167.566154815	2664275.871975223	2640248.89113138	P31455	P31455		yidR	0	0.18260680957257328	-0.05665047456797106	False	0.011690647482014389	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P15639	22394974.186219845	22103068.15909366	22245924.09744977	22935160.974807825	22379483.56761641	22447156.56135928	P15639	P15639		purH	0	0.1828793931434507	-0.021834796743092803	False	0.011720623501199042	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0A9L3	66840129.80242343	66631157.1430987	65966721.30202487	68396376.1343106	66634530.538097546	67380760.00450327	P0A9L3	P0A9L3		fklB	0	0.18310850367408588	-0.021352066936407097	False	0.011750599520383693	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0CK95	32506545.579185195	32989747.12485636	32939308.822693147	32771184.016249064	32313676.42416457	32308543.077287983	P0CK95	P0CK95		yghJ	0	0.1844614349150382	0.015356132710092452	False	0.011780575539568346	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0A7C6	26049974.84037756	27026551.53506345	26487778.262277883	26825240.58174724	27178173.12929772	27187940.83748887	P0A7C6	P0A7C6		pepE	0	0.18544202174507765	-0.029204782065939922	False	0.011810551558753	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0ACR9	51716957.97866366	52453802.78411751	53328154.483304136	53161620.4533435	56418641.396167725	53710521.79342405	P0ACR9	P0ACR9		mprA	0	0.1860114763185346	-0.05210147323273797	False	0.011840527577937649	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P00936	900906.2996982276	949114.6250000012	882159.2624527749	898593.2755663203	868611.0303688938	836546.8305110522	P00936	P00936		cyaA	0	0.18632275018332764	0.06946106848166861	False	0.011870503597122302	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0ACY3	7648003.880172406	7447906.89678803	7684259.487499819	7578344.503787187	8180893.519862773	8267323.332035974	P0ACY3	P0ACY3		yeaG	0	0.18711473372218143	-0.0768516568225993	False	0.011900479616306955	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0AE74	816702.0205784137	854021.1249999995	842142.1419626301	855076.9364857773	957717.3842782278	878481.2683633657	P0AE74	P0AE74		citT	0	0.1871551799619827	-0.09895680015725866	False	0.011930455635491609	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0AGG8	20512401.460806075	19474205.53903117	19475476.11002441	18967579.826010626	19094736.939080376	19430621.25786579	P0AGG8	P0AGG8		tldD	0	0.189245393925035	0.04858524774257077	False	0.01196043165467626	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P39377	18222456.72673825	17963061.420544855	17869243.274253435	18679747.109339885	18711640.174358785	17993807.78481707	P39377	P39377		iadA	0	0.189846267735513	-0.03507867965120607	False	0.011990407673860911	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0ABA0	198864170.6373147	203161129.2488364	198427946.89280757	205420461.92568195	205979032.7968572	200278893.0421481	P0ABA0	P0ABA0		atpF	0	0.19043370419487843	-0.0267213852693815	False	0.012020383693045564	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P11447	7518250.380028313	7432632.235153415	7538655.773854832	8044170.98351622	7598773.871907777	7652940.785880723	P11447	P11447		argH	0	0.19059181391136895	-0.05082112926876193	False	0.012050359712230216	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0AB80	34006408.29475472	34915202.53399799	35690592.92897233	35487500.51568555	35694634.53121717	36186544.47787738	P0AB80	P0AB80		ilvE	0	0.19078028543423645	-0.037522044650430623	False	0.012080335731414869	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P09323	787792.3808647288	772582.5625000006	717237.0343084774	742553.7318665406	634952.727389756	712647.7913925858	P09323	P09323		nagE	0	0.19082637533396907	0.12391256992209948	False	0.012110311750599522	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P61320	11004165.571273226	11257974.624494132	11161604.24476579	11082944.816482875	10432861.04188082	9830263.99497469	P61320	P61320		lolB	0	0.19162068035761842	0.09258879630127609	False	0.012140287769784174	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P63386	1736122.9287466872	1689205.6333249551	1758543.5948485294	1968525.779513128	1744523.7750415064	1838836.842793989	P63386	P63386		mlaF	0	0.1921731682783919	-0.09894790845019186	False	0.012170263788968825	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0ADU5	17057815.176945936	17665141.25565713	17408647.023075014	17814303.859328493	17795618.86590086	17520455.76391878	P0ADU5	P0ADU5		ygiW	0	0.19241902328548954	-0.027378755486192584	False	0.012200239808153478	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0AFM2	5092449.991349201	4893796.2844778495	5140609.577607909	5431021.246625034	5290481.757143897	5050631.0438028695	P0AFM2	P0AFM2		proX	0	0.19398391152858926	-0.060265725365026	False	0.012230215827338131	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0ACJ0	31902977.609672435	33486936.577284373	34015639.39917164	33362292.28312781	35037576.43841358	34921483.10134782	P0ACJ0	P0ACJ0		lrp	0	0.19417690481727515	-0.05574006485384175	False	0.012260191846522784	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0AEV9	468627.75865543575	383510.06250000006	280129.3299364621	333411.9005902421	208326.3371477041	276269.68419768487	P0AEV9	P0AEV9		hycI	0	0.195075947530153	0.46902767285458635	False	0.012290167865707434	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0A884	34359897.58100153	35095266.080177635	35427137.185110465	35369488.35955094	35353487.66806318	35965590.29502605	P0A884	P0A884		thyA	0	0.19526113864328473	-0.0246343326464353	False	0.012320143884892087	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0AGJ7	7570859.47557649	8045421.735135658	7589174.519161927	7864812.195382532	8071851.056431488	8140097.974894643	P0AGJ7	P0AGJ7		trmL	0	0.1957457334756347	-0.05317730502218754	False	0.01235011990407674	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0ACA3	117015684.811488	110918459.72182824	112003332.8747754	111365785.071675	109321984.76321349	108784213.90077794	P0ACA3	P0ACA3		sspA	0	0.19591435490498477	0.04511363224503418	False	0.012380095923261392	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P25522	21863698.04999509	22386882.74297493	22443731.30025759	22599000.929334573	22367690.53114666	22784548.803082936	P25522	P25522		mnmE	0	0.19662506190844337	-0.022683627928842924	False	0.012410071942446045	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P16676	1759586.2814820746	1613255.1958614823	1767221.352533189	1794096.719322105	1789116.9990772584	1836355.6611969492	P16676	P16676		cysA	0	0.19737393651082266	-0.07639223013164885	False	0.012440047961630696	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P07762	9966229.555209318	9426762.588954952	9886131.095969794	10028856.095289305	10113864.027275026	10085861.01586436	P07762	P07762		glgB	0	0.19816513413689377	-0.04604091075905409	False	0.012470023980815348	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	153947.5010944659	1998552.124999999	2134904.4815098983	2795857.660581278	2649479.5916003278	2446685.390682013	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)			1	0.1982287563878832	-0.8802906910555357	False	0.0125	False	True	Human	True	False	False	False	umpire	directlfq	min	0.6609640474436812
P0AB58	494772.3321978617	423489.2811999998	428189.9027714902	362998.66609775	432024.8741060446	409317.5808887724	P0AB58	P0AB58		yciM	0	0.19875845972244102	0.16091819821795794	False	0.012529976019184654	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P13009	10331321.869625395	10213336.903031798	10545921.29930236	10695358.118611136	10366596.137915034	10728628.5094135	P13009	P13009		metH	0	0.19937417065926977	-0.03212192935263332	False	0.012559952038369307	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0A9P6	62951545.49969052	63881090.618848704	63309241.02468701	61133057.19068634	61648081.9068935	63465234.39015974	P0A9P6	P0A9P6		deaD	0	0.1998779874766355	0.029863974096909423	False	0.012589928057553957	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0A9K9	197132521.6988581	181190438.1319444	177952233.63627446	179546733.5872123	173968212.89574888	170125631.2224338	P0A9K9	P0A9K9		slyD	0	0.20020081821296878	0.08722187324158596	False	0.01261990407673861	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0A7B5	19966042.420354266	20625697.14168857	20239954.979941174	20531395.498812854	20634018.081799664	20724059.387791906	P0A7B5	P0A7B5		proB	0	0.20040183135298578	-0.024870843631550905	False	0.012649880095923263	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P22186	8828080.629976304	8870231.442603882	8426132.684087848	9655381.246663896	8792698.64614454	9083793.234035276	P22186	P22186		mraZ	0	0.20045342838115213	-0.07570239202333573	False	0.012679856115107914	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0A720	11189429.12537874	11323196.096711498	10982634.516249305	11453292.76174456	11864414.04075008	11218894.737440225	P0A720	P0A720		tmk	0	0.2010565344042975	-0.04416918694094618	False	0.012709832134292567	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P06136	627620.3208925038	647068.0625000002	630485.7393677443	585035.1835923797	623708.1938143645	624739.545666954	P06136	P06136		ftsQ	0	0.20135372299004212	0.055336029425844604	False	0.012739808153477219	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P04805	126401636.3828809	127706849.47255395	126402707.83824448	128875214.76674315	127340126.37300052	127364088.63123316	P04805	P04805		gltX	0	0.20244791929244227	-0.011586460111479081	False	0.01276978417266187	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
Q46829	64066196.35351315	61951821.45174314	64874404.57519566	61527351.07148155	61898868.47892478	62732868.33704181	Q46829	Q46829		bglA	0	0.20416493640559258	0.036223787817590274	False	0.012799760191846523	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0A8G3	6065944.884925573	6726129.930967007	6611324.188515276	6879699.065415299	6913285.137006167	6722823.71684676	P0A8G3	P0A8G3		uxaC	0	0.20417904826900976	-0.0804265694602737	False	0.012829736211031176	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P06961	2977888.313273321	3036093.1250538183	3011948.2906319643	3060299.971831728	3265406.810929695	3067571.4865066325	P06961	P06961		cca	0	0.20492613734857798	-0.05755320211217755	False	0.01285971223021583	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0A870	361157889.5000306	346696065.57249683	349104009.54558444	363461891.3492528	362538948.0631366	355436412.50224864	P0A870	P0A870		talB	0	0.20604492430751312	-0.03303195677544886	False	0.01288968824940048	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0ABV2	4921003.484278165	4912961.546151886	5213063.723401367	5059999.770117979	5375293.933284063	5219696.620771041	P0ABV2	P0ABV2		exbD	0	0.20620495592307098	-0.05714398199027557	False	0.012919664268585132	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P76220	1139293.7241814216	1216864.0356316282	1149862.842326762	1142370.7626792083	1135329.2662945213	1040165.9406469665	P76220	P76220		ydjY	0	0.2063909668929495	0.07957886616146852	False	0.012949640287769786	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0ACD8	32163108.39946976	31349681.889085885	31702813.31589877	31354932.54641231	31573376.02219147	30822550.652575176	P0ACD8	P0ACD8		hyaB	0	0.20685435264132676	0.02236610401820275	False	0.012979616306954437	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0A7E5	199681274.62393844	193553051.6215827	195077062.33964843	202199896.38632444	196575662.7858558	200782308.98979712	P0A7E5	P0A7E5		pyrG	0	0.20849537116011455	-0.027319042142707226	False	0.01300959232613909	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0ABK2	6911749.093739416	6543867.141807465	6078141.739871127	6507697.403843097	5649937.003546074	5745937.844265065	P0ABK2	P0ABK2		cydB	0	0.20974441161112237	0.1257220535711828	False	0.013039568345323741	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P37095	73039976.8466568	75251885.03301941	74692375.23090428	76123342.58529828	74432555.09288546	76563869.53965999	P37095	P37095		pepB	0	0.21199667009204454	-0.026511546739768643	False	0.013069544364508393	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P64554	20581498.08231116	19265668.09330715	20202509.37537227	21089680.237030823	20253508.535136912	20838945.195039548	P64554	P64554		queE	0	0.21207361396475125	-0.05034367689803637	False	0.013099520383693046	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P25552	5230995.843785281	5336750.349496546	5503677.533671078	5410990.452324953	5512774.599987711	5820606.064677171	P25552	P25552		gppA	0	0.2122542342099798	-0.059178453106411656	False	0.013129496402877699	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P28905	1088924.3342481155	1251517.577558518	1295091.3359954895	1246122.6899553412	1326822.9039510682	1429568.1132355712	P28905	P28905		holC	0	0.2127295402567855	-0.13873935412464758	False	0.013159472422062352	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0A763	54122201.77055274	56738679.3853118	55995868.16113223	56500712.864440046	58040861.08216505	56564920.89747469	P0A763	P0A763		ndk	0	0.21280100028280186	-0.03628447816607964	False	0.013189448441247002	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P31063	12918984.88675863	12646882.23632234	12815997.256976506	12828391.637814555	12948774.44007451	13128985.56002053	P31063	P31063		yedD	0	0.21330621019385546	-0.01957349323486973	False	0.013219424460431655	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P76346	1291015.0999390942	1235077.1249999993	1350332.6572688466	1377483.4198445857	1328084.2046227416	1346697.2099454484	P76346	P76346		mtfA	0	0.21346661404686387	-0.06400175558426963	False	0.013249400479616308	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P16926	2092670.9192294392	1991929.537761378	1909452.3114062168	2130432.648082593	2109096.42202504	2036881.3491061532	P16926	P16926		mreC	0	0.2134804992294277	-0.06640790969418793	False	0.013279376498800961	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0ADB1	50762734.84960509	51606596.89138581	50891031.368724085	48603490.75804712	50173934.248608425	50902764.63890079	P0ADB1	P0ADB1		osmE	0	0.2137135977940326	0.034101337307064286	False	0.013309352517985613	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P43533	1250637.933628123	1214869.3750000002	1309790.495189187	1454020.3303054443	1347196.015342308	1264558.451914178	P43533	P43533		flgN	0	0.21437694148585756	-0.10693985491795495	False	0.013339328537170264	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P69407	20297123.12320629	21787181.713042453	21837757.833758768	21286640.18765837	23102857.628076863	22954165.460519884	P69407	P69407		rcsB	0	0.2144811742015515	-0.07522823857525049	False	0.013369304556354917	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P76402	4033033.379033777	4023938.3159388793	3869897.2318081777	3962597.920761054	3853791.7644178434	3774540.825835444	P76402	P76402		yegP	0	0.21459399640798188	0.04121896316996599	False	0.013399280575539569	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P00803	9941377.310625805	10134501.444556138	10627732.934303628	10731447.595512323	10409043.464235196	11834346.96819264	P00803	P00803		lepB	0	0.2155756775499436	-0.10295720208516583	False	0.013429256594724222	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P00961	148954722.3919462	147502898.78370547	146807724.7862029	151493679.69051433	148545302.39021805	148543264.4016658	P00961	P00961		glyS	0	0.21591949260541404	-0.017201945615994352	False	0.013459232613908875	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0A715	113588129.6470461	111476822.08090185	113154106.55624048	113596140.25450312	113453339.4915116	114571917.8932582	P0A715	P0A715		kdsA	0	0.2170188405260162	-0.014440385395921903	False	0.013489208633093525	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P75838	45210989.9249518	44652468.50144456	43460152.49774188	43053404.27519856	44156277.1196335	43340118.53303213	P75838	P75838		ycaO	0	0.2180228049895251	0.03033205023491115	False	0.013519184652278178	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P21888	73940081.18397136	77299303.472701	78551873.97306341	79406538.5822524	80035532.18748063	77587086.32173786	P21888	P21888		cysS	0	0.21824836081118051	-0.04474061856442377	False	0.01354916067146283	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P00561	7108621.469626783	6607174.0339101525	6638772.139388915	7265865.516762503	7065134.811152232	6897692.151262277	P00561	P00561		thrA	0	0.21829551184208013	-0.06066293817571855	False	0.013579136690647484	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P21338	6478158.550815254	6546215.297884062	6576156.5421075225	5761958.4176449375	6397678.955629751	6356873.540527258	P21338	P21338		rna	0	0.21889169546193327	0.08208041861112161	False	0.013609112709832135	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P76187	4018817.9032979207	3824377.0411635377	3967350.8321844377	3796647.776535993	3861903.920215252	3394698.366426154	P76187	P76187		ydhF	0	0.219676359693674	0.09560499705127201	False	0.013639088729016787	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P64636	4080727.001010132	4304150.515945519	4253353.528988044	4211257.327100208	4476557.501506785	4406501.843394611	P64636	P64636		yrfG	0	0.22032168229513718	-0.05114622868672933	False	0.01366906474820144	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P17993	16463332.49520657	16394583.029293727	16370049.638375834	16917404.023955524	16413746.369035495	16656214.80139306	P17993	P17993		ubiG	0	0.22087618597670697	-0.0220853783599957	False	0.013699040767386091	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
P0AA57	2353440.600706349	2215668.4189773905	2031869.5388114057	2521118.56778093	2272293.1157827387	2331680.246152333	P0AA57	P0AA57		yobA	0	0.22100449124251262	-0.1102287164255382	False	0.013729016786570744	False	False	Ecoli	False	True	False	False	umpire	directlfq	min	0.6609640474436812
