Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML
P0A840	SURE_ECOLI	surE	5'/3'-nucleotidase SurE	5	5	6.46674e+06	6.79613e+06	6.498e+06	6.52668e+06	6.94591e+06	5.93087e+06
P0A843	TATE_ECOLI	tatE	Sec-independent protein translocase protein TatE	3	3	5.91697e+07	6.38623e+07	5.91475e+07	5.94198e+07	5.9795e+07	6.66448e+07
P0A847	TGT_ECOLI	tgt	Queuine tRNA-ribosyltransferase	14	14	1.35505e+07	1.44354e+07	1.36032e+07	1.44984e+07	1.40406e+07	1.41451e+07
P0A850	TIG_ECOLI	tig	Trigger factor	47	47	7.20024e+08	7.15664e+08	7.26809e+08	7.0741e+08	7.12572e+08	7.35042e+08
P0A853	TNAA_ECOLI	tnaA	Tryptophanase	11	11	1.41049e+07	1.44872e+07	1.36978e+07	1.44145e+07	1.38817e+07	1.27773e+07
P0A855	TOLB_ECOLI	tolB	Protein TolB	17	17	7.75854e+07	7.10692e+07	7.45074e+07	6.96698e+07	7.30287e+07	7.63454e+07
P0A858	TPIS_ECOLI	tpiA	Triosephosphate isomerase	12	12	6.22155e+08	6.57488e+08	6.06734e+08	6.2913e+08	6.56935e+08	6.3791e+08
P0A862	TPX_ECOLI	tpx	Thiol peroxidase	7	7	3.28335e+08	3.53079e+08	3.33829e+08	3.54585e+08	3.33621e+08	3.45509e+08
P0A867	TALA_ECOLI	talA	Transaldolase A	14	14	2.2549e+07	2.29027e+07	2.24011e+07	2.34115e+07	2.36027e+07	2.25695e+07
P0A870	TALB_ECOLI	talB	Transaldolase B	21	21	3.60488e+08	3.45797e+08	3.45897e+08	3.53666e+08	3.46437e+08	3.52618e+08
P0A873	TRMD_ECOLI	trmD	tRNA (guanine-N(1)-)-methyltransferase	5	5	1.21703e+07	1.36709e+07	1.28738e+07	1.44922e+07	1.39492e+07	1.44695e+07
P0A877	TRPA_ECOLI	trpA	Tryptophan synthase alpha chain	6	6	7.48486e+06	6.51898e+06	7.32985e+06	6.21128e+06	6.21556e+06	7.03051e+06
P0A879	TRPB_ECOLI	trpB	Tryptophan synthase beta chain	3	3	2.07533e+06	1.65723e+06	1.96073e+06	1.37642e+06	1.8003e+06	1.65934e+06
P0A881	TRPR_ECOLI	trpR	Trp operon repressor	3	3	4.79095e+06	6.29447e+06	6.26145e+06	6.23161e+06	6.26125e+06	6.15211e+06
P0A884	TYSY_ECOLI	thyA	Thymidylate synthase	9	9	3.04789e+07	3.31002e+07	3.21154e+07	3.2512e+07	3.2987e+07	3.14467e+07
P0A887	UBIE_ECOLI	ubiE	Ubiquinone/menaquinone biosynthesis methyltransferase ubiE	10	10	5.07087e+07	5.16736e+07	5.18182e+07	5.24565e+07	5.02861e+07	5.37413e+07
P0A890	TUSA_ECOLI	tusA	Sulfurtransferase TusA	3	3	2.50069e+07	2.80205e+07	2.34859e+07	2.85642e+07	2.77423e+07	2.65436e+07
P0A894	YHBJ_ECOLI	yhbJ	UPF0042 nucleotide-binding protein YhbJ	8	8	7.07206e+06	7.88189e+06	7.52624e+06	7.80258e+06	7.8607e+06	7.32226e+06
P0A898	YBEY_ECOLI	ybeY	Endoribonuclease YbeY	1	1	3.78589e+07	4.0217e+07	3.61162e+07	3.75921e+07	3.91352e+07	3.53439e+07
P0A8A0	YEBC_ECOLI	yebC	Probable transcriptional regulatory protein YebC	5	5	1.51105e+07	1.7476e+07	1.42167e+07	1.7507e+07	1.67565e+07	1.46917e+07
P0A8A2	YEEN_ECOLI	yeeN	Probable transcriptional regulatory protein YeeN	8	8	6.79121e+07	6.22269e+07	6.71985e+07	6.21092e+07	6.28417e+07	7.14499e+07
P0A8A4	PSRP_ECOLI	ppsR	Phosphoenolpyruvate synthase regulatory protein	5	5	8.11062e+06	8.01181e+06	8.26119e+06	8.72033e+06	8.72218e+06	8.14116e+06
P0A8A8	RIMP_ECOLI	rimP	Ribosome maturation factor RimP	4	4	2.18786e+07	1.8899e+07	2.39425e+07	1.91732e+07	1.78406e+07	2.22113e+07
P0A8B2	YFCN_ECOLI	yfcN	UPF0115 protein YfcN	5	5	4.49244e+06	4.72472e+06	4.85379e+06	4.85303e+06	4.51518e+06	4.66016e+06
P0A8B5	YBAB_ECOLI	ybaB	Nucleoid-associated protein YbaB	3	3	2.62033e+07	3.32463e+07	2.58452e+07	3.14115e+07	3.45187e+07	2.3903e+07
P0A8C1	YBJQ_ECOLI	ybjQ	UPF0145 protein YbjQ	2	2	2.56586e+07	2.72329e+07	2.34526e+07	2.31024e+07	2.19771e+07	2.2741e+07
P0A8C4	YGFB_ECOLI	ygfB	UPF0149 protein YgfB	2	2	2.34561e+07	2.51964e+07	2.21322e+07	2.6555e+07	2.67766e+07	2.41273e+07
P0A8D0	NRDR_ECOLI	nrdR	Transcriptional repressor NrdR	4	4	4.2582e+06	4.76655e+06	4.39913e+06	5.15849e+06	4.7536e+06	4.4437e+06
P0A8D3	YAII_ECOLI	yaiI	UPF0178 protein YaiI	3	3	6.48405e+06	6.33273e+06	6.58445e+06	6.4424e+06	6.74908e+06	6.4106e+06
P0A8D6	YMDB_ECOLI	ymdB	O-acetyl-ADP-ribose deacetylase	5	5	4.99209e+06	4.49593e+06	5.27016e+06	5.08514e+06	5.06345e+06	4.64667e+06
P0A8E1	YCFP_ECOLI	ycfP	UPF0227 protein YcfP	7	7	6.16935e+07	6.43029e+07	6.20315e+07	6.44828e+07	6.10157e+07	6.19582e+07
P0A8E5	YACL_ECOLI	yacL	UPF0231 protein YacL	1	1	1.89969e+06	2.64909e+06	1.79329e+06	2.77844e+06	2.52128e+06	1.73787e+06
P0A8E7	YAJQ_ECOLI	yajQ	UPF0234 protein YajQ	12	12	1.64578e+08	1.66478e+08	1.67412e+08	1.6588e+08	1.66917e+08	1.71311e+08
P0A8F0	UPP_ECOLI	upp	Uracil phosphoribosyltransferase	15	15	2.34812e+08	2.0481e+08	2.30415e+08	2.13852e+08	2.07052e+08	2.35332e+08
P0A8F4	URK_ECOLI	udk	Uridine kinase	7	7	2.78644e+07	2.4915e+07	2.66115e+07	2.5944e+07	2.60146e+07	2.69333e+07
P0A8F8	UVRB_ECOLI	uvrB	UvrABC system protein B	5	5	3.93046e+06	3.79909e+06	4.10337e+06	4.29008e+06	3.98293e+06	4.27624e+06
P0A8G0	UVRC_ECOLI	uvrC	UvrABC system protein C	3	3	1.56904e+06	1.59573e+06	1.52543e+06	1.40676e+06	1.34759e+06	1.30796e+06
P0A8G3	UXAC_ECOLI	uxaC	Uronate isomerase	12	12	5.44037e+06	6.13087e+06	6.20064e+06	6.27719e+06	5.66152e+06	6.13567e+06
P0A8G6	WRBA_ECOLI	wrbA	Flavoprotein WrbA	11	11	8.59953e+07	8.89513e+07	8.2017e+07	8.47152e+07	8.71428e+07	8.62608e+07
P0A8G9	EX7S_ECOLI	xseB	Exodeoxyribonuclease 7 small subunit	3	3	3.45466e+07	3.55264e+07	3.58427e+07	3.66905e+07	3.68854e+07	3.56475e+07
P0A8I1	RUVX_ECOLI	yqgF	Putative Holliday junction resolvase	3	3	6.22866e+06	6.98472e+06	6.68687e+06	7.27017e+06	6.61562e+06	7.24709e+06
P0A8I3	YAAA_ECOLI	yaaA	UPF0246 protein YaaA	7	7	4.2123e+07	4.44237e+07	4.18251e+07	4.38339e+07	4.54368e+07	4.2221e+07
P0A8I5	TRMB_ECOLI	trmB	tRNA (guanine-N(7)-)-methyltransferase	4	4	4.09237e+07	4.66598e+07	4.29096e+07	4.45887e+07	4.49175e+07	3.71929e+07
P0A8I8	RLMH_ECOLI	rlmH	Ribosomal RNA large subunit methyltransferase H	6	6	1.29502e+07	1.33574e+07	1.20447e+07	1.39115e+07	1.32745e+07	1.28786e+07
P0A8J2	DNAT_ECOLI	dnaT	Primosomal protein 1	3	3	6.23837e+06	6.45515e+06	5.87996e+06	6.40918e+06	6.49471e+06	5.92463e+06
P0A8J4	YBED_ECOLI	ybeD	UPF0250 protein YbeD	4	4	5.68472e+07	6.11523e+07	5.4718e+07	6.51347e+07	6.76219e+07	5.92962e+07
P0A8J8	RHLB_ECOLI	rhlB	ATP-dependent RNA helicase RhlB	17	17	5.83714e+07	5.88168e+07	6.14567e+07	5.88739e+07	6.02535e+07	6.07816e+07
P0A8K1	PSD_ECOLI	psd	Phosphatidylserine decarboxylase proenzyme	6	6	2.49285e+07	2.75866e+07	2.66543e+07	2.8463e+07	2.78697e+07	2.79559e+07
P0A8K5	YAEP_ECOLI	yaeP	UPF0253 protein YaeP	2	2	4.66564e+06	4.93234e+06	4.64447e+06	4.7068e+06	5.23782e+06	4.25758e+06
P0A8L1	SYS_ECOLI	serS	Serine--tRNA ligase	21	21	1.84894e+08	1.85904e+08	1.8403e+08	1.86793e+08	1.8232e+08	1.85356e+08
P0A8M0	SYN_ECOLI	asnS	Asparagine--tRNA ligase	27	27	1.67184e+08	1.67952e+08	1.65123e+08	1.718e+08	1.63412e+08	1.67511e+08
P0A8M3	SYT_ECOLI	thrS	Threonine--tRNA ligase	27	27	9.01817e+07	9.35938e+07	8.93127e+07	9.40454e+07	9.60147e+07	9.12605e+07
P0A8M6	YEEX_ECOLI	yeeX	UPF0265 protein YeeX	4	4	6.12565e+07	8.71374e+07	6.68104e+07	8.88231e+07	8.69807e+07	6.80706e+07
P0A8N0	MATP_ECOLI	matP	Macrodomain Ter protein	2	2	3.38983e+06	3.38669e+06	3.74117e+06	3.18187e+06	2.06422e+06	3.93476e+06
P0A8N3	SYK1_ECOLI	lysS	Lysine--tRNA ligase	34	22	2.51235e+08	2.41245e+08	2.47974e+08	2.4125e+08	2.36368e+08	2.5261e+08
P0A8N5	SYK2_ECOLI	lysU	Lysine--tRNA ligase, heat inducible	15	15	1.63554e+08	1.5377e+08	1.60588e+08	1.53472e+08	1.57367e+08	1.6212e+08
P0A8N7	EPMA_ECOLI	epmA	Elongation factor P--(R)-beta-lysine ligase	7	7	1.42603e+07	1.50643e+07	1.56335e+07	1.57316e+07	1.45251e+07	1.5943e+07
P0A8P3	FETP_ECOLI	yggX	Probable Fe(2+)-trafficking protein	9	9	6.12185e+07	6.48923e+07	5.86854e+07	6.57512e+07	6.44636e+07	6.02962e+07
P0A8P6	XERC_ECOLI	xerC	Tyrosine recombinase XerC	3	3	1.04854e+06	907031	989056	731085	914276	985953
P0A8Q0	FRDC_ECOLI	frdC	Fumarate reductase subunit C	2	2	1.67826e+07	1.76551e+07	1.66422e+07	1.79559e+07	1.67153e+07	1.73247e+07
P0A8R0	RRAA_ECOLI	rraA	Regulator of ribonuclease activity A	5	5	9.74525e+07	9.54707e+07	9.66543e+07	8.66788e+07	9.40269e+07	9.55728e+07
P0A8R4	SLYX_ECOLI	slyX	Protein SlyX	1	1	1.77365e+06	1.66088e+06	1.40256e+06	1.73968e+06	1.89374e+06	1.5712e+06
P0A8R9	HDFR_ECOLI	hdfR	HTH-type transcriptional regulator HdfR	5	5	4.72475e+06	4.60797e+06	4.84765e+06	4.59406e+06	4.50056e+06	4.89402e+06
P0A8S1	ICIA_ECOLI	iciA	Chromosome initiation inhibitor	6	6	1.12655e+07	1.19121e+07	1.15072e+07	1.20777e+07	1.20287e+07	1.15222e+07
P0A8T1	PRMA_ECOLI	prmA	Ribosomal protein L11 methyltransferase	4	4	4.68471e+07	4.44636e+07	4.69526e+07	4.59141e+07	4.22032e+07	4.5153e+07
P0A8T7	RPOC_ECOLI	rpoC	DNA-directed RNA polymerase subunit beta'	82	82	2.55598e+08	2.60658e+08	2.53515e+08	2.52963e+08	2.55728e+08	2.57172e+08
P0A8U0	SYDP_ECOLI	syd	Protein syd	4	4	3.67554e+06	4.28706e+06	3.51899e+06	4.32605e+06	4.26914e+06	3.21046e+06
P0A8U2	YAFD_ECOLI	yafD	UPF0294 protein YafD	1	1		460195		432613	377500	
P0A8U6	METJ_ECOLI	metJ	Met repressor	5	5	4.27575e+07	4.14723e+07	4.22507e+07	4.14809e+07	4.12058e+07	4.19279e+07
P0A8V0	RBN_ECOLI	rbn	Ribonuclease BN	2	2	554184	495611	421104	596350	415792	470857
P0A8V2	RPOB_ECOLI	rpoB	DNA-directed RNA polymerase subunit beta	77	77	2.51441e+08	2.54362e+08	2.52566e+08	2.52589e+08	2.516e+08	2.59083e+08
P0A8V6	FADR_ECOLI	fadR	Fatty acid metabolism regulator protein	11	11	2.5447e+07	2.53048e+07	2.46409e+07	2.607e+07	2.37724e+07	2.59558e+07
P0A8W0	NANR_ECOLI	nanR	Transcriptional regulator NanR	7	7	9.51735e+06	1.04712e+07	9.55768e+06	9.9652e+06	9.95809e+06	1.0206e+07
P0A8W2	SLYA_ECOLI	slyA	Transcriptional regulator SlyA	4	4	4.26609e+07	3.85349e+07	4.56576e+07	4.18919e+07	4.10821e+07	4.53281e+07
P0A8W5	YQGE_ECOLI	yqgE	UPF0301 protein YqgE	5	5	1.6224e+07	1.82245e+07	1.72542e+07	1.87846e+07	1.69858e+07	1.73093e+07
P0A8W8	YFBU_ECOLI	yfbU	UPF0304 protein YfbU	10	10	1.20857e+08	1.16429e+08	1.18175e+08	1.1649e+08	1.16212e+08	1.17452e+08
P0A8X0	YJGA_ECOLI	yjgA	UPF0307 protein YjgA	14	14	4.00548e+07	4.31979e+07	4.04661e+07	4.31589e+07	4.24576e+07	4.06923e+07
P0A8X2	YCEI_ECOLI	yceI	Protein YceI	5	5	5.75585e+06	5.91243e+06	6.21477e+06	6.2977e+06	6.58452e+06	5.87328e+06
P0A8Y1	YJJG_ECOLI	yjjG	Pyrimidine 5'-nucleotidase YjjG	2	2	7.03739e+06	7.08813e+06	6.9265e+06	6.32238e+06	6.04189e+06	6.53094e+06
P0A8Y3	YIHX_ECOLI	yihX	Alpha-D-glucose-1-phosphate phosphatase YihX	6	6	1.0509e+07	1.13851e+07	1.10678e+07	1.12915e+07	1.08206e+07	1.05515e+07
P0A8Y5	YIDA_ECOLI	yidA	Sugar phosphatase YidA	9	9	4.60646e+07	4.59684e+07	4.36913e+07	4.72882e+07	4.53528e+07	4.63957e+07
P0A8Z0	YCIA_ECOLI	yciA	Acyl-CoA thioester hydrolase YciA	3	3	1.56462e+07	1.72987e+07	1.56638e+07	1.67325e+07	1.7047e+07	1.57658e+07
P0A8Z3	YBGC_ECOLI	ybgC	Acyl-CoA thioester hydrolase YbgC	3	3	4.49366e+06	4.21706e+06	4.32307e+06	4.41386e+06	4.63792e+06	4.87647e+06
P0A901	BLC_ECOLI	blc	Outer membrane lipoprotein blc	2	2	1.49882e+06	1.54304e+06	1.62869e+06	1.48677e+06	1.58541e+06	1.56613e+06
P0A903	BAMC_ECOLI	bamC	Outer membrane protein assembly factor BamC	14	14	1.5182e+08	1.50068e+08	1.53203e+08	1.53014e+08	1.53248e+08	1.516e+08
P0A905	SLYB_ECOLI	slyB	Outer membrane lipoprotein SlyB	6	6	1.97344e+08	1.73284e+08	1.93312e+08	1.63989e+08	1.72652e+08	1.98758e+08
P0A908	MIPA_ECOLI	mipA	MltA-interacting protein	9	9	2.79294e+07	2.91102e+07	2.66872e+07	2.80527e+07	3.33893e+07	2.58871e+07
P0A910	OMPA_ECOLI	ompA	Outer membrane protein A	14	14	3.13974e+09	3.21061e+09	3.14916e+09	3.18356e+09	3.08295e+09	3.35864e+09
P0A912	PAL_ECOLI	pal	Peptidoglycan-associated lipoprotein	8	8	4.54986e+08	4.741e+08	4.51263e+08	4.66876e+08	4.77729e+08	4.58899e+08
P0A915	OMPW_ECOLI	ompW	Outer membrane protein W	7	7	1.18099e+08	1.2068e+08	1.19331e+08	1.15503e+08	1.28897e+08	1.15993e+08
P0A917	OMPX_ECOLI	ompX	Outer membrane protein X	9	9	1.44696e+08	1.536e+08	1.4163e+08	1.47684e+08	1.51298e+08	1.46376e+08
P0A921	PA1_ECOLI	pldA	Phospholipase A1	6	6	8.67769e+06	8.83028e+06	9.18179e+06	8.72374e+06	8.83398e+06	9.33155e+06
P0A927	TSX_ECOLI	tsx	Nucleoside-specific channel-forming protein tsx	10	10	1.00255e+08	1.13016e+08	9.90593e+07	1.07857e+08	1.14267e+08	9.86571e+07
P0A932	GFCE_ECOLI	gfcE	Putative polysaccharide export protein GfcE	15	15	7.4549e+07	6.92517e+07	7.40982e+07	6.92812e+07	7.20581e+07	7.34421e+07
P0A935	MLTA_ECOLI	mltA	Membrane-bound lytic murein transglycosylase A	8	8	2.09871e+07	2.25315e+07	2.00828e+07	2.11357e+07	2.2817e+07	2.11418e+07
P0A937	BAME_ECOLI	bamE	Outer membrane protein assembly factor BamE	1	1	1.0839e+08	1.10869e+08	1.12773e+08	1.10917e+08	1.07488e+08	1.15458e+08
P0A940	BAMA_ECOLI	bamA	Outer membrane protein assembly factor BamA	40	40	7.90844e+07	7.97278e+07	7.8332e+07	7.80703e+07	7.84818e+07	8.04111e+07
P0A944	RIMI_ECOLI	rimI	Ribosomal-protein-alanine acetyltransferase	5	5	3.39563e+06	3.97223e+06	4.34614e+06	3.70488e+06	3.59439e+06	3.91449e+06
P0A948	RIMJ_ECOLI	rimJ	Ribosomal-protein-alanine acetyltransferase	1	1	949938	919612	1.12605e+06	1.07616e+06	1.07005e+06	1.26384e+06
P0A951	ATDA_ECOLI	speG	Spermidine N(1)-acetyltransferase	4	4	3.45757e+06	4.1343e+06	3.745e+06	3.91819e+06	3.59726e+06	3.78883e+06
P0A953	FABB_ECOLI	fabB	3-oxoacyl-[acyl-carrier-protein] synthase 1	14	14	1.88892e+08	1.83607e+08	1.86886e+08	1.82035e+08	1.79473e+08	1.94242e+08
P0A955	ALKH_ECOLI	eda	KHG/KDPG aldolase	7	7	1.65449e+08	1.58964e+08	1.6044e+08	1.63726e+08	1.57862e+08	1.65389e+08
P0A959	ALAA_ECOLI	alaA	Glutamate-pyruvate aminotransferase AlaA	8	8	5.72676e+06	5.57269e+06	5.99586e+06	5.61827e+06	6.39729e+06	6.2047e+06
P0A962	ASPG1_ECOLI	ansA	L-asparaginase 1	3	3	5.74045e+06	6.30065e+06	5.32474e+06	5.86717e+06	5.45706e+06	5.59827e+06
P0A964	CHEW_ECOLI	cheW	Chemotaxis protein CheW	4	4	5.6761e+07	5.48279e+07	5.83337e+07	5.65406e+07	5.58235e+07	5.73986e+07
P0A968	CSPD_ECOLI	cspD	Cold shock-like protein CspD	1	1	1.10957e+07	1.05347e+07	1.05202e+07	1.10905e+07	1.10241e+07	1.07547e+07
P0A972	CSPE_ECOLI	cspE	Cold shock-like protein CspE	7	7	1.49987e+09	1.27449e+09	1.46448e+09	1.26826e+09	1.24467e+09	1.49276e+09
P0A978	CSPG_ECOLI	cspG	Cold shock-like protein CspG	4	4	2.28426e+07	2.50523e+07	2.47522e+07	2.4458e+07	2.44117e+07	2.53409e+07
P0A988	DPO3B_ECOLI	dnaN	DNA polymerase III subunit beta	12	12	1.90044e+07	1.7985e+07	1.91235e+07	1.74595e+07	1.86442e+07	2.00984e+07
P0A991	ALF1_ECOLI	fbaB	Fructose-bisphosphate aldolase class 1	12	12	3.77501e+07	3.78253e+07	3.83328e+07	3.70908e+07	3.58574e+07	3.82046e+07
P0A993	F16PA_ECOLI	fbp	Fructose-1,6-bisphosphatase class 1	14	14	1.12596e+08	1.12742e+08	1.13244e+08	1.08984e+08	1.11182e+08	1.11702e+08
P0A996	GLPC_ECOLI	glpC	Anaerobic glycerol-3-phosphate dehydrogenase subunit C	12	12	1.80455e+07	1.68377e+07	1.76302e+07	1.8456e+07	1.85386e+07	1.77434e+07
P0A998	FTNA_ECOLI	ftnA	Ferritin-1	7	7	2.71819e+08	2.73329e+08	2.66455e+08	2.83058e+08	2.60784e+08	2.7372e+08
P0A9A2	FTNB_ECOLI	ftnB	Ferritin-like protein 2	3	3	2.19851e+06	2.00249e+06	2.12755e+06	2.33874e+06	3.04684e+06	2.57452e+06
P0A9A6	FTSZ_ECOLI	ftsZ	Cell division protein FtsZ	23	23	1.44885e+08	1.42643e+08	1.43263e+08	1.45554e+08	1.38066e+08	1.43719e+08
P0A9A9	FUR_ECOLI	fur	Ferric uptake regulation protein	7	7	1.24206e+08	1.22823e+08	1.24823e+08	1.17687e+08	1.16495e+08	1.25435e+08
P0A9B2	G3P1_ECOLI	gapA	Glyceraldehyde-3-phosphate dehydrogenase A	28	27	3.0008e+09	2.8596e+09	2.93468e+09	2.8046e+09	2.78536e+09	2.97021e+09
P0A9B6	E4PD_ECOLI	epd	D-erythrose-4-phosphate dehydrogenase	6	6	8.16082e+06	8.80677e+06	9.08485e+06	9.11368e+06	9.05381e+06	8.48719e+06
P0A9C0	GLPA_ECOLI	glpA	Anaerobic glycerol-3-phosphate dehydrogenase subunit A	15	15	6.62701e+06	6.53357e+06	6.68505e+06	6.75099e+06	6.56493e+06	6.75911e+06
P0A9C3	GALM_ECOLI	galM	Aldose 1-epimerase	13	13	3.05558e+07	3.15905e+07	2.9291e+07	3.0171e+07	3.1638e+07	3.02442e+07
P0A9C5	GLNA_ECOLI	glnA	Glutamine synthetase	25	25	2.15885e+08	2.18832e+08	2.1396e+08	2.13398e+08	2.18936e+08	2.13745e+08
P0A9C9	GLPX_ECOLI	glpX	Fructose-1,6-bisphosphatase 1 class 2	13	13	1.57509e+07	1.7055e+07	1.56363e+07	1.67096e+07	1.64732e+07	1.64156e+07
P0A9D2	GSTA_ECOLI	gstA	Glutathione S-transferase GstA	8	8	2.35298e+07	2.17668e+07	2.33194e+07	2.34958e+07	2.20994e+07	2.40378e+07
P0A9D4	CYSE_ECOLI	cysE	Serine acetyltransferase	4	4	1.53104e+07	1.70068e+07	1.58331e+07	1.52131e+07	1.59568e+07	1.6591e+07
P0A9D8	DAPD_ECOLI	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	19	19	1.67704e+08	1.60133e+08	1.61663e+08	1.64861e+08	1.67063e+08	1.69984e+08
P0A9E5	FNR_ECOLI	fnr	Fumarate and nitrate reduction regulatory protein	6	6	3.98964e+07	3.8923e+07	3.86325e+07	3.9329e+07	3.87002e+07	4.05505e+07
P0A9F1	MNTR_ECOLI	mntR	Transcriptional regulator MntR	5	5	5.87983e+06	5.9633e+06	5.57218e+06	6.25556e+06	5.73729e+06	5.72572e+06
P0A9F3	CYSB_ECOLI	cysB	HTH-type transcriptional regulator CysB	14	14	1.44081e+07	1.42385e+07	1.41866e+07	1.4333e+07	1.45118e+07	1.51651e+07
P0A9F6	GCVA_ECOLI	gcvA	Glycine cleavage system transcriptional activator	1	1	709864	859109	575082	913341	1.08417e+06	878077
P0A9G2	NHAR_ECOLI	nhaR	Transcriptional activator protein NhaR	3	3	4.68295e+06	4.73139e+06	4.74394e+06	4.96286e+06	4.65705e+06	4.37824e+06
P0A9G6	ACEA_ECOLI	aceA	Isocitrate lyase	11	11	2.59568e+07	2.59768e+07	2.80023e+07	2.75911e+07	2.70715e+07	2.78775e+07
P0A9G8	MODE_ECOLI	modE	Transcriptional regulator ModE	8	8	1.02699e+07	9.78497e+06	1.02926e+07	1.08385e+07	9.83162e+06	1.05895e+07
P0A9H1	MUG_ECOLI	mug	G/U mismatch-specific DNA glycosylase	5	5	7.10016e+06	7.97797e+06	7.96388e+06	7.69512e+06	7.18422e+06	8.28461e+06
P0A9H3	LDCI_ECOLI	cadA	Lysine decarboxylase, inducible	3	3	4.24965e+06	3.34853e+06		3.71569e+06	3.15257e+06	4.06459e+06
P0A9H5	BTUR_ECOLI	btuR	Cob(I)yrinic acid a,c-diamide adenosyltransferase	4	4	5.21626e+06	5.07772e+06	5.82994e+06	5.72436e+06	5.2447e+06	5.6278e+06
P0A9H7	CFA_ECOLI	cfa	Cyclopropane-fatty-acyl-phospholipid synthase	12	12	1.75138e+07	1.63735e+07	1.68344e+07	1.78977e+07	1.73454e+07	1.80437e+07
P0A9H9	CHEZ_ECOLI	cheZ	Protein phosphatase CheZ	10	10	6.38954e+06	7.26882e+06	6.75122e+06	7.15537e+06	7.21385e+06	6.98828e+06
P0A9I1	CITE_ECOLI	citE	Citrate lyase subunit beta	14	14	3.41666e+07	3.44313e+07	3.39648e+07	3.567e+07	3.39974e+07	3.46983e+07
P0A9I3	GCVR_ECOLI	gcvR	Glycine cleavage system transcriptional repressor	3	3	9.39017e+06	9.09966e+06	9.55076e+06	9.74608e+06	9.17466e+06	9.99811e+06
P0A9I8	NIRD_ECOLI	nirD	Nitrite reductase [NAD(P)H] small subunit	3	3	2.0197e+07	2.52208e+07	2.35956e+07	2.44571e+07	2.49882e+07	2.30957e+07
P0A9J0	RNG_ECOLI	rng	Ribonuclease G	11	11	5.17644e+07	5.13858e+07	4.99113e+07	5.0477e+07	5.2082e+07	5.45446e+07
P0A9J4	PANE_ECOLI	panE	2-dehydropantoate 2-reductase	4	4	7.23396e+06	8.14077e+06	7.07811e+06	8.03744e+06	7.5444e+06	7.71934e+06
P0A9J6	RBSK_ECOLI	rbsK	Ribokinase	4	4	1.19492e+07	1.11516e+07	1.13361e+07	1.1119e+07	1.13543e+07	1.19815e+07
P0A9J8	PHEA_ECOLI	pheA	P-protein	5	5	7.95003e+06	8.31564e+06	8.07925e+06	8.33329e+06	7.47413e+06	7.78039e+06
P0A9K3	PHOL_ECOLI	ybeZ	PhoH-like protein	14	14	2.98883e+07	3.0463e+07	2.87092e+07	2.99301e+07	3.00884e+07	3.00828e+07
P0A9K7	PHOU_ECOLI	phoU	Phosphate-specific transport system accessory protein PhoU	4	4	1.21243e+07	1.33705e+07	1.08869e+07	1.34792e+07	1.33223e+07	1.30301e+07
P0A9K9	SLYD_ECOLI	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	5	5	5.13066e+08	4.90264e+08	5.6215e+08	5.10961e+08	5.13795e+08	5.46261e+08
P0A9L3	FKBB_ECOLI	fklB	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	9	9	1.58158e+08	1.61213e+08	1.53297e+08	1.61084e+08	1.6275e+08	1.60492e+08
P0A9L5	PPIC_ECOLI	ppiC	Peptidyl-prolyl cis-trans isomerase C	6	6	2.07954e+07	1.71878e+07	2.06533e+07	1.73122e+07	1.76594e+07	2.11999e+07
P0A9L8	P5CR_ECOLI	proC	Pyrroline-5-carboxylate reductase	2	2	1.88112e+07	1.84972e+07	2.06174e+07	2.034e+07	1.82431e+07	1.91759e+07
P0A9M0	LON_ECOLI	lon	Lon protease	35	35	4.88715e+07	4.84779e+07	4.96048e+07	4.85325e+07	4.8502e+07	4.99161e+07
P0A9M2	HPRT_ECOLI	hpt	Hypoxanthine phosphoribosyltransferase	9	9	3.08705e+07	3.36429e+07	3.28293e+07	3.3244e+07	3.23179e+07	3.25444e+07
P0A9M5	XGPT_ECOLI	gpt	Xanthine phosphoribosyltransferase	8	8	2.57038e+08	2.519e+08	2.5081e+08	2.49296e+08	2.3443e+08	2.53827e+08
P0A9M8	PTA_ECOLI	pta	Phosphate acetyltransferase	32	32	2.50886e+08	2.39342e+08	2.42545e+08	2.35179e+08	2.4419e+08	2.46253e+08
