Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_02.mzML
P20290	P20290		BTF3		2.79715e+07	2.7459e+07	2.6823e+07	2.61702e+07	2.86387e+07	3.12503e+07	2.79061e+07	2.55426e+07	2.6932e+07	2.44586e+07	2.83228e+07	2.76063e+07	2.80149e+07	2.52309e+07	2.61657e+07	2.47149e+07	2.81451e+07	2.67441e+07
P20338	P20338		RAB4A		1.38787e+06	1.5676e+06	1.40088e+06	1.61474e+06	1.30069e+06	1.80245e+06	1.3909e+06	1.3739e+06	1.55868e+06	1.07545e+06	1.24951e+06	1.16287e+06	1.54659e+06	1.53602e+06	1.40782e+06	1.01925e+06	1.54342e+06	1.21541e+06
P20339	P20339		RAB5A		1.18613e+06	1.79788e+06	1.17961e+06	1.71156e+06	1.30492e+06	1.35857e+06	1.0789e+06	1.21328e+06	1.54836e+06	1.55029e+06	1.38293e+06	1.07417e+06	1.5306e+06	1.37122e+06	1.3173e+06	1.46459e+06	1.48536e+06	1.2081e+06
P20340	P20340		RAB6A		6.28176e+06	7.30825e+06	6.69452e+06	8.51894e+06	5.03803e+06	8.0834e+06	5.62857e+06	6.32205e+06	6.52074e+06	5.75595e+06	5.8418e+06	6.33368e+06	6.67075e+06	6.60151e+06	7.12312e+06	5.78294e+06	6.76413e+06	6.32985e+06
P20424	P20424		SRP54		1.01264e+07	5.04622e+06	1.0096e+07	5.14525e+06	8.68582e+06	4.63066e+06	1.01895e+07	9.52383e+06	4.56259e+06	9.23339e+06	8.83293e+06	9.97656e+06	4.80857e+06	4.50321e+06	4.48086e+06	5.41495e+06	4.66891e+06	1.05282e+07
P20433	P20433		RPB4		2.65013e+06	1.15378e+06	2.59138e+06	756821	2.30489e+06	866575	2.64061e+06	2.45604e+06	1.28677e+06	2.07781e+06	2.30092e+06	2.38334e+06	1.16381e+06	1.20971e+06	1.31491e+06	767931	1.00941e+06	2.49368e+06
P20434	P20434		RPB5		1.73437e+06	991034	1.84793e+06	1.04852e+06	1.07858e+06	646231	1.52769e+06	1.5496e+06	711851	1.49726e+06	1.22409e+06	1.41297e+06	615956	858300	893177	942256	560187	1.82685e+06
P20435	P20435		RPO26		2.91725e+06	2.5098e+06	1.9615e+06	2.20261e+06	2.04486e+06	2.11251e+06	2.10412e+06	2.65022e+06	1.43894e+06	2.51841e+06	2.70603e+06	1.83045e+06	1.78778e+06	1.42388e+06	1.90129e+06	1.86942e+06	2.0504e+06	1.45402e+06
P20436	P20436		RPB8		672797	483624	777957	478514	704877	435168	883471	622597	390102	665676	700562	754730	206554	290738	259003	1.23639e+06	234294	809054
P20447	P20447		DBP3		2.98721e+06	1.73474e+06	3.19252e+06	1.56038e+06	2.8714e+06	1.7547e+06	3.31227e+06	3.15863e+06	1.69463e+06	3.34724e+06	2.8395e+06	2.86736e+06	1.56074e+06	1.56936e+06	1.62044e+06	2.24316e+06	1.5092e+06	2.87285e+06
P20448	P20448		HCA4		525915	275811	549064	335181	522817	417813	445603	433234	135037	466444	468179	435704	438845	388073			242369	450272
P20449	P20449		DBP5		6.22072e+06	3.5616e+06	6.43128e+06	3.20297e+06	6.15485e+06	3.61854e+06	5.58244e+06	5.84069e+06	3.14119e+06	5.29458e+06	5.92828e+06	5.99183e+06	3.23966e+06	3.25881e+06	3.06892e+06	2.12497e+06	3.21333e+06	5.58191e+06
P20459	P20459		SUI2		1.01843e+07	5.23274e+06	1.07553e+07	5.52428e+06	8.64068e+06	4.67596e+06	9.27834e+06	9.68034e+06	5.17813e+06	9.98921e+06	8.63776e+06	9.42884e+06	5.04081e+06	5.36494e+06	5.42064e+06	6.06496e+06	4.80761e+06	9.97201e+06
P20484	P20484		MAK11		1.19102e+06	560910	1.02433e+06	488852	1.13203e+06	566895	1.13196e+06	1.08668e+06	559478	939833	1.13885e+06	1.17964e+06	561496	610836	543357	318483	673483	1.04961e+06
P20485	P20485		CKI1		2.6431e+06	1.27618e+06	2.69439e+06	1.31893e+06	2.5054e+06	1.28083e+06	2.15503e+06	2.46252e+06	1.15956e+06	2.34687e+06	2.34644e+06	2.53035e+06	1.19992e+06	1.15708e+06	1.18382e+06	1.59156e+06	1.12451e+06	2.22985e+06
P20486	P20486		CKS1		1.04475e+06	604186	1.32616e+06	277293	1.18156e+06	592576	1.34926e+06	1.21429e+06	736248	1.17246e+06	1.16818e+06	1.05103e+06	748257	642433	665089	612626	488661	1.1919e+06
P20604	P20604		SIT4		1.5866e+06	981687	1.71336e+06	1.0843e+06	1.37549e+06	820570	1.22406e+06	1.437e+06	901951	1.34652e+06	1.44556e+06	1.52056e+06	965720	960966	907604	824349	940307	1.49198e+06
P20606	P20606		SAR1		2.96534e+07	1.45592e+07	3.04841e+07	1.49222e+07	2.70022e+07	1.36436e+07	2.86285e+07	2.72994e+07	1.46209e+07	2.86065e+07	2.61605e+07	2.77707e+07	1.42323e+07	1.45428e+07	1.45709e+07	1.53647e+07	1.28757e+07	2.91444e+07
P20618	P20618		PSMB1		3.48533e+07	3.47469e+07	3.3202e+07	3.48517e+07	3.08128e+07	3.519e+07	3.22999e+07	3.45719e+07	3.40824e+07	3.20878e+07	3.47265e+07	3.48623e+07	3.57225e+07	3.70332e+07	3.31631e+07	3.14805e+07	3.28319e+07	3.19642e+07
P20645	P20645		M6PR		4.12133e+06	5.84298e+06	4.28081e+06	5.31663e+06	3.5941e+06	5.1513e+06	3.68764e+06	4.06835e+06	4.2758e+06	3.76259e+06	3.88327e+06	4.4618e+06	4.64414e+06	4.164e+06	4.03681e+06	3.56384e+06	4.29288e+06	3.76874e+06
P20674	P20674		COX5A		4.26703e+07	3.28647e+07	4.02611e+07	3.11691e+07	3.40948e+07	2.31738e+07	4.12003e+07	4.06889e+07	3.56317e+07	3.27224e+07	3.55218e+07	4.24836e+07	3.63842e+07	3.25709e+07	2.71086e+07	2.06085e+07	2.68335e+07	4.10489e+07
P20700	P20700		LMNB1		5.36744e+07	5.73446e+07	5.30532e+07	5.84284e+07	4.48978e+07	5.2951e+07	5.25588e+07	5.33363e+07	5.49954e+07	5.13425e+07	4.9077e+07	5.2237e+07	5.44281e+07	5.41793e+07	5.44383e+07	4.79117e+07	5.17811e+07	5.25035e+07
P20742	P20742		PZP		596291	653598	695397	732386	333547	344442	577275	636455	662275	698656	338998	428855	548140	678980	723653	731469	467197	646516
P20795	P20795		VPS33		757024	375772	553839		595139		517294	477276		1.10022e+06	536345	595900	328157	421258	500108		431513	456935
P20810	P20810		CAST		9.91952e+06	9.40657e+06	1.01131e+07	9.73687e+06	8.92448e+06	9.78673e+06	9.2487e+06	9.20286e+06	9.10966e+06	9.00714e+06	9.04995e+06	9.01153e+06	9.3862e+06	9.43234e+06	9.33689e+06	8.87029e+06	9.33001e+06	9.31183e+06
P20839	P20839		IMPDH1		5.94638e+06	6.24332e+06	6.09571e+06	6.31216e+06	5.3137e+06	6.18756e+06	5.75478e+06	5.80394e+06	6.13291e+06	5.542e+06	5.72344e+06	5.53549e+06	6.13414e+06	6.25577e+06	5.97093e+06	5.89169e+06	5.85433e+06	5.62655e+06
P20962	P20962		PTMS		2.29565e+07	2.33737e+07	2.31487e+07	2.31968e+07	2.03885e+07	2.25344e+07	2.15363e+07	2.26348e+07	2.21833e+07	2.36283e+07	1.93729e+07	2.16143e+07	2.2647e+07	2.32103e+07	2.30807e+07	2.69549e+07	2.24677e+07	2.28736e+07
P20967	P20967		KGD1		4.03944e+06	2.23162e+06	4.11045e+06	2.1301e+06	3.68004e+06	2.03494e+06	3.55971e+06	3.71773e+06	2.11181e+06	3.6474e+06	3.52297e+06	3.54161e+06	2.20538e+06	2.25994e+06	2.09726e+06	1.80259e+06	2.11441e+06	3.70487e+06
P21127	P21127		CDK11B		8.0049e+06	8.32172e+06	8.17873e+06	8.45382e+06	6.71996e+06	7.96343e+06	7.7551e+06	7.98804e+06	7.97428e+06	7.92641e+06	7.33607e+06	7.92938e+06	8.02245e+06	8.07986e+06	8.12522e+06	7.8697e+06	7.76898e+06	7.98664e+06
P21151	P21151		fadA		275263	951915	654221	867218	510886	760227			882636	632324			903424	913867	894603		932661	538363
P21165	P21165		pepQ		1.7247e+06	4.68242e+06	1.8032e+06	4.90042e+06	1.74947e+06	4.63403e+06	1.68334e+06	2.13134e+06	4.69607e+06	914573	1.44812e+06	1.90434e+06	5.01508e+06	5.11345e+06	4.80395e+06	4.99749e+06	4.74748e+06	1.28367e+06
P21170	P21170		speA			2.55723e+06	588837	2.88158e+06		2.14067e+06	698731	518688	2.62324e+06			728868	2.45725e+06	2.65078e+06	2.8026e+06	2.71506e+06	2.44866e+06	487286
P21177	P21177		fadB			554840	234149	639909	301806	509414		245635	616983			66649.9	608047	616247	692392	224993	615246	58443.9
P21179	P21179		katE		1.25285e+06	2.41058e+06		2.71513e+06		2.25696e+06			2.17458e+06		1.11369e+06	1.21114e+06	2.58895e+06	2.56331e+06	2.5538e+06	3.00684e+06	2.33452e+06	
P21182	P21182		SPE2		1.44555e+06	589718	1.34093e+06	531755	1.11985e+06	621682	921041	1.26804e+06	639422	1.25737e+06	1.28384e+06	1.27025e+06	716591	688892	662738		753431	1.1264e+06
P21242	P21242		PRE10		2.34647e+07	1.15781e+07	2.25905e+07	1.15417e+07	1.99449e+07	9.62178e+06	2.18112e+07	2.11372e+07	1.20046e+07	2.20681e+07	1.89362e+07	2.06722e+07	1.11499e+07	1.19715e+07	1.19234e+07	1.10783e+07	1.08731e+07	2.08158e+07
P21243	P21243		SCL1		6.57651e+06	3.59031e+06	6.5016e+06	3.56271e+06	6.43004e+06	3.84952e+06	6.53886e+06	6.05861e+06	3.45809e+06	5.75282e+06	6.06442e+06	6.49132e+06	3.45118e+06	3.44664e+06	3.18489e+06	3.13015e+06	3.40333e+06	6.27348e+06
P21264	P21264		ADE2		1.62064e+07	7.74577e+06	1.61091e+07	7.8929e+06	1.38428e+07	8.00153e+06	1.53112e+07	1.49839e+07	7.92628e+06	1.463e+07	1.39899e+07	1.53264e+07	7.83092e+06	7.8483e+06	7.66335e+06	8.28517e+06	7.45655e+06	1.48681e+07
P21281	P21281		ATP6V1B2		1.17447e+07	1.1925e+07	1.20622e+07	1.212e+07	1.08475e+07	1.22709e+07	1.17447e+07	1.16951e+07	1.20195e+07	1.13226e+07	1.17053e+07	1.19775e+07	1.23431e+07	1.26563e+07	1.19335e+07	1.15808e+07	1.20892e+07	1.18336e+07
P21283	P21283		ATP6V1C1		4.51519e+06	4.55304e+06	4.79254e+06	4.72277e+06	3.34108e+06	4.2508e+06	4.53856e+06	4.50409e+06	4.8191e+06	4.72113e+06	3.95748e+06	4.22048e+06	4.45057e+06	4.64071e+06	4.59654e+06	4.74248e+06	4.00932e+06	4.47185e+06
P21291	P21291		CSRP1		2.36796e+06	2.44818e+06	1.95435e+06	2.19409e+06	2.207e+06	2.72041e+06	2.35319e+06	2.18528e+06	2.31958e+06	1.86779e+06	2.25352e+06	2.20768e+06	2.4758e+06	2.26759e+06	2.34207e+06	1.89784e+06	2.53884e+06	2.1725e+06
P21304	P21304		PWP1		2.84687e+06	1.48748e+06	3.05832e+06	1.45393e+06	2.94801e+06	1.76793e+06	2.85848e+06	2.64782e+06	1.45717e+06	2.49797e+06	2.95849e+06	3.01337e+06	1.68312e+06	1.6178e+06	1.52519e+06	1.2283e+06	1.53612e+06	2.7009e+06
P21306	P21306		ATP15		2.67043e+06	1.26714e+06	2.66213e+06	1.30342e+06	3.03507e+06	1.48441e+06	2.57456e+06	2.45043e+06	1.29213e+06	2.27919e+06	2.6345e+06	2.68494e+06	1.31992e+06	1.26552e+06	1.16376e+06	980513	1.39603e+06	2.37035e+06
P21333	P21333		FLNA		2.76714e+07	2.87861e+07	2.73794e+07	2.84263e+07	2.5252e+07	2.92059e+07	2.71336e+07	2.70725e+07	2.8299e+07	2.56085e+07	2.64149e+07	2.74332e+07	2.84482e+07	2.84284e+07	2.7247e+07	2.52686e+07	2.80976e+07	2.64274e+07
P21359	P21359		NF1		1.18055e+06	1.24884e+06	1.20519e+06	941250	1.22898e+06	1.08923e+06	854300	1.11844e+06	1.16125e+06	1.08424e+06	1.33163e+06	1.34881e+06	1.26179e+06	1.31429e+06	1.08093e+06	788485	1.14473e+06	1.32072e+06
P21367	P21367		ycaC		4.64194e+06	1.8486e+07	4.53655e+06	1.88786e+07	3.9739e+06	1.76962e+07	5.03501e+06	4.24644e+06	1.93845e+07	3.54554e+06	4.23383e+06	4.68214e+06	1.90472e+07	1.9635e+07	1.83758e+07	1.75913e+07	1.73404e+07	4.04418e+06
P21373	P21373		UTR1		2.32252e+06	1.23123e+06	2.61323e+06	1.24188e+06	2.25258e+06	884689	2.23775e+06	2.34256e+06	1.19513e+06	2.67066e+06	2.13625e+06	2.24703e+06	1.15662e+06	1.32338e+06	1.13119e+06	1.26617e+06	1.26515e+06	2.54082e+06
P21375	P21375		OSM1		2.23025e+06	1.05805e+06	2.5667e+06	1.1524e+06	1.93804e+06	1.03192e+06	1.9582e+06	2.06251e+06	1.04057e+06	2.19435e+06	2.06993e+06	2.20788e+06	1.15149e+06	1.15909e+06	1.13861e+06	1.15472e+06	1.12462e+06	2.16482e+06
P21399	P21399		ACO1		7.23303e+06	7.32804e+06	7.3793e+06	7.7465e+06	6.22009e+06	7.3037e+06	7.32771e+06	7.26912e+06	7.38781e+06	7.12177e+06	6.82953e+06	7.22206e+06	7.47268e+06	7.35635e+06	7.40448e+06	7.66424e+06	7.16195e+06	7.14627e+06
P21513	P21513		rne		327588	1.86387e+06	611389	1.73682e+06	162231	2.04212e+06	420878	196422	2.26545e+06	478766	226439	239454	2.09578e+06	1.95119e+06	2.07287e+06	2.12634e+06	1.81221e+06	518246
P21524	P21524		RNR1		2.87351e+06	1.36154e+06	2.57659e+06	1.28706e+06	2.93723e+06	1.09831e+06	3.25293e+06	2.63564e+06	1.40358e+06	3.27934e+06	2.59967e+06	2.62002e+06	1.3291e+06	1.02554e+06	1.5363e+06	1.56677e+06	1.25469e+06	2.5741e+06
P21538	P21538		REB1		2.78023e+06	1.58523e+06	3.12547e+06	1.69639e+06	2.87866e+06	2.35111e+06	2.84814e+06	2.61327e+06	1.47624e+06	2.90449e+06	2.96991e+06	3.02929e+06	1.70385e+06	1.3306e+06	1.43699e+06	1.65792e+06	1.87748e+06	2.60336e+06
P21560	P21560		CBP3		1.75176e+06	887781	1.83147e+06	1.2605e+06	1.89696e+06	1.10443e+06	1.59687e+06	1.60777e+06	1.04516e+06	1.26954e+06	1.8448e+06	1.8265e+06	941144	905156	652984	776996	840702	1.58597e+06
P21576	P21576		VPS1		1.36552e+07	7.22049e+06	1.45008e+07	7.15452e+06	1.2618e+07	7.09128e+06	1.31346e+07	1.29784e+07	7.28299e+06	1.28903e+07	1.25799e+07	1.34573e+07	7.48291e+06	7.41328e+06	7.18629e+06	7.18649e+06	7.09146e+06	1.27323e+07
P21599	P21599		pykA		1.69466e+06	5.72373e+06	1.65766e+06	5.68316e+06	1.57379e+06	6.44338e+06	1.60127e+06	1.46844e+06	6.11186e+06	1.13416e+06	1.39306e+06	1.39335e+06	6.67554e+06	6.39298e+06	6.018e+06	6.35011e+06	6.05865e+06	1.44214e+06
P21734	P21734		UBC1		7.08724e+06	3.54685e+06	7.12569e+06	3.47114e+06	6.56165e+06	3.53261e+06	7.33373e+06	6.51985e+06	3.34102e+06	6.43918e+06	6.45625e+06	6.67449e+06	3.69096e+06	3.61473e+06	3.52682e+06	3.01383e+06	3.58468e+06	6.55149e+06
P21796	P21796		VDAC1		3.3903e+07	3.38416e+07	3.26024e+07	3.30112e+07	3.10902e+07	3.43595e+07	3.38468e+07	3.39979e+07	3.44561e+07	3.20233e+07	3.24098e+07	3.34815e+07	3.38815e+07	3.3927e+07	3.34891e+07	2.9313e+07	3.28268e+07	3.23363e+07
P21825	P21825		SEC62		2.00683e+06	2.12113e+06	2.34141e+06	1.38853e+06	2.06932e+06	2.31919e+06	2.16471e+06	2.28134e+06	1.74464e+06	2.00423e+06	2.23376e+06	2.25141e+06	1.65528e+06	1.92389e+06	2.00261e+06		2.00921e+06	2.65045e+06
P21827	P21827		SRM1		5.02088e+06	2.43879e+06	5.02386e+06	2.31772e+06	4.13588e+06	2.18104e+06	4.5616e+06	4.70215e+06	2.34979e+06	3.81704e+06	4.02704e+06	4.39592e+06	2.53606e+06	2.5114e+06	2.60918e+06	2.65679e+06	2.52047e+06	4.80916e+06
P21888	P21888		cysS		652649	1.87989e+06	485902	1.8544e+06	659897	1.9539e+06	601228	620314	2.08948e+06	935490	503726	537084	1.92932e+06	1.93374e+06	1.61965e+06	1.83458e+06	2.05768e+06	448953
P21889	P21889		aspS		2.05382e+06	6.8199e+06	1.84424e+06	6.39614e+06	2.04181e+06	6.71561e+06	2.3187e+06	2.77271e+06	6.17815e+06	1.89836e+06	3.14639e+06	3.06838e+06	6.38638e+06	6.62457e+06	6.24758e+06	4.76948e+06	6.29722e+06	3.22102e+06
P21912	P21912		SDHB		1.24834e+07	1.5124e+07	1.29873e+07	1.76052e+07	1.10564e+07	1.56659e+07	1.25078e+07	1.25457e+07	1.32624e+07	1.13838e+07	1.18053e+07	1.31276e+07	1.38722e+07	1.29493e+07	1.2723e+07	1.33428e+07	1.33007e+07	1.22844e+07
P21954	P21954		IDP1		1.25675e+07	6.37561e+06	1.25112e+07	6.13249e+06	1.11129e+07	6.10276e+06	1.19185e+07	1.15886e+07	6.09198e+06	1.21182e+07	1.09916e+07	1.16855e+07	6.18577e+06	5.92847e+06	6.12541e+06	6.17571e+06	5.89242e+06	1.14071e+07
P21964	P21964		COMT		1.41251e+07	1.42559e+07	1.35547e+07	1.30982e+07	1.27395e+07	1.32312e+07	1.45063e+07	1.45209e+07	1.45418e+07	1.53652e+07	1.34488e+07	1.48378e+07	1.39175e+07	1.42295e+07	1.39262e+07	1.55329e+07	1.34827e+07	1.41304e+07
P21965	P21965		MCK1		7.61685e+06	3.84636e+06	7.61374e+06	3.5773e+06	6.34291e+06	3.37021e+06	7.51406e+06	7.08112e+06	3.83819e+06	7.21917e+06	6.82199e+06	7.28015e+06	3.8972e+06	3.82754e+06	3.76877e+06	3.88449e+06	3.82458e+06	7.26751e+06
P21980	P21980		TGM2		2.25809e+07	2.32654e+07	2.37607e+07	2.42869e+07	1.93746e+07	2.23661e+07	2.24653e+07	2.25012e+07	2.38249e+07	2.19442e+07	2.14147e+07	2.21838e+07	2.32248e+07	2.41613e+07	2.4124e+07	2.19418e+07	2.24332e+07	2.25546e+07
P22007	P22007		RAM1		281557	126577	357143	131147	124155	90942.5	283229	239778	153710	232742	297108	211760	173679		157528			235440
P22023	P22023		KRE5		698336	298708	682694	339304	814120	294837	761648	585403	399115	520173	639995	716288	276628	302755	325918		299565	517943
P22033	P22033		MMUT		8.55699e+06	8.89026e+06	8.18576e+06	8.74425e+06	8.07248e+06	9.17892e+06	7.95022e+06	7.94072e+06	8.1633e+06	7.57299e+06	8.4873e+06	8.61956e+06	8.98646e+06	8.87024e+06	8.88037e+06	7.62581e+06	9.14745e+06	8.20923e+06
P22059	P22059		OSBP		5.94539e+06	6.34899e+06	5.88678e+06	6.09044e+06	5.62497e+06	6.5471e+06	5.99544e+06	5.82084e+06	6.38376e+06	5.70867e+06	5.93413e+06	5.98635e+06	6.43692e+06	6.36401e+06	6.02231e+06	5.41571e+06	6.48815e+06	5.82232e+06
P22061	P22061		PCMT1		3.89262e+07	4.00963e+07	3.88273e+07	4.28951e+07	3.4481e+07	4.15708e+07	3.90478e+07	3.8249e+07	4.03813e+07	3.64547e+07	3.60959e+07	3.76278e+07	4.08807e+07	4.03174e+07	3.97152e+07	3.67272e+07	4.04013e+07	3.69838e+07
P22082	P22082		SNF2		253351	81176.7	221763		296182		219520	178280	57074.8	123367	237337	279844	109808	72906.8	74434.9			227231
P22087	P22087		FBL		5.39712e+07	5.60589e+07	5.33486e+07	5.62257e+07	5.34294e+07	6.18896e+07	5.36339e+07	5.3881e+07	5.8186e+07	4.91692e+07	5.83219e+07	5.52448e+07	6.34391e+07	6.33647e+07	5.63425e+07	5.28855e+07	6.20693e+07	5.01173e+07
P22102	P22102		GART		6.75554e+07	7.15944e+07	6.76623e+07	7.12159e+07	6.08024e+07	6.70236e+07	6.81773e+07	6.67277e+07	7.00282e+07	6.76339e+07	6.45707e+07	6.70516e+07	6.92068e+07	7.02269e+07	6.87715e+07	6.88577e+07	6.70772e+07	6.67059e+07
P22105	P22105		TNXB		5.78866e+07	2.14244e+06	6.90321e+07		4.6602e+06	1.67481e+06	6.59638e+06		1.14717e+07	4.14133e+07				1.80075e+06				
P22106	P22106		asnB		964508	5.11138e+06	1.02172e+06	5.47899e+06	1.58774e+06	6.17539e+06	1.66301e+06	1.12687e+06	5.85907e+06	745523	1.52284e+06	1.23883e+06	6.62714e+06	6.31746e+06	5.5473e+06	4.30814e+06	6.31133e+06	1.16744e+06
P22108	P22108		APA2		543946	412268	625399		460644		443607	600304	288293	385506	461677	502380	375238	323184	259940		330995	563686
P22133	P22133		MDH2		2.34505e+06	692342	2.27533e+06		1.70967e+06	948078	2.04577e+06	2.14225e+06	1.53933e+06	1.38873e+06	2.05901e+06	2.35531e+06	1.52859e+06	1.51499e+06	1.44864e+06	1.10074e+06	1.13728e+06	2.22768e+06
P22134	P22134		MAG1		1.71363e+06				1.4574e+06		1.47101e+06	1.47001e+06		760237	1.33489e+06				1.12039e+06		897249	1.68688e+06
P22137	P22137		CHC1		1.99547e+07	9.87367e+06	1.97895e+07	9.8523e+06	1.76147e+07	9.46327e+06	1.89693e+07	1.85266e+07	9.72526e+06	1.83902e+07	1.73425e+07	1.81992e+07	9.7521e+06	9.61052e+06	9.76157e+06	9.33e+06	9.47819e+06	1.87238e+07
P22138	P22138		RPA135		4.36792e+06	2.29127e+06	4.58779e+06	2.18516e+06	4.41569e+06	2.32199e+06	4.05817e+06	3.90592e+06	2.23452e+06	3.57834e+06	4.1469e+06	4.25615e+06	2.52607e+06	2.28145e+06	2.16843e+06	1.54683e+06	2.46527e+06	3.95985e+06
P22141	P22141		PRE1		1.24102e+07	6.36105e+06	1.28506e+07	6.20164e+06	1.10339e+07	5.66104e+06	1.17482e+07	1.16417e+07	6.2427e+06	1.15393e+07	1.06926e+07	1.12711e+07	6.24297e+06	6.42232e+06	6.09955e+06	6.04307e+06	5.86835e+06	1.13625e+07
P22146	P22146		GAS1		1.73943e+07	8.27746e+06	1.80289e+07	8.84177e+06	1.79098e+07	8.55702e+06	1.88998e+07	1.71616e+07	9.47158e+06	1.46395e+07	1.70902e+07	1.77613e+07	8.91192e+06	8.80353e+06	8.49802e+06	4.21727e+06	8.18037e+06	1.7826e+07
P22147	P22147		XRN1		1.03842e+07	5.4748e+06	1.07907e+07	5.73755e+06	9.61254e+06	5.51332e+06	9.84712e+06	9.57253e+06	5.27555e+06	9.57122e+06	9.49957e+06	9.94864e+06	5.41227e+06	5.48033e+06	5.28281e+06	4.86357e+06	5.26349e+06	9.58793e+06
P22202	P22202		SSA4		1.63416e+07	8.74167e+06	1.67597e+07	8.18012e+06	1.62157e+07	9.08582e+06	1.62303e+07	1.5421e+07	9.55393e+06	1.66198e+07	1.59599e+07	1.56742e+07	8.57762e+06	9.0681e+06	8.63365e+06	9.61193e+06	9.14697e+06	1.46297e+07
P22203	P22203		VMA4		4.31098e+07	2.06689e+07	4.31027e+07	2.15772e+07	3.76147e+07	2.13772e+07	3.97277e+07	3.94728e+07	2.10122e+07	3.79245e+07	3.76411e+07	3.87274e+07	2.07826e+07	2.05701e+07	2.09759e+07	1.9349e+07	2.04011e+07	3.86368e+07
P22211	P22211		NPR1		639352	298871	552853	294060	555437	304847	699911	666200	366340	629643	562342	549431	330177	319858	355817	305727	272031	659005
P22213	P22213		SLY1		4.86592e+06	3.26708e+06	5.65639e+06	2.95239e+06	4.60162e+06	2.83278e+06	4.09779e+06	4.87024e+06	2.744e+06	4.68415e+06	5.13771e+06	4.95084e+06	2.90465e+06	2.57383e+06	3.00293e+06	2.74135e+06	2.90583e+06	4.57966e+06
P22214	P22214		SEC22		1.94021e+06	1.03547e+06	2.51192e+06	1.17848e+06	2.0914e+06	1.11163e+06	2.01252e+06	1.88426e+06	1.02108e+06	2.14259e+06	2.16805e+06	2.16949e+06	1.11342e+06	1.11176e+06	1.04197e+06	903087	987950	2.05427e+06
P22217	P22217		TRX1		1.71009e+08	7.51697e+07	1.6642e+08	7.23537e+07	1.52704e+08	7.45374e+07	1.59706e+08	1.57231e+08	8.42479e+07	1.48484e+08	1.49485e+08	1.56478e+08	8.27411e+07	8.48928e+07	7.96269e+07	7.44059e+07	8.10135e+07	1.53088e+08
P22224	P22224		SEC15		509492	274571	550389	219654	511662	207744	562004	596421	380015	434792	542470	568661	337855	350374	379199			454999
P22234	P22234		PAICS		9.0511e+07	8.6629e+07	8.90787e+07	8.71667e+07	7.88375e+07	7.72639e+07	9.12505e+07	8.71503e+07	9.05407e+07	8.53053e+07	8.20416e+07	8.55837e+07	8.50794e+07	8.9561e+07	7.65845e+07	8.08357e+07	7.67154e+07	8.80741e+07
