Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Alpha_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Gamma_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_02.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_01.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_B_Sample_Beta_03.mzML	/home/lerost/DIA_tools_manuscript/input_files/LFQbench_orbitrap/LFQ_Orbitrap_AIF_Condition_A_Sample_Gamma_02.mzML
P30049	P30049		ATP5F1D		3.15603e+07	3.08248e+07	3.08317e+07	3.05433e+07	3.2405e+07	3.44649e+07	3.40865e+07	3.11743e+07	3.21708e+07	3.26884e+07	3.17417e+07	3.276e+07	3.13011e+07	3.27895e+07	3.14048e+07	3.32612e+07	3.35951e+07	3.03967e+07
P30050	P30050		RPL12		2.38647e+08	2.40811e+08	2.36358e+08	2.30458e+08	2.32216e+08	2.45151e+08	2.2521e+08	2.26717e+08	2.40118e+08	2.08453e+08	2.46882e+08	2.43407e+08	2.55228e+08	2.45212e+08	2.37164e+08	1.94892e+08	2.55411e+08	2.3058e+08
P30084	P30084		ECHS1		1.2015e+07	1.24244e+07	1.17672e+07	1.21312e+07	1.13225e+07	1.08433e+07	1.22088e+07	1.23552e+07	1.28289e+07	1.1896e+07	1.19096e+07	1.20683e+07	1.29044e+07	1.19248e+07	1.25037e+07	1.27882e+07	1.26838e+07	1.19987e+07
P30085	P30085		CMPK1		3.12817e+07	3.03147e+07	3.04498e+07	2.99755e+07	2.79181e+07	2.98647e+07	3.1708e+07	3.06376e+07	3.13651e+07	2.95609e+07	2.9318e+07	3.16005e+07	2.93518e+07	3.01825e+07	2.9031e+07	2.58895e+07	2.85087e+07	3.11472e+07
P30086	P30086		PEBP1		5.52512e+07	4.9706e+07	5.24315e+07	5.09135e+07	5.03382e+07	5.25232e+07	5.78052e+07	5.30291e+07	5.37823e+07	4.98336e+07	5.33676e+07	5.79723e+07	5.27207e+07	5.28782e+07	4.59415e+07	3.47198e+07	4.91855e+07	5.31418e+07
P30101	P30101		PDIA3		7.84783e+07	7.83265e+07	7.64056e+07	7.70123e+07	7.07139e+07	7.87819e+07	7.91097e+07	7.46609e+07	8.11901e+07	7.64629e+07	7.47389e+07	7.59157e+07	7.89331e+07	8.11198e+07	7.93402e+07	7.94371e+07	7.80341e+07	7.69415e+07
P30153	P30153		PPP2R1A		2.02771e+07	2.09417e+07	2.02457e+07	2.29818e+07	1.89239e+07	2.20372e+07	2.03846e+07	2.10027e+07	2.11408e+07	2.0049e+07	2.01453e+07	1.99739e+07	2.09094e+07	2.09193e+07	2.04101e+07	1.97912e+07	2.04203e+07	1.97061e+07
P30154	P30154		PPP2R1B		7.04418e+06	8.87488e+06	6.60487e+06	8.59052e+06	6.32736e+06	8.12822e+06	6.83881e+06	6.8031e+06	6.80651e+06	6.36903e+06	6.7111e+06	6.5787e+06	6.78961e+06	6.86066e+06	6.86396e+06	7.26508e+06	6.70804e+06	6.34501e+06
P30260	P30260		CDC27		1.91806e+06	1.16254e+06	1.73993e+06	1.38542e+06	1.29559e+06	1.13269e+06	1.83508e+06	1.50423e+06	1.91911e+06	1.78692e+06	1.32138e+06	1.52701e+06	1.87928e+06	1.64567e+06	1.62699e+06	1.84726e+06	1.33999e+06	1.65698e+06
P30405	P30405		PPIF		1.44693e+07	1.52622e+07	1.43757e+07	1.65985e+07	1.26361e+07	1.62035e+07	1.45485e+07	1.39768e+07	1.4398e+07	1.2184e+07	1.40597e+07	1.35473e+07	1.43517e+07	1.47166e+07	1.50813e+07	1.13819e+07	1.35224e+07	1.49141e+07
P30419	P30419		NMT1		1.23209e+07	1.25062e+07	1.18692e+07	1.24377e+07	1.07587e+07	1.23668e+07	1.23463e+07	1.17724e+07	1.26289e+07	1.19045e+07	1.13188e+07	1.21388e+07	1.23693e+07	1.19536e+07	1.17246e+07	1.24634e+07	1.19976e+07	1.16426e+07
P30519	P30519		HMOX2		585758	509302	522600	537073	741555	899724	576691	517421	566919	283193	609017	612898	604102	619646	558441		754045	558371
P30520	P30520		ADSS2		1.33567e+07	1.44159e+07	1.28198e+07	1.37478e+07	1.17675e+07	1.35822e+07	1.31244e+07	1.30821e+07	1.36096e+07	1.23671e+07	1.25353e+07	1.26884e+07	1.34461e+07	1.353e+07	1.3377e+07	1.2921e+07	1.33054e+07	1.26151e+07
P30533	P30533		LRPAP1		1.29831e+06	1.34768e+06	1.09428e+06	1.25606e+06	985378	1.07516e+06	1.33827e+06	1.27058e+06	1.39727e+06	1.31481e+06	1.00951e+06	1.13713e+06	1.32523e+06	1.23886e+06	1.23613e+06	1.26035e+06	1.29488e+06	1.29219e+06
P30566	P30566		ADSL		5.88189e+06	6.47752e+06	5.81502e+06	6.70323e+06	5.30543e+06	6.45029e+06	5.73196e+06	5.86249e+06	6.31052e+06	5.51418e+06	5.63084e+06	5.7413e+06	6.18613e+06	6.40461e+06	6.27798e+06	5.83077e+06	6.35771e+06	5.7e+06
P30613	P30613		PKLR		2.55734e+07	2.74387e+07	2.50112e+07	2.71575e+07	2.3285e+07	2.67052e+07	2.59466e+07	2.52439e+07	2.67486e+07	2.63827e+07	2.41099e+07	2.50784e+07	2.56833e+07	2.59791e+07	2.52155e+07	2.74906e+07	2.51639e+07	2.52474e+07
P30622	P30622		CLIP1		1.66215e+06	1.72734e+06	1.62036e+06	1.6901e+06	1.71266e+06	1.87225e+06	1.84966e+06	1.61498e+06	1.75934e+06	1.63182e+06	1.69533e+06	1.67545e+06	1.58688e+06	1.58262e+06	1.60238e+06	1.23122e+06	1.84026e+06	1.56033e+06
P30624	P30624		FAA1		7.13332e+06	3.57079e+06	7.54213e+06	3.79655e+06	6.35246e+06	3.37777e+06	6.96225e+06	6.42119e+06	3.54278e+06	6.575e+06	5.99582e+06	6.64911e+06	3.48768e+06	3.46597e+06	3.4504e+06	3.59166e+06	3.28691e+06	6.60549e+06
P30626	P30626		SRI		1.4562e+07	1.54242e+07	1.39429e+07	1.50519e+07	1.20702e+07	1.45353e+07	1.42467e+07	1.42248e+07	1.46109e+07	1.40436e+07	1.28469e+07	1.35216e+07	1.4083e+07	1.45985e+07	1.4251e+07	1.45299e+07	1.44122e+07	1.433e+07
P30656	P30656		PRE2		8.65414e+06	3.76313e+06	9.15666e+06	4.10947e+06	8.09042e+06	3.72726e+06	9.0682e+06	8.05245e+06	4.58096e+06	8.71986e+06	7.92523e+06	8.70606e+06	4.28476e+06	4.73618e+06	4.11946e+06	4.94475e+06	4.05269e+06	8.75408e+06
P30740	P30740		SERPINB1		7.2378e+06	7.50834e+06	7.29417e+06	7.78932e+06	5.88245e+06	6.91106e+06	7.2933e+06	7.27163e+06	7.35961e+06	7.22581e+06	6.23244e+06	7.05518e+06	7.10491e+06	7.47356e+06	7.4417e+06	7.6789e+06	7.12238e+06	7.21799e+06
P30822	P30822		CRM1		8.60209e+06	4.20853e+06	8.99433e+06	3.88794e+06	7.17062e+06	3.83107e+06	8.16662e+06	8.29798e+06	4.18136e+06	8.44409e+06	6.92166e+06	7.98763e+06	4.2499e+06	4.28787e+06	4.23809e+06	4.16646e+06	4.2934e+06	8.29288e+06
P30825	P30825		SLC7A1		499967	426269	322314	409126	318799	516451	590391	442354	639295	494230	431585	392751	432562	312431	501266	318449	536300	461954
P30837	P30837		ALDH1B1		4.91892e+06	4.96525e+06	5.1443e+06	5.18381e+06	4.38146e+06	4.87284e+06	4.74091e+06	4.99146e+06	4.95734e+06	4.86897e+06	4.52303e+06	4.9916e+06	5.02086e+06	5.05187e+06	4.91557e+06	4.87353e+06	4.86982e+06	4.76321e+06
P30850	P30850		rnb			807065	22352.4	892758		700346			533476			50254.8	731161	714763	587309	665138	511996	
P30859	P30859		artI		1.02463e+06	2.5443e+06	865391	2.38624e+06	640364	2.17046e+06	977410	991086	2.57412e+06	734487	809029	987312	2.40545e+06	2.57906e+06	2.4536e+06	2.43533e+06	2.46287e+06	881675
P30876	P30876		POLR2B		9.70625e+06	8.93776e+06	9.53014e+06	9.14093e+06	8.22471e+06	9.15488e+06	9.41278e+06	9.67848e+06	9.20024e+06	9.23543e+06	9.29279e+06	1.01198e+07	9.68167e+06	9.54762e+06	9.01555e+06	8.13556e+06	8.88886e+06	8.99599e+06
P31040	P31040		SDHA		2.00846e+07	1.96441e+07	1.92944e+07	1.97089e+07	1.77346e+07	1.99325e+07	1.96478e+07	1.91953e+07	1.99461e+07	1.86381e+07	1.87064e+07	2.02377e+07	1.97533e+07	1.98079e+07	1.90576e+07	1.7263e+07	1.98518e+07	1.91564e+07
P31109	P31109		SNC1		3.78458e+06	3.3446e+06	3.99582e+06	2.96857e+06	4.38549e+06	4.37819e+06	4.02865e+06	4.09159e+06	3.44107e+06	3.14655e+06	4.13353e+06	4.29439e+06	3.56327e+06	3.85464e+06			3.75868e+06	4.23837e+06
P31116	P31116		HOM6		2.96132e+07	1.4314e+07	3.03975e+07	1.43805e+07	2.50632e+07	1.4143e+07	2.68928e+07	2.66996e+07	1.41774e+07	2.6443e+07	2.531e+07	2.70697e+07	1.41025e+07	1.40062e+07	1.33582e+07	1.34179e+07	1.34646e+07	2.69296e+07
P31133	P31133		potF			2.05417e+06		1.97184e+06	191895	2.20954e+06		425316	1.87518e+06			329235	1.83125e+06	1.96686e+06	1.92409e+06	2.51445e+06	1.93985e+06	
P31142	P31142		sseA		824300	3.04651e+06	513325	2.77827e+06	450977	2.51496e+06	703234	671268	2.87137e+06		594342	678839	3.07917e+06	2.92264e+06	3.03962e+06	3.84834e+06	2.96767e+06	805589
P31146	P31146		CORO1A		1.76581e+06	1.70552e+06	1.62698e+06	1.54003e+06	1.51673e+06	1.53251e+06	1.84125e+06	1.81371e+06	1.88653e+06	1.77435e+06	1.64397e+06	1.74356e+06	1.76126e+06	1.68767e+06	1.64831e+06	1.40085e+06	1.62353e+06	1.72739e+06
P31150	P31150		GDI1		4.90411e+06	9.70469e+06	4.95124e+06	6.96242e+06	4.72218e+06	1.14065e+07	4.70553e+06	4.65432e+06	4.90845e+06	3.88569e+06	5.6767e+06	4.9874e+06	4.97114e+06	4.82339e+06	4.85781e+06	2.98762e+06	5.3661e+06	5.18677e+06
P31153	P31153		MAT2A		1.99214e+07	1.96893e+07	1.91948e+07	1.99556e+07	1.8559e+07	1.97176e+07	2.03319e+07	1.92709e+07	1.93813e+07	1.79334e+07	1.88832e+07	1.97012e+07	1.98679e+07	2.04391e+07	1.91572e+07	1.4685e+07	1.92952e+07	1.92937e+07
P31323	P31323		PRKAR2B		1.02146e+07	1.06618e+07	1.00951e+07	1.08689e+07	9.05253e+06	9.42289e+06	1.06263e+07	1.0404e+07	1.00657e+07	8.89084e+06	9.91768e+06	1.04134e+07	1.03633e+07	1.07785e+07	1.05234e+07	6.46042e+06	1.05286e+07	1.07762e+07
P31350	P31350		RRM2		1.74851e+07	1.88257e+07	1.731e+07	1.87077e+07	1.66305e+07	2.01855e+07	1.76646e+07	1.70074e+07	1.80312e+07	1.72376e+07	1.71957e+07	1.77986e+07	1.87617e+07	1.84116e+07	1.72705e+07	1.74925e+07	1.80874e+07	1.63378e+07
P31373	P31373		CYS3		3.33563e+07	1.48299e+07	3.40517e+07	1.66576e+07	3.06395e+07	1.7005e+07	3.3455e+07	3.03086e+07	1.67486e+07	2.92139e+07	3.01065e+07	3.15414e+07	1.64873e+07	1.61365e+07	1.56209e+07	1.44847e+07	1.55725e+07	3.14572e+07
P31382	P31382		PMT2		1.08309e+07	5.05681e+06	1.06816e+07	5.20894e+06	6.93345e+06	4.31602e+06	9.82207e+06	9.89033e+06	5.2699e+06	8.03352e+06	8.55966e+06	9.73287e+06	5.07603e+06	4.94799e+06	5.03637e+06	5.18455e+06	4.95612e+06	9.73397e+06
P31383	P31383		TPD3		4.84032e+06	2.33925e+06	4.48061e+06	2.20721e+06	3.89946e+06	2.23009e+06	4.31291e+06	4.2628e+06	2.36163e+06	4.10023e+06	3.96186e+06	4.15006e+06	2.19673e+06	2.12129e+06	2.1836e+06	1.99083e+06	2.226e+06	4.21755e+06
P31412	P31412		VMA5		8.20717e+06	4.33957e+06	8.46492e+06	4.46758e+06	7.20602e+06	4.42543e+06	7.95701e+06	7.628e+06	4.22017e+06	7.99135e+06	7.49124e+06	7.83212e+06	4.29524e+06	4.35309e+06	4.35076e+06	4.53328e+06	4.24021e+06	7.89149e+06
P31483	P31483		TIA1		4.0045e+06	4.16939e+06	3.78244e+06	4.23265e+06	3.66404e+06	4.34567e+06	4.12891e+06	4.14485e+06	4.08701e+06	3.86337e+06	3.95098e+06	3.99346e+06	3.95936e+06	4.16123e+06	4.2348e+06	3.12504e+06	4.04696e+06	3.83217e+06
P31539	P31539		HSP104		5.48424e+07	2.66089e+07	5.37145e+07	2.65545e+07	4.53174e+07	2.5841e+07	5.15473e+07	4.95386e+07	2.64437e+07	4.96899e+07	4.6729e+07	5.02739e+07	2.62453e+07	2.62575e+07	2.59669e+07	2.63071e+07	2.57567e+07	4.99531e+07
P31641	P31641		SLC6A6		260519	200391	279019	260523	353506	358983	196282	237638	264702		287328	263419	227925	259085	250918		259592	240632
P31658	P31658		hchA		730410	1.56923e+06	736542	1.37386e+06	600946	1.70153e+06	717716	673612	1.55543e+06		671311	693740	1.52247e+06	1.65741e+06	1.54607e+06	982451	1.60122e+06	556688
P31663	P31663		panC			1.18129e+06		933945		1.24385e+06			1.13063e+06				1.15954e+06	1.04857e+06	1.10383e+06	625832	1.1243e+06	
P31688	P31688		TPS2		1.37942e+07	6.24072e+06	1.35228e+07	6.312e+06	1.08382e+07	5.58972e+06	1.33114e+07	1.22431e+07	6.62871e+06	1.24968e+07	1.08737e+07	1.23553e+07	5.99221e+06	6.44636e+06	6.07357e+06	6.43851e+06	5.27113e+06	1.32756e+07
P31689	P31689		DNAJA1		1.63108e+07	1.68269e+07	1.61518e+07	1.68894e+07	1.49063e+07	1.67626e+07	1.71469e+07	1.61883e+07	1.75546e+07	1.64493e+07	1.59789e+07	1.62902e+07	1.75264e+07	1.73233e+07	1.7186e+07	1.73548e+07	1.68968e+07	1.57763e+07
P31751	P31751		AKT2		152773	182331	218486	127039	207122	301668	245611	184242	233141	181391	243516	265568	229430	271694	181719	175502	177296	166406
P31787	P31787		ACB1		2.45377e+07	1.36249e+07	2.72935e+07	1.35793e+07	2.28343e+07	1.31486e+07	2.32526e+07	2.30218e+07	1.16532e+07	2.4326e+07	2.35471e+07	2.48794e+07	1.25169e+07	1.22984e+07	1.34055e+07	1.23208e+07	1.24674e+07	2.49563e+07
P31930	P31930		UQCRC1		1.84351e+07	1.84235e+07	1.80616e+07	1.85196e+07	1.63876e+07	1.83654e+07	1.83289e+07	1.8505e+07	1.86574e+07	1.74581e+07	1.73448e+07	1.85059e+07	1.87694e+07	1.81226e+07	1.82342e+07	1.83133e+07	1.7825e+07	1.8467e+07
P31937	P31937		HIBADH		3.89056e+06	4.20338e+06	3.79735e+06	4.38545e+06	3.91592e+06	4.80658e+06	4.26028e+06	3.87419e+06	4.1792e+06	4.11283e+06	4.06367e+06	4.05445e+06	4.46281e+06	4.2312e+06	4.2701e+06	4.24775e+06	4.60802e+06	3.8363e+06
P31939	P31939		ATIC		2.87884e+07	2.96114e+07	2.86396e+07	3.02357e+07	2.6259e+07	2.92805e+07	2.89118e+07	2.8616e+07	3.02179e+07	2.88386e+07	2.77941e+07	2.86859e+07	2.9678e+07	3.01469e+07	2.97492e+07	3.10377e+07	2.92122e+07	2.88705e+07
P31942	P31942		HNRNPH3		2.71497e+07	2.6728e+07	2.88587e+07	3.08484e+07	2.77973e+07	3.11378e+07	2.78549e+07	2.72251e+07	2.96037e+07	2.24207e+07	2.8737e+07	2.89248e+07	2.94205e+07	3.01606e+07	2.89004e+07	2.5107e+07	2.985e+07	2.73159e+07
P31943	P31943		HNRNPH1		8.96205e+07	8.95396e+07	8.47553e+07	8.90765e+07	8.39319e+07	9.70748e+07	9.47386e+07	8.69125e+07	9.31379e+07	7.94682e+07	8.81888e+07	9.18193e+07	9.05454e+07	9.20057e+07	8.28671e+07	7.87053e+07	8.35023e+07	8.60587e+07
P31946	P31946		YWHAB		7.46488e+07	7.11116e+07	6.82604e+07	6.20267e+07	5.89586e+07	6.2421e+07	7.86803e+07	6.96042e+07	7.70729e+07	6.38428e+07	6.47663e+07	7.24276e+07	6.66069e+07	6.6752e+07	6.27464e+07	5.87804e+07	6.65021e+07	6.48412e+07
P31948	P31948		STIP1		1.20326e+08	1.15069e+08	1.13115e+08	1.18717e+08	9.61171e+07	1.11161e+08	1.15904e+08	1.16732e+08	1.21427e+08	1.03976e+08	1.08506e+08	1.16321e+08	1.17678e+08	1.19972e+08	1.12037e+08	9.45009e+07	1.09246e+08	1.13769e+08
P31949	P31949		S100A11		3.07196e+07	3.67132e+07	3.20854e+07	3.75939e+07	2.83923e+07	3.67263e+07	3.28974e+07	3.17337e+07	3.34918e+07	3.25246e+07	3.00223e+07	3.11261e+07	3.34509e+07	3.32442e+07	3.39352e+07	3.27323e+07	3.32811e+07	3.05452e+07
P32074	P32074		SEC21		8.55876e+06	4.31375e+06	8.82601e+06	4.3338e+06	7.91274e+06	4.31345e+06	8.25748e+06	7.94872e+06	4.37197e+06	7.97108e+06	7.85778e+06	8.39927e+06	4.47837e+06	4.31122e+06	4.23015e+06	4.26176e+06	4.34582e+06	8.27425e+06
P32119	P32119		PRDX2		6.73663e+07	6.28056e+07	6.56645e+07	6.69322e+07	6.2421e+07	6.05047e+07	6.74683e+07	6.48666e+07	6.70038e+07	6.42724e+07	6.37016e+07	6.60567e+07	6.70428e+07	6.77065e+07	6.13628e+07	5.11577e+07	6.22923e+07	6.73366e+07
P32178	P32178		ARO7		1.82646e+06	968939	1.73938e+06	734707	1.58086e+06	774757	1.88432e+06	1.61019e+06	951855	1.69459e+06	1.65448e+06	1.82005e+06	885114	779620	785632	951432	921207	1.62225e+06
P32179	P32179		MET22		3.55681e+06	1.83649e+06	3.62312e+06	1.72603e+06	3.3967e+06	2.12778e+06	3.71518e+06	3.09019e+06	2.13885e+06	2.9914e+06	3.33908e+06	3.54153e+06	1.57043e+06	2.53174e+06	1.85711e+06	1.41521e+06	2.00557e+06	3.40861e+06
P32263	P32263		PRO3		2.00402e+07	9.36014e+06	2.09477e+07	1.0048e+07	1.72185e+07	8.82214e+06	1.80699e+07	1.86371e+07	9.76342e+06	1.90608e+07	1.64523e+07	1.80363e+07	9.79079e+06	9.71423e+06	9.93682e+06	1.00889e+07	9.12197e+06	1.83111e+07
P32288	P32288		GLN1		2.21783e+07	1.04526e+07	2.25236e+07	1.08927e+07	1.99398e+07	1.09404e+07	2.22859e+07	2.10428e+07	1.03837e+07	1.78813e+07	2.01734e+07	2.28226e+07	1.06965e+07	1.10912e+07	1.04183e+07	9.63082e+06	1.0295e+07	2.27579e+07
P32316	P32316		ACH1		516955	213120	752142	198781	661801	263090	392287	497764	162082	271251	644503	568254	367636	222724	220126		266611	566692
P32319	P32319		PEP1		6.49118e+06	3.09868e+06	6.58822e+06	2.935e+06	6.39557e+06	3.11333e+06	5.72182e+06	5.98977e+06	2.9191e+06	4.6995e+06	6.23707e+06	6.24047e+06	3.31149e+06	2.99384e+06	2.85894e+06	2.09892e+06	3.16459e+06	5.61194e+06
P32321	P32321		DCTD		5.89547e+06	6.29877e+06	5.64548e+06	6.04522e+06	5.48365e+06	6.5949e+06	5.92312e+06	5.52903e+06	6.24559e+06	5.62838e+06	5.65416e+06	5.86251e+06	6.16894e+06	5.99525e+06	6.20536e+06	5.29942e+06	6.56956e+06	5.73275e+06
P32322	P32322		PYCR1		2.6681e+07	2.90158e+07	2.66333e+07	3.08133e+07	2.58318e+07	3.19374e+07	2.79293e+07	2.70299e+07	2.80805e+07	2.58421e+07	2.71856e+07	2.83149e+07	2.84339e+07	2.86792e+07	2.74371e+07	2.73135e+07	2.86459e+07	2.65238e+07
P32324	P32324		EFT1		2.70791e+08	1.19561e+08	2.74942e+08	1.27911e+08	2.39405e+08	1.24686e+08	2.59063e+08	2.49267e+08	1.28121e+08	2.34568e+08	2.42463e+08	2.59855e+08	1.29305e+08	1.31241e+08	1.22261e+08	1.08753e+08	1.24247e+08	2.52746e+08
P32327	P32327		PYC2		1.23569e+07	6.10944e+06	1.24631e+07	6.02506e+06	1.0714e+07	5.71148e+06	1.20235e+07	1.13664e+07	6.36145e+06	1.16826e+07	1.05653e+07	1.15601e+07	6.00064e+06	6.16369e+06	6.13067e+06	6.11128e+06	5.76324e+06	1.16667e+07
P32337	P32337		PSE1		2.34367e+06	871352	2.20937e+06	854069	1.98536e+06	795451	1.99032e+06	2.07916e+06	941218	2.28766e+06	1.93595e+06	2.04557e+06	1.00206e+06	1.10558e+06	815653	830534	838812	2.12156e+06
P32340	P32340		NDI1		2.23623e+06	1.02337e+06	2.10008e+06	902424	2.35483e+06	1.04775e+06	2.18852e+06	2.08028e+06	1.11397e+06	2.05758e+06	2.22201e+06	2.20634e+06	1.07621e+06	1.0295e+06	1.02086e+06	716586	1.01278e+06	2.01281e+06
P32352	P32352		ERG2		3.62649e+06	1.83054e+06	3.78301e+06	1.81332e+06	3.51477e+06	1.88635e+06	3.57746e+06	3.50033e+06	1.85968e+06	3.18804e+06	3.43636e+06	3.55964e+06	1.90564e+06	1.84288e+06	1.90388e+06	1.68856e+06	1.85584e+06	3.10991e+06
P32356	P32356		NTH1		7.57676e+06	3.86488e+06	7.83486e+06	3.6337e+06	6.77021e+06	3.53254e+06	7.69523e+06	7.14288e+06	4.16267e+06	7.30584e+06	6.53758e+06	7.47046e+06	3.88907e+06	3.9218e+06	3.53646e+06	3.94893e+06	3.53048e+06	6.98767e+06
P32366	P32366		VMA6		1.01887e+07	5.54043e+06	1.02147e+07	5.79522e+06	9.1722e+06	5.85562e+06	9.80886e+06	9.30691e+06	5.13695e+06	9.7481e+06	8.85815e+06	9.41974e+06	5.01201e+06	5.44102e+06	5.20732e+06	4.82808e+06	5.12984e+06	9.47018e+06
P32368	P32368		SAC1		6.54146e+06	3.15008e+06	6.21327e+06	2.77682e+06	6.51983e+06	3.23895e+06	6.09829e+06	5.80946e+06	3.08476e+06	5.43314e+06	5.91464e+06	6.22135e+06	3.1901e+06	3.10281e+06	2.89466e+06	2.38047e+06	3.12998e+06	5.63011e+06
P32377	P32377		MVD1		1.38918e+07	6.87003e+06	1.33205e+07	6.478e+06	1.22447e+07	6.53733e+06	1.27132e+07	1.27568e+07	6.69411e+06	1.295e+07	1.25653e+07	1.27685e+07	7.0923e+06	6.71126e+06	6.51974e+06	6.11527e+06	6.68765e+06	1.19101e+07
P32379	P32379		PUP2		1.24292e+07	5.99368e+06	1.24206e+07	6.09245e+06	9.94692e+06	5.83979e+06	1.17251e+07	1.14257e+07	5.76365e+06	1.18222e+07	1.05068e+07	1.19177e+07	5.99941e+06	5.91616e+06	5.92146e+06	6.36046e+06	6.00067e+06	1.14936e+07
P32381	P32381		ARP2		1.71519e+07	9.82022e+06	1.77682e+07	1.17085e+07	1.68824e+07	1.0857e+07	1.64087e+07	1.59294e+07	8.93763e+06	1.40073e+07	1.60498e+07	1.67351e+07	9.28166e+06	9.23864e+06	8.7452e+06	7.81853e+06	9.34622e+06	1.60921e+07
P32386	P32386		YBT1		2.11904e+06	1.18297e+06	2.46826e+06	1.24352e+06	2.58712e+06	1.4542e+06	2.06401e+06	2.0629e+06	1.31558e+06	2.01522e+06	2.34286e+06	2.3435e+06	1.3217e+06	1.33846e+06	1.14696e+06	987453	1.23109e+06	2.12237e+06
P32419	P32419		MDH3		3.91406e+06	1.86291e+06	3.72264e+06	1.71342e+06	3.43319e+06	1.67976e+06	3.57146e+06	3.31906e+06	1.86967e+06	3.59042e+06	3.43762e+06	3.53117e+06	1.86684e+06	1.67021e+06	1.66341e+06	1.46419e+06	1.69216e+06	3.36095e+06
P32445	P32445		RIM1		7.59614e+06	3.47755e+06	7.40166e+06	3.4855e+06	7.62816e+06	3.62595e+06	7.06388e+06	6.96736e+06	3.65005e+06	6.34996e+06	6.69456e+06	7.13724e+06	3.70314e+06	3.63406e+06	3.62294e+06	3.92627e+06	3.85332e+06	6.98041e+06
P32447	P32447		ASF1		1.94118e+06	868916	1.87401e+06	882895	2.09457e+06	1.03559e+06	1.85828e+06	1.71744e+06	1.01065e+06	1.7186e+06	1.93493e+06	2.00703e+06	1.0114e+06	969860	889320	818490	1.03334e+06	1.95678e+06
P32449	P32449		ARO4		1.25526e+07	6.25015e+06	1.25648e+07	6.15657e+06	1.18799e+07	6.26419e+06	1.17982e+07	1.11606e+07	6.25553e+06	1.16898e+07	1.1655e+07	1.20942e+07	6.41653e+06	6.49695e+06	6.03903e+06	6.20301e+06	6.33419e+06	1.16784e+07
P32453	P32453		ATP11		1.68094e+06	743042	1.99589e+06	818941	1.72327e+06	854215	1.62969e+06	1.54502e+06	769837	1.72692e+06	1.59292e+06	1.69403e+06	906450	814361	787429	759189	863427	1.72859e+06
P32454	P32454		APE2		1.17709e+07	5.6447e+06	1.19592e+07	5.63027e+06	1.08998e+07	5.627e+06	1.12188e+07	1.07056e+07	5.60068e+06	1.06807e+07	1.04926e+07	1.12304e+07	5.8449e+06	5.73852e+06	5.50356e+06	5.16399e+06	5.76642e+06	1.08615e+07
P32457	P32457		CDC3		5.40318e+06	2.43118e+06	5.29501e+06	2.5513e+06	5.053e+06	2.64434e+06	5.36628e+06	4.80518e+06	2.78953e+06	4.7556e+06	5.04658e+06	5.37584e+06	2.69804e+06	2.65228e+06	2.35225e+06	2.01616e+06	2.73743e+06	4.92006e+06
