Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P0A9G8	MODE_ECOLI	modE	Transcriptional regulator ModE	7	7	1.03429e+07	1.09032e+07	1.07582e+07	1.04448e+07	1.02394e+07	1.11033e+07
P0A9H1	MUG_ECOLI	mug	G/U mismatch-specific DNA glycosylase	4	4	5.18853e+06		6.19244e+06	5.39642e+06	4.36331e+06	5.47542e+06
P0A9H3	LDCI_ECOLI	cadA	Lysine decarboxylase, inducible	3	3	3.43997e+06	3.49809e+06	2.75614e+06	3.62383e+06	3.06962e+06	2.85097e+06
P0A9H5	BTUR_ECOLI	btuR	Cob(I)yrinic acid a,c-diamide adenosyltransferase	2	2	5.49547e+06	5.39859e+06	5.40619e+06	6.65026e+06	5.88974e+06	6.67309e+06
P0A9H7	CFA_ECOLI	cfa	Cyclopropane-fatty-acyl-phospholipid synthase	11	11	1.63705e+07	1.63881e+07	1.76806e+07	1.52955e+07	1.71725e+07	1.66946e+07
P0A9H9	CHEZ_ECOLI	cheZ	Protein phosphatase CheZ	10	10	5.84633e+06	5.79247e+06	5.81625e+06	6.00503e+06	5.76478e+06	5.92986e+06
P0A9I1	CITE_ECOLI	citE	Citrate lyase subunit beta	14	14	3.38751e+07	3.49255e+07	3.54141e+07	3.43181e+07	3.66673e+07	3.55294e+07
P0A9I3	GCVR_ECOLI	gcvR	Glycine cleavage system transcriptional repressor	3	3	7.58494e+06	7.00146e+06	8.55125e+06	7.2493e+06	9.02377e+06	9.37572e+06
P0A9I8	NIRD_ECOLI	nirD	Nitrite reductase [NAD(P)H] small subunit	2	2	2.07741e+07	1.91534e+07	2.2564e+07	2.57962e+07	2.24642e+07	2.02679e+07
P0A9J0	RNG_ECOLI	rng	Ribonuclease G	11	11	3.23901e+07	3.07268e+07	3.30156e+07	3.11732e+07	3.30734e+07	3.42906e+07
P0A9J4	PANE_ECOLI	panE	2-dehydropantoate 2-reductase	4	4	5.92466e+06	5.28898e+06	6.22321e+06	5.58329e+06	5.72031e+06	5.61772e+06
P0A9J6	RBSK_ECOLI	rbsK	Ribokinase	4	4	1.06243e+07	1.01165e+07	9.91806e+06	1.06584e+07	1.00733e+07	9.581e+06
P0A9J8	PHEA_ECOLI	pheA	P-protein	6	6	7.93312e+06	7.66873e+06	7.02822e+06	8.31782e+06	7.61236e+06	7.91731e+06
P0A9K3	PHOL_ECOLI	ybeZ	PhoH-like protein	13	13	2.55672e+07	2.63679e+07	2.5685e+07	2.54061e+07	2.4647e+07	2.53115e+07
P0A9K7	PHOU_ECOLI	phoU	Phosphate-specific transport system accessory protein PhoU	4	4	1.12192e+07	1.00285e+07	8.17814e+06	1.00758e+07	8.53563e+06	8.19207e+06
P0A9K9	SLYD_ECOLI	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	5	5	4.8497e+08	5.03058e+08	5.23582e+08	4.70344e+08	4.84654e+08	5.22513e+08
P0A9L3	FKBB_ECOLI	fklB	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	9	9	1.56345e+08	1.63166e+08	1.38692e+08	1.58809e+08	1.37303e+08	1.40394e+08
P0A9L5	PPIC_ECOLI	ppiC	Peptidyl-prolyl cis-trans isomerase C	6	6	2.12973e+07	2.1593e+07	2.15966e+07	2.14177e+07	2.27788e+07	2.20246e+07
P0A9L8	P5CR_ECOLI	proC	Pyrroline-5-carboxylate reductase	2	2	1.2958e+07	1.42801e+07	1.3882e+07	1.55034e+07	1.21191e+07	1.34022e+07
P0A9M0	LON_ECOLI	lon	Lon protease	35	35	4.10322e+07	4.26256e+07	4.29869e+07	4.15319e+07	4.28896e+07	4.34175e+07
P0A9M2	HPRT_ECOLI	hpt	Hypoxanthine phosphoribosyltransferase	9	9	2.93704e+07	2.94212e+07	2.76086e+07	2.85729e+07	2.88746e+07	2.68928e+07
P0A9M5	XGPT_ECOLI	gpt	Xanthine phosphoribosyltransferase	9	9	2.29652e+08	2.24669e+08	2.12057e+08	2.19188e+08	2.22326e+08	2.27053e+08
P0A9M8	PTA_ECOLI	pta	Phosphate acetyltransferase	32	32	1.90709e+08	1.94725e+08	1.92298e+08	1.96288e+08	1.8686e+08	1.91001e+08
P0A9N4	PFLA_ECOLI	pflA	Pyruvate formate-lyase 1-activating enzyme	5	5	2.11029e+07	2.19896e+07	1.97588e+07	2.23369e+07	2.13514e+07	1.93234e+07
P0A9N8	NRDG_ECOLI	nrdG	Anaerobic ribonucleoside-triphosphate reductase-activating protein	4	4	1.15077e+06	1.23722e+06	1.11012e+06	1.32734e+06	980829	
P0A9P0	DLDH_ECOLI	lpdA	Dihydrolipoyl dehydrogenase	30	30	1.91773e+08	1.89018e+08	1.94777e+08	1.91457e+08	1.97115e+08	1.97211e+08
P0A9P4	TRXB_ECOLI	trxB	Thioredoxin reductase	13	13	6.58062e+07	6.49172e+07	6.84687e+07	6.57321e+07	6.81779e+07	7.12126e+07
P0A9P6	DEAD_ECOLI	deaD	Cold-shock DEAD box protein A	28	28	4.02226e+07	4.06233e+07	3.83662e+07	4.08104e+07	3.87907e+07	3.87541e+07
P0A9Q1	ARCA_ECOLI	arcA	Aerobic respiration control protein ArcA	15	15	2.17921e+08	2.11218e+08	2.46944e+08	2.21314e+08	2.41439e+08	2.37706e+08
P0A9Q5	ACCD_ECOLI	accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	16	16	1.26651e+08	1.24405e+08	1.16741e+08	1.29385e+08	1.17736e+08	1.20054e+08
P0A9Q7	ADHE_ECOLI	adhE	Aldehyde-alcohol dehydrogenase	53	53	8.54896e+08	8.65366e+08	8.69888e+08	8.55891e+08	8.71149e+08	8.77619e+08
P0A9Q9	DHAS_ECOLI	asd	Aspartate-semialdehyde dehydrogenase	13	13	1.03816e+08	1.03511e+08	9.9358e+07	1.03265e+08	1.0252e+08	1.03689e+08
P0A9R4	FER_ECOLI	fdx	2Fe-2S ferredoxin	3	3	6.2455e+07	6.33109e+07	6.4916e+07	6.19733e+07	6.14124e+07	6.09426e+07
P0A9R7	FTSE_ECOLI	ftsE	Cell division ATP-binding protein FtsE	7	7	1.18085e+07	1.15068e+07	1.06142e+07	1.22483e+07	1.12537e+07	1.13809e+07
P0A9S1	FUCO_ECOLI	fucO	Lactaldehyde reductase	3	3	1.498e+06	1.02805e+06	1.20253e+06	1.48892e+06	1.8318e+06	1.41842e+06
P0A9S5	GLDA_ECOLI	gldA	Glycerol dehydrogenase	8	8	9.34552e+07	9.62977e+07	7.93751e+07	9.3246e+07	8.42078e+07	7.86932e+07
P0A9T0	SERA_ECOLI	serA	D-3-phosphoglycerate dehydrogenase	12	12	4.2234e+07	4.37038e+07	4.1578e+07	4.20197e+07	4.18303e+07	4.388e+07
P0A9T4	TAS_ECOLI	tas	Protein tas	9	9	3.30913e+07	3.36367e+07	3.38276e+07	3.39061e+07	3.27512e+07	3.31241e+07
P0A9T6	YBAQ_ECOLI	ybaQ	Uncharacterized HTH-type transcriptional regulator YbaQ	5	5	2.81756e+06	2.83172e+06	2.76791e+06	3.05765e+06	2.85743e+06	3.25198e+06
P0A9T8	YBBA_ECOLI	ybbA	Uncharacterized ABC transporter ATP-binding protein YbbA	2	2	1.83467e+06	1.65583e+06	1.65908e+06	1.94074e+06	1.66777e+06	1.55098e+06
P0A9U1	YBHF_ECOLI	ybhF	Uncharacterized ABC transporter ATP-binding protein YbhF	3	3	1.55105e+06	1.30232e+06	1.57498e+06	1.36956e+06	2.11482e+06	1.51756e+06
P0A9U3	YBIT_ECOLI	ybiT	Uncharacterized ABC transporter ATP-binding protein YbiT	22	22	2.91458e+07	3.1347e+07	2.98395e+07	3.05065e+07	3.00388e+07	3.03625e+07
P0A9V1	LPTB_ECOLI	lptB	Lipopolysaccharide export system ATP-binding protein LptB	10	10	2.45136e+07	2.51372e+07	2.33865e+07	2.41568e+07	2.4773e+07	2.50017e+07
P0A9W0	ULAR_ECOLI	ulaR	HTH-type transcriptional regulator UlaR	1	1			5.5326e+06		7.41649e+06	7.95685e+06
P0A9W3	YJJK_ECOLI	yjjK	Uncharacterized ABC transporter ATP-binding protein YjjK	29	29	7.09482e+07	7.03285e+07	7.18062e+07	7.43759e+07	7.518e+07	7.20336e+07
P0A9W6	YRBA_ECOLI	yrbA	Uncharacterized protein YrbA	3	3	4.59424e+07	4.84383e+07	4.61584e+07	4.60195e+07	4.74536e+07	3.97623e+07
P0A9W9	YRDA_ECOLI	yrdA	Protein YrdA	7	7	1.73948e+07	1.73181e+07	1.77197e+07	1.69946e+07	1.72022e+07	1.75004e+07
P0A9X4	MREB_ECOLI	mreB	Rod shape-determining protein MreB	15	15	6.71817e+07	6.88019e+07	6.5284e+07	6.81334e+07	6.72468e+07	6.66492e+07
P0A9X9	CSPA_ECOLI	cspA	Cold shock protein CspA	8	6	2.08912e+08	2.15264e+08	1.96875e+08	2.1921e+08	1.92392e+08	1.98616e+08
P0A9Y6	CSPC_ECOLI	cspC	Cold shock-like protein CspC	8	8	1.12465e+09	1.16687e+09	1.12669e+09	1.15316e+09	1.12245e+09	1.14083e+09
P0A9Z1	GLNB_ECOLI	glnB	Nitrogen regulatory protein P-II 1	6	6	8.55539e+07	8.09073e+07	8.18769e+07	7.80524e+07	8.10333e+07	8.32542e+07
P0AA04	PTHP_ECOLI	ptsH	Phosphocarrier protein HPr	5	5	1.05326e+08	1.07835e+08	2.14003e+08	1.03439e+08	2.20005e+08	2.05012e+08
P0AA10	RL13_ECOLI	rplM	50S ribosomal protein L13	14	14	5.62349e+08	6.13395e+08	6.12098e+08	6.02244e+08	5.93172e+08	5.98747e+08
P0AA16	OMPR_ECOLI	ompR	Transcriptional regulatory protein OmpR	12	12	4.30522e+07	4.76796e+07	4.48816e+07	4.54891e+07	4.5482e+07	4.58774e+07
P0AA25	THIO_ECOLI	trxA	Thioredoxin-1	7	7	3.39502e+08	3.38202e+08	3.326e+08	3.38609e+08	3.20602e+08	3.20731e+08
P0AA31	YEDF_ECOLI	yedF	UPF0033 protein YedF	1	1	2.15376e+07	2.15139e+07	2.08511e+07	2.22276e+07	2.1463e+07	2.19982e+07
P0AA37	RLUA_ECOLI	rluA	Ribosomal large subunit pseudouridine synthase A	1	1		538892		838375	848498	905768
P0AA39	RLUC_ECOLI	rluC	Ribosomal large subunit pseudouridine synthase C	9	9	8.2523e+06	7.74544e+06	8.05104e+06	9.0245e+06	7.24195e+06	7.927e+06
P0AA41	TRUC_ECOLI	truC	tRNA pseudouridine synthase C	2	2	650307	840306	526495	1.11842e+06	482557	667724
P0AA43	RSUA_ECOLI	rsuA	Ribosomal small subunit pseudouridine synthase A	8	8	1.74201e+07	1.80759e+07	1.98384e+07	1.87241e+07	1.71384e+07	1.79995e+07
P0AA53	QMCA_ECOLI	qmcA	Protein QmcA	5	5	2.97396e+06	3.60863e+06	3.71388e+06	3.10959e+06	3.46715e+06	3.11717e+06
P0AA57	YOBA_ECOLI	yobA	Protein YobA	2	2			1.63053e+06		1.69378e+06	653262
P0AA86	DSBE_ECOLI	dsbE	Thiol:disulfide interchange protein DsbE	1	1	2.83672e+06	2.01249e+06	2.44677e+06	1.96244e+06	2.50809e+06	2.16669e+06
P0AA91	YEAY_ECOLI	yeaY	Uncharacterized lipoprotein YeaY	4	4	2.86311e+06	3.01247e+06	2.45781e+06	3.0129e+06	2.85068e+06	2.5957e+06
P0AA93	YPDA_ECOLI	ypdA	Sensor histidine kinase YpdA	2	2	890703	555944	707903	807861	1.19051e+06	791046
P0AA95	YACC_ECOLI	yacC	Uncharacterized protein YacC	2	2	4.38102e+06	4.70577e+06	4.92931e+06	4.88347e+06	4.66772e+06	5.00975e+06
P0AA97	YAEQ_ECOLI	yaeQ	Uncharacterized protein YaeQ	2	2	3.26181e+06	2.59086e+06	3.67765e+06	3.36004e+06	4.35332e+06	3.64947e+06
P0AAA1	YAGU_ECOLI	yagU	Inner membrane protein YagU	2	2	3.84554e+07	3.97267e+07	3.91472e+07	4.03837e+07	3.90836e+07	4.13093e+07
P0AAB4	UBID_ECOLI	ubiD	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	6	6	1.07645e+07	1.05904e+07	1.03291e+07	1.17793e+07	1.06284e+07	1.04158e+07
P0AAB6	GALF_ECOLI	galF	UTP--glucose-1-phosphate uridylyltransferase	10	10	1.33299e+08	1.33463e+08	1.2736e+08	1.30189e+08	1.23119e+08	1.25213e+08
P0AAB8	USPD_ECOLI	uspD	Universal stress protein D	1	1	1.23148e+07	1.64778e+07	1.56974e+07	1.19234e+07	1.37226e+07	1.39958e+07
P0AAC0	USPE_ECOLI	uspE	Universal stress protein E	10	10	4.17433e+07	4.21028e+07	4.23825e+07	4.35287e+07	4.2389e+07	4.41952e+07
P0AAC8	ISCA_ECOLI	iscA	Iron-binding protein IscA	5	5	3.43521e+07	4.1342e+07	3.55035e+07	3.68364e+07	3.50915e+07	3.55978e+07
P0AAD6	SDAC_ECOLI	sdaC	Serine transporter	2	2	2.54294e+06	2.19717e+06	1.60794e+06	1.7437e+06	1.47125e+06	1.54289e+06
P0AAF6	ARTP_ECOLI	artP	Arginine transport ATP-binding protein ArtP	3	3	2.77905e+06	2.43506e+06	2.36214e+06	2.67747e+06	2.38343e+06	2.02048e+06
P0AAH0	PSTB_ECOLI	pstB	Phosphate import ATP-binding protein PstB	3	3	3.10747e+06	2.08586e+06	3.32179e+06	3.07092e+06	3.22878e+06	3.39513e+06
P0AAH8	SAPF_ECOLI	sapF	Peptide transport system ATP-binding protein SapF	1	1	1.19596e+06	1.47832e+06	1.30483e+06	1.76519e+06	1.29036e+06	1.25499e+06
P0AAI3	FTSH_ECOLI	ftsH	ATP-dependent zinc metalloprotease FtsH	25	25	7.33837e+07	7.48642e+07	7.42897e+07	7.3098e+07	7.43894e+07	7.42002e+07
P0AAI5	FABF_ECOLI	fabF	3-oxoacyl-[acyl-carrier-protein] synthase 2	9	9	1.92187e+08	1.94872e+08	1.89824e+08	1.87649e+08	1.90278e+08	1.90378e+08
P0AAI9	FABD_ECOLI	fabD	Malonyl CoA-acyl carrier protein transacylase	9	9	7.42166e+07	7.59395e+07	5.91003e+07	7.41478e+07	6.28871e+07	6.19411e+07
P0AAJ3	FDNH_ECOLI	fdnH	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit	4	4	1.71423e+07	1.3425e+07	1.67695e+07	1.62416e+07	1.68052e+07	1.69968e+07
P0AAJ5	FDOH_ECOLI	fdoH	Formate dehydrogenase-O iron-sulfur subunit	5	5	1.87518e+07	1.4248e+07	1.37328e+07	1.84313e+07	1.35185e+07	1.4013e+07
P0AAJ8	HYBA_ECOLI	hybA	Hydrogenase-2 operon protein HybA	5	5	2.06884e+07	1.89241e+07	2.05961e+07	1.88825e+07	2.01675e+07	1.94864e+07
P0AAK1	HYCB_ECOLI	hycB	Formate hydrogenlyase subunit 2	2	2	4.9403e+06	4.3853e+06	5.04922e+06	4.55946e+06	4.77361e+06	4.54721e+06
P0AAL3	NAPG_ECOLI	napG	Ferredoxin-type protein NapG	1	1	478610	480252				371721
P0AAN1	HYBE_ECOLI	hybE	Hydrogenase-2 operon protein HybE	1	1	1.81044e+06	2.03276e+06	2.163e+06	1.9755e+06	2.02986e+06	2.21114e+06
P0AAN3	HYPB_ECOLI	hypB	Hydrogenase isoenzymes nickel incorporation protein HypB	6	6	1.11505e+07	1.07241e+07	1.04776e+07	1.08139e+07	1.07382e+07	1.06366e+07
P0AAN5	YAIA_ECOLI	yaiA	Uncharacterized protein YaiA	1	1	5.23756e+06		7.76092e+06	5.55849e+06	7.77402e+06	8.12812e+06
P0AAN9	IRAP_ECOLI	iraP	Anti-adapter protein IraP	3	3	1.12673e+06	1.17057e+06	876018	1.03174e+06	1.04083e+06	915633
P0AAP3	FRMR_ECOLI	frmR	Transcriptional repressor FrmR	5	5	1.47804e+07	1.46505e+07	1.27376e+07	1.45835e+07	1.2963e+07	1.26625e+07
P0AAQ2	YAJD_ECOLI	yajD	Uncharacterized protein YajD	4	4	1.75901e+07	1.67957e+07	1.71434e+07	1.56871e+07	1.82823e+07	1.61742e+07
P0AAR3	YBAK_ECOLI	ybaK	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK	5	5	8.54726e+06	1.14227e+07	1.16301e+07	1.21253e+07	1.13297e+07	1.06441e+07
P0AAS0	YLAC_ECOLI	ylaC	Inner membrane protein YlaC	4	4	757021	795389	931701	728538	891575	839696
P0AAS7	YBCJ_ECOLI	ybcJ	Uncharacterized protein YbcJ	3	3	1.6551e+07	1.68811e+07	1.4754e+07	1.62267e+07	1.55187e+07	1.51735e+07
P0AAT2	YBDF_ECOLI	ybdF	Uncharacterized protein YbdF	2	2	3.06577e+06	2.47102e+06	3.03826e+06	2.1677e+06	2.08224e+06	2.35679e+06
P0AAT4	MSCM_ECOLI	mscM	Miniconductance mechanosensitive channel	5	5	5.70813e+06	5.76032e+06	5.44973e+06	5.97788e+06	5.7137e+06	5.83171e+06
P0AAT6	IOJAP_ECOLI	rsfS	Ribosomal silencing factor RsfS	5	5	1.54384e+07	1.50111e+07	1.42787e+07	1.43393e+07	1.31482e+07	1.35429e+07
P0AAT9	YBEL_ECOLI	ybeL	Uncharacterized protein YbeL	5	5	2.18159e+07	2.28716e+07	2.27112e+07	2.21251e+07	2.47808e+07	2.44276e+07
P0AAU7	YBFE_ECOLI	ybfE	Uncharacterized protein YbfE	3	3	3.52443e+06	3.67231e+06	2.58279e+06	3.48554e+06	3.31188e+06	3.0257e+06
P0AAV4	YBGJ_ECOLI	ybgJ	Uncharacterized protein YbgJ	2	2	1.09724e+06	785302	992125	960386	844821	945853
P0AAV6	YBGS_ECOLI	ybgS	Uncharacterized protein YbgS	1	1	101162		151592	103185		113114
P0AAX8	YBIS_ECOLI	ybiS	Probable L,D-transpeptidase YbiS	14	13	4.99756e+07	4.93676e+07	4.93099e+07	5.0071e+07	5.01435e+07	5.2286e+07
P0AAZ4	RARA_ECOLI	rarA	Replication-associated recombination protein A	7	7	3.84512e+06	3.78292e+06	3.76571e+06	4.11067e+06	3.67106e+06	3.833e+06
P0AAZ7	YCAR_ECOLI	ycaR	UPF0434 protein YcaR	4	4	5.39403e+07	5.68555e+07	4.95094e+07	5.60601e+07	5.10225e+07	5.33015e+07
P0AB10	YMBA_ECOLI	ymbA	Uncharacterized lipoprotein YmbA	2	2	7.65042e+06	7.01604e+06	9.4647e+06	7.75476e+06	8.69626e+06	8.4302e+06
P0AB12	YCCF_ECOLI	yccF	Inner membrane protein YccF	2	2	258668	239617		139437		219668
P0AB14	YCCJ_ECOLI	yccJ	Uncharacterized protein YccJ	4	4	1.83854e+07	1.71641e+07	1.76631e+07	1.75239e+07	1.87557e+07	1.80125e+07
P0AB18	TUSE_ECOLI	tusE	Sulfurtransferase TusE	5	5	5.69428e+06	6.31067e+06	6.40934e+06	6.38859e+06	6.35676e+06	6.2957e+06
P0AB20	HSPQ_ECOLI	hspQ	Heat shock protein HspQ	1	1	4.29248e+06	7.03931e+06				4.04173e+06
P0AB24	EFEO_ECOLI	efeO	Iron uptake system component EfeO	15	15	3.35624e+07	3.40509e+07	3.38658e+07	3.2319e+07	3.33904e+07	3.2519e+07
P0AB26	YCEB_ECOLI	yceB	Uncharacterized lipoprotein YceB	5	5	2.36344e+07	2.14442e+07	2.17576e+07	2.46655e+07	2.1784e+07	2.23834e+07
P0AB28	YCED_ECOLI	yceD	Uncharacterized protein YceD	5	5	4.14769e+07	4.16295e+07	3.96242e+07	4.06327e+07	4.18982e+07	3.95441e+07
P0AB38	LPOB_ECOLI	lpoB	Penicillin-binding protein activator LpoB	3	3	1.4557e+07	2.09886e+07	2.02382e+07	2.02815e+07	2.09815e+07	1.97908e+07
P0AB43	YCGL_ECOLI	ycgL	Protein YcgL	7	7	6.26383e+06	6.20708e+06	6.03663e+06	7.02064e+06	6.27864e+06	6.38527e+06
P0AB46	YMGD_ECOLI	ymgD	Uncharacterized protein YmgD	4	4	1.25005e+07	1.31002e+07	1.26679e+07	1.40412e+07	1.31879e+07	1.27782e+07
P0AB52	YCHN_ECOLI	ychN	Protein YchN	3	3	8.26119e+06	9.91727e+06	7.95967e+06	9.24712e+06	7.81124e+06	8.57314e+06
P0AB55	YCII_ECOLI	yciI	Protein YciI	3	3	2.78078e+07	2.59924e+07	3.13558e+07	2.65011e+07	2.84346e+07	2.96511e+07
P0AB58	YCIM_ECOLI	yciM	Uncharacterized protein YciM	2	2	757495	1.10292e+06	821514	1.41914e+06	1.15303e+06	1.06495e+06
P0AB61	YCIN_ECOLI	yciN	Protein YciN	6	6	2.40885e+07	2.69923e+07	2.934e+07	2.54963e+07	3.05322e+07	2.9991e+07
P0AB67	PNTB_ECOLI	pntB	NAD(P) transhydrogenase subunit beta	5	5	6.63552e+06	7.11015e+06	7.11094e+06	8.02994e+06	7.3121e+06	6.75337e+06
P0AB71	ALF_ECOLI	fbaA	Fructose-bisphosphate aldolase class 2	15	15	8.01844e+08	7.63803e+08	8.14614e+08	7.65204e+08	8.03806e+08	8.25953e+08
P0AB77	KBL_ECOLI	kbl	2-amino-3-ketobutyrate coenzyme A ligase	17	17	1.0286e+08	1.01652e+08	9.91921e+07	1.02007e+08	1.01904e+08	1.01985e+08
P0AB80	ILVE_ECOLI	ilvE	Branched-chain-amino-acid aminotransferase	9	9	2.94707e+07	3.04772e+07	2.61237e+07	3.0519e+07	2.86452e+07	2.73131e+07
P0AB83	END3_ECOLI	nth	Endonuclease III	2	2	3.223e+06	3.26416e+06	2.39161e+06	3.78289e+06	3.08764e+06	3.38572e+06
P0AB89	PUR8_ECOLI	purB	Adenylosuccinate lyase	19	19	2.53479e+07	2.55681e+07	2.55476e+07	2.55486e+07	2.48344e+07	2.54897e+07
P0AB91	AROG_ECOLI	aroG	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive	5	5	9.41285e+06	1.14429e+07	9.77874e+06	1.12226e+07	9.65503e+06	8.84252e+06
P0AB98	ATP6_ECOLI	atpB	ATP synthase subunit a	2	2	2.56328e+06	3.84947e+06	3.13113e+06	3.2755e+06	2.47729e+06	3.19984e+06
P0ABA0	ATPF_ECOLI	atpF	ATP synthase subunit b	15	15	1.99421e+08	2.07415e+08	1.98184e+08	2.00201e+08	1.91127e+08	1.96265e+08
P0ABA4	ATPD_ECOLI	atpH	ATP synthase subunit delta	10	10	1.30578e+08	1.56758e+08	1.50829e+08	1.5297e+08	1.41185e+08	1.47316e+08
P0ABA6	ATPG_ECOLI	atpG	ATP synthase gamma chain	16	16	1.87603e+08	1.91022e+08	1.71048e+08	1.87065e+08	1.75814e+08	1.74959e+08
P0ABB0	ATPA_ECOLI	atpA	ATP synthase subunit alpha	30	30	4.07951e+08	4.18176e+08	3.95156e+08	4.09053e+08	4.05527e+08	4.03903e+08
P0ABB4	ATPB_ECOLI	atpD	ATP synthase subunit beta	31	31	4.06444e+08	4.15607e+08	4.12375e+08	3.97108e+08	4.19842e+08	4.28274e+08
P0ABB8	ATMA_ECOLI	mgtA	Magnesium-transporting ATPase, P-type 1	3	3	1.83796e+06	1.06264e+06	1.86355e+06	1.53766e+06	1.9259e+06	938465
P0ABC3	HFLC_ECOLI	hflC	Modulator of FtsH protease HflC	17	17	7.85505e+07	8.19537e+07	8.01221e+07	7.84788e+07	7.90673e+07	8.19788e+07
P0ABC7	HFLK_ECOLI	hflK	Modulator of FtsH protease HflK	14	14	7.1788e+07	7.79039e+07	7.04418e+07	7.3985e+07	6.95987e+07	7.34451e+07
P0ABD3	BFR_ECOLI	bfr	Bacterioferritin	8	8	4.04237e+07	4.076e+07	4.023e+07	4.19171e+07	3.89035e+07	4.01709e+07
P0ABD5	ACCA_ECOLI	accA	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	22	22	8.2932e+07	8.29564e+07	8.47786e+07	8.3089e+07	8.46367e+07	8.30971e+07
P0ABD8	BCCP_ECOLI	accB	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	5	5	2.27156e+08	2.39265e+08	2.56741e+08	2.38739e+08	2.40619e+08	2.51888e+08
P0ABE2	BOLA_ECOLI	bolA	Protein BolA	5	5	2.3114e+07	2.36182e+07	2.00026e+07	2.29424e+07	2.28563e+07	2.27846e+07
P0ABF1	PCNB_ECOLI	pcnB	Poly(A) polymerase	18	18	1.15376e+07	1.13102e+07	1.06923e+07	1.1768e+07	1.13885e+07	1.08752e+07
P0ABF6	CDD_ECOLI	cdd	Cytidine deaminase	7	7	4.84634e+07	4.89348e+07	4.60923e+07	4.85991e+07	4.74388e+07	4.65163e+07
P0ABG4	FTSW_ECOLI	ftsW	Lipid II flippase FtsW	1	1	211523	397778	415345	222303	304083	327404
P0ABH0	FTSA_ECOLI	ftsA	Cell division protein FtsA	10	10	1.15736e+07	1.20762e+07	1.20803e+07	1.18514e+07	1.24709e+07	1.27039e+07
P0ABH7	CISY_ECOLI	gltA	Citrate synthase	15	15	4.08848e+07	4.18854e+07	3.94504e+07	4.1768e+07	4.04489e+07	3.99798e+07
P0ABH9	CLPA_ECOLI	clpA	ATP-dependent Clp protease ATP-binding subunit ClpA	26	26	3.67868e+07	3.71735e+07	3.50024e+07	3.65063e+07	3.47395e+07	3.41578e+07
P0ABI4	CORA_ECOLI	corA	Magnesium transport protein CorA	4	4	1.28183e+07	1.29433e+07	1.22648e+07	1.16342e+07	1.1601e+07	1.20326e+07
P0ABI8	CYOB_ECOLI	cyoB	Ubiquinol oxidase subunit 1	2	2	9.08514e+06	9.68519e+06	1.02931e+07	8.53633e+06	8.96164e+06	9.19278e+06
P0ABJ1	CYOA_ECOLI	cyoA	Ubiquinol oxidase subunit 2	3	3	2.26951e+07	2.23442e+07	1.98368e+07	2.18907e+07	2.16556e+07	2.27548e+07
P0ABJ9	CYDA_ECOLI	cydA	Cytochrome d ubiquinol oxidase subunit 1	12	12	1.69023e+08	1.72669e+08	1.66178e+08	1.728e+08	1.69442e+08	1.69904e+08
P0ABK2	CYDB_ECOLI	cydB	Cytochrome d ubiquinol oxidase subunit 2	2	2	2.74823e+07	2.5371e+07	2.38085e+07	2.6624e+07	2.13307e+07	2.23768e+07
P0ABK5	CYSK_ECOLI	cysK	Cysteine synthase A	23	23	1.92613e+08	1.94394e+08	1.88272e+08	1.90655e+08	1.91642e+08	1.91084e+08
P0ABL5	NAPC_ECOLI	napC	Cytochrome c-type protein NapC	2	2	2.29172e+06	2.52301e+06	1.71806e+06	2.37073e+06	1.92589e+06	2.27341e+06
P0ABM9	CCMH_ECOLI	ccmH	Cytochrome c-type biogenesis protein CcmH	3	3		2.10396e+06	2.1395e+06		1.80843e+06	2.23667e+06
P0ABN1	KDGL_ECOLI	dgkA	Diacylglycerol kinase	1	1	1.81571e+06	1.20988e+06	1.24284e+06	1.15879e+06	1.47206e+06	1.25769e+06
P0ABN5	DCUA_ECOLI	dcuA	Anaerobic C4-dicarboxylate transporter DcuA	5	5	6.88826e+06	7.2538e+06	7.08603e+06	7.93354e+06	7.80738e+06	7.41602e+06
