Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML
P0A8C1	YBJQ_ECOLI	ybjQ	UPF0145 protein YbjQ	1	1	2.24697e+07	2.19138e+07	2.11325e+07	2.90318e+07	2.19508e+07	2.36443e+07
P0A8C4	YGFB_ECOLI	ygfB	UPF0149 protein YgfB	2	2	2.47387e+07	2.59744e+07	2.37552e+07	2.36686e+07	2.48427e+07	2.5402e+07
P0A8D0	NRDR_ECOLI	nrdR	Transcriptional repressor NrdR	4	4	3.587e+06	3.42524e+06	3.69919e+06	3.97748e+06	3.84275e+06	4.07963e+06
P0A8D3	YAII_ECOLI	yaiI	UPF0178 protein YaiI	3	3	5.75596e+06	5.74691e+06	5.95627e+06	5.8782e+06	5.46856e+06	6.08021e+06
P0A8D6	YMDB_ECOLI	ymdB	O-acetyl-ADP-ribose deacetylase	5	5	4.24815e+06	4.16478e+06	4.44938e+06	4.37049e+06	4.24912e+06	4.11697e+06
P0A8E1	YCFP_ECOLI	ycfP	UPF0227 protein YcfP	8	8	5.26313e+07	5.5799e+07	5.54046e+07	5.57485e+07	5.29116e+07	5.71782e+07
P0A8E5	YACL_ECOLI	yacL	UPF0231 protein YacL	1	1	2.07356e+06	1.81821e+06	1.94764e+06	1.68686e+06	2.21691e+06	1.88088e+06
P0A8E7	YAJQ_ECOLI	yajQ	UPF0234 protein YajQ	11	11	1.72611e+08	1.58788e+08	1.75321e+08	1.57364e+08	1.68002e+08	1.54437e+08
P0A8F0	UPP_ECOLI	upp	Uracil phosphoribosyltransferase	15	15	2.10514e+08	2.10769e+08	2.12889e+08	1.96942e+08	2.02292e+08	1.9751e+08
P0A8F4	URK_ECOLI	udk	Uridine kinase	7	7	2.50825e+07	2.80152e+07	2.45234e+07	2.91037e+07	2.59268e+07	2.7899e+07
P0A8F8	UVRB_ECOLI	uvrB	UvrABC system protein B	4	4	3.46561e+06	4.19113e+06	3.68832e+06	3.33278e+06	4.08816e+06	4.1703e+06
P0A8G0	UVRC_ECOLI	uvrC	UvrABC system protein C	2	2	1.89753e+06	1.67513e+06	1.88463e+06			2.07434e+06
P0A8G3	UXAC_ECOLI	uxaC	Uronate isomerase	11	11	5.50741e+06	6.27087e+06	5.84544e+06	5.95092e+06	5.85323e+06	6.17357e+06
P0A8G6	WRBA_ECOLI	wrbA	Flavoprotein WrbA	11	11	8.54307e+07	8.28601e+07	8.55375e+07	8.33244e+07	8.23482e+07	8.31073e+07
P0A8G9	EX7S_ECOLI	xseB	Exodeoxyribonuclease 7 small subunit	3	3	3.20886e+07	3.55788e+07	3.26569e+07	3.55477e+07	3.27e+07	3.50243e+07
P0A8I1	RUVX_ECOLI	yqgF	Putative Holliday junction resolvase	4	4	5.77436e+06	5.31545e+06	6.41662e+06	5.63963e+06	5.40829e+06	4.86846e+06
P0A8I3	YAAA_ECOLI	yaaA	UPF0246 protein YaaA	6	6	3.30494e+07	3.13384e+07	3.37316e+07	2.8919e+07	3.27626e+07	3.21491e+07
P0A8I5	TRMB_ECOLI	trmB	tRNA (guanine-N(7)-)-methyltransferase	4	4	3.97833e+07	3.71021e+07	4.26043e+07	3.80491e+07	4.04583e+07	4.1229e+07
P0A8I8	RLMH_ECOLI	rlmH	Ribosomal RNA large subunit methyltransferase H	6	6	1.29609e+07	1.24868e+07	1.22593e+07	1.23683e+07	1.24792e+07	1.23194e+07
P0A8J2	DNAT_ECOLI	dnaT	Primosomal protein 1	2	2	6.58971e+06	6.3336e+06	6.2855e+06	5.65059e+06	6.71273e+06	5.73344e+06
P0A8J4	YBED_ECOLI	ybeD	UPF0250 protein YbeD	3	3	6.02735e+07	5.56699e+07	5.83882e+07	6.05217e+07	6.1951e+07	5.60134e+07
P0A8J8	RHLB_ECOLI	rhlB	ATP-dependent RNA helicase RhlB	14	14	6.18068e+07	5.94483e+07	6.30136e+07	5.96876e+07	6.41662e+07	5.66807e+07
P0A8K1	PSD_ECOLI	psd	Phosphatidylserine decarboxylase proenzyme	7	7	2.41302e+07	2.43993e+07	2.57882e+07	2.69356e+07	2.49118e+07	2.58086e+07
P0A8K5	YAEP_ECOLI	yaeP	UPF0253 protein YaeP	2	2	7.14685e+06	7.44314e+06	7.25927e+06	7.61526e+06	7.25768e+06	7.86273e+06
P0A8L1	SYS_ECOLI	serS	Serine--tRNA ligase	19	19	1.85787e+08	1.97367e+08	1.84825e+08	1.94529e+08	1.83736e+08	1.94805e+08
P0A8M0	SYN_ECOLI	asnS	Asparagine--tRNA ligase	27	27	1.58227e+08	1.62798e+08	1.57281e+08	1.67924e+08	1.58159e+08	1.64752e+08
P0A8M3	SYT_ECOLI	thrS	Threonine--tRNA ligase	27	27	8.52887e+07	8.46696e+07	8.60687e+07	8.54151e+07	8.55727e+07	8.69236e+07
P0A8M6	YEEX_ECOLI	yeeX	UPF0265 protein YeeX	4	4	6.3433e+07	7.11062e+07	7.31652e+07	6.34079e+07	7.00427e+07	6.50781e+07
P0A8N0	MATP_ECOLI	matP	Macrodomain Ter protein	2	2	2.63552e+06	2.88713e+06	2.51829e+06	3.50689e+06	2.42607e+06	2.87148e+06
P0A8N3	SYK1_ECOLI	lysS	Lysine--tRNA ligase	34	22	2.31608e+08	2.32166e+08	2.33567e+08	2.35482e+08	2.33607e+08	2.25136e+08
P0A8N5	SYK2_ECOLI	lysU	Lysine--tRNA ligase, heat inducible	18	18	1.42457e+08	1.43641e+08	1.46931e+08	1.47174e+08	1.48342e+08	1.39233e+08
P0A8N7	EPMA_ECOLI	epmA	Elongation factor P--(R)-beta-lysine ligase	7	7	1.38091e+07	1.3707e+07	1.35255e+07	1.34205e+07	1.32585e+07	1.40527e+07
P0A8P3	FETP_ECOLI	yggX	Probable Fe(2+)-trafficking protein	9	9	5.1498e+07	5.58185e+07	5.27165e+07	5.43896e+07	5.21732e+07	5.29278e+07
P0A8P6	XERC_ECOLI	xerC	Tyrosine recombinase XerC	1	1	840673				770721	
P0A8Q0	FRDC_ECOLI	frdC	Fumarate reductase subunit C	2	2	1.58883e+07	1.66781e+07	1.6735e+07	1.43058e+07	1.71075e+07	1.68209e+07
P0A8R0	RRAA_ECOLI	rraA	Regulator of ribonuclease activity A	6	6	8.65435e+07	7.61626e+07	8.66272e+07	8.00458e+07	8.43811e+07	7.4379e+07
P0A8R4	SLYX_ECOLI	slyX	Protein SlyX	1	1	1.60202e+06	1.56796e+06	1.44797e+06	1.4962e+06	1.62315e+06	1.29884e+06
P0A8R9	HDFR_ECOLI	hdfR	HTH-type transcriptional regulator HdfR	5	5	3.75185e+06	3.71376e+06	3.63601e+06	3.81265e+06	3.7033e+06	3.76851e+06
P0A8S1	ICIA_ECOLI	iciA	Chromosome initiation inhibitor	5	5	9.14133e+06	1.06532e+07	1.06895e+07	1.14593e+07	1.10305e+07	1.03893e+07
P0A8T1	PRMA_ECOLI	prmA	Ribosomal protein L11 methyltransferase	3	3	4.13074e+07	4.19332e+07	4.11553e+07	4.04946e+07	3.99148e+07	4.20691e+07
P0A8T7	RPOC_ECOLI	rpoC	DNA-directed RNA polymerase subunit beta'	86	86	2.411e+08	2.41525e+08	2.44754e+08	2.4488e+08	2.38783e+08	2.3616e+08
P0A8U0	SYDP_ECOLI	syd	Protein syd	3	3	2.66874e+06	3.13423e+06	2.74524e+06	2.96774e+06	2.50765e+06	3.44676e+06
P0A8U2	YAFD_ECOLI	yafD	UPF0294 protein YafD	1	1	221380		310797		215935	
P0A8U6	METJ_ECOLI	metJ	Met repressor	5	5	3.93947e+07	4.07696e+07	4.15451e+07	3.9089e+07	3.92018e+07	4.01272e+07
P0A8V0	RBN_ECOLI	rbn	Ribonuclease BN	1	1	711488	346665	780010		848412	755784
P0A8V2	RPOB_ECOLI	rpoB	DNA-directed RNA polymerase subunit beta	74	74	2.26031e+08	2.25413e+08	2.29264e+08	2.27061e+08	2.23707e+08	2.19116e+08
P0A8V6	FADR_ECOLI	fadR	Fatty acid metabolism regulator protein	10	10	2.32002e+07	2.64233e+07	2.50326e+07	2.47873e+07	2.28786e+07	2.60815e+07
P0A8W0	NANR_ECOLI	nanR	Transcriptional regulator NanR	8	8	7.46067e+06	8.01964e+06	7.60577e+06	7.99348e+06	7.60676e+06	8.29604e+06
P0A8W2	SLYA_ECOLI	slyA	Transcriptional regulator SlyA	4	4	4.46112e+07	4.46419e+07	4.43146e+07	4.57987e+07	4.16485e+07	4.17704e+07
P0A8W5	YQGE_ECOLI	yqgE	UPF0301 protein YqgE	5	5	1.38471e+07	1.55182e+07	1.49321e+07	1.61978e+07	1.46512e+07	1.65137e+07
P0A8W8	YFBU_ECOLI	yfbU	UPF0304 protein YfbU	10	10	1.11803e+08	1.12504e+08	1.08733e+08	1.16824e+08	1.1207e+08	1.16977e+08
P0A8X0	YJGA_ECOLI	yjgA	UPF0307 protein YjgA	14	14	3.57891e+07	3.68901e+07	3.76382e+07	3.68441e+07	3.59515e+07	3.8448e+07
P0A8X2	YCEI_ECOLI	yceI	Protein YceI	5	5	5.45592e+06	4.95082e+06	5.50552e+06	4.6962e+06	5.34538e+06	4.97297e+06
P0A8Y1	YJJG_ECOLI	yjjG	Pyrimidine 5'-nucleotidase YjjG	2	2	6.40803e+06	6.39646e+06	6.04429e+06	6.31621e+06	6.81501e+06	5.75192e+06
P0A8Y3	YIHX_ECOLI	yihX	Alpha-D-glucose-1-phosphate phosphatase YihX	7	7	8.59757e+06	9.42755e+06	8.31516e+06	9.92732e+06	8.38474e+06	9.88689e+06
P0A8Y5	YIDA_ECOLI	yidA	Sugar phosphatase YidA	8	8	4.51951e+07	4.45157e+07	4.4989e+07	4.32042e+07	4.50116e+07	4.22023e+07
P0A8Z0	YCIA_ECOLI	yciA	Acyl-CoA thioester hydrolase YciA	3	3	1.54272e+07	1.33661e+07	1.47619e+07	1.34722e+07	1.46415e+07	1.59395e+07
P0A8Z3	YBGC_ECOLI	ybgC	Acyl-CoA thioester hydrolase YbgC	3	3	3.48535e+06	4.28762e+06	4.07713e+06	3.94889e+06	3.7779e+06	4.22421e+06
P0A901	BLC_ECOLI	blc	Outer membrane lipoprotein blc	2	2	2.83361e+06	3.03811e+06	2.88006e+06		2.74739e+06	3.18058e+06
P0A903	BAMC_ECOLI	bamC	Outer membrane protein assembly factor BamC	14	14	1.35224e+08	1.35471e+08	1.35514e+08	1.33499e+08	1.37062e+08	1.37745e+08
P0A905	SLYB_ECOLI	slyB	Outer membrane lipoprotein SlyB	6	6	1.5041e+08	1.33932e+08	1.55413e+08	1.29361e+08	1.53943e+08	1.29622e+08
P0A908	MIPA_ECOLI	mipA	MltA-interacting protein	8	8	2.17621e+07	2.49032e+07	2.3096e+07	2.4365e+07	2.35888e+07	2.45638e+07
P0A910	OMPA_ECOLI	ompA	Outer membrane protein A	14	14	2.66262e+09	2.82801e+09	2.74728e+09	2.79298e+09	2.65904e+09	2.77651e+09
P0A912	PAL_ECOLI	pal	Peptidoglycan-associated lipoprotein	7	7	4.33418e+08	3.96744e+08	4.29645e+08	3.9914e+08	4.372e+08	4.02546e+08
P0A915	OMPW_ECOLI	ompW	Outer membrane protein W	6	6	1.00303e+08	1.02179e+08	1.03388e+08	1.04989e+08	9.85517e+07	1.00301e+08
P0A917	OMPX_ECOLI	ompX	Outer membrane protein X	9	9	1.52708e+08	1.42458e+08	1.52404e+08	1.38247e+08	1.50095e+08	1.36876e+08
P0A921	PA1_ECOLI	pldA	Phospholipase A1	6	6	8.49359e+06	9.25398e+06	8.60783e+06	9.23014e+06	8.79707e+06	8.94549e+06
P0A927	TSX_ECOLI	tsx	Nucleoside-specific channel-forming protein tsx	10	10	1.02321e+08	1.03114e+08	1.01408e+08	1.02005e+08	1.00216e+08	1.00934e+08
P0A932	GFCE_ECOLI	gfcE	Putative polysaccharide export protein GfcE	13	13	6.32486e+07	6.31664e+07	6.55799e+07	6.32872e+07	6.57891e+07	6.25734e+07
P0A935	MLTA_ECOLI	mltA	Membrane-bound lytic murein transglycosylase A	8	8	1.82505e+07	1.8579e+07	1.89825e+07	1.97932e+07	1.86458e+07	1.89011e+07
P0A937	BAME_ECOLI	bamE	Outer membrane protein assembly factor BamE	1	1	1.07303e+08	9.38686e+07	1.0589e+08	9.92423e+07	1.10626e+08	9.25397e+07
P0A940	BAMA_ECOLI	bamA	Outer membrane protein assembly factor BamA	38	38	8.10148e+07	8.14912e+07	8.19845e+07	8.0021e+07	8.04316e+07	7.77673e+07
P0A944	RIMI_ECOLI	rimI	Ribosomal-protein-alanine acetyltransferase	5	5	2.53288e+06	3.19797e+06	2.71207e+06	4.14971e+06	2.76007e+06	2.89332e+06
P0A948	RIMJ_ECOLI	rimJ	Ribosomal-protein-alanine acetyltransferase	1	1	640131	747854	558103	692121	523398	658075
P0A951	ATDA_ECOLI	speG	Spermidine N(1)-acetyltransferase	3	3	3.93227e+06	4.56103e+06	3.72463e+06	3.79216e+06	3.85941e+06	3.6051e+06
P0A953	FABB_ECOLI	fabB	3-oxoacyl-[acyl-carrier-protein] synthase 1	14	14	1.45156e+08	1.48471e+08	1.45863e+08	1.42829e+08	1.44991e+08	1.44069e+08
P0A955	ALKH_ECOLI	eda	KHG/KDPG aldolase	7	7	1.4919e+08	1.49248e+08	1.54191e+08	1.4992e+08	1.51284e+08	1.42844e+08
P0A959	ALAA_ECOLI	alaA	Glutamate-pyruvate aminotransferase AlaA	8	8	8.04454e+06	7.29809e+06	8.05878e+06	6.38011e+06	7.86513e+06	7.1265e+06
P0A962	ASPG1_ECOLI	ansA	L-asparaginase 1	4	4	5.18437e+06	5.7143e+06	5.88922e+06	5.09346e+06	6.07544e+06	5.00267e+06
P0A964	CHEW_ECOLI	cheW	Chemotaxis protein CheW	4	4	5.23492e+07	5.62033e+07	5.58035e+07	5.58157e+07	5.15352e+07	5.70519e+07
P0A968	CSPD_ECOLI	cspD	Cold shock-like protein CspD	1	1	1.03877e+07	9.4231e+06	9.4565e+06	9.17999e+06	1.04671e+07	9.21788e+06
P0A972	CSPE_ECOLI	cspE	Cold shock-like protein CspE	7	7	1.49847e+09	9.78648e+08	1.53272e+09	1.0146e+09	1.52921e+09	9.90352e+08
P0A978	CSPG_ECOLI	cspG	Cold shock-like protein CspG	4	4	1.31101e+07	1.32194e+07	1.32108e+07	1.47261e+07	1.2425e+07	1.33494e+07
P0A988	DPO3B_ECOLI	dnaN	DNA polymerase III subunit beta	11	11	1.9055e+07	1.86281e+07	1.93255e+07	1.73823e+07	1.88716e+07	1.85686e+07
P0A991	ALF1_ECOLI	fbaB	Fructose-bisphosphate aldolase class 1	12	12	3.8227e+07	3.68461e+07	3.92256e+07	3.70798e+07	3.91801e+07	3.67346e+07
P0A993	F16PA_ECOLI	fbp	Fructose-1,6-bisphosphatase class 1	14	14	9.8718e+07	1.04193e+08	9.81409e+07	1.0556e+08	9.69079e+07	1.01596e+08
P0A996	GLPC_ECOLI	glpC	Anaerobic glycerol-3-phosphate dehydrogenase subunit C	11	11	2.50574e+07	2.64001e+07	2.52816e+07	2.49462e+07	2.55553e+07	2.49843e+07
P0A998	FTNA_ECOLI	ftnA	Ferritin-1	5	5	2.42967e+08	2.46602e+08	2.40478e+08	2.36756e+08	2.25756e+08	2.45462e+08
P0A9A2	FTNB_ECOLI	ftnB	Ferritin-like protein 2	5	5	1.33022e+06	1.39184e+06	1.52313e+06	1.28454e+06	1.24843e+06	1.54482e+06
P0A9A6	FTSZ_ECOLI	ftsZ	Cell division protein FtsZ	23	23	1.3824e+08	1.41775e+08	1.41218e+08	1.43626e+08	1.41079e+08	1.37622e+08
P0A9A9	FUR_ECOLI	fur	Ferric uptake regulation protein	7	7	1.09741e+08	1.15864e+08	1.0372e+08	1.22873e+08	1.08245e+08	1.18313e+08
P0A9B2	G3P1_ECOLI	gapA	Glyceraldehyde-3-phosphate dehydrogenase A	25	24	2.39367e+09	2.38225e+09	2.41915e+09	2.3396e+09	2.33856e+09	2.38221e+09
P0A9B6	E4PD_ECOLI	epd	D-erythrose-4-phosphate dehydrogenase	7	7	7.15138e+06	6.42525e+06	7.15394e+06	6.88045e+06	7.45884e+06	7.08255e+06
P0A9C0	GLPA_ECOLI	glpA	Anaerobic glycerol-3-phosphate dehydrogenase subunit A	14	14	4.97018e+06	5.21898e+06	5.41065e+06	4.91367e+06	4.80896e+06	4.83023e+06
P0A9C3	GALM_ECOLI	galM	Aldose 1-epimerase	12	12	3.08889e+07	3.01874e+07	3.19242e+07	3.07774e+07	3.10248e+07	3.00533e+07
P0A9C5	GLNA_ECOLI	glnA	Glutamine synthetase	25	25	1.9551e+08	1.85215e+08	1.92409e+08	1.80155e+08	1.90553e+08	1.81168e+08
P0A9C9	GLPX_ECOLI	glpX	Fructose-1,6-bisphosphatase 1 class 2	12	12	2.28268e+07	2.39536e+07	2.38787e+07	2.34995e+07	2.33117e+07	2.23191e+07
P0A9D2	GSTA_ECOLI	gstA	Glutathione S-transferase GstA	8	8	2.03987e+07	2.3413e+07	2.07865e+07	2.21989e+07	2.00245e+07	2.29019e+07
P0A9D4	CYSE_ECOLI	cysE	Serine acetyltransferase	4	4	1.57508e+07	1.59123e+07	1.62884e+07	1.52271e+07	1.39903e+07	1.59207e+07
P0A9D8	DAPD_ECOLI	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	19	19	1.50945e+08	1.6646e+08	1.54164e+08	1.60073e+08	1.48093e+08	1.65485e+08
P0A9E5	FNR_ECOLI	fnr	Fumarate and nitrate reduction regulatory protein	5	5	3.29561e+07	3.32462e+07	3.44941e+07	3.66575e+07	3.36762e+07	3.23249e+07
P0A9F1	MNTR_ECOLI	mntR	Transcriptional regulator MntR	5	5	5.37056e+06	4.25252e+06	5.51779e+06	5.57978e+06	5.10534e+06	4.75857e+06
P0A9F3	CYSB_ECOLI	cysB	HTH-type transcriptional regulator CysB	12	12	1.40868e+07	1.42896e+07	1.48594e+07	1.48508e+07	1.47206e+07	1.38165e+07
P0A9F6	GCVA_ECOLI	gcvA	Glycine cleavage system transcriptional activator	2	2	785572	750746	687177	751253	794702	698765
P0A9G2	NHAR_ECOLI	nhaR	Transcriptional activator protein NhaR	3	3	3.94374e+06	4.02342e+06	4.55646e+06	3.84433e+06	3.91994e+06	3.5189e+06
P0A9G6	ACEA_ECOLI	aceA	Isocitrate lyase	9	9	2.61422e+07	2.81309e+07	2.77412e+07	2.87241e+07	2.61038e+07	2.82136e+07
P0A9G8	MODE_ECOLI	modE	Transcriptional regulator ModE	8	8	9.7222e+06	9.69751e+06	9.79728e+06	9.83785e+06	9.57669e+06	9.76965e+06
P0A9H1	MUG_ECOLI	mug	G/U mismatch-specific DNA glycosylase	3	3	5.25778e+06	6.24343e+06	5.55694e+06	4.43728e+06	5.28636e+06	5.85823e+06
P0A9H3	LDCI_ECOLI	cadA	Lysine decarboxylase, inducible	1	1	3.63049e+06		2.5988e+06		2.43897e+06	3.84439e+06
P0A9H5	BTUR_ECOLI	btuR	Cob(I)yrinic acid a,c-diamide adenosyltransferase	3	3	5.15525e+06	5.03384e+06	5.13518e+06	5.11426e+06	5.18121e+06	3.9753e+06
P0A9H7	CFA_ECOLI	cfa	Cyclopropane-fatty-acyl-phospholipid synthase	11	11	1.61633e+07	1.71097e+07	1.67939e+07	1.62479e+07	1.67749e+07	1.66895e+07
P0A9H9	CHEZ_ECOLI	cheZ	Protein phosphatase CheZ	10	10	5.84165e+06	5.9209e+06	5.98572e+06	5.87985e+06	6.1681e+06	6.1097e+06
P0A9I1	CITE_ECOLI	citE	Citrate lyase subunit beta	15	15	3.73777e+07	3.37663e+07	3.82264e+07	3.48443e+07	3.7844e+07	3.4167e+07
P0A9I3	GCVR_ECOLI	gcvR	Glycine cleavage system transcriptional repressor	3	3	9.19014e+06	7.53887e+06	9.3385e+06	7.22724e+06	8.46472e+06	7.34687e+06
P0A9I8	NIRD_ECOLI	nirD	Nitrite reductase [NAD(P)H] small subunit	3	3	2.37489e+07	2.20604e+07	2.45317e+07	1.94602e+07	2.46805e+07	2.40209e+07
P0A9J0	RNG_ECOLI	rng	Ribonuclease G	11	11	3.73486e+07	3.67662e+07	3.86089e+07	3.28456e+07	3.8078e+07	3.56483e+07
P0A9J4	PANE_ECOLI	panE	2-dehydropantoate 2-reductase	4	4	7.24556e+06	7.05498e+06	6.7644e+06	6.98342e+06	7.3779e+06	6.94087e+06
P0A9J6	RBSK_ECOLI	rbsK	Ribokinase	4	4	1.04277e+07	1.13678e+07	1.10439e+07	1.06667e+07	1.08155e+07	1.091e+07
P0A9J8	PHEA_ECOLI	pheA	P-protein	5	5	7.7068e+06	9.20249e+06	7.6338e+06	8.66003e+06	7.86144e+06	9.84972e+06
P0A9K3	PHOL_ECOLI	ybeZ	PhoH-like protein	13	13	2.81148e+07	2.75932e+07	2.72791e+07	2.81196e+07	2.8733e+07	2.74883e+07
P0A9K7	PHOU_ECOLI	phoU	Phosphate-specific transport system accessory protein PhoU	5	5	8.8091e+06	1.1338e+07	8.14758e+06	9.45443e+06	8.96395e+06	1.02606e+07
P0A9K9	SLYD_ECOLI	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	5	5	5.86499e+08	4.5871e+08	5.69717e+08	5.01521e+08	6.08084e+08	4.71287e+08
P0A9L3	FKBB_ECOLI	fklB	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	9	9	1.54006e+08	1.62707e+08	1.54708e+08	1.63809e+08	1.53399e+08	1.61502e+08
P0A9L5	PPIC_ECOLI	ppiC	Peptidyl-prolyl cis-trans isomerase C	6	6	1.96729e+07	1.81704e+07	2.00656e+07	2.07234e+07	1.80336e+07	1.83669e+07
P0A9L8	P5CR_ECOLI	proC	Pyrroline-5-carboxylate reductase	2	2	1.33325e+07	1.37811e+07	1.33144e+07	1.49222e+07	1.59612e+07	1.71137e+07
P0A9M0	LON_ECOLI	lon	Lon protease	34	34	4.8823e+07	4.62176e+07	4.88947e+07	4.57962e+07	4.87844e+07	4.54168e+07
P0A9M2	HPRT_ECOLI	hpt	Hypoxanthine phosphoribosyltransferase	9	9	2.78558e+07	3.17407e+07	2.8925e+07	3.17518e+07	2.90451e+07	3.03323e+07
P0A9M5	XGPT_ECOLI	gpt	Xanthine phosphoribosyltransferase	9	9	2.4046e+08	2.39384e+08	2.40048e+08	2.43747e+08	2.33194e+08	2.30598e+08
P0A9M8	PTA_ECOLI	pta	Phosphate acetyltransferase	33	33	2.03212e+08	2.04382e+08	2.02171e+08	2.04932e+08	2.05049e+08	2.04844e+08
P0A9N4	PFLA_ECOLI	pflA	Pyruvate formate-lyase 1-activating enzyme	5	5	2.12749e+07	2.19182e+07	2.11932e+07	2.29967e+07	2.05848e+07	2.30054e+07
P0A9N8	NRDG_ECOLI	nrdG	Anaerobic ribonucleoside-triphosphate reductase-activating protein	3	3	229712		409626	266057		271967
P0A9P0	DLDH_ECOLI	lpdA	Dihydrolipoyl dehydrogenase	31	31	2.07975e+08	1.9454e+08	2.04609e+08	1.91176e+08	2.02977e+08	1.97188e+08
P0A9P4	TRXB_ECOLI	trxB	Thioredoxin reductase	14	14	7.12889e+07	6.38209e+07	7.15078e+07	6.59497e+07	7.00772e+07	6.45777e+07
P0A9P6	DEAD_ECOLI	deaD	Cold-shock DEAD box protein A	29	29	3.70442e+07	3.82682e+07	3.71218e+07	3.84772e+07	3.63852e+07	3.7731e+07
P0A9Q1	ARCA_ECOLI	arcA	Aerobic respiration control protein ArcA	15	15	2.45062e+08	2.20353e+08	2.46284e+08	2.18014e+08	2.55935e+08	2.25538e+08
P0A9Q5	ACCD_ECOLI	accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	16	16	1.22417e+08	1.30838e+08	1.19351e+08	1.29871e+08	1.24141e+08	1.29526e+08
P0A9Q7	ADHE_ECOLI	adhE	Aldehyde-alcohol dehydrogenase	53	53	9.26871e+08	8.85927e+08	9.16659e+08	8.87564e+08	9.02354e+08	8.96496e+08
P0A9Q9	DHAS_ECOLI	asd	Aspartate-semialdehyde dehydrogenase	11	11	9.91509e+07	1.02213e+08	1.00235e+08	1.01255e+08	9.32975e+07	1.00894e+08
P0A9R4	FER_ECOLI	fdx	2Fe-2S ferredoxin	3	3	7.13462e+07	6.52102e+07	6.75378e+07	6.51281e+07	7.36186e+07	6.40333e+07
P0A9R7	FTSE_ECOLI	ftsE	Cell division ATP-binding protein FtsE	7	7	1.12223e+07	1.34113e+07	1.12833e+07	1.34971e+07	1.05906e+07	1.30797e+07
P0A9S1	FUCO_ECOLI	fucO	Lactaldehyde reductase	3	3	1.70488e+06	2.00131e+06		1.97838e+06	2.11697e+06	1.89707e+06
P0A9S5	GLDA_ECOLI	gldA	Glycerol dehydrogenase	8	8	6.95522e+07	8.39233e+07	7.32644e+07	8.4177e+07	7.21792e+07	8.17228e+07
P0A9T0	SERA_ECOLI	serA	D-3-phosphoglycerate dehydrogenase	11	11	4.31174e+07	4.51552e+07	4.41565e+07	4.2728e+07	4.41238e+07	4.42736e+07
P0A9T4	TAS_ECOLI	tas	Protein tas	9	9	3.36132e+07	3.48874e+07	3.33845e+07	3.27701e+07	3.33361e+07	3.40882e+07
P0A9T6	YBAQ_ECOLI	ybaQ	Uncharacterized HTH-type transcriptional regulator YbaQ	4	4	5.04473e+06	5.08008e+06	4.61815e+06	4.52189e+06	3.84703e+06	5.42318e+06
P0A9T8	YBBA_ECOLI	ybbA	Uncharacterized ABC transporter ATP-binding protein YbbA	2	2	1.58391e+06	1.56527e+06	1.50735e+06	1.48586e+06	1.54922e+06	1.63539e+06
P0A9U1	YBHF_ECOLI	ybhF	Uncharacterized ABC transporter ATP-binding protein YbhF	2	2	1.11473e+06	1.08725e+06	1.27364e+06	565619	1.27561e+06	808326
P0A9U3	YBIT_ECOLI	ybiT	Uncharacterized ABC transporter ATP-binding protein YbiT	21	21	3.017e+07	2.97453e+07	3.11695e+07	3.01842e+07	3.04333e+07	2.99854e+07
P0A9V1	LPTB_ECOLI	lptB	Lipopolysaccharide export system ATP-binding protein LptB	10	10	2.55208e+07	2.4325e+07	2.45479e+07	2.46477e+07	2.45545e+07	2.428e+07
P0A9W0	ULAR_ECOLI	ulaR	HTH-type transcriptional regulator UlaR	2	2	9.57576e+06	8.4362e+06	9.86936e+06		7.60714e+06	
P0A9W3	YJJK_ECOLI	yjjK	Uncharacterized ABC transporter ATP-binding protein YjjK	29	29	6.98587e+07	6.98661e+07	7.02449e+07	6.86276e+07	6.87721e+07	7.15565e+07
P0A9W6	YRBA_ECOLI	yrbA	Uncharacterized protein YrbA	3	3	4.63517e+07	5.357e+07	4.64973e+07	5.04487e+07	4.72659e+07	4.88693e+07
P0A9W9	YRDA_ECOLI	yrdA	Protein YrdA	8	8	1.74579e+07	1.85965e+07	1.87597e+07	1.88951e+07	1.85235e+07	1.94624e+07
P0A9X4	MREB_ECOLI	mreB	Rod shape-determining protein MreB	15	15	6.74468e+07	6.97786e+07	6.92427e+07	7.23413e+07	6.72448e+07	7.04796e+07
