Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML
P0A9L5	PPIC_ECOLI	ppiC	Peptidyl-prolyl cis-trans isomerase C	6	6	2.70007e+07	2.56858e+07	2.65965e+07	2.40098e+07	2.50937e+07	2.60716e+07
P0A9L8	P5CR_ECOLI	proC	Pyrroline-5-carboxylate reductase	2	2	1.30172e+07	1.63487e+07	1.30388e+07	1.69214e+07	1.32042e+07	1.55727e+07
P0A9M0	LON_ECOLI	lon	Lon protease	34	34	4.39584e+07	4.35843e+07	4.37456e+07	4.38507e+07	4.44526e+07	4.35014e+07
P0A9M2	HPRT_ECOLI	hpt	Hypoxanthine phosphoribosyltransferase	10	10	2.8531e+07	3.28457e+07	2.82985e+07	3.14914e+07	2.87407e+07	3.17225e+07
P0A9M5	XGPT_ECOLI	gpt	Xanthine phosphoribosyltransferase	9	9	2.16106e+08	2.11548e+08	2.20235e+08	2.18148e+08	2.06952e+08	2.23751e+08
P0A9M8	PTA_ECOLI	pta	Phosphate acetyltransferase	33	33	2.13216e+08	2.17754e+08	2.18055e+08	2.1655e+08	2.20061e+08	2.07256e+08
P0A9N4	PFLA_ECOLI	pflA	Pyruvate formate-lyase 1-activating enzyme	5	5	2.10115e+07	1.99505e+07	2.02381e+07	2.10796e+07	1.9655e+07	2.12902e+07
P0A9N8	NRDG_ECOLI	nrdG	Anaerobic ribonucleoside-triphosphate reductase-activating protein	4	4	1.57985e+06	1.41145e+06	1.55311e+06	1.65536e+06	1.32599e+06	1.58921e+06
P0A9P0	DLDH_ECOLI	lpdA	Dihydrolipoyl dehydrogenase	29	29	1.93743e+08	1.99513e+08	1.91189e+08	2.03535e+08	1.89661e+08	2.00009e+08
P0A9P4	TRXB_ECOLI	trxB	Thioredoxin reductase	14	14	6.83845e+07	6.94858e+07	6.83941e+07	7.11771e+07	6.81803e+07	6.98415e+07
P0A9P6	DEAD_ECOLI	deaD	Cold-shock DEAD box protein A	29	29	3.93457e+07	3.86182e+07	4.00776e+07	3.9828e+07	3.84115e+07	3.94534e+07
P0A9Q1	ARCA_ECOLI	arcA	Aerobic respiration control protein ArcA	15	15	2.2929e+08	2.50645e+08	2.31323e+08	2.46763e+08	2.34582e+08	2.46518e+08
P0A9Q5	ACCD_ECOLI	accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	16	16	1.05944e+08	1.18312e+08	1.11244e+08	1.16006e+08	1.13397e+08	1.19602e+08
P0A9Q7	ADHE_ECOLI	adhE	Aldehyde-alcohol dehydrogenase	53	53	8.63014e+08	8.70054e+08	8.50434e+08	8.78181e+08	8.48833e+08	8.79159e+08
P0A9Q9	DHAS_ECOLI	asd	Aspartate-semialdehyde dehydrogenase	11	11	9.66747e+07	9.75752e+07	9.5616e+07	9.89399e+07	9.25216e+07	1.00894e+08
P0A9R4	FER_ECOLI	fdx	2Fe-2S ferredoxin	3	3	6.49506e+07	7.30823e+07	6.64751e+07	6.58308e+07	7.15126e+07	6.47343e+07
P0A9R7	FTSE_ECOLI	ftsE	Cell division ATP-binding protein FtsE	7	7	1.08409e+07	1.06816e+07	1.10738e+07	1.0977e+07	1.10099e+07	1.1227e+07
P0A9S1	FUCO_ECOLI	fucO	Lactaldehyde reductase	3	3	1.33604e+06	1.15851e+06	1.34985e+06	1.36819e+06	1.32004e+06	1.52821e+06
P0A9S5	GLDA_ECOLI	gldA	Glycerol dehydrogenase	8	8	8.73331e+07	8.96488e+07	8.17914e+07	8.96058e+07	8.26496e+07	8.9349e+07
P0A9T0	SERA_ECOLI	serA	D-3-phosphoglycerate dehydrogenase	12	12	4.52467e+07	4.66069e+07	4.41341e+07	4.63893e+07	4.53988e+07	4.63381e+07
P0A9T4	TAS_ECOLI	tas	Protein tas	9	9	3.80864e+07	3.92493e+07	3.78302e+07	3.65186e+07	3.77913e+07	3.8033e+07
P0A9T6	YBAQ_ECOLI	ybaQ	Uncharacterized HTH-type transcriptional regulator YbaQ	4	4	4.27577e+06	4.79533e+06	4.79891e+06	4.05877e+06	4.1712e+06	4.67032e+06
P0A9T8	YBBA_ECOLI	ybbA	Uncharacterized ABC transporter ATP-binding protein YbbA	3	3	1.76412e+06	1.63059e+06	1.95554e+06	1.72248e+06	1.38493e+06	1.59127e+06
P0A9U1	YBHF_ECOLI	ybhF	Uncharacterized ABC transporter ATP-binding protein YbhF	2	2	1.08145e+06	1.15381e+06	1.34337e+06	1.01551e+06	1.28989e+06	1.34172e+06
P0A9U3	YBIT_ECOLI	ybiT	Uncharacterized ABC transporter ATP-binding protein YbiT	21	21	3.30123e+07	3.23541e+07	3.25471e+07	3.1982e+07	3.15236e+07	3.23664e+07
P0A9V1	LPTB_ECOLI	lptB	Lipopolysaccharide export system ATP-binding protein LptB	11	11	2.22787e+07	2.1267e+07	2.27916e+07	2.14858e+07	2.28893e+07	2.19318e+07
P0A9W0	ULAR_ECOLI	ulaR	HTH-type transcriptional regulator UlaR	2	2	9.72836e+06		8.39642e+06	8.7465e+06	6.87398e+06	7.07297e+06
P0A9W3	YJJK_ECOLI	yjjK	Uncharacterized ABC transporter ATP-binding protein YjjK	28	28	6.70033e+07	6.7673e+07	6.62488e+07	7.12878e+07	6.58803e+07	6.96627e+07
P0A9W6	YRBA_ECOLI	yrbA	Uncharacterized protein YrbA	3	3	5.70627e+07	5.29914e+07	5.53212e+07	5.85659e+07	5.58911e+07	6.06497e+07
P0A9W9	YRDA_ECOLI	yrdA	Protein YrdA	8	8	1.72836e+07	1.85667e+07	1.79239e+07	1.82247e+07	1.7779e+07	1.86503e+07
P0A9X1	ZNUC_ECOLI	znuC	Zinc import ATP-binding protein ZnuC	1	1		880247			1.1156e+06	
P0A9X4	MREB_ECOLI	mreB	Rod shape-determining protein MreB	14	14	6.91443e+07	6.7358e+07	6.64106e+07	6.92996e+07	6.71265e+07	6.99988e+07
P0A9X9	CSPA_ECOLI	cspA	Cold shock protein CspA	8	6	2.63294e+08	2.2988e+08	2.54671e+08	2.26215e+08	2.65e+08	2.24711e+08
P0A9Y6	CSPC_ECOLI	cspC	Cold shock-like protein CspC	8	8	1.293e+09	1.15558e+09	1.26561e+09	1.15776e+09	1.27528e+09	1.16212e+09
P0A9Z1	GLNB_ECOLI	glnB	Nitrogen regulatory protein P-II 1	7	7	7.55303e+07	8.44643e+07	8.80321e+07	8.33083e+07	8.64958e+07	8.16485e+07
P0AA04	PTHP_ECOLI	ptsH	Phosphocarrier protein HPr	6	6	5.91088e+08	8.22517e+08	6.62214e+08	7.96821e+08	6.21541e+08	7.83429e+08
P0AA10	RL13_ECOLI	rplM	50S ribosomal protein L13	14	14	5.99095e+08	6.53444e+08	5.94986e+08	6.40441e+08	6.26596e+08	6.34929e+08
P0AA16	OMPR_ECOLI	ompR	Transcriptional regulatory protein OmpR	11	11	4.61885e+07	4.77678e+07	4.86876e+07	4.80909e+07	4.87319e+07	4.77592e+07
P0AA25	THIO_ECOLI	trxA	Thioredoxin-1	7	7	3.0574e+08	3.39768e+08	3.11232e+08	3.37419e+08	3.24019e+08	3.46667e+08
P0AA31	YEDF_ECOLI	yedF	UPF0033 protein YedF	1	1	2.46879e+07	2.48272e+07	2.33014e+07	2.44467e+07	2.36641e+07	2.30027e+07
P0AA37	RLUA_ECOLI	rluA	Ribosomal large subunit pseudouridine synthase A	2	2	1.25996e+06	1.04734e+06	1.34468e+06	1.27956e+06	1.40625e+06	1.41607e+06
P0AA39	RLUC_ECOLI	rluC	Ribosomal large subunit pseudouridine synthase C	9	9	8.3654e+06	9.1662e+06	9.63601e+06	8.80722e+06	9.00964e+06	8.77317e+06
P0AA41	TRUC_ECOLI	truC	tRNA pseudouridine synthase C	2	2	8.3682e+06	7.25912e+06	6.72495e+06		7.80726e+06	6.60088e+06
P0AA43	RSUA_ECOLI	rsuA	Ribosomal small subunit pseudouridine synthase A	7	7	1.90891e+07	1.81165e+07	1.81239e+07	1.78383e+07	1.90836e+07	1.79637e+07
P0AA53	QMCA_ECOLI	qmcA	Protein QmcA	4	4	3.09292e+06	3.80866e+06	2.79942e+06	3.35014e+06	3.44899e+06	3.63041e+06
P0AA57	YOBA_ECOLI	yobA	Protein YobA	2	2	5.89516e+06		6.69014e+06	7.1855e+06		6.28965e+06
P0AA86	DSBE_ECOLI	dsbE	Thiol:disulfide interchange protein DsbE	2	2	2.37385e+06	2.85862e+06	2.37657e+06	2.54141e+06	2.1197e+06	2.37388e+06
P0AA91	YEAY_ECOLI	yeaY	Uncharacterized lipoprotein YeaY	3	3	3.89115e+06	3.74751e+06	4.23171e+06	3.992e+06	4.35518e+06	3.91284e+06
P0AA93	YPDA_ECOLI	ypdA	Sensor histidine kinase YpdA	2	2	857734	570477	759219	860104	620293	867811
P0AA95	YACC_ECOLI	yacC	Uncharacterized protein YacC	2	2	4.07858e+06	4.11503e+06	4.28221e+06	3.90076e+06	3.9679e+06	3.89727e+06
P0AA97	YAEQ_ECOLI	yaeQ	Uncharacterized protein YaeQ	2	2	4.18627e+06	4.31793e+06	4.11182e+06	4.60369e+06	3.99695e+06	4.26509e+06
P0AAA1	YAGU_ECOLI	yagU	Inner membrane protein YagU	2	2	6.081e+07	6.13318e+07	5.30203e+07	5.76167e+07	5.73489e+07	5.58337e+07
P0AAB4	UBID_ECOLI	ubiD	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	6	6	1.15609e+07	1.13494e+07	1.10352e+07	1.13697e+07	1.26402e+07	1.1746e+07
P0AAB6	GALF_ECOLI	galF	UTP--glucose-1-phosphate uridylyltransferase	11	11	1.19209e+08	1.28149e+08	1.19263e+08	1.27715e+08	1.21838e+08	1.26445e+08
P0AAB8	USPD_ECOLI	uspD	Universal stress protein D	1	1	1.62403e+07	1.95431e+07	1.76287e+07	1.73337e+07	1.93421e+07	1.8042e+07
P0AAC0	USPE_ECOLI	uspE	Universal stress protein E	9	9	4.36068e+07	4.07529e+07	4.19487e+07	4.2142e+07	4.2297e+07	4.31907e+07
P0AAC8	ISCA_ECOLI	iscA	Iron-binding protein IscA	5	5	3.79322e+07	3.63314e+07	3.77328e+07	3.72978e+07	3.86517e+07	3.86802e+07
P0AAD6	SDAC_ECOLI	sdaC	Serine transporter	2	2		3.09015e+06		3.01142e+06	1.6146e+06	2.75821e+06
P0AAF6	ARTP_ECOLI	artP	Arginine transport ATP-binding protein ArtP	2	2	1.2409e+07	1.38538e+07	1.27188e+07	1.43339e+07	1.20817e+07	1.22273e+07
P0AAG3	GLTL_ECOLI	gltL	Glutamate/aspartate transport ATP-binding protein GltL	1	1		3.48912e+06	2.99766e+06	3.35999e+06	2.02116e+06	3.52443e+06
P0AAH0	PSTB_ECOLI	pstB	Phosphate import ATP-binding protein PstB	3	3	2.46732e+06	2.71766e+06	2.81701e+06	3.16752e+06	2.84397e+06	3.43826e+06
P0AAH8	SAPF_ECOLI	sapF	Peptide transport system ATP-binding protein SapF	1	1	2.21699e+06	2.18501e+06	2.34254e+06	2.03512e+06	1.74719e+06	2.05845e+06
P0AAI3	FTSH_ECOLI	ftsH	ATP-dependent zinc metalloprotease FtsH	24	24	7.36429e+07	7.26786e+07	7.45963e+07	7.36824e+07	7.26546e+07	7.32022e+07
P0AAI5	FABF_ECOLI	fabF	3-oxoacyl-[acyl-carrier-protein] synthase 2	10	10	1.83207e+08	2.06163e+08	1.83394e+08	2.0563e+08	1.86883e+08	2.07247e+08
P0AAI9	FABD_ECOLI	fabD	Malonyl CoA-acyl carrier protein transacylase	9	9	7.40799e+07	6.66787e+07	7.63909e+07	6.88428e+07	7.33734e+07	6.92497e+07
P0AAJ3	FDNH_ECOLI	fdnH	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit	4	4	1.79677e+07	1.82722e+07	1.66708e+07	1.76053e+07	1.78923e+07	1.86418e+07
P0AAJ5	FDOH_ECOLI	fdoH	Formate dehydrogenase-O iron-sulfur subunit	4	4	1.73737e+07	1.76306e+07	1.68763e+07	1.75034e+07	1.6964e+07	1.83533e+07
P0AAJ8	HYBA_ECOLI	hybA	Hydrogenase-2 operon protein HybA	5	5	2.15628e+07	2.26954e+07	2.12486e+07	2.22478e+07	2.18944e+07	2.11826e+07
P0AAK1	HYCB_ECOLI	hycB	Formate hydrogenlyase subunit 2	3	3	4.25259e+06	4.48242e+06	4.22369e+06	4.46602e+06	4.46367e+06	4.70159e+06
P0AAL3	NAPG_ECOLI	napG	Ferredoxin-type protein NapG	1	1		446778	533211	421189		499920
P0AAN1	HYBE_ECOLI	hybE	Hydrogenase-2 operon protein HybE	2	2	2.40473e+06	2.36883e+06	2.4169e+06	2.47852e+06	2.42997e+06	2.43725e+06
P0AAN3	HYPB_ECOLI	hypB	Hydrogenase isoenzymes nickel incorporation protein HypB	7	7	1.31848e+07	1.31793e+07	1.30083e+07	1.28619e+07	1.27433e+07	1.20122e+07
P0AAN5	YAIA_ECOLI	yaiA	Uncharacterized protein YaiA	1	1	7.72705e+06	7.3645e+06	5.85518e+06	8.13446e+06	6.13196e+06	8.08207e+06
P0AAN9	IRAP_ECOLI	iraP	Anti-adapter protein IraP	3	3	1.11595e+06	1.10115e+06	1.08157e+06	1.07208e+06	1.08507e+06	1.09496e+06
P0AAP3	FRMR_ECOLI	frmR	Transcriptional repressor FrmR	5	5	1.31154e+07	1.24948e+07	1.29959e+07	1.26248e+07	1.31459e+07	1.27581e+07
P0AAQ2	YAJD_ECOLI	yajD	Uncharacterized protein YajD	4	4	1.70279e+07	1.63398e+07	1.7094e+07	1.68787e+07	1.80815e+07	1.70407e+07
P0AAR3	YBAK_ECOLI	ybaK	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK	6	6	1.31594e+07	1.25903e+07	1.35913e+07	1.25669e+07	1.36713e+07	1.31841e+07
P0AAS0	YLAC_ECOLI	ylaC	Inner membrane protein YlaC	3	3	685116	772780	750623	673680	790855	818724
P0AAS7	YBCJ_ECOLI	ybcJ	Uncharacterized protein YbcJ	3	3	1.78923e+07	1.73876e+07	1.89014e+07	1.76554e+07	1.80883e+07	1.73411e+07
P0AAT2	YBDF_ECOLI	ybdF	Uncharacterized protein YbdF	2	2	2.48879e+06	2.85585e+06	2.61667e+06	2.44721e+06	2.57411e+06	2.8734e+06
P0AAT4	MSCM_ECOLI	mscM	Miniconductance mechanosensitive channel	5	5	7.53568e+06	6.98432e+06	6.9535e+06	7.08408e+06	7.61873e+06	6.59158e+06
P0AAT6	IOJAP_ECOLI	rsfS	Ribosomal silencing factor RsfS	6	6	1.29454e+07	1.66184e+07	1.366e+07	1.57334e+07	1.40106e+07	1.51351e+07
P0AAT9	YBEL_ECOLI	ybeL	Uncharacterized protein YbeL	6	6	3.02939e+07	2.87032e+07	2.97915e+07	3.01577e+07	2.98554e+07	2.9554e+07
P0AAU7	YBFE_ECOLI	ybfE	Uncharacterized protein YbfE	3	3	4.36479e+06	3.81537e+06	3.96091e+06	3.93766e+06	3.67313e+06	4.48756e+06
P0AAV4	YBGJ_ECOLI	ybgJ	Uncharacterized protein YbgJ	2	2	2.8898e+06	3.19851e+06	3.46588e+06	3.42838e+06	3.6811e+06	3.60784e+06
P0AAX8	YBIS_ECOLI	ybiS	Probable L,D-transpeptidase YbiS	14	13	5.63751e+07	5.47507e+07	5.63829e+07	5.63624e+07	5.53969e+07	5.57616e+07
P0AAZ4	RARA_ECOLI	rarA	Replication-associated recombination protein A	7	7	4.28878e+06	4.36443e+06	4.34857e+06	4.4895e+06	4.57804e+06	4.63424e+06
P0AAZ7	YCAR_ECOLI	ycaR	UPF0434 protein YcaR	4	4	6.0307e+07	5.46237e+07	5.89591e+07	5.92807e+07	5.8409e+07	5.71365e+07
P0AB10	YMBA_ECOLI	ymbA	Uncharacterized lipoprotein YmbA	2	2	1.00824e+07	1.10068e+07	1.0619e+07	1.18314e+07	1.21553e+07	1.23612e+07
P0AB12	YCCF_ECOLI	yccF	Inner membrane protein YccF	1	1		4.76741e+06		8.23913e+06		
P0AB14	YCCJ_ECOLI	yccJ	Uncharacterized protein YccJ	4	4	1.75651e+07	1.81922e+07	1.77868e+07	1.70372e+07	1.80638e+07	1.83391e+07
P0AB18	TUSE_ECOLI	tusE	Sulfurtransferase TusE	4	4	7.44134e+06	7.79462e+06	7.7795e+06	7.67919e+06	6.63503e+06	7.76132e+06
P0AB20	HSPQ_ECOLI	hspQ	Heat shock protein HspQ	1	1	4.74965e+06	4.65582e+06	6.31377e+06	5.13341e+06	6.10405e+06	4.49827e+06
P0AB24	EFEO_ECOLI	efeO	Iron uptake system component EfeO	14	14	3.41768e+07	3.57259e+07	3.55799e+07	3.52328e+07	3.59789e+07	3.5587e+07
P0AB26	YCEB_ECOLI	yceB	Uncharacterized lipoprotein YceB	5	5	3.24025e+07	3.21905e+07	3.13145e+07	3.18925e+07	3.0432e+07	3.34646e+07
P0AB28	YCED_ECOLI	yceD	Uncharacterized protein YceD	5	5	3.6957e+07	3.79048e+07	3.96067e+07	3.79413e+07	3.7114e+07	3.80359e+07
P0AB38	LPOB_ECOLI	lpoB	Penicillin-binding protein activator LpoB	3	3	2.1328e+07	2.08369e+07	2.09245e+07	2.03817e+07	2.095e+07	2.06601e+07
P0AB43	YCGL_ECOLI	ycgL	Protein YcgL	9	9	5.24998e+06	6.8669e+06	6.01274e+06	6.67196e+06	5.77709e+06	6.39452e+06
P0AB46	YMGD_ECOLI	ymgD	Uncharacterized protein YmgD	3	3	1.36399e+07	1.4208e+07	1.3448e+07	1.45713e+07	1.43547e+07	1.39132e+07
P0AB52	YCHN_ECOLI	ychN	Protein YchN	3	3	9.58426e+06	9.53677e+06	9.1278e+06	1.06892e+07	8.82536e+06	1.05468e+07
P0AB55	YCII_ECOLI	yciI	Protein YciI	3	3	3.41987e+07	3.47319e+07	3.4367e+07	3.57122e+07	3.46287e+07	3.84264e+07
P0AB58	YCIM_ECOLI	yciM	Uncharacterized protein YciM	3	3	1.88857e+06	2.26131e+06	2.09183e+06	1.74114e+06	1.48942e+06	2.23132e+06
P0AB61	YCIN_ECOLI	yciN	Protein YciN	6	6	3.11329e+07	3.01846e+07	2.95653e+07	3.09969e+07	2.90216e+07	2.92192e+07
P0AB67	PNTB_ECOLI	pntB	NAD(P) transhydrogenase subunit beta	5	5	7.65107e+06	8.01276e+06	7.45064e+06	8.87435e+06	7.76581e+06	7.76866e+06
P0AB71	ALF_ECOLI	fbaA	Fructose-bisphosphate aldolase class 2	17	17	8.72655e+08	8.61738e+08	8.54847e+08	8.87175e+08	8.78038e+08	8.87038e+08
P0AB77	KBL_ECOLI	kbl	2-amino-3-ketobutyrate coenzyme A ligase	17	17	9.57264e+07	9.8814e+07	9.66117e+07	9.7844e+07	9.71544e+07	1.00053e+08
P0AB80	ILVE_ECOLI	ilvE	Branched-chain-amino-acid aminotransferase	9	9	3.11033e+07	2.83246e+07	3.04619e+07	3.05166e+07	2.9504e+07	3.06746e+07
P0AB83	END3_ECOLI	nth	Endonuclease III	3	3	3.32136e+06	3.13754e+06	3.22421e+06	2.92364e+06	3.01596e+06	3.36503e+06
P0AB89	PUR8_ECOLI	purB	Adenylosuccinate lyase	19	19	2.39514e+07	2.52077e+07	2.47912e+07	2.46199e+07	2.52303e+07	2.51857e+07
P0AB91	AROG_ECOLI	aroG	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive	5	5	9.69054e+06	9.90147e+06	9.54758e+06	1.05399e+07	1.02475e+07	1.00642e+07
P0AB96	ARSC_ECOLI	arsC	Arsenate reductase	1	1		2.3515e+06		2.44688e+06	1.4849e+06	1.80285e+06
P0AB98	ATP6_ECOLI	atpB	ATP synthase subunit a	2	2		2.83691e+06	3.28587e+06	2.21307e+06	2.3913e+06	2.28929e+06
P0ABA0	ATPF_ECOLI	atpF	ATP synthase subunit b	16	16	1.88163e+08	1.89465e+08	1.90263e+08	1.867e+08	1.86821e+08	1.8485e+08
P0ABA4	ATPD_ECOLI	atpH	ATP synthase subunit delta	10	10	1.4873e+08	1.4448e+08	1.52422e+08	1.43422e+08	1.48321e+08	1.4858e+08
P0ABA6	ATPG_ECOLI	atpG	ATP synthase gamma chain	17	17	1.92816e+08	1.94229e+08	1.90913e+08	1.95272e+08	1.91827e+08	1.96492e+08
P0ABB0	ATPA_ECOLI	atpA	ATP synthase subunit alpha	29	29	3.85334e+08	3.78243e+08	3.79176e+08	3.91007e+08	3.79817e+08	3.89007e+08
P0ABB4	ATPB_ECOLI	atpD	ATP synthase subunit beta	29	29	3.916e+08	3.87584e+08	3.9099e+08	3.80339e+08	3.75924e+08	3.84538e+08
P0ABB8	ATMA_ECOLI	mgtA	Magnesium-transporting ATPase, P-type 1	5	5	814991	954614	1.02168e+06	654289	824500	994171
P0ABC3	HFLC_ECOLI	hflC	Modulator of FtsH protease HflC	18	18	8.25132e+07	7.97998e+07	8.34392e+07	8.18112e+07	8.09008e+07	8.06364e+07
P0ABC7	HFLK_ECOLI	hflK	Modulator of FtsH protease HflK	15	15	7.36177e+07	7.31563e+07	7.34705e+07	7.34462e+07	7.50713e+07	7.29138e+07
P0ABD3	BFR_ECOLI	bfr	Bacterioferritin	8	8	4.20831e+07	4.57372e+07	4.20117e+07	4.20873e+07	4.21085e+07	4.23642e+07
P0ABD5	ACCA_ECOLI	accA	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	24	24	8.29464e+07	9.15119e+07	8.29238e+07	8.88821e+07	8.72214e+07	9.01015e+07
P0ABD8	BCCP_ECOLI	accB	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	5	5	2.42425e+08	2.58487e+08	2.39087e+08	2.43746e+08	2.52683e+08	2.37384e+08
P0ABE2	BOLA_ECOLI	bolA	Protein BolA	5	5	2.37802e+07	2.10376e+07	2.36166e+07	2.18803e+07	2.21372e+07	2.32109e+07
P0ABF1	PCNB_ECOLI	pcnB	Poly(A) polymerase	18	18	1.03496e+07	1.03504e+07	1.05136e+07	1.01768e+07	1.0481e+07	1.04526e+07
P0ABF6	CDD_ECOLI	cdd	Cytidine deaminase	7	7	4.60801e+07	4.70207e+07	4.62719e+07	4.8453e+07	4.58314e+07	4.76099e+07
P0ABG4	FTSW_ECOLI	ftsW	Lipid II flippase FtsW	1	1	451106	611446	556328	553455	766346	658358
P0ABH0	FTSA_ECOLI	ftsA	Cell division protein FtsA	10	10	1.30772e+07	1.27277e+07	1.32826e+07	1.34256e+07	1.32548e+07	1.34748e+07
P0ABH7	CISY_ECOLI	gltA	Citrate synthase	13	13	4.1875e+07	4.18801e+07	4.21681e+07	4.28735e+07	4.04469e+07	4.27748e+07
P0ABH9	CLPA_ECOLI	clpA	ATP-dependent Clp protease ATP-binding subunit ClpA	27	27	3.36207e+07	3.35693e+07	3.36962e+07	3.37539e+07	3.4129e+07	3.4112e+07
P0ABI4	CORA_ECOLI	corA	Magnesium transport protein CorA	4	4	9.10384e+06	9.37694e+06	9.19573e+06	8.87392e+06	9.72969e+06	9.10717e+06
P0ABI8	CYOB_ECOLI	cyoB	Ubiquinol oxidase subunit 1	2	2	9.18865e+06	1.01366e+07	9.17746e+06	9.41254e+06	9.15477e+06	9.66695e+06
P0ABJ1	CYOA_ECOLI	cyoA	Ubiquinol oxidase subunit 2	2	2	2.05071e+07	2.09237e+07	2.06525e+07	1.95515e+07	2.01796e+07	2.10086e+07
P0ABJ9	CYDA_ECOLI	cydA	Cytochrome d ubiquinol oxidase subunit 1	12	12	1.58914e+08	1.61784e+08	1.6287e+08	1.57139e+08	1.63065e+08	1.5895e+08
P0ABK2	CYDB_ECOLI	cydB	Cytochrome d ubiquinol oxidase subunit 2	2	2	2.23796e+07	2.30439e+07	1.98736e+07	2.40663e+07	2.16659e+07	2.26298e+07
P0ABK5	CYSK_ECOLI	cysK	Cysteine synthase A	23	23	2.00201e+08	1.98224e+08	1.96952e+08	1.98926e+08	1.96181e+08	2.00351e+08
P0ABL5	NAPC_ECOLI	napC	Cytochrome c-type protein NapC	2	2		6.07318e+06	4.91831e+06	5.6917e+06	5.15331e+06	4.93124e+06
P0ABM9	CCMH_ECOLI	ccmH	Cytochrome c-type biogenesis protein CcmH	3	3	1.85868e+06	2.01918e+06	1.75806e+06	2.20324e+06		2.34531e+06
P0ABN5	DCUA_ECOLI	dcuA	Anaerobic C4-dicarboxylate transporter DcuA	5	5	9.85186e+06	9.05622e+06	9.91982e+06	9.5216e+06	9.46523e+06	9.72078e+06
P0ABN9	DCUB_ECOLI	dcuB	Anaerobic C4-dicarboxylate transporter DcuB	3	3	2.59838e+07	2.44425e+07	2.58487e+07	2.46256e+07	2.57696e+07	2.45972e+07
P0ABP3	DCUC_ECOLI	dcuC	Anaerobic C4-dicarboxylate transporter DcuC	1	1	9.0977e+06			1.03732e+07		9.84302e+06
P0ABP8	DEOD_ECOLI	deoD	Purine nucleoside phosphorylase DeoD-type	13	13	4.06484e+08	4.8543e+08	3.97597e+08	4.6251e+08	4.22789e+08	4.68432e+08
P0ABQ0	COABC_ECOLI	coaBC	Coenzyme A biosynthesis bifunctional protein CoaBC	9	9	6.04639e+06	6.648e+06	6.16814e+06	6.13811e+06	6.60194e+06	6.39001e+06
P0ABQ2	GARR_ECOLI	garR	2-hydroxy-3-oxopropionate reductase	3	3	5.51495e+06	5.25138e+06	5.46165e+06	5.31107e+06	4.95121e+06	5.34245e+06
P0ABQ4	DYR_ECOLI	folA	Dihydrofolate reductase	5	5	2.45984e+07	3.03257e+07	2.53395e+07	2.86214e+07	2.64516e+07	2.749e+07
P0ABS1	DKSA_ECOLI	dksA	RNA polymerase-binding transcription factor DksA	4	4	3.23701e+08	3.62458e+08	3.25684e+08	3.47602e+08	3.3941e+08	3.40437e+08
P0ABS5	PRIM_ECOLI	dnaG	DNA primase	6	6	3.93637e+06	4.60535e+06	4.00616e+06	4.15799e+06	4.83968e+06	4.07634e+06
P0ABS8	HOLE_ECOLI	holE	DNA polymerase III subunit theta	2	2		5.01838e+06		4.90686e+06	4.95243e+06	4.55653e+06
P0ABT2	DPS_ECOLI	dps	DNA protection during starvation protein	17	17	3.88995e+08	4.10314e+08	3.85279e+08	4.05533e+08	3.95976e+08	4.02298e+08
P0ABU0	MENB_ECOLI	menB	1,4-Dihydroxy-2-naphthoyl-CoA synthase	8	8	2.47576e+07	2.91945e+07	2.47933e+07	2.85192e+07	2.50575e+07	2.86707e+07
P0ABU2	YCHF_ECOLI	ychF	Ribosome-binding ATPase YchF	14	14	1.32058e+08	1.33296e+08	1.31821e+08	1.33501e+08	1.3075e+08	1.33573e+08
P0ABU5	ELBB_ECOLI	elbB	Enhancing lycopene biosynthesis protein 2	3	3	8.27103e+07	8.17862e+07	8.40386e+07	8.54488e+07	8.08496e+07	8.55177e+07
P0ABU7	EXBB_ECOLI	exbB	Biopolymer transport protein ExbB	6	6	6.07691e+07	5.68277e+07	5.99659e+07	5.88296e+07	5.92845e+07	5.80968e+07
P0ABU9	TOLQ_ECOLI	tolQ	Protein TolQ	6	6	1.04127e+07	9.5728e+06	1.00285e+07	9.94653e+06	9.68634e+06	1.00317e+07
